ticker,sources,max_day,cooldown,min_score,select_h2_pass,select_h2_trades,select_h2_win_rate,select_h2_profit_factor,select_h2_pnl_return,select_h2_min_month_trades,select_h2_call_rate,select_h2_top5_share_of_pnl,select_h2_positive_month_rate,test2025_pass,test2025_trades,test2025_win_rate,test2025_profit_factor,test2025_pnl_return,test2025_min_month_trades,test2025_call_rate,test2025_top5_share_of_pnl,test2025_positive_month_rate,test2026janmay_pass,test2026janmay_trades,test2026janmay_win_rate,test2026janmay_profit_factor,test2026janmay_pnl_return,test2026janmay_min_month_trades,test2026janmay_call_rate,test2026janmay_top5_share_of_pnl,test2026janmay_positive_month_rate
SPXW,"d80_front,cons_m2s2c30,d80",2,0,0.0,False,252,0.4642857142857143,1.0574795122612943,1.8608973806776152,36,0.1746031746031746,2.6868757256132696,0.5,True,457,0.487964989059081,1.3050992018098704,15.015665358045347,24,0.3851203501094092,0.33298557744702373,0.6666666666666666,True,202,0.5247524752475248,1.4651027289933582,7.941449845022154,38,0.5891089108910891,0.6296079554206454,1.0
SPXW,"d80_front,cons_m3allc30,d80",2,0,0.0,False,252,0.4642857142857143,1.0574795122612943,1.8608973806776152,36,0.1746031746031746,2.6868757256132696,0.5,True,457,0.487964989059081,1.3050992018098704,15.015665358045347,24,0.3851203501094092,0.33298557744702373,0.6666666666666666,True,202,0.5247524752475248,1.4651027289933582,7.941449845022154,38,0.5891089108910891,0.6296079554206454,1.0
SPXW,"d80_front,cons_m3s2c30,d80",2,0,0.0,False,252,0.4642857142857143,1.0574795122612943,1.8608973806776152,36,0.1746031746031746,2.6868757256132696,0.5,True,457,0.487964989059081,1.3050992018098704,15.015665358045347,24,0.3851203501094092,0.33298557744702373,0.6666666666666666,True,202,0.5247524752475248,1.4651027289933582,7.941449845022154,38,0.5891089108910891,0.6296079554206454,1.0
SPXW,"d80,d80_zero,cons_m3allc30",2,0,0.0,False,251,0.4342629482071713,1.0495056373253353,1.8879591461058323,36,0.18725099601593626,2.6483623919051253,0.5,True,441,0.47165532879818595,1.3039745677275592,16.26146098326038,24,0.36961451247165533,0.3074754479408106,0.75,True,195,0.517948717948718,1.56503266596394,10.849306633949318,36,0.5897435897435898,0.46085894414249046,0.8
SPXW,"d80_zero,d80,cons_m3allc30",2,0,0.0,False,251,0.4342629482071713,1.0495056373253353,1.8879591461058323,36,0.19123505976095617,2.6483623919051253,0.5,True,441,0.47165532879818595,1.3039745677275592,16.26146098326038,24,0.36961451247165533,0.3074754479408106,0.75,True,195,0.517948717948718,1.56503266596394,10.849306633949318,36,0.5897435897435898,0.46085894414249046,0.8
SPXW,"d80,d80_zero,cons_m3s2c30",2,0,0.0,False,251,0.4342629482071713,1.0495056373253353,1.8879591461058323,36,0.18725099601593626,2.6483623919051253,0.5,True,440,0.47045454545454546,1.3018792626838205,16.149370286096122,24,0.36818181818181817,0.3096095953849528,0.75,True,194,0.5154639175257731,1.564990834764257,10.848503424613707,35,0.5876288659793815,0.46089306555001064,0.8
SPXW,"d80_zero,d80,cons_m3s2c30",2,0,0.0,False,251,0.4342629482071713,1.0495056373253353,1.8879591461058323,36,0.19123505976095617,2.6483623919051253,0.5,True,440,0.47045454545454546,1.3018792626838205,16.149370286096122,24,0.36818181818181817,0.3096095953849528,0.75,True,194,0.5154639175257731,1.564990834764257,10.848503424613707,35,0.5876288659793815,0.46089306555001064,0.8
SPXW,"d80_zero,cons_m2s2c30,d80",2,0,0.0,False,251,0.42231075697211157,0.9773497376543853,-0.8618409746843081,36,0.1952191235059761,,0.16666666666666666,True,439,0.4760820045558087,1.3097674199402458,16.481311752609273,24,0.3735763097949886,0.3033739107088011,0.75,True,194,0.5309278350515464,1.6152840845902607,11.669069714428034,35,0.5876288659793815,0.4284831715263326,0.8
SPXW,"d80_zero,cons_m3allc30,d80",2,0,0.0,False,251,0.42231075697211157,0.9773497376543853,-0.8618409746843081,36,0.1952191235059761,,0.16666666666666666,True,441,0.47845804988662133,1.3212717078801897,17.093402449773528,24,0.3741496598639456,0.2925105177094947,0.75,True,195,0.5333333333333333,1.6153264360315405,11.669872923763645,36,0.5897435897435898,0.42845368005836454,0.8
SPXW,"d80_zero,cons_m3s2c30,d80",2,0,0.0,False,251,0.42231075697211157,0.9773497376543853,-0.8618409746843081,36,0.1952191235059761,,0.16666666666666666,True,440,0.4772727272727273,1.3191649552999907,16.981311752609273,24,0.37272727272727274,0.2944413289645732,0.75,True,194,0.5309278350515464,1.6152840845902607,11.669069714428034,35,0.5876288659793815,0.4284831715263326,0.8
SPY,"d80_front,d80",2,0,-999999.0,False,248,0.4435483870967742,1.106890557235418,3.158288646658659,32,0.20161290322580644,1.5831358559610431,0.8333333333333334,True,431,0.4988399071925754,1.3329805480700117,14.46615383468719,23,0.3805104408352668,0.3456343722829018,0.8333333333333334,True,179,0.5363128491620112,1.3139339259173197,5.015923048733299,30,0.6145251396648045,0.9133794445120987,0.8
SPY,"d80,d80_zero,d80_front",2,0,-999999.0,False,248,0.43548387096774194,1.057637364789446,1.818554546036602,32,0.2217741935483871,2.7494363646650637,0.6666666666666666,True,458,0.4868995633187773,1.3176372694603868,16.143689028195837,23,0.4039301310043668,0.30971855263485476,0.75,True,187,0.5347593582887701,1.5839973180798936,11.149782719575096,34,0.6149732620320856,0.43645034719009923,1.0
SPY,"d80_zero,d80,d80_front",2,0,-999999.0,False,248,0.43548387096774194,1.057637364789446,1.8185545460366015,32,0.2217741935483871,2.749436364665064,0.6666666666666666,True,458,0.4847161572052402,1.3026128350957566,15.470866653865691,23,0.4017467248908297,0.3231881000506623,0.6666666666666666,True,187,0.5401069518716578,1.6141383313035575,11.696530690206579,34,0.6149732620320856,0.416048712899737,1.0
SPY,"d80_zero,d80_front,d80",2,0,-999999.0,False,248,0.43548387096774194,1.0682079530960784,2.130778031096,32,0.2217741935483871,2.3465607055410507,0.6666666666666666,True,458,0.4890829694323144,1.3132527991275813,15.767925220161455,23,0.40611353711790393,0.31709942368364447,0.6666666666666666,True,187,0.5454545454545454,1.5814520590072945,10.861263424377508,34,0.6203208556149733,0.4480442420842604,1.0
SPY,"d80_front,d80,d80_zero",2,0,-999999.0,False,248,0.4314516129032258,1.0297658880019052,0.938799339545269,32,0.21774193548387097,5.325951765605072,0.6666666666666666,True,458,0.4868995633187773,1.3097485134779223,15.54777275181511,23,0.4039301310043668,0.3215894700683916,0.75,True,187,0.5347593582887701,1.546249295547908,10.23458811830542,34,0.6310160427807486,0.4754784933991517,1.0
SPY,"d80,d80_front,d80_zero",2,0,-999999.0,False,248,0.4274193548387097,1.0067976130932734,0.21855454603660207,32,0.21370967741935484,22.87758406618837,0.6666666666666666,True,458,0.4847161572052402,1.3021537986059697,15.314065174490722,23,0.4017467248908297,0.3264972391738745,0.75,True,187,0.5347593582887701,1.546249295547908,10.23458811830542,34,0.6310160427807486,0.4754784933991517,1.0
SPY,"d80_front,d80_zero,d80",2,0,-999999.0,False,248,0.4314516129032258,1.0297658880019052,0.9387993395452692,32,0.21774193548387097,5.32595176560507,0.6666666666666666,True,458,0.4890829694323144,1.3248673989975195,16.209202360770888,23,0.40611353711790393,0.3084667517077137,0.6666666666666666,True,187,0.5454545454545454,1.5922243173780188,10.987640686712098,34,0.6203208556149733,0.442890942451168,1.0
QQQ,"d80,d80_front,cons_m2s2c30",2,0,0.0,False,249,0.4859437751004016,1.2809288111912498,7.786262745851751,37,0.21285140562248997,0.6421565985124026,0.8333333333333334,True,485,0.49690721649484537,1.3980695897745226,19.35377252485972,35,0.41237113402061853,0.2583475647229785,0.9166666666666666,True,192,0.5208333333333334,1.3270795182555115,6.159290881131906,34,0.5364583333333334,0.7943434839808761,0.8
QQQ,"d80,d80_front,cons_m3allc30",2,0,0.0,False,249,0.4859437751004016,1.2809288111912498,7.786262745851751,37,0.21285140562248997,0.6421565985124026,0.8333333333333334,True,485,0.49690721649484537,1.3980695897745226,19.35377252485972,35,0.41237113402061853,0.2583475647229785,0.9166666666666666,True,192,0.5208333333333334,1.3270795182555115,6.159290881131906,34,0.5364583333333334,0.7943434839808761,0.8
QQQ,"d80,d80_front,cons_m3s2c30",2,0,0.0,False,249,0.4859437751004016,1.2809288111912498,7.786262745851751,37,0.21285140562248997,0.6421565985124026,0.8333333333333334,True,485,0.49690721649484537,1.3980695897745226,19.35377252485972,35,0.41237113402061853,0.2583475647229785,0.9166666666666666,True,192,0.5208333333333334,1.3270795182555115,6.159290881131906,34,0.5364583333333334,0.7943434839808761,0.8
QQQ,"cons_m2s2c30,d80_zero,d80",2,0,0.0,False,243,0.45267489711934156,1.119437232079195,3.9883287718129923,37,0.20987654320987653,1.2536579319480545,0.8333333333333334,True,466,0.48068669527896996,1.310962155250585,17.709306983262074,29,0.38412017167381973,0.28233741753563496,0.75,True,188,0.5425531914893617,1.4033397341646845,8.396841618218087,34,0.5159574468085106,0.5954619876540034,0.8
QQQ,"cons_m3allc30,d80_zero,d80",2,0,0.0,False,243,0.45267489711934156,1.119437232079195,3.9883287718129923,37,0.20987654320987653,1.2536579319480545,0.8333333333333334,True,466,0.48068669527896996,1.310962155250585,17.709306983262074,29,0.38412017167381973,0.28233741753563496,0.75,True,188,0.5425531914893617,1.4033397341646845,8.396841618218087,34,0.5159574468085106,0.5954619876540034,0.8
QQQ,"cons_m3s2c30,d80_zero,d80",2,0,0.0,False,243,0.45267489711934156,1.119437232079195,3.9883287718129923,37,0.20987654320987653,1.2536579319480545,0.8333333333333334,True,466,0.48068669527896996,1.310962155250585,17.709306983262074,29,0.38412017167381973,0.28233741753563496,0.75,True,188,0.5425531914893617,1.4033397341646845,8.396841618218087,34,0.5159574468085106,0.5954619876540034,0.8
QQQ,"cons_m2s2c30,d80,d80_zero",2,0,0.0,False,243,0.448559670781893,1.0946297286901183,3.1883287718129925,37,0.205761316872428,1.5682197031257945,0.6666666666666666,True,466,0.48068669527896996,1.310962155250585,17.709306983262078,29,0.38412017167381973,0.2823374175356349,0.75,True,188,0.5425531914893617,1.4033397341646845,8.396841618218087,34,0.5159574468085106,0.5954619876540034,0.8
QQQ,"cons_m3allc30,d80,d80_zero",2,0,0.0,False,243,0.448559670781893,1.0946297286901183,3.1883287718129925,37,0.205761316872428,1.5682197031257945,0.6666666666666666,True,466,0.48068669527896996,1.310962155250585,17.709306983262078,29,0.38412017167381973,0.2823374175356349,0.75,True,188,0.5425531914893617,1.4033397341646845,8.396841618218087,34,0.5159574468085106,0.5954619876540034,0.8
QQQ,"cons_m3s2c30,d80,d80_zero",2,0,0.0,False,243,0.448559670781893,1.0946297286901183,3.1883287718129925,37,0.205761316872428,1.5682197031257945,0.6666666666666666,True,466,0.48068669527896996,1.310962155250585,17.709306983262078,29,0.38412017167381973,0.2823374175356349,0.75,True,188,0.5425531914893617,1.4033397341646845,8.396841618218087,34,0.5159574468085106,0.5954619876540034,0.8
QQQ,"d80,d80_front",2,0,-999999.0,True,216,0.48148148148148145,1.3156518724174655,7.559911221833405,22,0.2037037037037037,0.6613834280963179,0.8333333333333334,True,453,0.5033112582781457,1.37925866290155,16.21653765543183,34,0.4083885209713024,0.3083272216449496,0.75,True,188,0.5159574468085106,1.3074739252324785,5.367061084533324,34,0.6063829787234043,0.8289454574175472,0.8
QQQ,"d80,d80_front,d80_zero",2,0,0.0,False,204,0.4803921568627451,1.2685510140829244,6.565114314735796,22,0.20588235294117646,0.7616013614229379,0.8333333333333334,True,455,0.4967032967032967,1.3647817265506885,17.010468128769034,30,0.3934065934065934,0.2939366490181259,0.8333333333333334,True,184,0.5271739130434783,1.4143516154496927,7.433674719814396,34,0.5597826086956522,0.6148158454498964,0.8
QQQ,"d80_front,d80,d80_zero",2,0,0.0,False,204,0.4803921568627451,1.2685510140829244,6.565114314735796,22,0.20588235294117646,0.7616013614229379,0.8333333333333334,True,455,0.4945054945054945,1.3562265106485336,16.584979247131013,30,0.3956043956043956,0.30147761570849935,0.8333333333333334,True,184,0.5271739130434783,1.4077509361689384,7.216409641356922,34,0.5706521739130435,0.6333261600713171,0.8
QQQ,"d80,d80_zero,d80_front",2,0,0.0,False,204,0.47549019607843135,1.247895847072291,6.134537916898772,22,0.20098039215686275,0.8150573144599094,0.8333333333333334,True,455,0.49230769230769234,1.34680134903483,16.408873366283082,30,0.389010989010989,0.30471318099595973,0.8333333333333334,True,184,0.5271739130434783,1.4143516154496925,7.433674719814396,34,0.5597826086956522,0.6148158454498964,0.8
QQQ,"d80_zero,d80_front,d80",2,0,0.0,False,204,0.47549019607843135,1.2329674893007272,5.765114314735797,22,0.20098039215686275,0.8672854911514689,0.8333333333333334,True,455,0.4879120879120879,1.313412180090032,14.917102653993645,30,0.38461538461538464,0.33518573385035916,0.8333333333333334,True,184,0.5271739130434783,1.3727554277586724,6.703964143964397,34,0.5760869565217391,0.6739025574788712,0.8
