ticker,delta_target,max_minutes_to_close,feature,op,threshold,name,score,train_reason,core_reason,inner_val_reason,train_trades,train_wr,train_pf,train_pnl,train_min_month,train_long_rate,core_trades,core_wr,core_pf,core_pnl,core_min_month,core_long_rate,inner_val_trades,inner_val_wr,inner_val_pf,inner_val_pnl,inner_val_min_month,inner_val_long_rate
SPY,0.4,140.0,dist_to_max_gamma,<=,-15.806517601013184,SPY_d0.40_mtc_le_140_dist_to_max_gamma_<=_m15p807,7.12036201533711,pass,pass,pass,346,0.3468208092485549,1.3792200601963742,269568.9350305133,22,0.7109826589595376,230,0.3565217391304348,1.2968017681989759,140061.43361888788,22,0.717391304347826,116,0.3275862068965517,1.5419888428181117,129507.50141162542,30,0.6982758620689655
SPY,0.4,140.0,dist_to_zero_gamma,<=,31.008413314819336,SPY_d0.40_mtc_le_140_dist_to_zero_gamma_<=_31p008,7.088092621412828,pass,pass,pass,446,0.3251121076233184,1.3490506519045047,321334.9052392666,26,0.5896860986547086,312,0.33653846153846156,1.2934736401388165,185105.60859090998,28,0.5897435897435898,134,0.29850746268656714,1.4699885567747848,136229.29664835666,26,0.5895522388059702
SPY,0.4,140.0,vix_spot,>=,0.31879999160766603,SPY_d0.40_mtc_le_140_vix_spot_>=_0p3188,6.950968305740339,pass,pass,pass,598,0.31270903010033446,1.248271497054474,310254.55036037625,24,0.4916387959866221,406,0.312807881773399,1.2086425551600626,175769.6859939951,24,0.47783251231527096,192,0.3125,1.3302557740150731,134484.8643663811,44,0.5208333333333334
SPY,0.4,140.0,dist_to_max_gamma,<=,-7.843137264251709,SPY_d0.40_mtc_le_140_dist_to_max_gamma_<=_m7p8431,6.949698588943782,pass,pass,pass,473,0.33403805496828753,1.316384981256003,307973.20233291405,32,0.5940803382663847,325,0.3446153846153846,1.2591534319284179,172524.87748276888,32,0.5876923076923077,148,0.3108108108108108,1.4402132250196886,135448.32485014523,39,0.6081081081081081
SPY,0.4,180.0,net_delta,<=,-13.848669330153696,SPY_d0.40_mtc_le_180_net_delta_<=_m13p849,6.947604769061946,pass,pass,pass,361,0.3545706371191136,1.4760993664640112,342536.2850538112,16,0.6925207756232687,236,0.3644067796610169,1.449622135424004,207209.08217661583,17,0.7245762711864406,125,0.336,1.5232822604541283,135327.20287719538,16,0.632
SPY,0.4,90.0,vix_spot,>=,0.31879999160766603,SPY_d0.40_mtc_le_90_vix_spot_>=_0p3188,6.90254932089456,pass,pass,pass,401,0.32418952618453867,1.3111935549409108,251487.23557251197,17,0.4763092269326683,278,0.3237410071942446,1.2850469256294839,158162.49899974727,17,0.4568345323741007,123,0.3252032520325203,1.3684750243773898,93324.73657276468,27,0.5203252032520326
SPY,0.4,140.0,gamma_0dte_vs_wk,<=,0.3392757171435967,SPY_d0.40_mtc_le_140_gamma_0dte_vs_wk_<=_0p33928,6.805272297043082,pass,pass,pass,386,0.34196891191709844,1.4281888484765244,329908.52858711407,19,0.538860103626943,298,0.34563758389261745,1.410820110165345,243432.27642862228,19,0.5167785234899329,88,0.32954545454545453,1.4860336320397844,86476.25215849183,21,0.6136363636363636
SPY,0.4,140.0,dist_to_max_gamma,<=,-2.9466423988342285,SPY_d0.40_mtc_le_140_dist_to_max_gamma_<=_m2p9466,6.600531666675564,pass,pass,pass,560,0.3196428571428571,1.2257166577287528,267233.1237764617,40,0.5410714285714285,403,0.3200992555831266,1.128637170989693,110616.99605062066,40,0.5210918114143921,157,0.3184713375796178,1.483357653716071,156616.12772584107,42,0.5923566878980892
SPY,0.6,60.0,premium_to_spot_bps,<=,22.284444018143322,SPY_d0.60_mtc_le_60_premium_to_spot_bps_<=_22p284,6.596469959321025,pass,pass,pass,351,0.4301994301994302,1.2867129596290887,164585.93167281093,18,0.4017094017094017,279,0.4336917562724014,1.2371351355649622,110725.20664293335,22,0.3906810035842294,72,0.4166666666666667,1.5028282796688275,53860.72502987759,18,0.4444444444444444
SPY,0.4,60.0,dist_to_max_gamma,<=,1.8122864961624146,SPY_d0.40_mtc_le_60_dist_to_max_gamma_<=_1p8123,6.553461737340946,pass,pass,pass,287,0.3344947735191638,1.3535101488776573,204551.86004354243,17,0.43902439024390244,221,0.3257918552036199,1.2622479106235653,118371.64413504575,17,0.42081447963800905,66,0.36363636363636365,1.6772100627443345,86180.21590849668,18,0.5
