dir,file,ticker,v25_trades,v25_wr,v25_pf,v25_pnl,v25_min_month,v25_pass_gate,t26_trades,t26_wr,t26_pf,t26_pnl,t26_min_month,t26_pass_gate,pass_both
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,QQQ,0,,,0.0,0,False,206,0.5097087378640777,1.61249995452866,90073.72872553769,10,False,False
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPXW,0,,,0.0,0,False,344,0.47093023255813954,1.33014104874581,74598.7358340713,0,False,False
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPY,0,,,0.0,0,False,149,0.47651006711409394,1.5892394723365235,93799.58503503154,0,False,False
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,QQQ,0,,,0.0,0,False,196,0.5051020408163265,1.574749834095361,81073.72872553769,0,False,False
event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_n120_combined,combined_trades.csv,SPXW,350,0.42857142857142855,1.0628166444848672,6928.136817791326,25,False,299,0.5384615384615384,1.3012321634777655,28948.715159826803,24,True,False
event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_n120_combined,combined_trades.csv,SPY,293,0.43686006825938567,0.9271705371138879,-13741.191868140697,34,False,190,0.43157894736842106,1.10402087723553,10595.349710837756,18,False,False
event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_n120_combined,combined_trades.csv,QQQ,198,0.3787878787878788,1.017543114377934,2989.9722901854548,15,False,211,0.4218009478672986,1.1678835499216824,28891.678121143785,14,False,False
event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_qqq_n120,delta_selector_trades.csv,QQQ,198,0.3787878787878788,1.017543114377934,2989.9722901854548,15,False,211,0.4218009478672986,1.1678835499216824,28891.678121143785,14,False,False
event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_spxw_n120,delta_selector_trades.csv,SPXW,350,0.42857142857142855,1.0628166444848672,6928.136817791326,25,False,299,0.5384615384615384,1.3012321634777655,28948.715159826803,24,True,False
event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_spy_n120,delta_selector_trades.csv,SPY,293,0.43686006825938567,0.9271705371138879,-13741.191868140697,34,False,190,0.43157894736842106,1.10402087723553,10595.349710837756,18,False,False
event_option_gate_full19_physics_pooled_2025h2_d35_win_fullgrid_v1,event_option_gate_trades.csv,SPXW,202,0.39603960396039606,0.8420223221087311,-19440.04987570273,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d35_win_fullgrid_v1,event_option_gate_trades.csv,SPY,48,0.3333333333333333,0.8766523366245492,-3753.813409770705,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d65_win_fullgrid_v1,event_option_gate_trades.csv,SPXW,203,0.4088669950738916,0.7345881320460207,-30676.646856637974,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d65_win_fullgrid_v1,event_option_gate_trades.csv,SPY,95,0.3894736842105263,0.47803284919891775,-27884.227031957547,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d65_win_maxday2_v1,event_option_gate_trades.csv,SPXW,114,0.4298245614035088,1.0016046105861711,97.42740501352023,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d65_win_maxday2_v1,event_option_gate_trades.csv,SPY,70,0.38571428571428573,0.7481589962539398,-11803.89688120528,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d65_win_maxday2_v1,event_option_gate_trades.csv,QQQ,113,0.45132743362831856,0.8632558069547596,-7603.3305160637465,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d80_win_fullgrid_v1,event_option_gate_trades.csv,SPXW,123,0.37398373983739835,0.8913409630544691,-7339.313826982077,0,False,0,,,0.0,0,False,False
event_option_gate_full19_physics_pooled_2025h2_d80_win_fullgrid_v1,event_option_gate_trades.csv,SPY,65,0.4307692307692308,0.6627649657425335,-12753.816668197258,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d35_return_maxday2_v1,event_option_gate_trades.csv,SPXW,121,0.32231404958677684,0.8122838590212411,-18943.249753985332,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d35_return_maxday2_v1,event_option_gate_trades.csv,SPY,75,0.3466666666666667,0.8729441881051584,-7958.360141200699,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d35_return_maxday2_v1,event_option_gate_trades.csv,QQQ,73,0.3972602739726027,0.9552719639606623,-2465.634300574396,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d65_return_maxday2_v1,event_option_gate_trades.csv,SPXW,110,0.3090909090909091,0.6820036737985287,-33854.507831894545,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d65_return_maxday2_v1,event_option_gate_trades.csv,SPY,99,0.40404040404040403,0.9985023828660943,-113.23919588010222,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d65_return_maxday2_v1,event_option_gate_trades.csv,QQQ,93,0.3333333333333333,0.7667599548981251,-18731.08060058523,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_return_fullgrid_call05_v1,event_option_gate_trades.csv,SPXW,210,0.45714285714285713,1.0976890808268627,14404.545090205609,20,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_return_fullgrid_call05_v1,event_option_gate_trades.csv,SPY,165,0.41818181818181815,1.035084142019788,4638.759679318633,19,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_return_fullgrid_call05_v1,event_option_gate_trades.csv,QQQ,256,0.421875,0.9377857974167554,-11431.726084275611,19,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_return_maxday2_v1,event_option_gate_trades.csv,SPXW,132,0.4166666666666667,0.8870193166921914,-11089.006296596755,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_return_maxday2_v1,event_option_gate_trades.csv,SPY,124,0.3951612903225806,0.9247534382928716,-7215.495241770155,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_return_maxday2_v1,event_option_gate_trades.csv,QQQ,106,0.4811320754716981,1.3044756899574104,19737.30744231436,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_win_fullgrid_call05_v1,event_option_gate_trades.csv,SPXW,201,0.35323383084577115,0.6182304842303926,-51508.44889496533,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_win_fullgrid_call05_v1,event_option_gate_trades.csv,SPY,76,0.40789473684210525,0.8680579412295656,-4842.887713393557,0,False,0,,,0.0,0,False,False
event_option_gate_full20_physics_pooled_2025h2_d80_win_fullgrid_call05_v1,event_option_gate_trades.csv,QQQ,233,0.4034334763948498,0.7826454346908864,-22495.968672024497,6,False,0,,,0.0,0,False,False
event_option_gate_qqq_all13_zero_dte_delta80_win_ptdj_2025h2_2026,event_option_gate_trades.csv,QQQ,217,0.3548387096774194,0.8487591802035079,-29359.679023914774,29,False,206,0.39805825242718446,0.998715469038119,-229.79783494074218,0,False,False
event_option_gate_qqq_alltrain_delta65_wincls_min18_2025h2_2026,event_option_gate_trades.csv,QQQ,225,0.52,1.0523725496271088,6521.963544041011,20,False,306,0.4150326797385621,0.907536197111968,-18984.430280418735,0,False,False
event_option_gate_qqq_alltrain_delta80_wincls_min18_2025h2_2026,event_option_gate_trades.csv,QQQ,307,0.48534201954397393,1.1199303032031667,17044.123182269832,19,False,319,0.4106583072100313,1.0510000926476502,9544.964375582704,0,False,False
event_option_gate_qqq_alltrain_zero_dte_delta80_wincls_physics_2025h2_2026,event_option_gate_trades.csv,QQQ,180,0.39444444444444443,1.0705841514770151,10558.767938969366,24,False,201,0.4228855721393035,1.1459912729902648,24693.608302204717,0,False,False
event_option_gate_qqq_alltrain_zero_dte_delta80_wincls_physics_2025h2_2026jun,event_option_gate_trades.csv,QQQ,180,0.39444444444444443,1.0705841514770151,10558.767938969366,24,False,219,0.410958904109589,1.1014438192355696,19003.889856742855,18,False,False
event_option_gate_qqq_alltrain_zero_dte_delta80_wincls_physics_ptdj_v1_2025h2_2026,event_option_gate_trades.csv,QQQ,204,0.45588235294117646,1.3496360804900682,53937.56227622462,0,False,211,0.4549763033175355,1.3175066762771896,51819.79536613732,0,False,False
event_option_gate_qqq_alltrain_zero_dte_delta80_wincls_physics_ptdj_v1_2025h2_2026jun,event_option_gate_trades.csv,QQQ,158,0.34177215189873417,0.8627030380613832,-19971.60170238252,0,False,243,0.4567901234567901,1.3161759977629426,59155.38179930447,18,True,False
event_option_gate_qqq_front_weekly_delta35_wincls_min18_2025h2_2026jun,event_option_gate_trades.csv,QQQ,102,0.4411764705882353,1.101281513853816,6076.5339169653735,0,False,160,0.41875,0.9774880255383209,-2134.455152049186,11,False,False
event_option_gate_qqq_zero_dte_delta35_wincls_min18_2025h2_2026,event_option_gate_trades.csv,QQQ,195,0.3333333333333333,0.8113598459554628,-36757.50372015446,15,False,181,0.4088397790055249,1.139617782208985,22408.654044542098,0,False,False
event_option_gate_qqq_zero_dte_delta80_win_tdvp_only_v1_2025h2_2026jun,event_option_gate_trades.csv,QQQ,187,0.3155080213903743,0.7233020956159917,-47359.379418828714,0,False,142,0.38028169014084506,0.9336627609930613,-8428.884986852605,0,False,False
event_option_gate_qqq_zero_dte_delta80_win_tdvp_v1_2025h2_2026jun,event_option_gate_trades.csv,QQQ,158,0.37341772151898733,1.0003728244208183,47.75408335069369,0,False,200,0.4,0.9810036284897027,-3338.0243545559642,18,False,False
event_option_gate_spxw_front_weekly_delta35_return_tdvp_only_v1_2025h2_2026jun,event_option_gate_trades.csv,SPXW,94,0.3617021276595745,0.7656457635806686,-14155.18158662555,0,False,64,0.546875,1.782180145624784,20758.19947289752,0,False,False
event_option_gate_spxw_front_weekly_delta35_return_tdvp_v1_2025h2_2026jun,event_option_gate_trades.csv,SPXW,282,0.4078014184397163,1.0617271705365299,8893.230911371395,25,False,307,0.4592833876221498,1.2910290562924156,46252.14915749688,16,False,False
event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026,event_option_gate_trades.csv,SPXW,350,0.4057142857142857,1.0970424618080181,17824.85791563527,25,False,254,0.5078740157480315,1.4807686409519374,62811.66517275604,0,False,False
event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026jun,event_option_gate_trades.csv,SPXW,350,0.4057142857142857,1.0970424618080181,17824.85791563527,25,False,299,0.4882943143812709,1.3124564452988312,50083.20405680993,24,True,False
event_option_gate_spxw_front_weekly_delta35_return_vol25_all13_2025h2_2026jun,event_option_gate_trades.csv,SPXW,216,0.4166666666666667,1.214442234538373,22007.54099539094,0,False,177,0.3954802259887006,0.6447993270378755,-38314.069364635194,0,False,False
event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026,event_option_gate_trades.csv,SPXW,208,0.4519230769230769,1.4154000778437916,43074.788789854996,28,True,258,0.49612403100775193,1.4035924716751949,51312.67943910588,0,False,False
event_option_gate_spy_mixed_delta35_quantile_min18_2025h2_2026,event_option_gate_trades.csv,SPY,246,0.4065040650406504,1.065777903813128,12259.863684610194,21,False,170,0.4294117647058823,1.2345848997354374,28051.600097659546,0,False,False
event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026,event_option_gate_trades.csv,SPY,384,0.3671875,0.7213108178318325,-86408.16306260438,31,False,155,0.4645161290322581,1.4766139036631236,46331.45928298863,0,False,False
event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026jun,event_option_gate_trades.csv,SPY,384,0.3671875,0.7213108178318325,-86408.16306260438,31,False,177,0.4632768361581921,1.389228459941491,43725.61994363353,13,False,False
event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026,event_option_gate_trades.csv,SPY,218,0.40825688073394495,1.0251641551518549,4184.326210842963,25,False,177,0.4519774011299435,1.4122746946017444,46191.06545652125,0,False,False
event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,293,0.3993174061433447,0.9305784183660262,-16181.283941555703,34,False,190,0.4263157894736842,1.16389019065429,21759.956805813177,18,False,False
event_option_gate_spy_mixed_delta35_win_ptdj_all13_2025h2_2026jun,event_option_gate_trades.csv,SPY,195,0.38974358974358975,0.9690985505730274,-4293.237386625582,0,False,206,0.38349514563106796,0.980165844412472,-2834.4013266941674,0,False,False
event_option_gate_spy_mixed_delta35_win_tdvp_only_v1_2025h2_2026jun,event_option_gate_trades.csv,SPY,165,0.4121212121212121,1.0216151112016485,2717.524351726088,0,False,142,0.3873239436619718,1.0243398461809838,2726.10309087078,0,False,False
event_option_gate_spy_mixed_delta35_win_tdvp_v1_2025h2_2026jun,event_option_gate_trades.csv,SPY,276,0.4166666666666667,1.0885070724446195,18487.10599802724,27,False,187,0.39037433155080214,0.9705258345730016,-4487.843824254422,12,False,False
event_option_gate_spy_mixed_delta65_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,690,0.4434782608695652,0.9975039554808771,-1103.840080085727,42,False,437,0.41418764302059496,0.9959957686930906,-1162.1558214882643,0,False,False
event_option_gate_spy_mixed_delta80_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,670,0.4835820895522388,1.0186572467345478,6754.026982668426,57,False,358,0.4581005586592179,0.9766162789749501,-4774.484523876576,0,False,False
event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,SPXW,202,0.42574257425742573,1.3160110078300808,40625.88958254107,21,False,167,0.3712574850299401,0.9725719141642246,-3645.7598656328373,0,False,False
event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,SPY,201,0.373134328358209,0.8236248721674355,-26919.307335966376,0,False,128,0.375,0.7298172054999064,-27412.179117338368,0,False,False
event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,QQQ,185,0.3945945945945946,0.8741473376122464,-14904.371322047353,0,False,252,0.4007936507936508,0.9234728277705994,-13888.678430504704,0,False,False
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,SPXW,132,0.3939393939393939,0.9989044607505322,-84.42035706382012,10,False,83,0.6144578313253012,2.5049682438907723,47718.27041878839,0,False,False
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,SPY,84,0.5,1.3386205210600528,16473.99378641136,0,False,111,0.4954954954954955,1.004146975094916,263.5996346072925,0,False,False
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,QQQ,149,0.42953020134228187,1.0096201940113645,788.5537402053615,14,False,132,0.36363636363636365,0.663529383746896,-29159.53756183426,0,False,False
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,SPXW,132,0.3939393939393939,0.9989044607505322,-84.42035706382012,10,False,141,0.49645390070921985,1.4423664050097904,31423.23057275797,12,False,False
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,SPY,84,0.5,1.3386205210600528,16473.99378641136,0,False,131,0.44274809160305345,0.8214995465470792,-15032.608394852436,14,False,False
event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,QQQ,149,0.42953020134228187,1.0096201940113645,788.5537402053615,14,False,170,0.38823529411764707,0.7281330559538183,-29686.96849858226,0,False,False
event_option_locked_signal_delta_ranker_rawhist2024_same_side_2026janjun_risk5000,delta_selector_trades.csv,SPXW,0,,,0.0,0,False,299,0.5384615384615384,1.36471695656134,37463.531250567736,24,True,False
event_option_locked_signal_delta_ranker_rawhist2024_same_side_2026janjun_risk5000,delta_selector_trades.csv,SPY,0,,,0.0,0,False,190,0.4263157894736842,1.1266082818314604,12948.829895570787,18,False,False
event_option_locked_signal_delta_ranker_rawhist2024_same_side_2026janjun_risk5000,delta_selector_trades.csv,QQQ,0,,,0.0,0,False,204,0.4362745098039216,1.2437700958713724,39391.67812114378,11,False,False
event_option_locked_signal_delta_ranker_same_side_2025h2hist_2026janjun_risk5000,delta_selector_trades.csv,SPXW,0,,,0.0,0,False,299,0.5384615384615384,1.3892622968933013,40130.524156047104,24,True,False
event_option_locked_signal_delta_ranker_same_side_2025h2hist_2026janjun_risk5000,delta_selector_trades.csv,SPY,0,,,0.0,0,False,190,0.4368421052631579,1.1359006401264737,13852.570665556948,18,False,False
event_option_locked_signal_delta_ranker_same_side_2025h2hist_2026janjun_risk5000,delta_selector_trades.csv,QQQ,0,,,0.0,0,False,204,0.4362745098039216,1.2437700958713724,39391.67812114378,11,False,False
event_option_locked_signal_delta_selector_same_side_2025h2hist_2026janjun_risk5000,delta_selector_trades.csv,SPXW,0,,,0.0,0,False,299,0.5117056856187291,1.3351320807879279,42253.66573878843,24,True,False
event_option_locked_signal_delta_selector_same_side_2025h2hist_2026janjun_risk5000,delta_selector_trades.csv,SPY,0,,,0.0,0,False,190,0.42105263157894735,1.0083284802861874,1032.5496847330696,18,False,False
event_option_locked_signal_delta_selector_same_side_2025h2hist_2026janjun_risk5000,delta_selector_trades.csv,QQQ,0,,,0.0,0,False,204,0.39215686274509803,1.0506321966558365,9147.02030590536,11,False,False
event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,QQQ,183,0.4644808743169399,1.010064662949711,1105.8176440989737,0,False,237,0.5316455696202531,1.5172605887318373,76718.46112134466,10,False,False
event_option_qqq_branch_router_topk_balanced_call065_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,QQQ,0,,,0.0,0,False,237,0.5316455696202531,1.5172605887318373,76718.46112134466,10,False,False
event_option_qqq_branch_router_topk_balanced_call075_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,QQQ,0,,,0.0,0,False,319,0.49843260188087773,1.4097811735041528,86487.89343604617,10,False,False
event_option_qqq_branch_router_topk_current_wide_d65_fw35_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,QQQ,0,,,0.0,0,False,305,0.5016393442622951,1.434576063949953,85743.2015811206,10,False,False
event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2025h2hist_v2_2026janjun_risk5000,intraday_circuit_trades.csv,QQQ,0,,,0.0,0,False,206,0.5097087378640777,1.61249995452866,90073.72872553769,10,False,False
event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2025h2_2026jun_risk5000,intraday_circuit_trades.csv,QQQ,137,0.35766423357664234,0.9355270635840711,-8051.65376990902,0,False,206,0.5097087378640777,1.61249995452866,90073.72872553769,10,False,False
event_option_spxw_base_intraday_side_circuit_m19_2025h2hist_v2_2026janjun_risk5000,intraday_circuit_trades.csv,SPXW,0,,,0.0,0,False,285,0.49473684210526314,1.3346676501035528,50222.25785243536,24,True,False
event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000,intraday_circuit_trades.csv,SPXW,257,0.42023346303501946,1.1949250420399626,25521.581170226418,25,False,285,0.49473684210526314,1.3346676501035528,50222.25785243536,24,True,False
event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPXW,0,,,0.0,0,False,386,0.48186528497409326,1.3692619640902954,89151.78306526475,42,True,False
event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday5_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPXW,0,,,0.0,0,False,253,0.48616600790513836,1.4187021774764261,67435.8203653618,18,True,False
event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday6_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPXW,0,,,0.0,0,False,340,0.4647058823529412,1.3248349079222204,71935.24255928004,22,True,False
event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday7_2025h2export_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,SPXW,34,0.4117647058823529,0.5461805490727482,-10373.886225564795,0,False,324,0.49382716049382713,1.4678388085471008,92893.14231163374,22,True,False
event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday7_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPXW,0,,,0.0,0,False,324,0.49382716049382713,1.4678388085471008,92893.14231163374,22,True,False
event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday7_s1_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPXW,0,,,0.0,0,False,196,0.5102040816326531,1.5395976694547575,56675.468599173575,18,True,False
event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday7_s1_m19_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPXW,0,,,0.0,0,False,213,0.5070422535211268,1.513136703570671,60087.402873190935,22,True,False
event_option_spxw_branch_trade_meta_tdvp_zdz_2025h2_2026jun_risk5000,candidate_trade_meta_trades.csv,SPXW,0,,,0.0,0,False,205,0.5365853658536586,1.6035338903215892,61451.261941332035,5,False,False
event_option_spxw_branch_trade_meta_tdvp_zdz_strict_2025h2_2026jun_risk5000,candidate_trade_meta_trades.csv,SPXW,0,,,0.0,0,False,261,0.49808429118773945,1.3414615570814654,47011.52448886802,24,True,False
event_option_spxw_side_circuit_tdvp_meta_2025h2hist_2026janjun_risk5000,candidate_trade_meta_trades.csv,SPXW,0,,,0.0,0,False,182,0.5439560439560439,1.8772249750059453,73300.93003195232,1,False,False
event_option_spy_branch_trade_meta_tdvp_zdz_2025h2_2026jun_risk5000,candidate_trade_meta_trades.csv,SPY,0,,,0.0,0,False,87,0.45977011494252873,1.231089330166612,13381.007742090831,3,False,False
event_option_spy_branch_trade_meta_tdvp_zdz_strict_2025h2_2026jun_risk5000,candidate_trade_meta_trades.csv,SPY,0,,,0.0,0,False,135,0.42962962962962964,1.1132096637766886,10810.16716531018,18,False,False
event_option_spy_current_wincls_meta_gate_s2_pf10_wr40_m18_2025h2_2026jun_risk5000,trade_union_meta_trades.csv,SPY,0,,,0.0,0,False,196,0.44387755102040816,1.4321420653177508,62905.27815195569,10,False,False
event_option_spy_current_wincls_meta_gate_s2_pf10_wr40_m19_2025h2_2026jun_risk5000,trade_union_meta_trades.csv,SPY,0,,,0.0,0,False,196,0.44387755102040816,1.4321420653177508,62905.27815195569,10,False,False
event_option_spy_current_wincls_meta_gate_s2_pf12_wr45_m18_2025h2_2026jun_risk5000,trade_union_meta_trades.csv,SPY,0,,,0.0,0,False,196,0.44387755102040816,1.4321420653177508,62905.27815195569,10,False,False
event_option_spy_current_wincls_meta_gate_s3_pf10_wr40_m18_2025h2_2026jun_risk5000,trade_union_meta_trades.csv,SPY,0,,,0.0,0,False,183,0.44808743169398907,1.460234725574951,62732.326639044404,11,False,False
event_option_spy_current_wincls_meta_gate_s3_pf10_wr40_m19_2025h2_2026jun_risk5000,trade_union_meta_trades.csv,SPY,0,,,0.0,0,False,191,0.450261780104712,1.443587910584485,62823.16911140993,19,True,False
event_option_spy_current_wincls_meta_gate_s3_pf12_wr45_m18_2025h2_2026jun_risk5000,trade_union_meta_trades.csv,SPY,0,,,0.0,0,False,183,0.44808743169398907,1.460234725574951,62732.326639044404,11,False,False
event_option_spy_current_wincls_profile_variant_topk_balanced_call065_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPY,0,,,0.0,0,False,378,0.42857142857142855,1.2668517960335808,71237.1080909032,32,False,False
event_option_spy_current_wincls_profile_variant_topk_balanced_call075_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPY,0,,,0.0,0,False,274,0.43795620437956206,1.3543073839045283,65805.90598653289,24,False,False
event_option_spy_current_wincls_topk_balanced_call065_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,SPY,0,,,0.0,0,False,211,0.4549763033175355,1.4653015733809371,73102.80640866383,18,True,False
