ticker,artifact,file,trades,wr,pf,pnl,min_month,pos_months,call_rate,top5_share,invalid_topk,invalid_reasons,monthly,pass_gates
QQQ,event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_option_current_best_causal_qqqcircuit_sidecircuits_tdvp_meta_s2_m18_pf11_wr42_2026janjun_risk5000,candidate_trade_meta_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2025h2hist_v2_2026janjun_risk5000,intraday_circuit_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2025h2_2026jun_risk5000,intraday_circuit_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2026janjun_risk5000,intraday_circuit_trades.csv,196,0.5051020408163265,1.574749834095361,16.214745745107543,33,4,0.42857142857142855,0.9312511116343657,False,,"[2.75895863414921, 3.9588194546800137, 6.231226116639222, -0.6251880769605507, 3.8909296165996436]",False
QQQ,event_trade_union_qqq_ptdj_physics_meta_2025h2_2026janmay_risk5000,trade_union_meta_trades.csv,172,0.48255813953488375,1.475145412149126,12.121174247016576,27,4,0.32558139534883723,1.0147531707192015,False,,"[2.4710202073772822, 4.310004792464277, 6.200000000000001, -2.4077874603325236, 1.5479367075075412]",False
QQQ,event_option_qqq_ptdj_v1_intraday_circuit_2026janjun_risk5000,intraday_circuit_trades.csv,191,0.4816753926701571,1.438825107173696,12.48768438558934,23,4,0.3507853403141361,1.0370217284882166,False,,"[4.047819537579991, 3.5664293608200843, 6.650000045849728, -3.224501266168002, 1.447936707507541]",False
QQQ,event_option_qqq_ptdj_v1_intraday_circuit_m19_2026janjun_risk5000,intraday_circuit_trades.csv,191,0.4816753926701571,1.438825107173696,12.48768438558934,23,4,0.3507853403141361,1.0370217284882166,False,,"[4.047819537579991, 3.5664293608200843, 6.650000045849728, -3.224501266168002, 1.447936707507541]",False
QQQ,event_option_candidate_intraday_circuit_s2_2026janjun_partial_risk5000,intraday_circuit_trades.csv,152,0.46710526315789475,1.4308377848198122,9.86116701084661,22,4,0.34868421052631576,1.2355718972627219,False,,"[3.6254977236248473, 7.594185625280589, 1.4, -2.906453045566364, 0.1479367075075413]",False
QQQ,event_option_candidate_trade_meta_tdvp_zdz_s2_2026janjun_partial_risk5000,candidate_trade_meta_trades.csv,153,0.477124183006536,1.4302370875646861,9.685362166663065,2,4,0.35294117647058826,1.1960503524265682,False,,"[3.6254977236248473, 7.594185625280589, 2.1, -4.331160245180625, 0.6968390629382568]",False
QQQ,event_trade_union_qqq_meta_grid_s1_pf0p0_wr0p0_2026jun,trade_union_meta_trades.csv,177,0.4689265536723164,1.407476313628522,10.768860453826255,25,4,0.3672316384180791,1.1128550587317012,False,,"[3.6254977236248473, 7.594185625280589, 2.1, -4.331160245180625, 1.7803373501014441]",False
QQQ,event_option_spxw_scorethr_online_backfill_current_t18_md7_2026janmay_risk5000,monthly_volume_backfill_trades.csv,85,0.47058823529411764,1.396558728169096,5.022658848393531,16,4,0.4235294117647059,1.4733232384211896,False,,"[-0.31387127583002117, 0.9201498143129794, 0.9812260707894935, 0.5410636854596919, 2.8940905536613877]",False
QQQ,event_option_candidate_intraday_circuit_s3_2026janjun_partial_risk5000,intraday_circuit_trades.csv,162,0.46296296296296297,1.3885512333635388,9.592689742858134,24,4,0.35185185185185186,1.2701527058026214,False,,"[3.6254977236248473, 7.594185625280589, 2.1, -3.874930313554842, 0.1479367075075413]",False
QQQ,event_trade_union_qqq_meta_grid_s2_pf1p0_wr0p5_2026jun,trade_union_meta_trades.csv,179,0.45251396648044695,1.3373390336589863,9.407327639297137,20,4,0.3016759776536313,1.2968613901611188,False,,"[4.498709008067457, 4.810004792464277, 2.350000045849729, -2.57966026469331, 0.3282740576089853]",False
QQQ,event_trade_union_qqq_meta_grid_s2_pf1p2_wr0p5_2026jun,trade_union_meta_trades.csv,179,0.45251396648044695,1.3373390336589863,9.407327639297137,20,4,0.3016759776536313,1.2968613901611188,False,,"[4.498709008067457, 4.810004792464277, 2.350000045849729, -2.57966026469331, 0.3282740576089853]",False
QQQ,event_trade_union_qqq_meta_grid_s2_pf1p4_wr0p0_2026jun,trade_union_meta_trades.csv,179,0.45251396648044695,1.3373390336589863,9.407327639297137,20,4,0.3016759776536313,1.2968613901611188,False,,"[4.498709008067457, 4.810004792464277, 2.350000045849729, -2.57966026469331, 0.3282740576089853]",False
QQQ,event_trade_union_qqq_meta_grid_s2_pf1p4_wr0p45_2026jun,trade_union_meta_trades.csv,179,0.45251396648044695,1.3373390336589863,9.407327639297137,20,4,0.3016759776536313,1.2968613901611188,False,,"[4.498709008067457, 4.810004792464277, 2.350000045849729, -2.57966026469331, 0.3282740576089853]",False
QQQ,event_trade_union_qqq_meta_grid_s2_pf1p4_wr0p4_2026jun,trade_union_meta_trades.csv,179,0.45251396648044695,1.3373390336589863,9.407327639297137,20,4,0.3016759776536313,1.2968613901611188,False,,"[4.498709008067457, 4.810004792464277, 2.350000045849729, -2.57966026469331, 0.3282740576089853]",False
QQQ,event_trade_union_qqq_meta_grid_s2_pf1p4_wr0p5_2026jun,trade_union_meta_trades.csv,179,0.45251396648044695,1.3373390336589863,9.407327639297137,20,4,0.3016759776536313,1.2968613901611188,False,,"[4.498709008067457, 4.810004792464277, 2.350000045849729, -2.57966026469331, 0.3282740576089853]",False
