dir,file,spx_ticker,pass_exact,pass_with_call,spx_wr,spx_pf,spx_min,spx_trades,spx_r,spx_call,spx_pos,spy_wr,spy_pf,spy_min,spy_trades,spy_r,spy_call,spy_pos,qqq_wr,qqq_pf,qqq_min,qqq_trades,qqq_r,qqq_call,qqq_pos,path
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,False,False,0.5242290748898678,1.6625085606972099,22,227,15.409285070086225,0.6475770925110133,6,0.49056603773584906,1.7907601609156434,20,159,18.74644649806263,0.41509433962264153,6,0.5315315315315315,1.7001277876102578,10,222,17.300976178407375,0.6576576576576577,6,research_papers\JEPA\results\event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000\combined_trades.csv
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.5159574468085106,1.6232220732095586,0,188,12.670497654626843,0.7180851063829787,5,0.49640287769784175,1.698152873596979,0,139,14.486945417738113,0.43884892086330934,5,0.5283018867924528,1.6593026525775687,0,212,15.500976178407374,0.6745283018867925,5,research_papers\JEPA\results\event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_curvehealth_qiq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.4842105263157895,1.4306266493254831,0,285,15.839841046867367,0.5789473684210527,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5283018867924528,1.6593026525775687,0,212,15.500976178407374,0.6745283018867925,5,research_papers\JEPA\results\event_option_current_best_causal_curvehealth_qiq_topk_s2_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.4842105263157895,1.4306266493254831,0,285,15.839841046867367,0.5789473684210527,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5283018867924528,1.6593026525775687,0,212,15.500976178407374,0.6745283018867925,5,research_papers\JEPA\results\event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_nestedbackfill_curvehealth_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.4842105263157895,1.4306266493254831,0,285,15.839841046867367,0.5789473684210527,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5309278350515464,1.5778479835846635,0,194,13.718132329144877,0.654639175257732,5,research_papers\JEPA\results\event_option_current_best_causal_nestedbackfill_curvehealth_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.47093023255813954,1.3301410487458103,0,344,14.919747166814261,0.5290697674418605,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5254237288135594,1.4565018110141752,0,236,13.546077188107414,0.6186440677966102,5,research_papers\JEPA\results\event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,SPXW,False,False,0.48186528497409326,1.3692619640902954,42,386,17.830356613052952,0.5025906735751295,6,0.478494623655914,1.4095446560505394,19,186,9.693615386478292,0.3010752688172043,5,0.5284552845528455,1.497060592668223,10,246,15.346077188107415,0.6056910569105691,6,research_papers\JEPA\results\event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000\combined_trades.csv
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.47093023255813954,1.3301410487458103,0,344,14.919747166814261,0.5290697674418605,5,0.48466257668711654,1.5168662912118136,0,163,10.51478325434931,0.3067484662576687,5,0.5254237288135594,1.4565018110141752,0,236,13.546077188107414,0.6186440677966102,5,research_papers\JEPA\results\event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPXW,False,False,0.48186528497409326,1.3692619640902954,42,386,17.830356613052952,0.5025906735751295,6,0.47337278106508873,1.661591879543966,19,169,23.019418087330827,0.6390532544378699,5,0.5316455696202531,1.5172605887318371,10,237,15.343692224268935,0.6075949367088608,6,research_papers\JEPA\results\event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000\combined_trades.csv
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.47093023255813954,1.3301410487458103,0,344,14.919747166814261,0.5290697674418605,5,0.47651006711409394,1.5892394723365237,0,149,18.759917007006305,0.6912751677852349,4,0.5286343612334802,1.4758288364840022,0,227,13.543692224268934,0.6211453744493393,5,research_papers\JEPA\results\event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,SPXW,False,False,0.48186528497409326,1.3692619640902954,42,386,17.830356613052952,0.5025906735751295,6,0.478494623655914,1.4095446560505394,19,186,9.693615386478292,0.3010752688172043,5,0.5316455696202531,1.5172605887318371,10,237,15.343692224268935,0.6075949367088608,6,research_papers\JEPA\results\event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000\combined_trades.csv
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.47093023255813954,1.3301410487458103,0,344,14.919747166814261,0.5290697674418605,5,0.48466257668711654,1.5168662912118136,0,163,10.51478325434931,0.3067484662576687,5,0.5286343612334802,1.4758288364840022,0,227,13.543692224268934,0.6211453744493393,5,research_papers\JEPA\results\event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.47093023255813954,1.3301410487458103,0,344,14.919747166814261,0.5290697674418605,5,0.4645161290322581,1.4766139036631236,0,155,9.266291856597725,0.2903225806451613,5,0.5286343612334802,1.4758288364840022,0,227,13.543692224268934,0.6211453744493393,5,research_papers\JEPA\results\event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,SPXW,False,False,0.5171102661596958,1.494956167581303,23,263,12.795124469946682,0.5703422053231939,5,0.46153846153846156,1.5375106564141192,19,182,20.910646405679817,0.6263736263736264,5,0.5097087378640777,1.61249995452866,10,206,18.01474574510754,0.4223300970873786,5,research_papers\JEPA\results\event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000\combined_trades.csv
event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPXW,False,False,0.5171102661596958,1.494956167581303,23,263,12.795124469946682,0.5703422053231939,5,0.47337278106508873,1.661591879543966,19,169,23.019418087330827,0.6390532544378699,5,0.5097087378640777,1.61249995452866,10,206,18.01474574510754,0.4223300970873786,5,research_papers\JEPA\results\event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000\combined_trades.csv
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPXW,False,False,0.48186528497409326,1.3692619640902954,42,386,17.830356613052952,0.5025906735751295,6,0.47337278106508873,1.661591879543966,19,169,23.019418087330827,0.6390532544378699,5,0.5097087378640777,1.61249995452866,10,206,18.01474574510754,0.4223300970873786,5,research_papers\JEPA\results\event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000\combined_trades.csv
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.47093023255813954,1.3301410487458103,0,344,14.919747166814261,0.5290697674418605,5,0.47651006711409394,1.5892394723365237,0,149,18.759917007006305,0.6912751677852349,4,0.5051020408163265,1.574749834095361,0,196,16.214745745107543,0.42857142857142855,4,research_papers\JEPA\results\event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.5159574468085106,1.6232220732095586,0,188,12.670497654626843,0.7180851063829787,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5283018867924528,1.6593026525775687,0,212,15.500976178407374,0.6745283018867925,5,research_papers\JEPA\results\event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,False,False,0.5242290748898678,1.6625085606972099,22,227,15.409285070086225,0.6475770925110133,6,0.4782608695652174,1.6133220818228686,20,184,14.47428433467383,0.29891304347826086,6,0.5315315315315315,1.7001277876102578,10,222,17.300976178407375,0.6576576576576577,6,research_papers\JEPA\results\event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000\combined_trades.csv
event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.5,1.5039946151215455,0,178,10.478693159178805,0.5337078651685393,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5283018867924528,1.6593026525775687,0,212,15.500976178407374,0.6745283018867925,5,research_papers\JEPA\results\event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,False,False,0.5070422535211268,1.5131367035706709,22,213,12.017480574638187,0.49765258215962443,6,0.478494623655914,1.4095446560505394,20,186,9.69361538647829,0.3010752688172043,5,0.5315315315315315,1.7001277876102578,10,222,17.300976178407375,0.6576576576576577,6,research_papers\JEPA\results\event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000\combined_trades.csv
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.5,1.5039946151215455,0,178,10.478693159178805,0.5337078651685393,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5283018867924528,1.6593026525775687,0,212,15.500976178407374,0.6745283018867925,5,research_papers\JEPA\results\event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000\combined_trades.csv
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,False,False,0.5070422535211268,1.5131367035706709,22,213,12.017480574638187,0.49765258215962443,6,0.4782608695652174,1.6133220818228686,20,184,14.47428433467383,0.29891304347826086,6,0.5315315315315315,1.7001277876102578,10,222,17.300976178407375,0.6576576576576577,6,research_papers\JEPA\results\event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000\combined_trades.csv
event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPXW,False,False,0.5,1.5039946151215455,0,178,10.478693159178805,0.5337078651685393,5,0.4817073170731707,1.4948223761198152,0,164,10.214783254349308,0.3048780487804878,5,0.5283018867924528,1.6593026525775687,0,212,15.500976178407374,0.6745283018867925,5,research_papers\JEPA\results\event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000\combined_trades.csv
event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000,combined_trades.csv,SPXW,True,True,0.5242290748898678,1.6625085606972099,22,227,15.409285070086225,0.6475770925110133,6,0.4782608695652174,1.6133220818228686,20,184,14.47428433467383,0.29891304347826086,6,0.5258620689655172,1.6601359633286574,19,232,17.500976178407377,0.6293103448275862,6,research_papers\JEPA\results\event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000\combined_trades.csv
event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000,combined_trades.csv,SPXW,True,True,0.5242290748898678,1.6625085606972099,22,227,15.409285070086225,0.6475770925110133,6,0.4782608695652174,1.6133220818228686,20,184,14.47428433467383,0.29891304347826086,6,0.5232067510548524,1.6421096484168853,19,237,17.600976178407375,0.6160337552742616,6,research_papers\JEPA\results\event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000\combined_trades.csv
event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000,combined_trades.csv,SPXW,True,True,0.5242290748898678,1.6625085606972099,22,227,15.409285070086225,0.6475770925110133,6,0.4782608695652174,1.6133220818228686,20,184,14.47428433467383,0.29891304347826086,6,0.5267489711934157,1.6783357054558423,19,243,19.000976178407377,0.6049382716049383,6,research_papers\JEPA\results\event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000\combined_trades.csv
event_option_gate_8ticker_medium_even,event_option_gate_trades.csv,SPXW,False,False,0.3231707317073171,0.7911298619887831,3,164,-5.6272810179632,0.7865853658536586,2,0.33636363636363636,0.9064112924214515,3,110,-1.763145782267891,0.6363636363636364,3,0.36065573770491804,0.8873566331518257,4,122,-2.1730947611996547,0.5819672131147541,3,research_papers\JEPA\results\event_option_gate_8ticker_medium_even\event_option_gate_trades.csv
event_option_gate_full19_physics_pooled_2026_janjun_d35_win_v1,event_option_gate_trades.csv,SPXW,False,False,0.4148471615720524,0.9600478102770005,16,229,-1.110317699543352,0.6637554585152838,4,0.40816326530612246,0.9446034281512119,6,147,-1.0627375191226291,0.5850340136054422,5,0.5797101449275363,2.132234121181157,1,69,6.327457519585887,0.5942028985507246,6,research_papers\JEPA\results\event_option_gate_full19_physics_pooled_2026_janjun_d35_win_v1\event_option_gate_trades.csv
event_option_gate_full19_physics_pooled_2026_janjun_d65_win_maxday2_v1,event_option_gate_trades.csv,SPXW,False,False,0.5384615384615384,1.4432494982848922,5,117,4.448010776855374,0.6666666666666666,4,0.5625,1.7253369277883033,4,96,5.1493664667616885,0.65625,5,0.6568627450980392,2.6024804515342685,3,102,8.62759910393445,0.696078431372549,5,research_papers\JEPA\results\event_option_gate_full19_physics_pooled_2026_janjun_d65_win_maxday2_v1\event_option_gate_trades.csv
event_option_gate_full19_physics_pooled_2026_janjun_d65_win_v1,event_option_gate_trades.csv,SPXW,False,False,0.4805194805194805,1.0774663303336358,12,154,1.19445671186705,0.6168831168831169,4,0.5377358490566038,1.4707544454350374,4,106,4.233333197551935,0.5943396226415094,5,0.5620689655172414,1.6421624476858783,3,290,13.47949116728958,0.596551724137931,5,research_papers\JEPA\results\event_option_gate_full19_physics_pooled_2026_janjun_d65_win_v1\event_option_gate_trades.csv
event_option_gate_full19_physics_pooled_2026_janjun_d80_win_v1,event_option_gate_trades.csv,SPXW,False,False,0.5625,1.766236801767234,0,80,4.379017624076816,0.575,4,0.4519230769230769,0.905175951306466,3,104,-0.9056966537906057,0.5769230769230769,3,0.5555555555555556,1.6124479086035945,5,117,5.787361291894927,0.46153846153846156,6,research_papers\JEPA\results\event_option_gate_full19_physics_pooled_2026_janjun_d80_win_v1\event_option_gate_trades.csv
event_option_gate_full20_physics_pooled_2026_janjun_d50_return_minmonth18_v1,event_option_gate_trades.csv,SPXW,False,False,0.42528735632183906,1.0189179791994576,21,261,0.6912224531976561,0.41762452107279696,4,0.44385026737967914,1.1223851723758762,0,187,3.1275956301022325,0.43315508021390375,3,0.36065573770491804,0.6489019194632218,17,183,-10.1119270660647,0.4644808743169399,3,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d50_return_minmonth18_v1\event_option_gate_trades.csv
event_option_gate_full20_physics_pooled_2026_janjun_d65_return_minmonth18_v1,event_option_gate_trades.csv,SPXW,False,False,0.42168674698795183,1.06144250550591,0,332,2.755536566085576,0.5301204819277109,3,0.40492957746478875,0.9622063413913331,0,284,-1.6215203255823636,0.4612676056338028,3,0.4477124183006536,1.1515945575218074,19,306,6.091898141432429,0.5490196078431373,6,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d65_return_minmonth18_v1\event_option_gate_trades.csv
event_option_gate_full20_physics_pooled_2026_janjun_d65_win_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,SPXW,False,False,0.475,0.9624120017654189,15,280,-0.9482278107079947,0.6607142857142857,4,0.5138888888888888,1.170923599964058,20,216,3.430480518323611,0.6018518518518519,4,0.5111821086261981,1.2248007303163337,26,313,5.989547578516942,0.5782747603833865,5,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d65_win_fullgrid_call05_minmonth18_v1\event_option_gate_trades.csv
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_front_weekly_minmonth18_v1,event_option_gate_trades.csv,SPXW,False,False,0.4763231197771588,0.8974506792338175,19,359,-2.8909937294934354,0.5877437325905293,3,0.4834710743801653,1.0987862498319563,16,242,1.824763668176901,0.5950413223140496,4,0.4838709677419355,0.9905948642353817,15,279,-0.1859615130053908,0.6379928315412187,4,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d80_return_front_weekly_minmonth18_v1\event_option_gate_trades.csv
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,SPXW,False,False,0.5163934426229508,1.411819486150298,19,244,10.201752928513205,0.4918032786885246,5,0.475,1.2569229365561942,19,280,6.974737685086005,0.5892857142857143,4,0.5317460317460317,1.472286751747267,34,378,17.280872127176693,0.582010582010582,4,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_minmonth18_v1\event_option_gate_trades.csv
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_presel2025_v1,event_option_gate_trades.csv,SPXW,False,False,0.5,1.7984185608622267,4,70,6.856865291399676,0.4,5,0.4818181818181818,1.382534924293983,4,110,5.366081930700767,0.42727272727272725,4,0.5135135135135135,1.3507930221822806,9,296,10.794189892335691,0.5168918918918919,4,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_presel2025_v1\event_option_gate_trades.csv
event_option_gate_full20_physics_pooled_2026_janjun_d80_return_zero_dte_minmonth18_v1,event_option_gate_trades.csv,SPXW,False,False,0.47770700636942676,1.466059101822108,0,157,11.0281014789861,0.7133757961783439,5,0.4712230215827338,1.3419101192609355,16,278,14.341812371543297,0.7122302158273381,5,0.45692883895131087,1.2222801115103357,0,267,9.085366750352723,0.7078651685393258,4,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d80_return_zero_dte_minmonth18_v1\event_option_gate_trades.csv
event_option_gate_ptdj_oof_core_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_trades.csv,SPXW,False,False,0.4400977995110024,1.0340447744666288,22,409,1.7594354497092346,0.48655256723716384,3,0.42021276595744683,1.0056173902449073,23,376,0.237383060799218,0.4946808510638298,2,0.3970037453183521,1.0159380810101917,0,267,0.5006862933267981,0.5093632958801498,2,research_papers\JEPA\results\event_option_gate_ptdj_oof_core_2026_janjun_d80_return_minmonth18_rerun_v2\event_option_gate_trades.csv
event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,SPXW,False,False,0.3559322033898305,1.004868803358916,5,59,0.04644177352742954,0.4915254237288136,2,0.3770491803278688,0.9917678904784095,2,183,-0.26136462326164445,0.6502732240437158,3,0.36046511627906974,0.8830494429597091,8,86,-1.8308040997451314,0.3953488372093023,4,research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even\event_option_gate_trades.csv
event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,SPXW,False,False,0.3458646616541353,0.8740679580481494,11,133,-2.9542321275928263,0.7142857142857143,3,0.32941176470588235,0.8191795482965762,5,85,-2.8243526532631247,0.36470588235294116,1,0.42857142857142855,1.0879576655275902,0,49,0.7017459661888876,0.7142857142857143,4,research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain\event_option_gate_trades.csv
event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,SPXW,False,False,0.3458646616541353,0.8740679580481494,11,133,-2.9542321275928263,0.7142857142857143,3,0.32941176470588235,0.8191795482965762,5,85,-2.8243526532631247,0.36470588235294116,1,0.3867924528301887,0.9722152553834106,6,106,-0.49003726384814605,0.6981132075471698,4,research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid\event_option_gate_trades.csv
event_option_gate_tdvp_oof_all13_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_trades.csv,SPXW,False,False,0.49390243902439024,1.1263235928728967,0,164,2.3280009059903954,0.47560975609756095,3,0.38515901060070673,0.8857474574165922,12,283,-4.03379905369809,0.48056537102473496,2,0.42803030303030304,0.9151895792845758,18,264,-2.7446216793956797,0.39015151515151514,3,research_papers\JEPA\results\event_option_gate_tdvp_oof_all13_2026_janjun_d80_return_minmonth18_rerun_v2\event_option_gate_trades.csv
