kind,trigger_losses,pause_days,trigger_sum,gate_pass,simple_health_pass,all_trades,all_wr,all_pf,all_pnl,all_minM,all_call,all_negM,all_maxNegStreak,all_top5,all_ddpnl,QQQ_trades,QQQ_wr,QQQ_pf,QQQ_pnl,QQQ_minM,QQQ_call,QQQ_negM,QQQ_maxNegStreak,QQQ_top5,QQQ_ddpnl,SPXW_trades,SPXW_wr,SPXW_pf,SPXW_pnl,SPXW_minM,SPXW_call,SPXW_negM,SPXW_maxNegStreak,SPXW_top5,SPXW_ddpnl,SPY_trades,SPY_wr,SPY_pf,SPY_pnl,SPY_minM,SPY_call,SPY_negM,SPY_maxNegStreak,SPY_top5,SPY_ddpnl
rollsum,0,2,"(8, -1.5)",False,False,1681,0.4895895300416419,1.3570618655726712,63.236732463144904,69,0.4455681142177275,3,7,0.23512884559762637,0.09310001534693846,599,0.4974958263772955,1.3182102398482416,18.077929226338,22,0.4657762938230384,5,8,0.27658035040404,0.16277071982877844,334,0.5,1.440832262214795,15.702363732071237,10,0.40119760479041916,3,6,0.15921169848421507,0.19335265547005756,748,0.4786096256684492,1.3478891003098974,29.45643950473567,21,0.44919786096256686,6,7,0.2546132569346759,0.17958282243847004
rollsum,0,3,"(8, -1.5)",False,False,1677,0.4853905784138342,1.3258735335070277,57.82033461691246,58,0.4364937388193202,1,5,0.25486433541601794,0.08571753382558235,568,0.5,1.308608146376333,16.641759121011077,14,0.4595070422535211,6,10,0.3004490068413046,0.2990997184811804,336,0.5029761904761905,1.476304770580475,16.82678920325132,13,0.39880952380952384,3,7,0.14857261060339086,0.13427466537448934,773,0.4670116429495472,1.2761636251983821,24.35178629265007,8,0.4359637774902975,7,6,0.30798562002261304,0.16931998489077682
rollsum,0,1,"(8, -1.0)",False,False,1725,0.4950724637681159,1.3665056210241215,66.2906253620902,69,0.4463768115942029,2,7,0.22229902154609155,0.07737362826587171,586,0.5068259385665529,1.2902049992825644,16.30166177520435,29,0.47440273037542663,5,8,0.3067171966237977,0.2115514035746991,335,0.49850746268656715,1.4299442282320414,15.470200992830833,17,0.3880597014925373,4,6,0.16160100319049148,0.16729187254274613,804,0.48507462686567165,1.3890873414556637,34.518762594055005,19,0.4502487562189055,3,6,0.2172731418040949,0.09362937224670773
rollsum,0,2,"(8, -1.0)",False,False,1592,0.49120603015075376,1.3791870416476528,63.64441764268402,63,0.4371859296482412,2,7,0.20713853692442735,0.08148549099916678,509,0.5029469548133595,1.273358585670789,13.49335241014009,17,0.47347740667976423,7,9,0.37055283579806014,0.268795396505824,324,0.5092592592592593,1.5017948554533957,16.957784562352707,14,0.4012345679012346,2,6,0.14742491808453265,0.1073032920697118,759,0.4756258234519104,1.3919443035822356,33.19328067019122,17,0.4281949934123847,4,7,0.22594934422180432,0.12688377178683408
rollsum,0,3,"(8, -1.0)",False,False,1352,0.47781065088757396,1.2918330934877384,42.429382861816336,51,0.4452662721893491,3,6,0.25360996229975963,0.10656546154835078,439,0.4806378132118451,1.1695667457511796,7.54745143284221,9,0.44874715261959,7,10,0.6624752798332492,0.6535012746930183,315,0.5047619047619047,1.4456861373812404,14.945127827099842,10,0.4031746031746032,3,7,0.1672785960028242,0.18884116107244908,598,0.46153846153846156,1.2960348075806116,19.93680360187428,12,0.46488294314381273,7,9,0.3761886885064623,0.32414381976578704
rollsum,0,1,"(8, -0.5)",False,False,1549,0.48741123305358297,1.3419631992040424,55.724638540458756,56,0.4499677211103938,3,6,0.2571240258537905,0.10870186336725005,532,0.5056390977443609,1.3019448461380847,15.39010203885038,25,0.46616541353383456,6,7,0.3248841357502457,0.2648509179408305,312,0.49038461538461536,1.3969094974992038,13.545941560054827,11,0.40384615384615385,3,6,0.1845571228043805,0.24028055903195616,705,0.4723404255319149,1.3440759929009813,26.788594941553548,16,0.4581560283687943,5,7,0.2799698907823739,0.20943259449851473
rollsum,0,2,"(8, -0.5)",False,False,1413,0.49256900212314225,1.3939593323945374,58.141453984456746,41,0.4451521585279547,3,7,0.23625726937175287,0.09632816570168272,486,0.5082304526748971,1.3983694852481374,17.8825860310576,19,0.448559670781893,6,7,0.2796016186538259,0.13057911190017868,298,0.5067114093959731,1.4927014210807596,15.240966272192805,7,0.41946308724832215,4,7,0.16403159454274618,0.1655328840040953,629,0.4737678855325914,1.348635616986171,25.01790168120634,9,0.4546899841017488,7,8,0.2997853335411444,0.2166513038250898
rollsum,0,3,"(8, -0.5)",False,False,1248,0.4831730769230769,1.375776428382387,49.20284467484693,38,0.43669871794871795,2,5,0.26263988374629277,0.08579006626064466,380,0.4842105263157895,1.2211077524484684,8.227073196592917,7,0.4236842105263158,7,12,0.6077495459832123,0.45883818939460225,282,0.5070921985815603,1.5190104876951143,15.090760210246065,5,0.3971631205673759,4,5,0.16566428497767746,0.12901030878571546,586,0.4709897610921502,1.4003743042003758,25.885011268007947,9,0.4641638225255973,6,6,0.289742968328141,0.19963971009035783
rollsum,0,1,"(8, 0.0)",False,False,1467,0.49556918882072254,1.3931016395461058,59.20487105155212,53,0.4539877300613497,2,6,0.24890420152827683,0.1400287758227817,489,0.5153374233128835,1.3737147982950824,16.661578992678276,22,0.4785276073619632,5,6,0.300091606095508,0.20304272898822254,275,0.48363636363636364,1.4000659508767006,11.848355590884452,11,0.41454545454545455,2,6,0.2109997442956032,0.24938704683521473,703,0.4864864864864865,1.4017141568010312,30.69493646798939,13,0.4523470839260313,3,7,0.24433997469978386,0.18277949353080533
rollsum,0,2,"(8, 0.0)",False,False,1188,0.49158249158249157,1.3619263236402708,45.39668019179961,30,0.4393939393939394,4,7,0.2883512759595856,0.16386527067786247,400,0.515,1.396574877504474,15.27723819367657,14,0.43,6,7,0.3272842863751093,0.1605752945981826,202,0.4900990099009901,1.2309977315982312,5.245176010645016,7,0.39603960396039606,7,9,0.47662842866021704,0.7196198935816895,586,0.4761092150170648,1.3874426886129965,24.874265987478022,7,0.46075085324232085,7,8,0.30151643484778934,0.2375023259459885
rollsum,0,3,"(8, 0.0)",False,False,983,0.4883011190233978,1.322888198310264,33.05746720363912,30,0.4496439471007121,4,9,0.31780669291204,0.2220617182978301,324,0.5,1.2569183529247068,8.105252500544587,7,0.4382716049382716,6,13,0.5962248766802835,0.5805448958481947,198,0.494949494949495,1.3314185473911135,7.361109011901412,5,0.4090909090909091,7,8,0.3396227383615716,0.442590788488947,461,0.4772234273318872,1.361795716807507,17.591105691193114,8,0.4750542299349241,7,6,0.4263518241354682,0.27877255359578645
