ticker,sources,cap,minscore,daily_order,select_pass,test_pass,both,near,sel_tr,sel_wr,sel_pf,sel_minM,sel_pnl,sel_call,test_tr,test_wr,test_pf,test_minM,test_pnl,test_call
SPXW,"d80_zero,cons_m3allc30,d80",2,0.0,time_asc,True,True,True,2.5673625115021825,441,0.47845804988662133,1.3212717078801897,24,17.093402449773528,0.3741496598639456,195,0.5333333333333333,1.6153264360315405,36,11.669872923763645,0.5897435897435898
SPXW,"d80_zero,cons_m3s2c30,d80",2,0.0,time_asc,True,True,True,2.562941497243091,440,0.4772727272727273,1.3191649552999907,24,16.981311752609273,0.37272727272727274,194,0.5309278350515464,1.6152840845902607,35,11.669069714428034,0.5876288659793815
SPXW,"d80_zero,cons_m2s2c30,d80",2,0.0,time_asc,True,True,True,2.5473532391664278,439,0.4760820045558087,1.3097674199402458,24,16.481311752609273,0.3735763097949886,194,0.5309278350515464,1.6152840845902607,35,11.669069714428034,0.5876288659793815
SPXW,"d80,d80_zero,cons_m3allc30",2,0.0,time_asc,True,True,True,2.526737572697842,441,0.47165532879818595,1.3039745677275592,24,16.26146098326038,0.36961451247165533,195,0.517948717948718,1.56503266596394,36,10.849306633949318,0.5897435897435898
SPXW,"d80_zero,d80,cons_m3allc30",2,0.0,time_asc,True,True,True,2.526737572697842,441,0.47165532879818595,1.3039745677275592,24,16.26146098326038,0.36961451247165533,195,0.517948717948718,1.56503266596394,36,10.849306633949318,0.5897435897435898
SPXW,"d80,d80_zero,cons_m3s2c30",2,0.0,time_asc,True,True,True,2.522312545245464,440,0.47045454545454546,1.3018792626838205,24,16.149370286096122,0.36818181818181817,194,0.5154639175257731,1.564990834764257,35,10.848503424613707,0.5876288659793815
SPXW,"d80_zero,d80,cons_m3s2c30",2,0.0,time_asc,True,True,True,2.522312545245464,440,0.47045454545454546,1.3018792626838205,24,16.149370286096122,0.36818181818181817,194,0.5154639175257731,1.564990834764257,35,10.848503424613707,0.5876288659793815
SPXW,"d80_front,cons_m2s2c30,d80",2,0.0,time_asc,True,True,True,2.5026353428996266,457,0.487964989059081,1.3050992018098704,24,15.015665358045347,0.3851203501094092,202,0.5247524752475248,1.4651027289933582,38,7.941449845022154,0.5891089108910891
SPXW,"d80_front,cons_m3allc30,d80",2,0.0,time_asc,True,True,True,2.5026353428996266,457,0.487964989059081,1.3050992018098704,24,15.015665358045347,0.3851203501094092,202,0.5247524752475248,1.4651027289933582,38,7.941449845022154,0.5891089108910891
SPXW,"d80_front,cons_m3s2c30,d80",2,0.0,time_asc,True,True,True,2.5026353428996266,457,0.487964989059081,1.3050992018098704,24,15.015665358045347,0.3851203501094092,202,0.5247524752475248,1.4651027289933582,38,7.941449845022154,0.5891089108910891
SPXW,"d50ret,d80,d80_front",2,0.0,score_desc,True,True,True,2.481636881395771,443,0.45146726862302483,1.302350221582196,24,17.36464161887549,0.3227990970654628,178,0.4943820224719101,1.3305945870848443,29,7.417297500179568,0.34269662921348315
SPXW,"d50ret,d80_front,d80",2,0.0,score_desc,True,True,True,2.481636881395771,443,0.45146726862302483,1.302350221582196,24,17.36464161887549,0.3227990970654628,178,0.4943820224719101,1.3305945870848443,29,7.417297500179568,0.34269662921348315
SPXW,"d80,d50ret,d80_front",2,0.0,score_desc,True,True,True,2.481636881395771,443,0.45146726862302483,1.302350221582196,24,17.36464161887549,0.3227990970654628,178,0.4943820224719101,1.3305945870848443,29,7.417297500179568,0.34269662921348315
SPXW,"d80,d80_front,d50ret",2,0.0,score_desc,True,True,True,2.481636881395771,443,0.45146726862302483,1.302350221582196,24,17.36464161887549,0.3227990970654628,178,0.4943820224719101,1.3305945870848443,29,7.417297500179568,0.34269662921348315
SPXW,"d80_front,d50ret,d80",2,0.0,score_desc,True,True,True,2.481636881395771,443,0.45146726862302483,1.302350221582196,24,17.36464161887549,0.3227990970654628,178,0.4943820224719101,1.3305945870848443,29,7.417297500179568,0.34269662921348315
SPXW,"d80_front,d80,d50ret",2,0.0,score_desc,True,True,True,2.481636881395771,443,0.45146726862302483,1.302350221582196,24,17.36464161887549,0.3227990970654628,178,0.4943820224719101,1.3305945870848443,29,7.417297500179568,0.34269662921348315
SPXW,"cons_m3allc30,d80,d80_front",1,0.0,score_desc,True,True,True,2.3518199137600257,246,0.4959349593495935,1.3230327373825859,19,8.901295778661916,0.32926829268292684,102,0.5294117647058824,1.693956664636276,19,6.383925924122743,0.5196078431372549
SPXW,"cons_m3allc30,d80_front,d80",1,0.0,score_desc,True,True,True,2.3518199137600257,246,0.4959349593495935,1.3230327373825859,19,8.901295778661916,0.32926829268292684,102,0.5294117647058824,1.693956664636276,19,6.383925924122743,0.5196078431372549
SPXW,"d80,cons_m3allc30,d80_front",1,0.0,score_desc,True,True,True,2.3518199137600257,246,0.4959349593495935,1.3230327373825859,19,8.901295778661916,0.32926829268292684,102,0.5294117647058824,1.693956664636276,19,6.383925924122743,0.5196078431372549
SPXW,"d80,d80_front,cons_m3allc30",1,0.0,score_desc,True,True,True,2.3518199137600257,246,0.4959349593495935,1.3230327373825859,19,8.901295778661916,0.32926829268292684,102,0.5294117647058824,1.693956664636276,19,6.383925924122743,0.5196078431372549
