path,dir,file,ticker,window,v_trades,v_wr,v_pf,v_r,v_min_month,v_pos_months,v_call_rate,t_trades,t_wr,t_pf,t_r,t_min_month,t_pos_months,t_call_rate
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_tdvp_only_v1_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_tdvp_only_v1_2025h2_2026jun,event_option_gate_trades.csv,SPXW,octdec,34,0.4117647058823529,0.5461805490727482,-2.074777245112959,0,0,0.7058823529411765,64,0.546875,1.7821801456247839,4.151639894579503,0,2,0.53125
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_tdvp_v1_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_tdvp_v1_2025h2_2026jun,event_option_gate_trades.csv,SPXW,h2,282,0.4078014184397163,1.0617271705365297,1.778646182274279,25,4,0.7588652482269503,307,0.4592833876221498,1.2910290562924152,9.250429831499378,16,3,0.762214983713355
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_tdvp_v1_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_tdvp_v1_2025h2_2026jun,event_option_gate_trades.csv,SPXW,octdec,183,0.4207650273224044,1.2195558700721205,3.904338984229946,47,2,0.6666666666666666,307,0.4592833876221498,1.2910290562924152,9.250429831499378,16,3,0.762214983713355
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026,event_option_gate_trades.csv,SPXW,h2,350,0.4057142857142857,1.0970424618080181,3.5649715831270554,25,4,0.5714285714285714,254,0.5078740157480315,1.4807686409519378,12.56233303455121,0,4,0.6259842519685039
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026,event_option_gate_trades.csv,SPXW,octdec,179,0.4245810055865922,1.2923404934910745,5.030384684170278,25,3,0.547486033519553,254,0.5078740157480315,1.4807686409519378,12.56233303455121,0,4,0.6259842519685039
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026jun,event_option_gate_trades.csv,SPXW,h2,350,0.4057142857142857,1.0970424618080181,3.5649715831270554,25,4,0.5714285714285714,299,0.4882943143812709,1.3124564452988314,10.016640811361986,24,4,0.6053511705685619
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_2025h2_2026jun,event_option_gate_trades.csv,SPXW,octdec,179,0.4245810055865922,1.2923404934910745,5.030384684170278,25,3,0.547486033519553,299,0.4882943143812709,1.3124564452988314,10.016640811361986,24,4,0.6053511705685619
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_all13_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_all13_2025h2_2026jun,event_option_gate_trades.csv,SPXW,h2,216,0.4166666666666667,1.2144422345383732,4.401508199078188,0,3,0.6666666666666666,177,0.3954802259887006,0.6447993270378756,-7.662813872927039,0,1,0.9717514124293786
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_all13_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_all13_2025h2_2026jun,event_option_gate_trades.csv,SPXW,octdec,113,0.4247787610619469,1.3462674211045442,3.724970102449653,23,2,0.6637168141592921,177,0.3954802259887006,0.6447993270378756,-7.662813872927039,0,1,0.9717514124293786
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026,event_option_gate_trades.csv,SPXW,h2,208,0.4519230769230769,1.4154000778437918,8.614957757970998,28,4,0.7211538461538461,258,0.49612403100775193,1.4035924716751949,10.262535887821178,0,3,0.6627906976744186
research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026,event_option_gate_trades.csv,SPXW,octdec,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,2,0.6173913043478261,258,0.49612403100775193,1.4035924716751949,10.262535887821178,0,3,0.6627906976744186
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,SPXW,h2,186,0.40860215053763443,0.9947961710599034,-0.1444692081222947,0,1,0.8763440860215054,59,0.3559322033898305,1.004868803358916,0.04644177352742954,5,2,0.4915254237288136
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,SPXW,octdec,186,0.40860215053763443,0.9947961710599034,-0.1444692081222947,20,1,0.8763440860215054,59,0.3559322033898305,1.004868803358916,0.04644177352742954,5,2,0.4915254237288136
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,SPY,h2,107,0.5420560747663551,1.4967107247395712,6.069121215456158,0,2,0.8504672897196262,183,0.3770491803278688,0.9917678904784095,-0.26136462326164445,2,3,0.6502732240437158
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,SPY,octdec,107,0.5420560747663551,1.4967107247395712,6.069121215456158,17,2,0.8504672897196262,183,0.3770491803278688,0.9917678904784095,-0.26136462326164445,2,3,0.6502732240437158
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,QQQ,h2,87,0.45977011494252873,1.4313995314506682,4.435976638433882,0,3,0.7701149425287356,86,0.36046511627906974,0.8830494429597091,-1.8308040997451314,8,4,0.3953488372093023
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,QQQ,octdec,87,0.45977011494252873,1.4313995314506682,4.435976638433882,11,3,0.7701149425287356,86,0.36046511627906974,0.8830494429597091,-1.8308040997451314,8,4,0.3953488372093023
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,SPXW,h2,0,,,0.0,0,0,,133,0.3458646616541353,0.8740679580481494,-2.9542321275928263,11,3,0.7142857142857143
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,SPXW,octdec,0,,,0.0,0,0,,133,0.3458646616541353,0.8740679580481494,-2.9542321275928263,11,3,0.7142857142857143
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,SPY,h2,3,0.6666666666666666,3.3333333333333335,0.7,0,1,0.0,85,0.32941176470588235,0.8191795482965762,-2.8243526532631247,5,1,0.36470588235294116
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,SPY,octdec,3,0.6666666666666666,3.3333333333333335,0.7,0,1,0.0,85,0.32941176470588235,0.8191795482965762,-2.8243526532631247,5,1,0.36470588235294116
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,QQQ,h2,15,0.3333333333333333,1.0734521991868997,0.1710653703130352,0,1,0.26666666666666666,49,0.42857142857142855,1.0879576655275902,0.7017459661888876,0,4,0.7142857142857143
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,QQQ,octdec,15,0.3333333333333333,1.0734521991868997,0.1710653703130352,0,1,0.26666666666666666,49,0.42857142857142855,1.0879576655275902,0.7017459661888876,0,4,0.7142857142857143
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,SPXW,h2,143,0.4195804195804196,1.0624813984337753,1.364328699209808,0,1,0.972027972027972,133,0.3458646616541353,0.8740679580481494,-2.9542321275928263,11,3,0.7142857142857143
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,SPXW,octdec,143,0.4195804195804196,1.0624813984337753,1.364328699209808,0,1,0.972027972027972,133,0.3458646616541353,0.8740679580481494,-2.9542321275928263,11,3,0.7142857142857143
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,SPY,h2,53,0.39622641509433965,0.9683772907509932,-0.19363481397079008,0,1,0.7924528301886793,85,0.32941176470588235,0.8191795482965762,-2.8243526532631247,5,1,0.36470588235294116
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,SPY,octdec,53,0.39622641509433965,0.9683772907509932,-0.19363481397079008,0,1,0.7924528301886793,85,0.32941176470588235,0.8191795482965762,-2.8243526532631247,5,1,0.36470588235294116
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,QQQ,h2,15,0.3333333333333333,1.0734521991868997,0.1710653703130352,0,1,0.26666666666666666,106,0.3867924528301887,0.9722152553834106,-0.49003726384814605,6,4,0.6981132075471698
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid\event_option_gate_trades.csv,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,QQQ,octdec,15,0.3333333333333333,1.0734521991868997,0.1710653703130352,0,1,0.26666666666666666,106,0.3867924528301887,0.9722152553834106,-0.49003726384814605,6,4,0.6981132075471698
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_quantile_min18_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_quantile_min18_2025h2_2026,event_option_gate_trades.csv,SPY,h2,246,0.4065040650406504,1.065777903813128,2.45197273692204,21,4,0.508130081300813,170,0.4294117647058823,1.2345848997354376,5.61032001953191,0,3,0.4411764705882353
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_quantile_min18_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_quantile_min18_2025h2_2026,event_option_gate_trades.csv,SPY,octdec,110,0.42727272727272725,1.292281796406119,4.835404869015777,21,3,0.5909090909090909,170,0.4294117647058823,1.2345848997354376,5.61032001953191,0,3,0.4411764705882353
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026,event_option_gate_trades.csv,SPY,h2,218,0.40825688073394495,1.0251641551518553,0.8368652421685914,25,4,0.5412844036697247,177,0.4519774011299435,1.412274694601744,9.23821309130425,0,5,0.480225988700565
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026,event_option_gate_trades.csv,SPY,octdec,90,0.4444444444444444,1.1820020788994348,2.508425441356696,25,3,0.5222222222222223,177,0.4519774011299435,1.412274694601744,9.23821309130425,0,5,0.480225988700565
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,h2,293,0.3993174061433447,0.9305784183660263,-3.2362567883111426,34,2,0.6143344709897611,190,0.4263157894736842,1.1638901906542904,4.351991361162636,18,4,0.37894736842105264
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,octdec,153,0.45098039215686275,1.2031273300345422,4.718667008987364,34,2,0.7254901960784313,190,0.4263157894736842,1.1638901906542904,4.351991361162636,18,4,0.37894736842105264
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_all13_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_ptdj_all13_2025h2_2026jun,event_option_gate_trades.csv,SPY,h2,195,0.38974358974358975,0.9690985505730272,-0.8586474773251156,0,2,0.4564102564102564,206,0.38349514563106796,0.9801658444124721,-0.5668802653388334,0,2,0.46601941747572817
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_all13_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_ptdj_all13_2025h2_2026jun,event_option_gate_trades.csv,SPY,octdec,114,0.40350877192982454,1.1301099807266004,1.955824244125944,0,1,0.22807017543859648,206,0.38349514563106796,0.9801658444124721,-0.5668802653388334,0,2,0.46601941747572817
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_tdvp_only_v1_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_tdvp_only_v1_2025h2_2026jun,event_option_gate_trades.csv,SPY,h2,165,0.4121212121212121,1.0216151112016487,0.5435048703452181,0,2,0.7212121212121212,142,0.3873239436619718,1.024339846180984,0.5452206181741559,0,3,0.7605633802816901
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_tdvp_only_v1_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_tdvp_only_v1_2025h2_2026jun,event_option_gate_trades.csv,SPY,octdec,66,0.42424242424242425,1.1641485711192878,1.6639216415582776,0,1,0.7727272727272727,142,0.3873239436619718,1.024339846180984,0.5452206181741559,0,3,0.7605633802816901
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_tdvp_v1_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_tdvp_v1_2025h2_2026jun,event_option_gate_trades.csv,SPY,h2,276,0.4166666666666667,1.0885070724446193,3.6974211996054485,27,3,0.5108695652173914,187,0.39037433155080214,0.9705258345730019,-0.8975687648508828,12,3,0.3048128342245989
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_tdvp_v1_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_win_tdvp_v1_2025h2_2026jun,event_option_gate_trades.csv,SPY,octdec,179,0.4245810055865922,1.1592265059689981,4.31182070951634,47,2,0.5083798882681564,187,0.39037433155080214,0.9705258345730019,-0.8975687648508828,12,3,0.3048128342245989
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026,event_option_gate_trades.csv,SPY,h2,384,0.3671875,0.7213108178318326,-17.281632612520873,31,0,0.5625,155,0.4645161290322581,1.4766139036631236,9.266291856597725,0,5,0.2903225806451613
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026,event_option_gate_trades.csv,SPY,octdec,196,0.3673469387755102,0.7674473706385031,-7.599202546221136,34,0,0.6071428571428571,155,0.4645161290322581,1.4766139036631236,9.266291856597725,0,5,0.2903225806451613
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026jun,event_option_gate_trades.csv,SPY,h2,384,0.3671875,0.7213108178318326,-17.281632612520873,31,0,0.5625,177,0.4632768361581921,1.389228459941491,8.745123988726707,13,5,0.288135593220339
research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta35_wincls_min18_2025h2_2026jun,event_option_gate_trades.csv,SPY,octdec,196,0.3673469387755102,0.7674473706385031,-7.599202546221136,34,0,0.6071428571428571,177,0.4632768361581921,1.389228459941491,8.745123988726707,13,5,0.288135593220339
research_papers\JEPA\results\event_option_gate_spy_mixed_delta65_win_ptdj_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta65_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,h2,690,0.4434782608695652,0.9975039554808772,-0.22076801601714635,42,2,0.4971014492753623,437,0.41418764302059496,0.9959957686930907,-0.23243116429765312,0,2,0.37757437070938216
research_papers\JEPA\results\event_option_gate_spy_mixed_delta65_win_ptdj_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta65_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,octdec,381,0.4645669291338583,1.1072732505018081,5.044247858392285,98,2,0.6509186351706037,437,0.41418764302059496,0.9959957686930907,-0.23243116429765312,0,2,0.37757437070938216
research_papers\JEPA\results\event_option_gate_spy_mixed_delta80_win_ptdj_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta80_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,h2,670,0.4835820895522388,1.018657246734548,1.3508053965336877,57,3,0.6179104477611941,358,0.4581005586592179,0.9766162789749502,-0.9548969047753157,0,2,0.553072625698324
research_papers\JEPA\results\event_option_gate_spy_mixed_delta80_win_ptdj_2025h2_2026jun\event_option_gate_trades.csv,event_option_gate_spy_mixed_delta80_win_ptdj_2025h2_2026jun,event_option_gate_trades.csv,SPY,octdec,311,0.4983922829581994,1.027601429142885,0.9870243542359143,57,1,0.7427652733118971,358,0.4581005586592179,0.9766162789749502,-0.9548969047753157,0,2,0.553072625698324
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026\event_option_gate_trades.csv,event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,SPXW,h2,202,0.42574257425742573,1.3160110078300813,8.125177916508216,21,4,0.6485148514851485,167,0.3712574850299401,0.9725719141642247,-0.7291519731265681,0,2,0.6227544910179641
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026\event_option_gate_trades.csv,event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,SPXW,octdec,72,0.4305555555555556,1.4000534697308118,3.9141506163108604,21,2,0.625,167,0.3712574850299401,0.9725719141642247,-0.7291519731265681,0,2,0.6227544910179641
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026\event_option_gate_trades.csv,event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,SPY,h2,201,0.373134328358209,0.8236248721674359,-5.383861467193276,0,2,0.6268656716417911,128,0.375,0.7298172054999065,-5.482435823467673,0,1,0.7890625
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026\event_option_gate_trades.csv,event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,SPY,octdec,123,0.3821138211382114,0.8792374204207529,-2.224146307387314,21,2,0.6341463414634146,128,0.375,0.7298172054999065,-5.482435823467673,0,1,0.7890625
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026\event_option_gate_trades.csv,event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,QQQ,h2,185,0.3945945945945946,0.8741473376122464,-2.9808742644094703,0,3,0.7513513513513513,252,0.4007936507936508,0.9234728277705992,-2.7777356861009412,0,1,0.7341269841269841
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026\event_option_gate_trades.csv,event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,QQQ,octdec,123,0.4065040650406504,0.936145746548928,-0.9528969480542787,37,2,0.7317073170731707,252,0.4007936507936508,0.9234728277705992,-2.7777356861009412,0,1,0.7341269841269841
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,SPXW,h2,132,0.3939393939393939,0.9989044607505317,-0.016884071412762935,10,3,0.5757575757575758,83,0.6144578313253012,2.5049682438907723,9.543654083757678,0,5,0.7831325301204819
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,SPXW,octdec,36,0.3888888888888889,0.9366755268289834,-0.262182102143274,10,2,0.5555555555555556,83,0.6144578313253012,2.5049682438907723,9.543654083757678,0,5,0.7831325301204819
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,SPY,h2,84,0.5,1.3386205210600526,3.2947987572822726,0,5,0.7023809523809523,111,0.4954954954954955,1.0041469750949157,0.05271992692145899,0,2,0.8648648648648649
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,SPY,octdec,34,0.47058823529411764,1.2775628130767465,1.3280985863884105,0,2,0.8235294117647058,111,0.4954954954954955,1.0041469750949157,0.05271992692145899,0,2,0.8648648648648649
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,QQQ,h2,149,0.42953020134228187,1.0096201940113647,0.15771074804107288,14,3,0.697986577181208,132,0.36363636363636365,0.6635293837468959,-5.831907512366852,0,1,0.8560606060606061
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,QQQ,octdec,103,0.4368932038834951,1.1004538907406165,1.0867743217149923,24,1,0.6990291262135923,132,0.36363636363636365,0.6635293837468959,-5.831907512366852,0,1,0.8560606060606061
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,SPXW,h2,132,0.3939393939393939,0.9989044607505317,-0.016884071412762935,10,3,0.5757575757575758,141,0.49645390070921985,1.4423664050097897,6.284646114551595,12,5,0.6950354609929078
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,SPXW,octdec,36,0.3888888888888889,0.9366755268289834,-0.262182102143274,10,2,0.5555555555555556,141,0.49645390070921985,1.4423664050097897,6.284646114551595,12,5,0.6950354609929078
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,SPY,h2,84,0.5,1.3386205210600526,3.2947987572822726,0,5,0.7023809523809523,131,0.44274809160305345,0.8214995465470792,-3.006521678970486,14,2,0.8473282442748091
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,SPY,octdec,34,0.47058823529411764,1.2775628130767465,1.3280985863884105,0,2,0.8235294117647058,131,0.44274809160305345,0.8214995465470792,-3.006521678970486,14,2,0.8473282442748091
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,QQQ,h2,149,0.42953020134228187,1.0096201940113647,0.15771074804107288,14,3,0.697986577181208,170,0.38823529411764707,0.7281330559538184,-5.937393699716452,0,1,0.8529411764705882
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild\event_option_gate_trades.csv,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,QQQ,octdec,103,0.4368932038834951,1.1004538907406165,1.0867743217149923,24,1,0.6990291262135923,170,0.38823529411764707,0.7281330559538184,-5.937393699716452,0,1,0.8529411764705882
research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,QQQ,h2,183,0.4644808743169399,1.010064662949711,0.22116352881979395,0,2,0.6994535519125683,237,0.5316455696202531,1.5172605887318371,15.343692224268935,10,6,0.6075949367088608
research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,QQQ,octdec,183,0.4644808743169399,1.010064662949711,0.22116352881979395,45,2,0.6994535519125683,237,0.5316455696202531,1.5172605887318371,15.343692224268935,10,6,0.6075949367088608
research_papers\JEPA\results\event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2025h2_2026jun_risk5000\intraday_circuit_trades.csv,event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2025h2_2026jun_risk5000,intraday_circuit_trades.csv,QQQ,h2,137,0.35766423357664234,0.9355270635840713,-1.6103307539818035,0,1,0.18248175182481752,206,0.5097087378640777,1.61249995452866,18.01474574510754,10,5,0.4223300970873786
