ticker,delta_target,max_minutes_to_close,feature,op,threshold,name,score,train_reason,core_reason,inner_val_reason,train_trades,train_wr,train_pf,train_pnl,train_min_month,train_long_rate,core_trades,core_wr,core_pf,core_pnl,core_min_month,core_long_rate,inner_val_trades,inner_val_wr,inner_val_pf,inner_val_pnl,inner_val_min_month,inner_val_long_rate
SPX,0.6,140.0,net_delta,<=,-17.280433537449255,SPX_d0.60_mtc_le_140_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,286,0.3811188811188811,1.1683719165774509,84625.84933015014,0,0.7727272727272727,170,0.4235294117647059,1.3506972129652637,101182.44657622007,2,0.7588235294117647,116,0.31896551724137934,0.9226669265013326,-16556.59724606994,0,0.7931034482758621
SPX,0.7,60.0,net_delta,<=,18.81664223878251,SPX_d0.70_mtc_le_60_net_delta_<=_18p817,-1.1499999999999999e+18,min_month 12<15,min_month 13<15,min_month 12<15,253,0.43478260869565216,1.1561133365734313,63355.22016193858,12,0.5612648221343873,176,0.4602272727272727,1.3273736582392135,91871.20102288846,13,0.5340909090909091,77,0.37662337662337664,0.772231759326064,-28515.98086094988,12,0.6233766233766234
SPX,0.6,60.0,net_delta,<=,18.81664223878251,SPX_d0.60_mtc_le_60_net_delta_<=_18p817,-1.1499999999999999e+18,min_month 12<15,min_month 13<15,min_month 12<15,253,0.37549407114624506,1.1522979597654093,73810.30383752777,12,0.5612648221343873,176,0.39204545454545453,1.3017319635094413,102387.33090399955,13,0.5340909090909091,77,0.33766233766233766,0.803340222968393,-28577.027066471783,12,0.6233766233766234
SPX,0.7,180.0,net_delta,<=,-18.635166764526684,SPX_d0.70_mtc_le_180_net_delta_<=_m18p635,-1.1499999999999999e+18,min_month 0<15,min_month 0<15,min_month 0<15,258,0.38372093023255816,1.1505674905622045,58404.681296379254,0,0.872093023255814,142,0.45774647887323944,1.384178514292602,74858.62990554734,0,0.8661971830985915,116,0.29310344827586204,0.9147654841629452,-16453.948609168066,0,0.8793103448275862
SPX,0.7,140.0,net_delta,<=,-17.280433537449255,SPX_d0.70_mtc_le_140_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,286,0.4125874125874126,1.1474575974596084,63585.56935021742,0,0.7727272727272727,170,0.4647058823529412,1.3474937293338234,84999.82287296205,2,0.7588235294117647,116,0.33620689655172414,0.8852424727321893,-21414.25352274465,0,0.7931034482758621
SPX,0.6,90.0,net_delta,<=,17.251865252210205,SPX_d0.60_mtc_le_90_net_delta_<=_17p252,-1.1499999999999999e+18,min_month 6<15,min_month 12<15,min_month 6<15,241,0.3775933609958506,1.1431775342418267,64342.8111333642,6,0.7053941908713693,154,0.3961038961038961,1.26362175686219,75445.23872847308,12,0.6753246753246753,87,0.3448275862068966,0.9319722355937273,-11102.427595108882,6,0.7586206896551724
SPX,0.7,60.0,net_delta,<=,19.093312191619404,SPX_d0.70_mtc_le_60_net_delta_<=_19p093,-1.1499999999999999e+18,min_month 13<15,pass,min_month 13<15,290,0.4413793103448276,1.135310232515293,62121.87163762988,13,0.5137931034482759,211,0.46445497630331756,1.2799134090177322,92610.47911932977,15,0.47393364928909953,79,0.379746835443038,0.7622775286364005,-30488.60748169993,13,0.620253164556962
SPX,0.5,60.0,net_delta,<=,18.81664223878251,SPX_d0.50_mtc_le_60_net_delta_<=_18p817,-1.1499999999999999e+18,min_month 12<15,min_month 13<15,min_month 12<15,253,0.3241106719367589,1.1142867310895168,65534.34372961613,12,0.5612648221343873,176,0.3409090909090909,1.250979137016333,99252.26250795605,13,0.5340909090909091,77,0.2857142857142857,0.8105311200700243,-33717.9187783399,12,0.6233766233766234
SPX,0.6,120.0,net_delta,<=,17.251865252210205,SPX_d0.60_mtc_le_120_net_delta_<=_17p252,-1.1499999999999999e+18,min_month 7<15,pass,min_month 7<15,318,0.37735849056603776,1.1134251007107503,65987.59759469598,7,0.720125786163522,203,0.4039408866995074,1.2436491991444019,88744.37706379422,17,0.6995073891625616,115,0.33043478260869563,0.8953914829944535,-22756.779469098245,7,0.7565217391304347
SPX,0.4,140.0,net_delta,<=,-17.280433537449255,SPX_d0.40_mtc_le_140_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,286,0.25524475524475526,1.1094306890250862,74289.99242019383,0,0.7727272727272727,170,0.2823529411764706,1.1582039047045236,63095.04326086838,2,0.7588235294117647,116,0.21551724137931033,1.0399739509286445,11194.949159325472,0,0.7931034482758621
SPX,0.7,90.0,net_delta,<=,17.251865252210205,SPX_d0.70_mtc_le_90_net_delta_<=_17p252,-1.1499999999999999e+18,min_month 6<15,min_month 12<15,min_month 6<15,241,0.4066390041493776,1.1064579889662194,41700.14908658878,6,0.7053941908713693,154,0.42857142857142855,1.2515846879147294,62269.7300291959,12,0.6753246753246753,87,0.367816091954023,0.8573490551481185,-20569.580942607095,6,0.7586206896551724
SPX,0.6,60.0,net_delta,<=,19.093312191619404,SPX_d0.60_mtc_le_60_net_delta_<=_19p093,-1.1499999999999999e+18,min_month 13<15,pass,min_month 13<15,290,0.3724137931034483,1.1045858632656227,58409.32525506978,13,0.5137931034482759,211,0.38388625592417064,1.2172292429944915,89065.67038877381,15,0.47393364928909953,79,0.34177215189873417,0.7935242221925858,-30656.34513370404,13,0.620253164556962
SPX,0.6,120.0,net_delta,<=,-18.635166764526684,SPX_d0.60_mtc_le_120_net_delta_<=_m18p635,-1.1499999999999999e+18,min_month 0<15,min_month 0<15,min_month 0<15,163,0.37423312883435583,1.0967032171325697,28454.13271563092,0,0.852760736196319,90,0.45555555555555555,1.3948886952747999,56275.015584159046,0,0.8333333333333334,73,0.273972602739726,0.8166461516893262,-27820.88286852813,0,0.8767123287671232
SPX,0.6,90.0,net_delta,<=,-17.280433537449255,SPX_d0.60_mtc_le_90_net_delta_<=_m17p28,-1.1499999999999999e+18,min_month 0<15,min_month 2<15,min_month 0<15,188,0.3776595744680851,1.0950025599429276,32785.10508672682,0,0.7606382978723404,113,0.415929203539823,1.2279252677405723,46006.5528538191,2,0.7433628318584071,75,0.32,0.9077022519211562,-13221.447767092277,0,0.7866666666666666
SPX,0.7,120.0,net_delta,<=,17.251865252210205,SPX_d0.70_mtc_le_120_net_delta_<=_17p252,-1.1499999999999999e+18,min_month 7<15,pass,min_month 7<15,318,0.4056603773584906,1.091991653905175,46737.95666458497,7,0.720125786163522,203,0.43842364532019706,1.2582952029544012,81328.58272557118,17,0.6995073891625616,115,0.34782608695652173,0.820960015225068,-34590.6260609862,7,0.7565217391304347
SPX,0.5,120.0,net_delta,<=,-18.635166764526684,SPX_d0.50_mtc_le_120_net_delta_<=_m18p635,-1.1499999999999999e+18,min_month 0<15,min_month 0<15,min_month 0<15,163,0.3312883435582822,1.0902899410919809,30932.48860220373,0,0.852760736196319,90,0.4,1.2243145230677261,39610.484721465036,0,0.8333333333333334,73,0.2465753424657534,0.947724824522706,-8677.996119261305,0,0.8767123287671232
