ticker,sources,cap,daily_order,min_score,select_score,select_user_pass,test2025_user_pass,test2026_user_pass,sel_trades,sel_wr,sel_pf,sel_pnl,sel_minM,sel_call,sel_top5,sel_posM,sel_dd,t2025_trades,t2025_wr,t2025_pf,t2025_pnl,t2025_minM,t2025_call,t2025_top5,t2025_posM,t2025_dd,t2026_trades,t2026_wr,t2026_pf,t2026_pnl,t2026_minM,t2026_call,t2026_top5,t2026_posM,t2026_dd
QQQ,d80_zero,2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,89,0.43820224719101125,1.0898167539778416,1.300380094799801,0,0.12359550561797752,3.845029634023867,0.3333333333333333,-3.1958893743415695,152,0.3881578947368421,0.9485481556434822,-1.3647058555155935,0,0.25,,0.16666666666666666,-5.444786091918268,117,0.46153846153846156,1.3051468648700277,5.281752528700694,0,0.5982905982905983,0.9466554846767868,0.6,-2.038276475357168
QQQ,d80_zero,2,time_asc,0.0,-9.999999999999999e+17,False,False,False,87,0.4367816091954023,1.1153904473305931,1.6360226316931274,0,0.10344827586206896,3.056192440825514,0.3333333333333333,-3.19588937434157,108,0.4074074074074074,1.0386516328174993,0.714768817093625,0,0.2777777777777778,6.9952687924060175,0.25,-3.7,53,0.5849056603773585,1.9840935466013185,6.4406872019648045,0,0.6792452830188679,0.7763146762467665,0.6,-1.1447916249511745
QQQ,cons_m2s1c45,2,time_asc,-999999.0,-9.999999999999999e+17,False,False,True,177,0.480225988700565,1.2828709818067512,5.7654341005823255,25,0.3559322033898305,0.5673393104199633,0.6666666666666666,-2.3051646154558254,315,0.47619047619047616,1.0925303947117377,3.3388868810791763,19,0.4380952380952381,0.9226721754352301,0.6666666666666666,-5.381960722574641,150,0.5266666666666666,1.4144761612890593,6.043231528823541,24,0.5666666666666667,0.6611880604692527,0.8,-2.167473696284631
QQQ,cons_m2s1c45,2,time_asc,0.0,-9.999999999999999e+17,False,False,True,175,0.4857142857142857,1.3217815267920736,6.365434100582326,25,0.3485714285714286,0.5138624255959043,0.6666666666666666,-2.3051646154558245,302,0.4735099337748344,1.084237076308587,2.928542698668336,19,0.423841059602649,1.051955985992052,0.5833333333333334,-5.0819607225746415,142,0.528169014084507,1.365642491278336,5.098312962231787,21,0.5563380281690141,0.7006496770897755,0.8,-2.167473696284631
QQQ,cons_m2s2c30,2,time_asc,-999999.0,6.172126484987338,True,False,True,236,0.5,1.3612741533158728,9.57421420805981,33,0.19491525423728814,0.5222360698584408,0.8333333333333334,-3.284297195602254,440,0.45454545454545453,1.064717634291044,3.5073228269522407,22,0.40454545454545454,1.4255887600585804,0.6666666666666666,-4.754332073409903,186,0.532258064516129,1.4684276503408087,8.313213713111718,33,0.5698924731182796,0.6014521185848897,0.8,-1.6287442425710212
QQQ,cons_m2s2c30,2,time_asc,0.0,6.172126484987338,True,False,True,236,0.5,1.3612741533158728,9.57421420805981,33,0.19491525423728814,0.5222360698584408,0.8333333333333334,-3.284297195602254,432,0.4537037037037037,1.067729365964167,3.5975354865249596,22,0.39814814814814814,1.3898403556346157,0.6666666666666666,-4.754332073409903,179,0.5307262569832403,1.4328014784016583,7.482599575665534,30,0.5698324022346368,0.6682169678383837,0.8,-1.6287442425710212
QQQ,cons_m3allc30,2,time_asc,-999999.0,6.172126484987338,True,False,True,236,0.5,1.3612741533158728,9.57421420805981,33,0.19491525423728814,0.5222360698584408,0.8333333333333334,-3.284297195602254,440,0.45454545454545453,1.064717634291044,3.5073228269522407,22,0.40454545454545454,1.4255887600585804,0.6666666666666666,-4.754332073409903,186,0.532258064516129,1.4684276503408087,8.313213713111718,33,0.5698924731182796,0.6014521185848897,0.8,-1.6287442425710212
QQQ,cons_m3allc30,2,time_asc,0.0,6.172126484987338,True,False,True,236,0.5,1.3612741533158728,9.57421420805981,33,0.19491525423728814,0.5222360698584408,0.8333333333333334,-3.284297195602254,433,0.45496535796766746,1.068014100890628,3.6126595614017223,22,0.3972286374133949,1.3840219137781102,0.6666666666666666,-4.754332073409903,182,0.532967032967033,1.4236109378651631,7.450789835281068,31,0.5714285714285714,0.6710697940135073,0.8,-1.6287442425710212
QQQ,cons_m3s2c30,2,time_asc,-999999.0,6.172126484987338,True,False,True,236,0.5,1.3612741533158728,9.57421420805981,33,0.19491525423728814,0.5222360698584408,0.8333333333333334,-3.284297195602254,440,0.45454545454545453,1.064717634291044,3.5073228269522407,22,0.40454545454545454,1.4255887600585804,0.6666666666666666,-4.754332073409903,186,0.532258064516129,1.4684276503408087,8.313213713111718,33,0.5698924731182796,0.6014521185848897,0.8,-1.6287442425710212
QQQ,cons_m3s2c30,2,time_asc,0.0,6.172126484987338,True,False,True,236,0.5,1.3612741533158728,9.57421420805981,33,0.19491525423728814,0.5222360698584408,0.8333333333333334,-3.284297195602254,432,0.4537037037037037,1.067729365964167,3.5975354865249596,22,0.39814814814814814,1.3898403556346157,0.6666666666666666,-4.754332073409903,181,0.5303867403314917,1.415257906883195,7.303870403389425,30,0.569060773480663,0.684568553910774,0.8,-1.6287442425710212
QQQ,"d50ret,d65ret",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,76,0.4473684210526316,1.1740735938697455,2.0461257312860597,0,0.2631578947368421,1.9252169868033624,0.3333333333333333,-4.503461113169347,404,0.4207920792079208,1.0926888738957132,5.136864495261187,20,0.3935643564356436,0.9733564131607042,0.5833333333333334,-3.294947089742381,167,0.4251497005988024,0.9522693910667649,-1.191882134700892,27,0.5029940119760479,,0.6,-4.199502302822781
QQQ,"d50ret,d65ret",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,74,0.4594594594594595,1.2043793681689214,2.341900755494398,0,0.25675675675675674,1.6820678697700677,0.3333333333333333,-4.20768608896101,369,0.4254742547425474,1.1229053605318828,6.329204267158737,16,0.3685636856368564,0.7899887235342091,0.5833333333333334,-3.224537073176844,157,0.4267515923566879,0.9758270616690937,-0.5729430420821444,26,0.4840764331210191,,0.6,-2.770614209038599
QQQ,"d65ret,d50ret",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,76,0.4473684210526316,1.1808287509763131,2.1255283590330913,0,0.2631578947368421,1.8532973217065631,0.3333333333333333,-4.503461113169347,404,0.41336633663366334,1.0634198247762203,3.538334314806673,20,0.39603960396039606,1.4130942853751198,0.5,-5.0788740330173106,167,0.4491017964071856,1.0512568116709828,1.2070023388495579,27,0.5149700598802395,4.061992093380561,0.6,-2.8936522868783134
QQQ,"d65ret,d50ret",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,74,0.4594594594594595,1.2113088927663311,2.4213033832414297,0,0.25675675675675674,1.6269072443676467,0.3333333333333333,-4.20768608896101,369,0.42005420054200543,1.1005667599363778,5.22717630176281,16,0.3712737127371274,0.9565393840482868,0.5833333333333334,-5.078874033017308,157,0.445859872611465,1.0963818748807004,2.1722379570698847,26,0.4968152866242038,2.3017736080555657,0.6,-2.207551747341739
QQQ,"d50ret,d65win",2,time_asc,-999999.0,-9.999999999999997e+17,False,False,False,226,0.48672566371681414,1.252921095629525,5.947750214016845,28,0.23893805309734514,0.8406539985853277,0.6666666666666666,-4.104663186273595,367,0.44959128065395093,1.1365830703080426,5.866032139815415,0,0.444141689373297,0.852364917345532,0.5,-3.6192993352865495,185,0.4648648648648649,0.9779897877016767,-0.5159617751910055,32,0.5243243243243243,,0.6,-3.6016655844412986
QQQ,"d50ret,d65win",2,time_asc,0.0,-9.999999999999997e+17,False,False,False,225,0.49333333333333335,1.2526755015542697,5.867239665097272,28,0.24,0.8251199382584945,0.6666666666666666,-3.8991807090737263,359,0.44846796657381616,1.1038583427644573,4.316876038271084,0,0.4428969359331476,1.1582449798587473,0.5,-3.619299335286547,174,0.47701149425287354,1.021900866487062,0.46704024284880097,29,0.4942528735632184,9.534818513901556,0.4,-3.6016655844412986
QQQ,"d65win,d50ret",2,time_asc,-999999.0,-9.999999999999997e+17,False,False,False,226,0.4911504424778761,1.2703622144794349,6.278491275079956,28,0.24336283185840707,0.796369666044702,0.6666666666666666,-3.8991807090737263,367,0.4659400544959128,1.1581963091213014,6.460520455869503,0,0.44959128065395093,0.7739314555466513,0.5,-3.6585320113781075,185,0.4810810810810811,1.0097288376241809,0.21966737598742592,32,0.5243243243243243,21.735065987643313,0.6,-3.1546564198652645
QQQ,"d65win,d50ret",2,time_asc,0.0,-9.999999999999997e+17,False,False,False,225,0.49333333333333335,1.2541551098535648,5.888121446321396,28,0.24,0.8221937122641002,0.6666666666666666,-3.8991807090737263,359,0.4623955431754875,1.1125566013459398,4.525117409056714,0,0.4456824512534819,1.1049437059893388,0.5,-3.6585320113781066,174,0.4885057471264368,1.056908969095593,1.1715848999633933,29,0.4942528735632184,3.8009571089478587,0.4,-3.096730866134397
QQQ,"d50ret,d80",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,177,0.4350282485875706,1.1908702440314447,4.763981219365681,0,0.2033898305084746,1.0495423406949838,0.6666666666666666,-4.362963848850994,410,0.4609756097560976,1.2605283686080369,13.764814123909895,0,0.3902439024390244,0.363245006797066,0.6666666666666666,-4.283292391219019,191,0.42408376963350786,0.8944143001001976,-2.7627739085026546,34,0.49214659685863876,,0.4,-3.871258089942807
QQQ,"d50ret,d80",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,164,0.43902439024390244,1.190601699387401,4.648615669182992,0,0.1951219512195122,1.0755890260290684,0.6666666666666666,-4.362963848850994,390,0.4461538461538462,1.2187572606540786,11.406162140990826,0,0.3641025641025641,0.4383595409389527,0.5833333333333334,-4.156224569928153,174,0.4540229885057471,1.0177065984627387,0.4184553442875772,31,0.40229885057471265,11.948706279549448,0.4,-2.591636424598268
QQQ,"d80,d50ret",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,177,0.4350282485875706,1.1919771544290967,4.759370065435257,0,0.2033898305084746,1.0505591982250568,0.6666666666666666,-4.362963848850994,410,0.4658536585365854,1.2362387516255302,12.281725619341799,0,0.3926829268292683,0.40710891571505076,0.6666666666666666,-4.384264589234352,191,0.43455497382198954,0.9179642270430403,-2.0761435291040184,34,0.49214659685863876,,0.4,-4.198386242129455
QQQ,"d80,d50ret",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,164,0.4329268292682927,1.1595669491750689,3.903314186722601,0,0.18902439024390244,1.2809627308526312,0.6666666666666666,-4.362963848850992,390,0.45384615384615384,1.216841928068762,11.144578986663173,0,0.36666666666666664,0.4486486215390953,0.5833333333333334,-4.329695801768597,174,0.46551724137931033,1.0679576460544213,1.5367402004390605,31,0.41379310344827586,3.253640399705464,0.4,-2.7359624057430376
QQQ,"d50ret,d80_front",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,145,0.5172413793103449,1.3607285081985867,4.560292992697654,0,0.1793103448275862,0.6821681185827659,0.6666666666666666,-2.9030899320419916,460,0.45869565217391306,1.1463825959366665,6.980662046599985,33,0.40652173913043477,0.7162644411979964,0.6666666666666666,-4.053699712366004,185,0.4648648648648649,1.0519876952812606,1.0963407914797914,29,0.4864864864864865,4.452039317336781,0.6,-4.526228080102987
QQQ,"d50ret,d80_front",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,145,0.5172413793103449,1.3184018809232814,4.047172509012153,0,0.19310344827586207,0.7686567558184084,0.5,-3.2382902505107305,436,0.4610091743119266,1.1265534724955826,5.641850423328901,31,0.3967889908256881,0.8862340588338063,0.5833333333333334,-4.334947031249636,160,0.4375,0.9620942773351541,-0.7216460987736011,23,0.45,,0.4,-3.6846978972658135
QQQ,"d80_front,d50ret",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,145,0.5172413793103449,1.3943309422139485,4.860247083777187,0,0.18620689655172415,0.6400675598157193,0.6666666666666666,-2.681309215446542,460,0.46956521739130436,1.1544168795023872,7.035550254533941,33,0.4108695652173913,0.7106764672426061,0.6666666666666666,-4.249017386248941,185,0.4648648648648649,1.009789524920912,0.20375278746740166,29,0.4864864864864865,23.955266426227706,0.6,-4.379017073398228
QQQ,"d80_front,d50ret",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,145,0.5103448275862069,1.320582932664553,4.050560870710891,0,0.19310344827586207,0.7680137616272277,0.5,-3.2349018888119923,436,0.46788990825688076,1.1274899109797614,5.492302900863871,31,0.4013761467889908,0.9103649398531101,0.6666666666666666,-4.250127193680408,160,0.43125,0.9199252108867607,-1.5128375388579884,23,0.45,,0.4,-3.5662610714083747
QQQ,"d50ret,d80_zero",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,116,0.4224137931034483,1.0730224663659462,1.396710592044067,0,0.1896551724137931,3.5798396808050033,0.5,-4.720359246440903,363,0.4380165289256198,1.13148389055735,6.801831760036682,0,0.3856749311294766,0.7350961000501187,0.5833333333333334,-2.668139322781716,165,0.40606060606060607,0.9218135040416165,-2.0152558809480396,17,0.47878787878787876,,0.4,-3.7463896184403547
QQQ,"d50ret,d80_zero",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,114,0.4298245614035088,1.0923909303087593,1.7398468922317942,0,0.16666666666666666,2.87381609400482,0.5,-4.712865483146502,307,0.43322475570032576,1.1518847950079463,6.676824112690318,0,0.3745928338762215,0.7488590257300235,0.5833333333333334,-3.145348223997969,113,0.415929203539823,0.9854173719751249,-0.2639726161575422,9,0.415929203539823,,0.6,-3.0137463696163
QQQ,"d80_zero,d50ret",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,116,0.43103448275862066,1.080020243682304,1.5149813939378989,0,0.1896551724137931,3.3003705656103635,0.5,-4.476317943483208,363,0.43526170798898073,1.1151074532715586,5.949035292207414,0,0.3856749311294766,0.8404724050888475,0.5833333333333334,-3.329023007689659,165,0.4121212121212121,0.9613478448576933,-0.9842222062688324,17,0.4727272727272727,,0.4,-3.181238449904019
QQQ,"d80_zero,d50ret",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,114,0.43859649122807015,1.1032129467761167,1.917427365595659,0,0.16666666666666666,2.607660707109353,0.5,-4.409514508718774,307,0.42996742671009774,1.1306341133648743,5.74640780306223,0,0.3745928338762215,0.8701088003770855,0.5833333333333334,-3.145348223997967,113,0.4424778761061947,1.0930444446130922,1.615853578271363,9,0.4247787610619469,2.7548648346747733,0.6,-3.0137463696163
QQQ,"d50ret,cons_m2s1c45",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,185,0.4594594594594595,1.154666605092456,3.5469744111134576,25,0.3027027027027027,1.1915800869281845,0.6666666666666666,-4.28659184862335,414,0.4492753623188406,1.1335621346687577,7.013751355042577,19,0.4057971014492754,0.7128852659433417,0.5833333333333334,-4.737346574076692,178,0.4606741573033708,1.0425562194223643,0.9734195908943367,29,0.5224719101123596,5.13653109796795,0.6,-3.1754513372219337
QQQ,"d50ret,cons_m2s1c45",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,183,0.46994535519125685,1.192637339039881,4.288279920617958,25,0.3005464480874317,0.9855942604879124,0.6666666666666666,-4.145286339118848,393,0.44529262086513993,1.0794354499356331,3.991772950431765,19,0.39185750636132316,1.2525762517277395,0.6666666666666666,-4.737346574076679,165,0.4666666666666667,1.078635925700543,1.633047314614037,25,0.49696969696969695,2.9908385318098785,0.6,-2.313327772510506
QQQ,"cons_m2s1c45,d50ret",2,time_asc,-999999.0,-9.999999999999999e+17,False,False,False,185,0.4648648648648649,1.1871372336203818,4.151821432048947,25,0.31351351351351353,1.0179879232043023,0.6666666666666666,-4.0623453014470945,414,0.4613526570048309,1.1484040163678009,7.567669732701585,19,0.4033816425120773,0.6607053659323804,0.6666666666666666,-4.7275423704002675,178,0.46629213483146065,1.0324929897721327,0.737641608129566,29,0.5168539325842697,6.77835949720688,0.6,-2.460813289544267
QQQ,"cons_m2s1c45,d50ret",2,time_asc,0.0,-9.999999999999999e+17,False,False,False,183,0.46994535519125685,1.2106811107930704,4.58326766171446,25,0.30601092896174864,0.9221595571282027,0.6666666666666666,-4.23089907178158,393,0.4580152671755725,1.1032282808915663,5.0734993291466886,19,0.3893129770992366,0.9855130898067842,0.6666666666666666,-4.727542370400259,165,0.4727272727272727,1.092853014979903,1.900120769863506,25,0.4909090909090909,2.5704581047062405,0.6,-2.277640580817883
QQQ,"d50ret,cons_m2s2c30",2,time_asc,-999999.0,5.932436357768272,True,False,False,238,0.49159663865546216,1.3145524788595873,8.60929761817535,34,0.19327731092436976,0.5807674704431576,0.8333333333333334,-3.719422006505937,458,0.44541484716157204,1.0765004857370153,4.545019642521892,29,0.3930131004366812,1.1001052565805092,0.5,-5.898660627127437,191,0.4869109947643979,1.1958862932514134,4.5238706873850445,34,0.5026178010471204,1.10524821453068,0.6,-3.0401111899792896
QQQ,"d50ret,cons_m2s2c30",2,time_asc,0.0,6.067837642243436,True,False,False,238,0.5,1.331901071024123,8.98596033277877,34,0.19327731092436976,0.556423555728498,0.8333333333333334,-3.342759291902518,446,0.4484304932735426,1.0585870030800215,3.373315097715899,27,0.38789237668161436,1.4822214513507923,0.4166666666666667,-5.898660627127437,181,0.48066298342541436,1.1668321477536223,3.6476349089898195,30,0.48066298342541436,1.3389993666249185,0.6,-3.4292379056155218
QQQ,"cons_m2s2c30,d50ret",2,time_asc,-999999.0,6.061600030662147,True,False,False,238,0.4957983193277311,1.3437746897048313,9.168112945940859,34,0.20168067226890757,0.54536849943736,0.8333333333333334,-3.5412071524996636,458,0.45633187772925765,1.0875297761063347,5.0741322671533755,29,0.39082969432314413,0.9853901587009745,0.5,-5.56716100529006,191,0.49214659685863876,1.22456460781477,5.075184377482633,34,0.4973821989528796,0.9851858825432613,0.6,-2.108980258265463
QQQ,"cons_m2s2c30,d50ret",2,time_asc,0.0,6.0857618775955,True,False,False,238,0.5,1.3469963236330116,9.234916380705291,34,0.19747899159663865,0.5414234188894885,0.8333333333333334,-3.474403717735231,446,0.45964125560538116,1.0778392817137032,4.404042748359144,27,0.38565022421524664,1.1353204965739485,0.5,-5.56716100529006,181,0.4861878453038674,1.1985737459971073,4.220632236886544,30,0.47513812154696133,1.1572154498870173,0.6,-2.513479504255157
QQQ,"d50ret,cons_m3allc30",2,time_asc,-999999.0,5.932436357768272,True,False,False,238,0.49159663865546216,1.3145524788595873,8.60929761817535,34,0.19327731092436976,0.5807674704431576,0.8333333333333334,-3.719422006505937,458,0.44541484716157204,1.0765004857370153,4.545019642521892,29,0.3930131004366812,1.1001052565805092,0.5,-5.898660627127437,191,0.4869109947643979,1.1958862932514134,4.5238706873850445,34,0.5026178010471204,1.10524821453068,0.6,-3.0401111899792896
QQQ,"d50ret,cons_m3allc30",2,time_asc,0.0,6.067837642243436,True,False,False,238,0.5,1.331901071024123,8.98596033277877,34,0.19327731092436976,0.556423555728498,0.8333333333333334,-3.342759291902518,447,0.44966442953020136,1.0588496747237075,3.388439172592661,27,0.3870246085011186,1.4756056536125612,0.4166666666666667,-5.898660627127437,183,0.48633879781420764,1.1790983855034558,3.9158251686053545,31,0.48633879781420764,1.247292875068741,0.6,-3.3079670778916292
QQQ,"cons_m3allc30,d50ret",2,time_asc,-999999.0,6.061600030662147,True,False,False,238,0.4957983193277311,1.3437746897048313,9.168112945940859,34,0.20168067226890757,0.54536849943736,0.8333333333333334,-3.5412071524996636,458,0.45633187772925765,1.0875297761063347,5.0741322671533755,29,0.39082969432314413,0.9853901587009745,0.5,-5.56716100529006,191,0.49214659685863876,1.22456460781477,5.075184377482633,34,0.4973821989528796,0.9851858825432613,0.6,-2.108980258265463
QQQ,"cons_m3allc30,d50ret",2,time_asc,0.0,6.0857618775955,True,False,False,238,0.5,1.3469963236330116,9.234916380705291,34,0.19747899159663865,0.5414234188894885,0.8333333333333334,-3.474403717735231,447,0.4608501118568233,1.0781065922718105,4.419166823235908,27,0.38478747203579416,1.1314349966853663,0.5,-5.56716100529006,183,0.4918032786885246,1.2111916528657425,4.488822496502079,31,0.4808743169398907,1.088076179582132,0.6,-2.392208676531265
QQQ,"d50ret,cons_m3s2c30",2,time_asc,-999999.0,5.932436357768272,True,False,False,238,0.49159663865546216,1.3145524788595873,8.60929761817535,34,0.19327731092436976,0.5807674704431576,0.8333333333333334,-3.719422006505937,458,0.44541484716157204,1.0765004857370153,4.545019642521892,29,0.3930131004366812,1.1001052565805092,0.5,-5.898660627127437,191,0.4869109947643979,1.1958862932514134,4.5238706873850445,34,0.5026178010471204,1.10524821453068,0.6,-3.0401111899792896
QQQ,"d50ret,cons_m3s2c30",2,time_asc,0.0,6.067837642243436,True,False,False,238,0.5,1.331901071024123,8.98596033277877,34,0.19327731092436976,0.556423555728498,0.8333333333333334,-3.342759291902518,446,0.4484304932735426,1.0585870030800215,3.373315097715899,27,0.38789237668161436,1.4822214513507923,0.4166666666666667,-5.898660627127437,182,0.4835164835164835,1.172378720575144,3.7689057367137107,30,0.4835164835164835,1.295914828868886,0.6,-3.3079670778916297
QQQ,"cons_m3s2c30,d50ret",2,time_asc,-999999.0,6.061600030662147,True,False,False,238,0.4957983193277311,1.3437746897048313,9.168112945940859,34,0.20168067226890757,0.54536849943736,0.8333333333333334,-3.5412071524996636,458,0.45633187772925765,1.0875297761063347,5.0741322671533755,29,0.39082969432314413,0.9853901587009745,0.5,-5.56716100529006,191,0.49214659685863876,1.22456460781477,5.075184377482633,34,0.4973821989528796,0.9851858825432613,0.6,-2.108980258265463
QQQ,"cons_m3s2c30,d50ret",2,time_asc,0.0,6.0857618775955,True,False,False,238,0.5,1.3469963236330116,9.234916380705291,34,0.19747899159663865,0.5414234188894885,0.8333333333333334,-3.474403717735231,446,0.45964125560538116,1.0778392817137032,4.404042748359144,27,0.38565022421524664,1.1353204965739485,0.5,-5.56716100529006,182,0.489010989010989,1.2042793372900051,4.341903064610435,30,0.47802197802197804,1.1248940292163179,0.6,-2.392208676531265
QQQ,"d65ret,d65win",2,time_asc,-999999.0,5.69766455119082,True,False,False,219,0.4885844748858447,1.3535391851951708,8.159409360580788,20,0.2237442922374429,0.612789453138076,0.6666666666666666,-3.8991807090737263,383,0.43342036553524804,1.0055878093894208,0.2594536929595721,0,0.4360313315926893,19.271261638118585,0.5,-7.2967846971627885,186,0.4838709677419355,1.134028566028346,3.0288248701838887,32,0.6129032258064516,1.6508052509805349,0.6,-2.8891481748463814
QQQ,"d65ret,d65win",2,time_asc,0.0,5.69766455119082,True,False,False,219,0.4885844748858447,1.3535391851951708,8.159409360580788,20,0.2237442922374429,0.612789453138076,0.6666666666666666,-3.8991807090737263,376,0.4441489361702128,1.0639293253534574,2.8645562830288878,0,0.4308510638297872,1.7454710279642907,0.5833333333333334,-6.775696347687574,185,0.4918918918918919,1.1464500806869586,3.2690548963300783,31,0.6108108108108108,1.5294940460048938,0.6,-2.8891481748463814
