sources,min_score,select_pass,select_user_pass,test2025_pass,test2025_user_pass,test2026_pass,test2026_user_pass,sel_trades,sel_wr,sel_pf,sel_pnl,sel_minM,sel_call,sel_top5,sel_posM,t2025_trades,t2025_wr,t2025_pf,t2025_pnl,t2025_minM,t2025_call,t2025_top5,t2025_posM,t2026_trades,t2026_wr,t2026_pf,t2026_pnl,t2026_minM,t2026_call,t2026_top5,t2026_posM
"d65win,d50ret,cons_m3allc30",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"d65win,d50ret,cons_m3allc30",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"d65win,cons_m3allc30,d50ret",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"d65win,cons_m3allc30,d50ret",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"cons_m3allc30,d50ret,d65win",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"cons_m3allc30,d50ret,d65win",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"cons_m3allc30,d65win,d50ret",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"cons_m3allc30,d65win,d50ret",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"d50ret,d65win,cons_m3s2c30",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"d50ret,d65win,cons_m3s2c30",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"d50ret,cons_m3s2c30,d65win",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"d50ret,cons_m3s2c30,d65win",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"d65win,d50ret,cons_m3s2c30",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"d65win,d50ret,cons_m3s2c30",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"d65win,cons_m3s2c30,d50ret",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"d65win,cons_m3s2c30,d50ret",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"cons_m3s2c30,d50ret,d65win",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"cons_m3s2c30,d50ret,d65win",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"cons_m3s2c30,d65win,d50ret",-999999.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,249,0.46586345381526106,1.0911051097426947,2.519722152875524,19,0.357429718875502,0.9921728858663972,0.6666666666666666,102,0.47058823529411764,1.043413753495392,0.4137940001918755,19,0.6666666666666666,6.041653573615748,0.8
"cons_m3s2c30,d65win,d50ret",0.0,False,False,False,False,False,False,128,0.4921875,1.2141671439454333,2.898836342265804,20,0.203125,0.862415019278369,0.5,248,0.46774193548387094,1.096213823533294,2.648614228321121,19,0.3588709677419355,0.9438898172742495,0.6666666666666666,101,0.46534653465346537,1.035774217686834,0.3409785021684729,19,0.6633663366336634,7.331840523965887,0.8
"d50ret,d80,d80_front",-999999.0,False,True,False,False,False,False,127,0.47244094488188976,1.407996136959498,7.646600283964884,19,0.14173228346456693,0.32694268134331067,0.5,248,0.4475806451612903,1.2903978638500393,9.795606041924925,19,0.29435483870967744,0.25521647045625034,0.9166666666666666,102,0.46078431372549017,1.0739584544110408,1.0254446121213945,19,0.3333333333333333,2.4379668784139503,0.8
"d50ret,d80,d80_front",0.0,False,False,False,False,False,False,124,0.47580645161290325,1.4051930977662437,7.465037568592398,17,0.13709677419354838,0.3348944967830079,0.6666666666666666,241,0.44398340248962653,1.2805879518902945,9.407534313637608,18,0.29045643153526973,0.2657444465948831,0.8333333333333334,99,0.47474747474747475,1.1003712190445993,1.3582566448046545,19,0.31313131313131315,1.8405947134972802,0.8
"d50ret,d80_front,d80",-999999.0,False,True,False,False,False,False,127,0.47244094488188976,1.407996136959498,7.646600283964884,19,0.14173228346456693,0.32694268134331067,0.5,248,0.4475806451612903,1.2903978638500393,9.795606041924925,19,0.29435483870967744,0.25521647045625034,0.9166666666666666,102,0.46078431372549017,1.0739584544110408,1.0254446121213945,19,0.3333333333333333,2.4379668784139503,0.8
"d50ret,d80_front,d80",0.0,False,False,False,False,False,False,124,0.47580645161290325,1.4051930977662437,7.465037568592398,17,0.13709677419354838,0.3348944967830079,0.6666666666666666,241,0.44398340248962653,1.2805879518902945,9.407534313637608,18,0.29045643153526973,0.2657444465948831,0.8333333333333334,99,0.47474747474747475,1.1003712190445993,1.3582566448046545,19,0.31313131313131315,1.8405947134972802,0.8
"d80,d50ret,d80_front",-999999.0,False,True,False,False,False,False,127,0.47244094488188976,1.407996136959498,7.646600283964884,19,0.14173228346456693,0.32694268134331067,0.5,248,0.4475806451612903,1.2903978638500393,9.795606041924925,19,0.29435483870967744,0.25521647045625034,0.9166666666666666,102,0.46078431372549017,1.0739584544110408,1.0254446121213945,19,0.3333333333333333,2.4379668784139503,0.8
"d80,d50ret,d80_front",0.0,False,False,False,False,False,False,124,0.47580645161290325,1.4051930977662437,7.465037568592398,17,0.13709677419354838,0.3348944967830079,0.6666666666666666,241,0.44398340248962653,1.2805879518902945,9.407534313637608,18,0.29045643153526973,0.2657444465948831,0.8333333333333334,99,0.47474747474747475,1.1003712190445993,1.3582566448046545,19,0.31313131313131315,1.8405947134972802,0.8
"d80,d80_front,d50ret",-999999.0,False,True,False,False,False,False,127,0.47244094488188976,1.407996136959498,7.646600283964884,19,0.14173228346456693,0.32694268134331067,0.5,248,0.4475806451612903,1.2903978638500393,9.795606041924925,19,0.29435483870967744,0.25521647045625034,0.9166666666666666,102,0.46078431372549017,1.0739584544110408,1.0254446121213945,19,0.3333333333333333,2.4379668784139503,0.8
"d80,d80_front,d50ret",0.0,False,False,False,False,False,False,124,0.47580645161290325,1.4051930977662437,7.465037568592398,17,0.13709677419354838,0.3348944967830079,0.6666666666666666,241,0.44398340248962653,1.2805879518902945,9.407534313637608,18,0.29045643153526973,0.2657444465948831,0.8333333333333334,99,0.47474747474747475,1.1003712190445993,1.3582566448046545,19,0.31313131313131315,1.8405947134972802,0.8
"d80_front,d50ret,d80",-999999.0,False,True,False,False,False,False,127,0.47244094488188976,1.407996136959498,7.646600283964884,19,0.14173228346456693,0.32694268134331067,0.5,248,0.4475806451612903,1.2903978638500393,9.795606041924925,19,0.29435483870967744,0.25521647045625034,0.9166666666666666,102,0.46078431372549017,1.0739584544110408,1.0254446121213945,19,0.3333333333333333,2.4379668784139503,0.8
"d80_front,d50ret,d80",0.0,False,False,False,False,False,False,124,0.47580645161290325,1.4051930977662437,7.465037568592398,17,0.13709677419354838,0.3348944967830079,0.6666666666666666,241,0.44398340248962653,1.2805879518902945,9.407534313637608,18,0.29045643153526973,0.2657444465948831,0.8333333333333334,99,0.47474747474747475,1.1003712190445993,1.3582566448046545,19,0.31313131313131315,1.8405947134972802,0.8
"d80_front,d80,d50ret",-999999.0,False,True,False,False,False,False,127,0.47244094488188976,1.407996136959498,7.646600283964884,19,0.14173228346456693,0.32694268134331067,0.5,248,0.4475806451612903,1.2903978638500393,9.795606041924925,19,0.29435483870967744,0.25521647045625034,0.9166666666666666,102,0.46078431372549017,1.0739584544110408,1.0254446121213945,19,0.3333333333333333,2.4379668784139503,0.8
"d80_front,d80,d50ret",0.0,False,False,False,False,False,False,124,0.47580645161290325,1.4051930977662437,7.465037568592398,17,0.13709677419354838,0.3348944967830079,0.6666666666666666,241,0.44398340248962653,1.2805879518902945,9.407534313637608,18,0.29045643153526973,0.2657444465948831,0.8333333333333334,99,0.47474747474747475,1.1003712190445993,1.3582566448046545,19,0.31313131313131315,1.8405947134972802,0.8
"d50ret,d80,d80_zero",-999999.0,False,True,False,False,False,False,127,0.4566929133858268,1.3189982884525338,6.330134057886236,19,0.16535433070866143,0.3949363437075142,0.5,248,0.4274193548387097,1.1715361561931201,6.3932784438325845,19,0.31451612903225806,0.39103568254745413,0.6666666666666666,102,0.45098039215686275,1.2971220339431884,4.16706409973857,19,0.39215686274509803,0.5999427750959826,0.8
"d50ret,d80,d80_zero",0.0,False,False,False,False,False,False,120,0.4666666666666667,1.3687035512329386,6.91159218807069,16,0.14166666666666666,0.36171115597864184,0.6666666666666666,235,0.42127659574468085,1.1764216489888708,6.324902488386376,17,0.3021276595744681,0.39526301070892966,0.75,83,0.4578313253012048,1.2837787231319302,3.4288313823868197,10,0.30120481927710846,0.7291113855414326,0.8
"d50ret,d80_zero,d80",-999999.0,False,True,False,False,False,False,127,0.4566929133858268,1.3189982884525338,6.330134057886236,19,0.16535433070866143,0.3949363437075142,0.5,248,0.4274193548387097,1.1715361561931201,6.3932784438325845,19,0.31451612903225806,0.39103568254745413,0.6666666666666666,102,0.45098039215686275,1.2971220339431884,4.16706409973857,19,0.39215686274509803,0.5999427750959826,0.8
"d50ret,d80_zero,d80",0.0,False,False,False,False,False,False,120,0.4666666666666667,1.3687035512329386,6.91159218807069,16,0.14166666666666666,0.36171115597864184,0.6666666666666666,235,0.42127659574468085,1.1764216489888708,6.324902488386376,17,0.3021276595744681,0.39526301070892966,0.75,83,0.4578313253012048,1.2837787231319302,3.4288313823868197,10,0.30120481927710846,0.7291113855414326,0.8
"d80,d50ret,d80_zero",-999999.0,False,True,False,False,False,False,127,0.4566929133858268,1.3189982884525338,6.330134057886236,19,0.16535433070866143,0.3949363437075142,0.5,248,0.4274193548387097,1.1715361561931201,6.3932784438325845,19,0.31451612903225806,0.39103568254745413,0.6666666666666666,102,0.45098039215686275,1.2971220339431884,4.16706409973857,19,0.39215686274509803,0.5999427750959826,0.8
"d80,d50ret,d80_zero",0.0,False,False,False,False,False,False,120,0.4666666666666667,1.3687035512329386,6.91159218807069,16,0.14166666666666666,0.36171115597864184,0.6666666666666666,235,0.42127659574468085,1.1764216489888708,6.324902488386376,17,0.3021276595744681,0.39526301070892966,0.75,83,0.4578313253012048,1.2837787231319302,3.4288313823868197,10,0.30120481927710846,0.7291113855414326,0.8
"d80,d80_zero,d50ret",-999999.0,False,True,False,False,False,False,127,0.4566929133858268,1.3189982884525338,6.330134057886236,19,0.16535433070866143,0.3949363437075142,0.5,248,0.4274193548387097,1.1715361561931201,6.3932784438325845,19,0.31451612903225806,0.39103568254745413,0.6666666666666666,102,0.45098039215686275,1.2971220339431884,4.16706409973857,19,0.39215686274509803,0.5999427750959826,0.8
"d80,d80_zero,d50ret",0.0,False,False,False,False,False,False,120,0.4666666666666667,1.3687035512329386,6.91159218807069,16,0.14166666666666666,0.36171115597864184,0.6666666666666666,235,0.42127659574468085,1.1764216489888708,6.324902488386376,17,0.3021276595744681,0.39526301070892966,0.75,83,0.4578313253012048,1.2837787231319302,3.4288313823868197,10,0.30120481927710846,0.7291113855414326,0.8
"d80_zero,d50ret,d80",-999999.0,False,True,False,False,False,False,127,0.4566929133858268,1.3189982884525338,6.330134057886236,19,0.16535433070866143,0.3949363437075142,0.5,248,0.4274193548387097,1.1715361561931201,6.3932784438325845,19,0.31451612903225806,0.39103568254745413,0.6666666666666666,102,0.45098039215686275,1.2971220339431884,4.16706409973857,19,0.39215686274509803,0.5999427750959826,0.8
"d80_zero,d50ret,d80",0.0,False,False,False,False,False,False,120,0.4666666666666667,1.3687035512329386,6.91159218807069,16,0.14166666666666666,0.36171115597864184,0.6666666666666666,235,0.42127659574468085,1.1764216489888708,6.324902488386376,17,0.3021276595744681,0.39526301070892966,0.75,83,0.4578313253012048,1.2837787231319302,3.4288313823868197,10,0.30120481927710846,0.7291113855414326,0.8
"d80_zero,d80,d50ret",-999999.0,False,True,False,False,False,False,127,0.4566929133858268,1.3189982884525338,6.330134057886236,19,0.16535433070866143,0.3949363437075142,0.5,248,0.4274193548387097,1.1715361561931201,6.3932784438325845,19,0.31451612903225806,0.39103568254745413,0.6666666666666666,102,0.45098039215686275,1.2971220339431884,4.16706409973857,19,0.39215686274509803,0.5999427750959826,0.8
"d80_zero,d80,d50ret",0.0,False,False,False,False,False,False,120,0.4666666666666667,1.3687035512329386,6.91159218807069,16,0.14166666666666666,0.36171115597864184,0.6666666666666666,235,0.42127659574468085,1.1764216489888708,6.324902488386376,17,0.3021276595744681,0.39526301070892966,0.75,83,0.4578313253012048,1.2837787231319302,3.4288313823868197,10,0.30120481927710846,0.7291113855414326,0.8
"d50ret,d80,cons_m2s1c45",-999999.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,249,0.4457831325301205,1.2002716489991019,6.5217609725389565,19,0.3373493975903614,0.3833320495072877,0.5833333333333334,102,0.49019607843137253,1.4651400495867675,5.337841317423516,19,0.46078431372549017,0.46835412507292495,1.0
"d50ret,d80,cons_m2s1c45",0.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,246,0.44715447154471544,1.2144161767557091,6.890410097032774,19,0.3333333333333333,0.3628231070131193,0.5833333333333334,100,0.49,1.4766006227701107,5.403407466856678,19,0.45,0.46267101182623266,1.0
"d50ret,cons_m2s1c45,d80",-999999.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,249,0.4457831325301205,1.2002716489991019,6.5217609725389565,19,0.3373493975903614,0.3833320495072877,0.5833333333333334,102,0.49019607843137253,1.4651400495867675,5.337841317423516,19,0.46078431372549017,0.46835412507292495,1.0
"d50ret,cons_m2s1c45,d80",0.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,246,0.44715447154471544,1.2144161767557091,6.890410097032774,19,0.3333333333333333,0.3628231070131193,0.5833333333333334,100,0.49,1.4766006227701107,5.403407466856678,19,0.45,0.46267101182623266,1.0
"d80,d50ret,cons_m2s1c45",-999999.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,249,0.4457831325301205,1.2002716489991019,6.5217609725389565,19,0.3373493975903614,0.3833320495072877,0.5833333333333334,102,0.49019607843137253,1.4651400495867675,5.337841317423516,19,0.46078431372549017,0.46835412507292495,1.0
"d80,d50ret,cons_m2s1c45",0.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,246,0.44715447154471544,1.2144161767557091,6.890410097032774,19,0.3333333333333333,0.3628231070131193,0.5833333333333334,100,0.49,1.4766006227701107,5.403407466856678,19,0.45,0.46267101182623266,1.0
"d80,cons_m2s1c45,d50ret",-999999.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,249,0.4457831325301205,1.2002716489991019,6.5217609725389565,19,0.3373493975903614,0.3833320495072877,0.5833333333333334,102,0.49019607843137253,1.4651400495867675,5.337841317423516,19,0.46078431372549017,0.46835412507292495,1.0
"d80,cons_m2s1c45,d50ret",0.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,246,0.44715447154471544,1.2144161767557091,6.890410097032774,19,0.3333333333333333,0.3628231070131193,0.5833333333333334,100,0.49,1.4766006227701107,5.403407466856678,19,0.45,0.46267101182623266,1.0
"cons_m2s1c45,d50ret,d80",-999999.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,249,0.4457831325301205,1.2002716489991019,6.5217609725389565,19,0.3373493975903614,0.3833320495072877,0.5833333333333334,102,0.49019607843137253,1.4651400495867675,5.337841317423516,19,0.46078431372549017,0.46835412507292495,1.0
"cons_m2s1c45,d50ret,d80",0.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,246,0.44715447154471544,1.2144161767557091,6.890410097032774,19,0.3333333333333333,0.3628231070131193,0.5833333333333334,100,0.49,1.4766006227701107,5.403407466856678,19,0.45,0.46267101182623266,1.0
"cons_m2s1c45,d80,d50ret",-999999.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,249,0.4457831325301205,1.2002716489991019,6.5217609725389565,19,0.3373493975903614,0.3833320495072877,0.5833333333333334,102,0.49019607843137253,1.4651400495867675,5.337841317423516,19,0.46078431372549017,0.46835412507292495,1.0
"cons_m2s1c45,d80,d50ret",0.0,False,False,False,False,True,True,128,0.453125,1.2669043698175904,4.82996830963859,20,0.203125,0.5176017397486954,0.5,246,0.44715447154471544,1.2144161767557091,6.890410097032774,19,0.3333333333333333,0.3628231070131193,0.5833333333333334,100,0.49,1.4766006227701107,5.403407466856678,19,0.45,0.46267101182623266,1.0
"d50ret,d80,cons_m2s2c30",-999999.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,249,0.4779116465863454,1.2004570009378956,6.165818301311677,19,0.3373493975903614,0.40546118581992047,0.6666666666666666,102,0.47058823529411764,1.2709801505854912,3.079627378496374,19,0.45098039215686275,0.81178652243981,0.8
"d50ret,d80,cons_m2s2c30",0.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,246,0.4796747967479675,1.2124670051411823,6.4599407527497,19,0.3333333333333333,0.38700045336110317,0.75,101,0.46534653465346537,1.2645730265427853,3.0068118804729718,19,0.44554455445544555,0.8314454310346645,0.8
"d50ret,cons_m2s2c30,d80",-999999.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,249,0.4779116465863454,1.2004570009378956,6.165818301311677,19,0.3373493975903614,0.40546118581992047,0.6666666666666666,102,0.47058823529411764,1.2709801505854912,3.079627378496374,19,0.45098039215686275,0.81178652243981,0.8
"d50ret,cons_m2s2c30,d80",0.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,246,0.4796747967479675,1.2124670051411823,6.4599407527497,19,0.3333333333333333,0.38700045336110317,0.75,101,0.46534653465346537,1.2645730265427853,3.0068118804729718,19,0.44554455445544555,0.8314454310346645,0.8
"d80,d50ret,cons_m2s2c30",-999999.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,249,0.4779116465863454,1.2004570009378956,6.165818301311677,19,0.3373493975903614,0.40546118581992047,0.6666666666666666,102,0.47058823529411764,1.2709801505854912,3.079627378496374,19,0.45098039215686275,0.81178652243981,0.8
"d80,d50ret,cons_m2s2c30",0.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,246,0.4796747967479675,1.2124670051411823,6.4599407527497,19,0.3333333333333333,0.38700045336110317,0.75,101,0.46534653465346537,1.2645730265427853,3.0068118804729718,19,0.44554455445544555,0.8314454310346645,0.8
"d80,cons_m2s2c30,d50ret",-999999.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,249,0.4779116465863454,1.2004570009378956,6.165818301311677,19,0.3373493975903614,0.40546118581992047,0.6666666666666666,102,0.47058823529411764,1.2709801505854912,3.079627378496374,19,0.45098039215686275,0.81178652243981,0.8
"d80,cons_m2s2c30,d50ret",0.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,246,0.4796747967479675,1.2124670051411823,6.4599407527497,19,0.3333333333333333,0.38700045336110317,0.75,101,0.46534653465346537,1.2645730265427853,3.0068118804729718,19,0.44554455445544555,0.8314454310346645,0.8
"cons_m2s2c30,d50ret,d80",-999999.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,249,0.4779116465863454,1.2004570009378956,6.165818301311677,19,0.3373493975903614,0.40546118581992047,0.6666666666666666,102,0.47058823529411764,1.2709801505854912,3.079627378496374,19,0.45098039215686275,0.81178652243981,0.8
"cons_m2s2c30,d50ret,d80",0.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,246,0.4796747967479675,1.2124670051411823,6.4599407527497,19,0.3333333333333333,0.38700045336110317,0.75,101,0.46534653465346537,1.2645730265427853,3.0068118804729718,19,0.44554455445544555,0.8314454310346645,0.8
"cons_m2s2c30,d80,d50ret",-999999.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,249,0.4779116465863454,1.2004570009378956,6.165818301311677,19,0.3373493975903614,0.40546118581992047,0.6666666666666666,102,0.47058823529411764,1.2709801505854912,3.079627378496374,19,0.45098039215686275,0.81178652243981,0.8
"cons_m2s2c30,d80,d50ret",0.0,False,True,False,False,False,False,128,0.4921875,1.393415906306122,5.903758593075198,20,0.1953125,0.42345904911023463,0.8333333333333334,246,0.4796747967479675,1.2124670051411823,6.4599407527497,19,0.3333333333333333,0.38700045336110317,0.75,101,0.46534653465346537,1.2645730265427853,3.0068118804729718,19,0.44554455445544555,0.8314454310346645,0.8
"d50ret,d80,cons_m3allc30",-999999.0,False,True,False,False,True,True,128,0.484375,1.3321244045118688,4.82075274155177,20,0.1875,0.5185912105492607,0.8333333333333334,249,0.4819277108433735,1.2048030966610959,6.050539373733281,19,0.3373493975903614,0.41318630382822535,0.5833333333333334,102,0.47058823529411764,1.3093353090240116,3.3908728840317877,19,0.46078431372549017,0.7372732878819894,0.8
"d50ret,d80,cons_m3allc30",0.0,False,True,False,False,True,True,128,0.484375,1.3321244045118688,4.82075274155177,20,0.1875,0.5185912105492607,0.8333333333333334,246,0.483739837398374,1.217366035738176,6.344661825171305,19,0.3333333333333333,0.3940320333672789,0.6666666666666666,101,0.46534653465346537,1.3026926522942714,3.3180573860083853,19,0.45544554455445546,0.7534529120991165,0.8
"d50ret,cons_m3allc30,d80",-999999.0,False,True,False,False,True,True,128,0.484375,1.3321244045118688,4.82075274155177,20,0.1875,0.5185912105492607,0.8333333333333334,249,0.4819277108433735,1.2048030966610959,6.050539373733281,19,0.3373493975903614,0.41318630382822535,0.5833333333333334,102,0.47058823529411764,1.3093353090240116,3.3908728840317877,19,0.46078431372549017,0.7372732878819894,0.8
"d50ret,cons_m3allc30,d80",0.0,False,True,False,False,True,True,128,0.484375,1.3321244045118688,4.82075274155177,20,0.1875,0.5185912105492607,0.8333333333333334,246,0.483739837398374,1.217366035738176,6.344661825171305,19,0.3333333333333333,0.3940320333672789,0.6666666666666666,101,0.46534653465346537,1.3026926522942714,3.3180573860083853,19,0.45544554455445546,0.7534529120991165,0.8
