sources,min_score,select_pass,select_user_pass,test2025_pass,test2025_user_pass,test2026_pass,test2026_user_pass,sel_trades,sel_wr,sel_pf,sel_pnl,sel_minM,sel_call,sel_top5,sel_posM,t2025_trades,t2025_wr,t2025_pf,t2025_pnl,t2025_minM,t2025_call,t2025_top5,t2025_posM,t2026_trades,t2026_wr,t2026_pf,t2026_pnl,t2026_minM,t2026_call,t2026_top5,t2026_posM
"d65ret,d65win",-999999.0,False,False,False,False,False,False,126,0.5,1.2415237359669,3.025262002071617,20,0.2222222222222222,0.8263747068148372,0.6666666666666666,244,0.45901639344262296,0.9997731095528111,-0.0063583148216705965,17,0.35655737704918034,,0.5,100,0.46,1.1055496077764124,0.9325311841450455,19,0.69,2.68087549510961,0.8
"d65ret,d65win",0.0,False,False,False,False,False,False,126,0.5,1.2415237359669,3.025262002071617,20,0.2222222222222222,0.8263747068148372,0.6666666666666666,244,0.45901639344262296,0.9997731095528111,-0.0063583148216705965,17,0.35655737704918034,,0.5,97,0.4536082474226804,1.0333370461160207,0.2944314377652769,17,0.7010309278350515,8.49094111340454,0.8
"d65win,d65ret",-999999.0,False,False,False,False,False,False,126,0.5,1.2415237359669,3.025262002071617,20,0.2222222222222222,0.8263747068148372,0.6666666666666666,244,0.45901639344262296,0.9997731095528111,-0.0063583148216705965,17,0.35655737704918034,,0.5,100,0.46,1.1055496077764124,0.9325311841450455,19,0.69,2.68087549510961,0.8
"d65win,d65ret",0.0,False,False,False,False,False,False,126,0.5,1.2415237359669,3.025262002071617,20,0.2222222222222222,0.8263747068148372,0.6666666666666666,244,0.45901639344262296,0.9997731095528111,-0.0063583148216705965,17,0.35655737704918034,,0.5,97,0.4536082474226804,1.0333370461160207,0.2944314377652769,17,0.7010309278350515,8.49094111340454,0.8
"d65ret,d80",-999999.0,False,False,False,False,False,False,128,0.4375,1.1326534129155983,2.7759821456499516,20,0.1796875,0.9005821611344208,0.5,245,0.40816326530612246,1.0485919407316298,1.8626580236140966,19,0.3306122448979592,1.3421680030933834,0.5,100,0.41,0.9436279690781739,-0.9145489845036786,19,0.42,,0.4
"d65ret,d80",0.0,False,False,False,False,False,False,128,0.4375,1.1326534129155983,2.7759821456499516,20,0.1796875,0.9005821611344208,0.5,235,0.4085106382978723,1.070322062557223,2.582612899952599,15,0.33617021276595743,0.9680118921600233,0.5833333333333334,98,0.40816326530612246,0.9236426829945728,-1.2385468694118131,17,0.41836734693877553,,0.4
"d80,d65ret",-999999.0,False,False,False,False,False,False,128,0.4375,1.1326534129155983,2.7759821456499516,20,0.1796875,0.9005821611344208,0.5,245,0.40816326530612246,1.0485919407316298,1.8626580236140966,19,0.3306122448979592,1.3421680030933834,0.5,100,0.41,0.9436279690781739,-0.9145489845036786,19,0.42,,0.4
"d80,d65ret",0.0,False,False,False,False,False,False,128,0.4375,1.1326534129155983,2.7759821456499516,20,0.1796875,0.9005821611344208,0.5,235,0.4085106382978723,1.070322062557223,2.582612899952599,15,0.33617021276595743,0.9680118921600233,0.5833333333333334,98,0.40816326530612246,0.9236426829945728,-1.2385468694118131,17,0.41836734693877553,,0.4
"d65ret,d80_front",-999999.0,False,False,False,False,False,False,128,0.4453125,0.9855829464070779,-0.25916795687045635,20,0.21875,,0.5,244,0.4426229508196721,1.05055574382315,1.5621172120540128,18,0.36885245901639346,1.600392070907902,0.75,101,0.37623762376237624,0.8024053895386838,-3.118638726977826,19,0.46534653465346537,,0.2
"d65ret,d80_front",0.0,False,False,False,False,False,False,128,0.4453125,0.9855829464070779,-0.25916795687045635,20,0.21875,,0.5,232,0.4482758620689655,1.0598453992620618,1.7671120711319266,18,0.36637931034482757,1.4147376619970802,0.6666666666666666,101,0.37623762376237624,0.8024053895386838,-3.118638726977826,19,0.46534653465346537,,0.2
"d80_front,d65ret",-999999.0,False,False,False,False,False,False,128,0.4453125,0.9855829464070779,-0.25916795687045635,20,0.21875,,0.5,244,0.4426229508196721,1.05055574382315,1.5621172120540128,18,0.36885245901639346,1.600392070907902,0.75,101,0.37623762376237624,0.8024053895386838,-3.118638726977826,19,0.46534653465346537,,0.2
"d80_front,d65ret",0.0,False,False,False,False,False,False,128,0.4453125,0.9855829464070779,-0.25916795687045635,20,0.21875,,0.5,232,0.4482758620689655,1.0598453992620618,1.7671120711319266,18,0.36637931034482757,1.4147376619970802,0.6666666666666666,101,0.37623762376237624,0.8024053895386838,-3.118638726977826,19,0.46534653465346537,,0.2
"d65ret,d80_zero",-999999.0,False,False,False,False,False,False,117,0.38461538461538464,0.940666834424157,-1.1910060696264253,11,0.23931623931623933,,0.3333333333333333,236,0.4194915254237288,1.03802629898192,1.3870231920084506,7,0.423728813559322,1.8024211955532814,0.5833333333333334,98,0.3979591836734694,0.8942257144766335,-1.6223890927238613,18,0.5102040816326531,,0.2
"d65ret,d80_zero",0.0,False,False,False,False,False,False,117,0.38461538461538464,0.940666834424157,-1.1910060696264253,11,0.23931623931623933,,0.3333333333333333,188,0.39893617021276595,0.9774857657015534,-0.6799840069357741,3,0.3776595744680851,,0.5833333333333334,90,0.3888888888888889,0.8200699031402312,-2.6872338151860955,15,0.5111111111111111,,0.2
"d80_zero,d65ret",-999999.0,False,False,False,False,False,False,117,0.38461538461538464,0.940666834424157,-1.1910060696264253,11,0.23931623931623933,,0.3333333333333333,236,0.4194915254237288,1.03802629898192,1.3870231920084506,7,0.423728813559322,1.8024211955532814,0.5833333333333334,98,0.3979591836734694,0.8942257144766335,-1.6223890927238613,18,0.5102040816326531,,0.2
"d80_zero,d65ret",0.0,False,False,False,False,False,False,117,0.38461538461538464,0.940666834424157,-1.1910060696264253,11,0.23931623931623933,,0.3333333333333333,188,0.39893617021276595,0.9774857657015534,-0.6799840069357741,3,0.3776595744680851,,0.5833333333333334,90,0.3888888888888889,0.8200699031402312,-2.6872338151860955,15,0.5111111111111111,,0.2
"d65ret,cons_m2s1c45",-999999.0,False,False,False,False,False,False,128,0.4140625,0.96118920679341,-0.7474325764374452,20,0.1953125,,0.5,249,0.44176706827309237,1.1726658280507294,5.398846041948849,19,0.357429718875502,0.4630619174125518,0.6666666666666666,102,0.45098039215686275,1.1683606578363819,2.1812506094803608,19,0.5098039215686274,1.1461314849079056,0.6
