ticker,artifact,file,trades,win_rate,profit_factor,pnl_return,min_month_trades,positive_months,call_rate,top5_share,first_2_month_share,first_3_month_share,first_4_month_share,passes_basic,passes_curve
QQQ,event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,183,0.4644808743169399,1.010064662949711,0.22116352881979395,0,2,0.6994535519125683,38.73921984441951,0.0,0.0,0.0,False,False
QQQ,event_option_qqq_union_balanced_d65_current_topk_s2_m19_maxday5_recent202510_export_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,151,0.45695364238410596,0.9955053739653498,-0.08917503642944702,0,2,0.7019867549668874,,,,,False,False
QQQ,event_option_qqq_union_balanced_d65_current_topk_s2_m19_maxday5_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,135,0.43703703703703706,0.941943996877501,-1.0687702181763234,0,2,0.7185185185185186,,,,,False,False
QQQ,event_option_qqq_nested_config_intraday_side_circuit_m18_pf11_wr42_2025h2_2026jun_risk5000,intraday_circuit_trades.csv,137,0.35766423357664234,0.9355270635840713,-1.6103307539818035,0,1,0.18248175182481752,,,,,False,False
QQQ,event_option_qqq_union_d65_current_ptdjd80_scorethr_online_2025oct_2026janmay_risk5000,trade_union_topk_regressor_trades.csv,108,0.4722222222222222,0.8919538638280753,-1.5284636082086474,0,1,0.6296296296296297,,,,,False,False
