dir,file,ticker,passed,fold_present,mtime,trades,win_rate,profit_factor,pnl_return,min_month_trades,positive_month_rate,call_rate
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,False,True,1782056583.1322255,198,0.5202020202020202,1.642131346434247,14.414345374570495,10,1.0,0.6464646464646465
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,True,True,1782056583.1322255,205,0.5219512195121951,1.6011293283992665,12.458009587553974,26,1.0,0.6585365853658537
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,False,True,1782056583.1322255,121,0.5289256198347108,1.797018685384881,12.888044645403793,19,0.8,0.4132231404958678
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1782055966.5236802,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1782055966.5236802,166,0.5120481927710844,1.5461472315118736,9.719222172094591,0,0.8,0.7409638554216867
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1782055966.5236802,102,0.5490196078431373,2.0125136370743584,13.612637167453569,0,0.8,0.4411764705882353
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_janmaynested_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1782056363.3636796,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_janmaynested_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1782056363.3636796,166,0.5120481927710844,1.5461472315118736,9.719222172094591,0,0.8,0.7409638554216867
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_janmaynested_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1782056363.3636796,102,0.5490196078431373,2.0125136370743584,13.612637167453569,0,0.8,0.4411764705882353
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,False,True,1782057546.8510387,198,0.5202020202020202,1.642131346434247,14.414345374570495,10,1.0,0.6464646464646465
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,True,True,1782057546.8510387,205,0.5219512195121951,1.6011293283992665,12.458009587553974,26,1.0,0.6585365853658537
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,False,True,1782057546.8510387,122,0.5081967213114754,1.5859540016152305,11.221379906520392,19,0.8,0.4344262295081967
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1782056827.8909135,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1782056827.8909135,166,0.5120481927710844,1.5461472315118736,9.719222172094591,0,0.8,0.7409638554216867
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1782056827.8909135,103,0.5242718446601942,1.7273176419970004,11.945972428570169,0,0.8,0.46601941747572817
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,False,True,1782074235.919655,198,0.5202020202020202,1.642131346434247,14.414345374570495,10,1.0,0.6464646464646465
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,True,True,1782074235.919655,205,0.5219512195121951,1.6011293283992665,12.458009587553974,26,1.0,0.6585365853658537
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,SPY,True,True,1782074235.919655,123,0.5121951219512195,1.8361450930926895,16.20547350889469,20,1.0,0.43089430894308944
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1782074235.266455,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1782074235.266455,166,0.5120481927710844,1.5461472315118736,9.719222172094591,0,0.8,0.7409638554216867
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1782074235.266455,103,0.5242718446601942,1.7273176419970004,11.945972428570169,0,0.8,0.46601941747572817
event_option_candidate_spxw_spy_qqq_unionmeta_2025h2_2026jun_with2025h2_risk5000,combined_trades.csv,QQQ,False,False,1782418322.3164532,169,0.4319526627218935,1.2014799211169254,5.450061566619773,14,0.6,0.34911242603550297
event_option_candidate_spxw_spy_qqq_unionmeta_2025h2_2026jun_with2025h2_risk5000,combined_trades.csv,SPXW,False,False,1782418322.3164532,230,0.5217391304347826,1.4989850796718558,11.726310916590537,24,0.8,0.6782608695652174
event_option_candidate_spxw_spy_qqq_unionmeta_2025h2_2026jun_with2025h2_risk5000,combined_trades.csv,SPY,False,False,1782418322.3164532,153,0.43790849673202614,1.137972231410063,3.034727218412015,18,0.6,0.3202614379084967
event_option_current_best_causal_curvehealth_qiq_topk_s2_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781986873.3808467,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_current_best_causal_curvehealth_qiq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781986873.3808467,263,0.4790874524714829,1.3763241019180337,12.888565564335114,0,0.8,0.5817490494296578
event_option_current_best_causal_curvehealth_qiq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781986873.3808467,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781986900.412092,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781986900.412092,263,0.4790874524714829,1.3763241019180337,12.888565564335114,0,0.8,0.5817490494296578
event_option_current_best_causal_curvehealth_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781986900.412092,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_causal_nestedbackfill_curvehealth_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781969988.0828254,123,0.5528455284552846,1.8261964458107638,11.68723077956854,0,0.8,0.6504065040650406
event_option_current_best_causal_nestedbackfill_curvehealth_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781969988.0828254,263,0.4790874524714829,1.3763241019180337,12.888565564335114,0,0.8,0.5817490494296578
event_option_current_best_causal_nestedbackfill_curvehealth_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781969988.0828254,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781969803.417769,151,0.5298013245033113,1.6045246792490993,11.23173225529273,0,0.8,0.6291390728476821
event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781969803.417769,264,0.4772727272727273,1.3759724886681883,12.989315056929449,0,0.8,0.5833333333333334
event_option_current_best_causal_nestedbackfill_spxwrouter_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781969803.417769,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,QQQ,False,True,1781968597.499629,161,0.5341614906832298,1.6588523135409343,13.03173225529273,10,1.0,0.6086956521739131
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,SPXW,True,True,1781968597.499629,306,0.49019607843137253,1.4223871808535586,15.89992450316814,42,1.0,0.5424836601307189
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janjun_risk5000,combined_trades.csv,SPY,False,True,1781968597.499629,137,0.49635036496350365,1.3468305172288153,6.142149729467333,19,0.8,0.27007299270072993
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781968548.9964862,151,0.5298013245033113,1.6045246792490993,11.23173225529273,0,0.8,0.6291390728476821
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781968548.9964862,264,0.4772727272727273,1.3759724886681883,12.989315056929449,0,0.8,0.5833333333333334
event_option_current_best_causal_qqqbackfill_d65_spxwrouter_spybackfill_m19_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781968548.9964862,114,0.5087719298245614,1.4841200777086019,6.96331759733835,0,0.8,0.2719298245614035
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,QQQ,False,True,1781952652.181221,152,0.5394736842105263,1.701665993891605,13.029347291454252,10,1.0,0.6118421052631579
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPXW,True,True,1781952652.181221,306,0.49019607843137253,1.4223871808535586,15.89992450316814,42,1.0,0.5424836601307189
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPY,False,True,1781952652.181221,150,0.49333333333333335,1.7181822044013744,19.00105098437404,20,0.8,0.5933333333333334
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781952666.5372152,142,0.5352112676056338,1.646510714566215,11.229347291454252,0,0.8,0.6338028169014085
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781952666.5372152,264,0.4772727272727273,1.3759724886681883,12.989315056929449,0,0.8,0.5833333333333334
event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781952666.5372152,130,0.5,1.6272821345818882,14.741549904049515,0,0.6,0.6461538461538462
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,QQQ,False,True,1781953134.656031,152,0.5394736842105263,1.701665993891605,13.029347291454252,10,1.0,0.6118421052631579
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,SPXW,True,True,1781953134.656031,306,0.49019607843137253,1.4223871808535586,15.89992450316814,42,1.0,0.5424836601307189
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janjun_risk5000,combined_trades.csv,SPY,False,True,1781953134.656031,137,0.49635036496350365,1.3468305172288153,6.142149729467333,19,0.8,0.27007299270072993
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781953107.9303737,142,0.5352112676056338,1.646510714566215,11.229347291454252,0,0.8,0.6338028169014085
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781953107.9303737,264,0.4772727272727273,1.3759724886681883,12.989315056929449,0,0.8,0.5833333333333334
event_option_current_best_causal_qqqbalanced_spxwrouter_spybackfill_m18_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781953107.9303737,114,0.5087719298245614,1.4841200777086019,6.96331759733835,0,0.8,0.2719298245614035
event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781952865.139475,142,0.5352112676056338,1.646510714566215,11.229347291454252,0,0.8,0.6338028169014085
event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781952865.139475,264,0.4772727272727273,1.3759724886681883,12.989315056929449,0,0.8,0.5833333333333334
event_option_current_best_causal_qqqbalanced_spxwrouter_spywincls_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781952865.139475,106,0.4811320754716981,1.4238842812529513,5.714826199586766,0,0.8,0.24528301886792453
event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,QQQ,False,False,1781903098.8779018,172,0.5058139534883721,1.5704340905462784,14.12381612850789,10,0.8,0.38953488372093026
event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,SPXW,True,False,1781903098.8779018,202,0.5594059405940595,1.8358239988532152,15.160289242797287,23,1.0,0.6386138613861386
event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,SPY,False,False,1781903098.8779018,163,0.4785276073619632,1.55265082588184,16.892279302723026,20,0.8,0.5828220858895705
event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,QQQ,False,False,1781951450.259622,172,0.5058139534883721,1.5704340905462784,14.12381612850789,10,0.8,0.38953488372093026
event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPXW,True,False,1781951450.259622,202,0.5594059405940595,1.8358239988532152,15.160289242797287,23,1.0,0.6386138613861386
event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPY,False,False,1781951450.259622,150,0.49333333333333335,1.7181822044013744,19.00105098437404,20,0.8,0.5933333333333334
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,QQQ,False,True,1781952439.298728,172,0.5058139534883721,1.5704340905462784,14.12381612850789,10,0.8,0.38953488372093026
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPXW,True,True,1781952439.298728,306,0.49019607843137253,1.4223871808535586,15.89992450316814,42,1.0,0.5424836601307189
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,SPY,False,True,1781952439.298728,150,0.49333333333333335,1.7181822044013744,19.00105098437404,20,0.8,0.5933333333333334
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781952456.4410987,162,0.5,1.5230873144999777,12.323816128507893,0,0.6,0.3950617283950617
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781952456.4410987,264,0.4772727272727273,1.3759724886681883,12.989315056929449,0,0.8,0.5833333333333334
event_option_current_best_causal_qqqcurrent_spxwrouter_spy2025h2circuit_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781952456.4410987,130,0.5,1.6272821345818882,14.741549904049515,0,0.6,0.6461538461538462
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1782035001.4094205,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1782035001.4094205,166,0.5120481927710844,1.5461472315118736,9.719222172094591,0,0.8,0.7409638554216867
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1782035001.4094205,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,False,True,1782035339.6023412,198,0.5202020202020202,1.642131346434247,14.414345374570495,10,1.0,0.6464646464646465
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,True,True,1782035339.6023412,205,0.5219512195121951,1.6011293283992665,12.458009587553974,26,1.0,0.6585365853658537
event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,True,True,1782035339.6023412,135,0.4962962962962963,1.6192099493696714,10.922818677662871,20,1.0,0.26666666666666666
event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1782034516.2865455,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1782034516.2865455,118,0.5254237288135594,1.668629802108184,8.521061125895955,0,0.8,0.6101694915254238
event_option_current_best_causal_spxw_s1m19_qqq_outerselector_call50_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1782034516.2865455,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,False,True,1781988214.22667,198,0.5202020202020202,1.642131346434247,14.414345374570495,10,1.0,0.6464646464646465
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,True,True,1781988214.22667,153,0.5294117647058824,1.654408418550937,10.05984854135534,22,1.0,0.5424836601307189
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,False,True,1781988214.22667,137,0.49635036496350365,1.3468305172288153,6.142149729467333,20,0.8,0.27007299270072993
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1782034209.2006838,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1782034209.2006838,118,0.5254237288135594,1.668629802108184,8.521061125895955,0,0.8,0.6101694915254238
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1782034209.2006838,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,False,True,1781988337.4003997,198,0.5202020202020202,1.642131346434247,14.414345374570495,10,1.0,0.6464646464646465
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,True,True,1781988337.4003997,153,0.5294117647058824,1.654408418550937,10.05984854135534,22,1.0,0.5424836601307189
event_option_current_best_causal_spxw_s1m19_qqq_recenttopk_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,True,True,1781988337.4003997,135,0.4962962962962963,1.6192099493696714,10.922818677662871,20,1.0,0.26666666666666666
event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,QQQ,False,True,1781987703.2436378,188,0.5159574468085106,1.5936816610552922,12.614345374570494,0,0.8,0.6648936170212766
event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPXW,False,True,1781987703.2436378,118,0.5254237288135594,1.668629802108184,8.521061125895955,0,0.8,0.6101694915254238
event_option_current_best_causal_spxw_s1m19_qqq_topk_s2_2026janmay_risk5000,combined_trades.csv,SPY,False,True,1781987703.2436378,115,0.5043478260869565,1.453797777321281,6.6633175973383505,0,0.8,0.26956521739130435
event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000,combined_trades.csv,QQQ,True,True,1782371885.2329133,207,0.5169082125603864,1.6227892878485513,14.914345374570493,19,1.0,0.6183574879227053
event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000,combined_trades.csv,SPXW,True,True,1782371885.2329133,205,0.5219512195121951,1.6011293283992665,12.458009587553974,26,1.0,0.6585365853658537
event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000,combined_trades.csv,SPY,True,True,1782371885.2329133,135,0.4962962962962963,1.6192099493696714,10.922818677662871,20,1.0,0.26666666666666666
event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000,combined_trades.csv,QQQ,True,True,1782370117.5368168,212,0.5141509433962265,1.6042559377802335,15.014345374570494,19,1.0,0.6037735849056604
event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000,combined_trades.csv,SPXW,True,True,1782370117.5368168,205,0.5219512195121951,1.6011293283992665,12.458009587553974,26,1.0,0.6585365853658537
event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000,combined_trades.csv,SPY,True,True,1782370117.5368168,135,0.4962962962962963,1.6192099493696714,10.922818677662871,20,1.0,0.26666666666666666
event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000,combined_trades.csv,QQQ,True,True,1782369316.7924154,214,0.514018691588785,1.6050004690628077,15.214345374570497,19,1.0,0.5981308411214953
event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000,combined_trades.csv,SPXW,True,True,1782369316.7924154,205,0.5219512195121951,1.6011293283992665,12.458009587553974,26,1.0,0.6585365853658537
event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000,combined_trades.csv,SPY,True,True,1782369316.7924154,135,0.4962962962962963,1.6192099493696714,10.922818677662871,20,1.0,0.26666666666666666
event_option_daily_router_d80_d65_minmonth18_qqq_2026janjun_v1,daily_source_router_trades.csv,QQQ,False,True,1782233692.3699715,187,0.5294117647058824,1.146736985440744,2.6904829805112125,19,0.6,0.6363636363636364
event_option_daily_router_d80_d65_minmonth18_spxw_2026janjun_v1,daily_source_router_trades.csv,SPXW,False,True,1782233692.3785474,116,0.46551724137931033,1.2188957464310133,3.1360849512746007,16,0.4,0.5775862068965517
event_option_daily_router_d80_d65_minmonth18_spy_2026janjun_v1,daily_source_router_trades.csv,SPY,False,True,1782233692.3316493,123,0.4715447154471545,1.158146565909626,2.162866232936352,15,0.4,0.5934959349593496
event_option_daily_source_router_full20_6variants_2025hist_2025h2_2026junjun_qqq_v1,daily_source_router_trades.csv,QQQ,False,True,1782428584.7145011,174,0.5229885057471264,1.3618116517544012,6.354550935311005,17,1.0,0.6206896551724138
event_option_daily_source_router_full20_6variants_2025hist_2025h2_2026junjun_spy_v1,daily_source_router_trades.csv,SPY,False,True,1782427664.9431493,70,0.44285714285714284,1.124781315936716,1.0213652060147662,0,0.4,0.5142857142857142
event_option_daily_source_router_full20_6variants_2025hist_2026janjun_qqq_v1,daily_source_router_trades.csv,QQQ,False,True,1782246128.2184339,174,0.5229885057471264,1.3618116517544012,6.354550935311005,17,1.0,0.6206896551724138
