sources,cap,minscore,daily_order,sel_score,test_pass,both,sel_trades,sel_win_rate,sel_profit_factor,sel_pnl_return,sel_max_drawdown,sel_call_rate,sel_min_month_trades,sel_positive_month_rate,sel_top5_share_of_pnl,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_max_drawdown,test_call_rate,test_min_month_trades,test_positive_month_rate,test_top5_share_of_pnl
"d80,d80_front",2,0.0,time_asc,7.543120241511781,False,False,447,0.5078299776286354,1.4105791554799862,17.327296171997347,-2.048503799676322,0.40492170022371365,30,0.8333333333333334,0.2885620439777848,181,0.5138121546961326,1.2406232551901966,4.3283699978616,-4.4030034175209725,0.5580110497237569,33,0.8,1.0246213484693258
"d80,d80_front,cons_m3allc30",2,-999999.0,time_asc,7.528827625620749,False,False,486,0.49588477366255146,1.3858020085205247,18.708258638313666,-2.426615563937988,0.41358024691358025,36,0.75,0.26726164613526493,192,0.5052083333333334,1.297456513203697,5.430293237620985,-2.666161416940496,0.5989583333333334,34,1.0,0.8065147996130054
"d80,d80_front,cons_m2s2c30",2,-999999.0,time_asc,7.528827625620749,False,False,486,0.49588477366255146,1.3858020085205247,18.708258638313666,-2.426615563937988,0.41358024691358025,36,0.75,0.26726164613526493,192,0.5052083333333334,1.297456513203697,5.430293237620985,-2.666161416940496,0.5989583333333334,34,1.0,0.8065147996130054
"d80,d80_front,cons_m3s2c30",2,-999999.0,time_asc,7.528827625620749,False,False,486,0.49588477366255146,1.3858020085205247,18.708258638313666,-2.426615563937988,0.41358024691358025,36,0.75,0.26726164613526493,192,0.5052083333333334,1.297456513203697,5.430293237620985,-2.666161416940496,0.5989583333333334,34,1.0,0.8065147996130054
"d80_front,d80",2,0.0,time_asc,7.521701625466209,False,False,447,0.5055928411633109,1.4081767512383396,17.110366839854336,-2.0321756286443247,0.40492170022371365,30,0.8333333333333334,0.292220502739529,181,0.5082872928176796,1.1982302438786856,3.5513312281269336,-4.103003417520973,0.56353591160221,33,0.8,1.248810662536322
"d80_front,d80,cons_m3s2c30",2,0.0,time_asc,7.517847217366494,False,False,485,0.49072164948453606,1.3558664136102974,17.319840917016872,-2.4266155639379896,0.41649484536082476,35,0.9166666666666666,0.28868625433432604,192,0.515625,1.2869280433371337,5.382252111397239,-2.3796821267034467,0.5416666666666666,34,0.8,0.909023300303901
"d80_front,d80,cons_m2s2c30",2,0.0,time_asc,7.517847217366494,False,False,485,0.49072164948453606,1.3558664136102974,17.319840917016872,-2.4266155639379896,0.41649484536082476,35,0.9166666666666666,0.28868625433432604,192,0.515625,1.2869280433371337,5.382252111397239,-2.3796821267034467,0.5416666666666666,34,0.8,0.909023300303901
"d80_front,d80,cons_m3allc30",2,0.0,time_asc,7.517847217366494,False,False,485,0.49072164948453606,1.3558664136102974,17.319840917016872,-2.4266155639379896,0.41649484536082476,35,0.9166666666666666,0.28868625433432604,192,0.515625,1.2869280433371337,5.382252111397239,-2.3796821267034467,0.5416666666666666,34,0.8,0.909023300303901
"d80,d80_front,d65ret",2,0.0,time_asc,7.50294351063397,False,False,471,0.4968152866242038,1.377058643373529,17.96756363622765,-2.4768915378494576,0.4140127388535032,35,0.8333333333333334,0.27827924259684256,191,0.5026178010471204,1.2297792471668652,4.859383995527669,-3.954794928271439,0.5340314136125655,34,0.8,1.0289370020154296
"d80,d80_front,d65ret",2,-999999.0,time_asc,7.484779058733151,False,False,474,0.49156118143459915,1.3647288703472824,17.244361691053353,-2.142361119795236,0.41983122362869196,35,0.8333333333333334,0.2899498450321927,192,0.4947916666666667,1.187611899168488,3.8992334134793327,-2.915573824914763,0.578125,34,0.6,1.1619990362525756
"d80,cons_m2s1c45,d80_front",2,0.0,time_asc,7.478018900129498,False,False,472,0.4978813559322034,1.388640191776608,18.375201153514762,-2.88300106603468,0.4046610169491525,35,0.8333333333333334,0.2721058647591247,188,0.5,1.1539295935783769,3.1298057428370365,-4.7177747719792436,0.5212765957446809,34,0.8,1.4796759549261127
"d80_front,d80,d65ret",2,0.0,time_asc,7.47398677075109,False,False,471,0.4968152866242038,1.3737188377313287,17.72017635893483,-2.476891537849456,0.4140127388535032,35,0.8333333333333334,0.28216423463973656,191,0.5026178010471204,1.2297792471668652,4.859383995527669,-3.65479492827144,0.5340314136125655,34,0.8,1.0289370020154296
"d65ret,d80,d80_front",2,0.0,time_asc,7.469027304918878,False,False,471,0.49044585987261147,1.3699959192697826,17.992921333144068,-2.614517025988736,0.40976645435244163,35,0.8333333333333334,0.27788705943985276,191,0.47643979057591623,1.1103179137438306,2.577269431061871,-4.597383717526405,0.5235602094240838,34,0.8,1.940037754585841
"d80,cons_m3s2c30,d80_front",2,0.0,time_asc,7.456054951537728,False,False,485,0.49072164948453606,1.3636659915562286,18.39290957860569,-2.488356435896179,0.40824742268041236,35,0.75,0.27184388520106206,192,0.515625,1.2743510147020403,5.391522463366461,-3.01271821636396,0.5260416666666666,34,0.8,0.9074602972747382
"d80,cons_m3allc30,d80_front",2,0.0,time_asc,7.456054951537728,False,False,485,0.49072164948453606,1.3636659915562286,18.39290957860569,-2.488356435896179,0.40824742268041236,35,0.75,0.27184388520106206,192,0.515625,1.2743510147020403,5.391522463366461,-3.01271821636396,0.5260416666666666,34,0.8,0.9074602972747382
"d80,cons_m2s2c30,d80_front",2,0.0,time_asc,7.456054951537728,False,False,485,0.49072164948453606,1.3636659915562286,18.39290957860569,-2.488356435896179,0.40824742268041236,35,0.75,0.27184388520106206,192,0.515625,1.2743510147020403,5.391522463366461,-3.01271821636396,0.5260416666666666,34,0.8,0.9074602972747382
"d80_front,cons_m2s2c30,d80",2,0.0,time_asc,7.4148725707327,False,False,485,0.4865979381443299,1.3345203329753594,16.563158005934103,-2.4266155639379896,0.40824742268041236,35,0.9166666666666666,0.3018747993715114,192,0.5,1.1901501510282357,3.745806534071622,-3.463226265968456,0.5260416666666666,34,0.8,1.2650161402609865
"d80_front,cons_m3allc30,d80",2,0.0,time_asc,7.4148725707327,False,False,485,0.4865979381443299,1.3345203329753594,16.563158005934103,-2.4266155639379896,0.40824742268041236,35,0.9166666666666666,0.3018747993715114,192,0.5,1.1901501510282357,3.745806534071622,-3.463226265968456,0.5260416666666666,34,0.8,1.2650161402609865
"d80_front,cons_m3s2c30,d80",2,0.0,time_asc,7.4148725707327,False,False,485,0.4865979381443299,1.3345203329753594,16.563158005934103,-2.4266155639379896,0.40824742268041236,35,0.9166666666666666,0.3018747993715114,192,0.5,1.1901501510282357,3.745806534071622,-3.463226265968456,0.5260416666666666,34,0.8,1.2650161402609865
"d80,d80_front,cons_m2s1c45",2,-999999.0,time_asc,7.414290736441655,False,False,475,0.4968421052631579,1.3891513897555339,17.991997021583153,-2.6108085382684347,0.4105263157894737,36,0.75,0.27790133546609713,191,0.5026178010471204,1.2441169080004169,4.549497218347824,-2.8757539434046544,0.5916230366492147,34,0.8,0.9626584328301289
"cons_m2s1c45,d80,d80_front",2,-999999.0,time_asc,7.408371836657524,False,False,475,0.4905263157894737,1.3615397170533297,17.65044656191836,-2.7119283680997306,0.4063157894736842,36,0.8333333333333334,0.28327895175115436,191,0.5078534031413613,1.1279749552388374,2.6142273068044624,-2.899990826712963,0.5759162303664922,34,0.6,1.61480688129634
"cons_m3s2c30,d80,d80_front",2,-999999.0,time_asc,7.4051676093884655,False,False,486,0.48559670781893005,1.3505002669126978,18.069637092864923,-2.5019975519922433,0.4074074074074074,36,0.75,0.276707272774965,192,0.5052083333333334,1.1353883712212276,2.7670649221332333,-2.5441712669376275,0.5729166666666666,34,0.6,1.5734762698296525
"cons_m2s2c30,d80,d80_front",2,-999999.0,time_asc,7.4051676093884655,False,False,486,0.48559670781893005,1.3505002669126978,18.069637092864923,-2.5019975519922433,0.4074074074074074,36,0.75,0.276707272774965,192,0.5052083333333334,1.1353883712212276,2.7670649221332333,-2.5441712669376275,0.5729166666666666,34,0.6,1.5734762698296525
"cons_m3allc30,d80,d80_front",2,-999999.0,time_asc,7.4051676093884655,False,False,486,0.48559670781893005,1.3505002669126978,18.069637092864923,-2.5019975519922433,0.4074074074074074,36,0.75,0.276707272774965,192,0.5052083333333334,1.1353883712212276,2.7670649221332333,-2.5441712669376275,0.5729166666666666,34,0.6,1.5734762698296525
"d80_front,cons_m2s1c45,d80",2,0.0,time_asc,7.3941065336685075,False,False,472,0.4936440677966102,1.368286408815681,17.06458259766914,-2.518889811916379,0.4067796610169492,35,0.8333333333333334,0.29300452978456987,188,0.48404255319148937,1.0598720211520762,1.2350993300161355,-4.727372439477555,0.5212765957446809,34,0.8,3.6215376160297046
"d65ret,d80,d80_front",2,-999999.0,time_asc,7.3938395147791605,False,False,474,0.4810126582278481,1.349322992124695,16.929713132099742,-2.3416919407942713,0.4177215189873418,35,0.8333333333333334,0.2953387314354254,192,0.46875,1.0859592796597748,1.9750293848883425,-3.61834586188977,0.578125,34,0.4,2.3599911176918495
"d80_front,d80,d65ret",2,-999999.0,time_asc,7.36868154985012,False,False,474,0.48945147679324896,1.3457548381713953,16.325070505232418,-2.142361119795236,0.4219409282700422,35,0.8333333333333334,0.3062773908631775,192,0.4947916666666667,1.187611899168488,3.8992334134793323,-2.822223128607587,0.578125,34,0.6,1.1619990362525756
"d80,d65ret,d80_front",2,0.0,time_asc,7.356959280286701,False,False,471,0.49256900212314225,1.3467653169610452,16.91002338452605,-2.485653461503194,0.4118895966029724,35,0.8333333333333334,0.2956826189001831,191,0.4869109947643979,1.173949503312324,3.820399284078691,-4.366200649119834,0.5235602094240838,34,0.8,1.3087637255187519
"d80,cons_m2s1c45,d80_front",2,-999999.0,time_asc,7.354272176194884,False,False,475,0.4926315789473684,1.3595533447602148,17.14072617661234,-2.7149441524785427,0.4063157894736842,36,0.8333333333333334,0.2917029271969964,191,0.4973821989528796,1.1943604887696257,3.7817288005823793,-3.0757162260329016,0.581151832460733,34,0.8,1.158097815397364
"d80_front,d80,cons_m2s1c45",2,0.0,time_asc,7.33817223998794,False,False,472,0.4957627118644068,1.3776303376453125,17.29223323133604,-2.5547850683855913,0.413135593220339,35,0.75,0.28914715254587664,188,0.5,1.1605297019051988,3.120535390867814,-4.08473868231873,0.5372340425531915,34,0.8,1.4840717124434617
"d80,cons_m2s2c30,d80_front",2,-999999.0,time_asc,7.3073780083834,False,False,486,0.4897119341563786,1.3544762574430247,17.847088532752952,-2.488356435896179,0.4094650205761317,36,0.6666666666666666,0.28015774062105464,192,0.5,1.2444120137563273,4.66252481985554,-2.6167934103932264,0.5885416666666666,34,0.8,0.9393219407066751
"d80,cons_m3allc30,d80_front",2,-999999.0,time_asc,7.3073780083834,False,False,486,0.4897119341563786,1.3544762574430247,17.847088532752952,-2.488356435896179,0.4094650205761317,36,0.6666666666666666,0.28015774062105464,192,0.5,1.2444120137563273,4.66252481985554,-2.6167934103932264,0.5885416666666666,34,0.8,0.9393219407066751
"d80,cons_m3s2c30,d80_front",2,-999999.0,time_asc,7.3073780083834,False,False,486,0.4897119341563786,1.3544762574430247,17.847088532752952,-2.488356435896179,0.4094650205761317,36,0.6666666666666666,0.28015774062105464,192,0.5,1.2444120137563273,4.66252481985554,-2.6167934103932264,0.5885416666666666,34,0.8,0.9393219407066751
"d80,d80_front,d80_zero",2,0.0,time_asc,7.282822234884756,True,True,455,0.4967032967032967,1.3647817265506885,17.010468128769034,-2.9436842451054144,0.3934065934065934,30,0.8333333333333334,0.2939366490181259,184,0.5271739130434783,1.4143516154496927,7.433674719814396,-4.1553407675336125,0.5597826086956522,34,0.8,0.6148158454498964
"d80_front,d80",2,-999999.0,time_asc,7.2786637399627345,False,False,453,0.5011037527593819,1.376679000041029,15.999608323288822,-2.1077661839643813,0.4083885209713024,34,0.75,0.31250765012303866,188,0.5106382978723404,1.264062099293476,4.590022314798658,-3.107055130075583,0.6117021276595744,34,0.4,0.9692765308269639
"d80_front,d80,cons_m3allc30",2,-999999.0,time_asc,7.271766322274022,False,False,486,0.4897119341563786,1.3435009854306308,16.67432703047082,-2.426615563937987,0.4176954732510288,36,0.75,0.29986217679807725,192,0.5,1.2559154985211938,4.653254467886319,-2.3661614169404963,0.6041666666666666,34,0.6,0.9411932858185444
"d80_front,d80,cons_m3s2c30",2,-999999.0,time_asc,7.271766322274022,False,False,486,0.4897119341563786,1.3435009854306308,16.67432703047082,-2.426615563937987,0.4176954732510288,36,0.75,0.29986217679807725,192,0.5,1.2559154985211938,4.653254467886319,-2.3661614169404963,0.6041666666666666,34,0.6,0.9411932858185444
"d80_front,d80,cons_m2s2c30",2,-999999.0,time_asc,7.271766322274022,False,False,486,0.4897119341563786,1.3435009854306308,16.67432703047082,-2.426615563937987,0.4176954732510288,36,0.75,0.29986217679807725,192,0.5,1.2559154985211938,4.653254467886319,-2.3661614169404963,0.6041666666666666,34,0.6,0.9411932858185444
"d80,d80_front",2,-999999.0,time_asc,7.267660742287399,True,True,453,0.5033112582781457,1.37925866290155,16.21653765543183,-2.2875181066569876,0.4083885209713024,34,0.75,0.3083272216449496,188,0.5159574468085106,1.3074739252324785,5.367061084533324,-3.407055130075583,0.6063829787234043,34,0.8,0.8289454574175472
"d80,d65ret,d80_front",2,-999999.0,time_asc,7.25319727984518,False,False,474,0.48523206751054854,1.3247638645929225,15.838552620587958,-2.3416919407942713,0.4177215189873418,35,0.8333333333333334,0.3156854113993145,192,0.4739583333333333,1.1192690104636522,2.596379180643463,-3.451458936004709,0.5729166666666666,34,0.4,1.7450861963328201
"cons_m2s1c45,d80_front,d80",2,0.0,time_asc,7.244145476317252,False,False,472,0.4894067796610169,1.3340287721234065,16.23699197189574,-2.636337812779674,0.4067796610169492,35,0.8333333333333334,0.3079388108742304,188,0.5106382978723404,1.0642167556471873,1.3516962863506827,-4.947377451746741,0.5212765957446809,34,0.8,3.309144760072279
"d80_front,d65ret,d80",2,0.0,time_asc,7.236433811223825,False,False,471,0.49469214437367304,1.3599738327093198,17.18033068683156,-2.89095697197937,0.40764331210191085,35,0.75,0.291030486615279,191,0.4712041884816754,1.114797478472895,2.627988200501963,-4.6814822095703335,0.518324607329843,34,0.8,1.9025960615214967
"d80_front,d80,d80_zero",2,0.0,time_asc,7.230232440641242,True,True,455,0.4945054945054945,1.3562265106485336,16.584979247131013,-2.9395239565677915,0.3956043956043956,30,0.8333333333333334,0.30147761570849935,184,0.5271739130434783,1.4077509361689384,7.216409641356922,-3.855340767533612,0.5706521739130435,34,0.8,0.6333261600713171
"d80_front,cons_m2s1c45,d80",2,-999999.0,time_asc,7.207132783096872,False,False,475,0.4884210526315789,1.3359188767238617,15.730414780073405,-2.5944803672364376,0.40842105263157896,36,0.8333333333333334,0.3178555727808131,191,0.47643979057591623,1.0859739214903101,1.7138638350756978,-3.6274664812128474,0.5706806282722513,34,0.4,2.6180722138941723
"d80,d80_zero,d80_front",2,0.0,time_asc,7.1997654039506465,True,True,455,0.49230769230769234,1.34680134903483,16.408873366283082,-2.9436842451054153,0.389010989010989,30,0.8333333333333334,0.30471318099595973,184,0.5271739130434783,1.4143516154496925,7.433674719814396,-4.1553407675336125,0.5597826086956522,34,0.8,0.6148158454498964
"cons_m2s2c30,d80_front,d80",2,0.0,time_asc,7.173455850702781,False,False,485,0.4824742268041237,1.3150211058017909,16.393017453430637,-2.5894809440823305,0.4061855670103093,35,0.75,0.3050079104840841,192,0.5260416666666666,1.1896592599653346,3.8865273529237534,-3.2423208961314556,0.515625,34,0.6,1.2192132702555118
"cons_m3allc30,d80_front,d80",2,0.0,time_asc,7.173455850702781,False,False,485,0.4824742268041237,1.3150211058017909,16.393017453430637,-2.5894809440823305,0.4061855670103093,35,0.75,0.3050079104840841,192,0.5260416666666666,1.1896592599653346,3.8865273529237534,-3.2423208961314556,0.515625,34,0.6,1.2192132702555118
"cons_m3s2c30,d80_front,d80",2,0.0,time_asc,7.173455850702781,False,False,485,0.4824742268041237,1.3150211058017909,16.393017453430637,-2.5894809440823305,0.4061855670103093,35,0.75,0.3050079104840841,192,0.5260416666666666,1.1896592599653346,3.8865273529237534,-3.2423208961314556,0.515625,34,0.6,1.2192132702555118
"d80,d80_front,d80_zero",2,-999999.0,time_asc,7.162030267420201,False,False,465,0.4881720430107527,1.3323417644131101,16.500166944599876,-3.134108658022056,0.3870967741935484,34,0.8333333333333334,0.30302723704479756,191,0.49214659685863876,1.2507200326238541,5.1228418689651924,-2.666161416940497,0.5968586387434555,34,0.8,0.8844515572568439
"d80_front,d80,cons_m2s1c45",2,-999999.0,time_asc,7.157927215227727,False,False,475,0.4905263157894737,1.3447831031610273,15.958065413740306,-2.5944803672364376,0.4147368421052632,36,0.75,0.31332118714683743,191,0.4973821989528796,1.2032183364115028,3.7724584486131567,-2.5757539434046546,0.5968586387434555,34,0.4,1.1609436981313324
"d80_front,d65ret,d80",2,-999999.0,time_asc,7.1523628785284314,False,False,474,0.48523206751054854,1.333502365443469,15.793487396022908,-2.462942115891736,0.4177215189873418,35,0.75,0.31658618990376325,192,0.4739583333333333,1.1408291485478168,3.0964201244712353,-3.6036008910043353,0.5625,34,0.6,1.5437503001841553
"cons_m3s2c30,d80,d80_zero",2,0.0,time_asc,7.149314479422577,True,True,466,0.48068669527896996,1.310962155250585,17.709306983262078,-3.2522812528565916,0.38412017167381973,29,0.75,0.2823374175356349,188,0.5425531914893617,1.4033397341646845,8.396841618218087,-1.937082018916736,0.5159574468085106,34,0.8,0.5954619876540034
"cons_m3allc30,d80,d80_zero",2,0.0,time_asc,7.149314479422577,True,True,466,0.48068669527896996,1.310962155250585,17.709306983262078,-3.2522812528565916,0.38412017167381973,29,0.75,0.2823374175356349,188,0.5425531914893617,1.4033397341646845,8.396841618218087,-1.937082018916736,0.5159574468085106,34,0.8,0.5954619876540034
"cons_m3allc30,d80_zero,d80",2,0.0,time_asc,7.149314479422577,True,True,466,0.48068669527896996,1.310962155250585,17.709306983262074,-3.2522812528565916,0.38412017167381973,29,0.75,0.28233741753563496,188,0.5425531914893617,1.4033397341646845,8.396841618218087,-1.937082018916736,0.5159574468085106,34,0.8,0.5954619876540034
"cons_m2s2c30,d80_zero,d80",2,0.0,time_asc,7.149314479422577,True,True,466,0.48068669527896996,1.310962155250585,17.709306983262074,-3.2522812528565916,0.38412017167381973,29,0.75,0.28233741753563496,188,0.5425531914893617,1.4033397341646845,8.396841618218087,-1.937082018916736,0.5159574468085106,34,0.8,0.5954619876540034
"cons_m2s2c30,d80,d80_zero",2,0.0,time_asc,7.149314479422577,True,True,466,0.48068669527896996,1.310962155250585,17.709306983262078,-3.2522812528565916,0.38412017167381973,29,0.75,0.2823374175356349,188,0.5425531914893617,1.4033397341646845,8.396841618218087,-1.937082018916736,0.5159574468085106,34,0.8,0.5954619876540034
"cons_m3s2c30,d80_zero,d80",2,0.0,time_asc,7.149314479422577,True,True,466,0.48068669527896996,1.310962155250585,17.709306983262074,-3.2522812528565916,0.38412017167381973,29,0.75,0.28233741753563496,188,0.5425531914893617,1.4033397341646845,8.396841618218087,-1.937082018916736,0.5159574468085106,34,0.8,0.5954619876540034
"d80_zero,d80,d80_front",2,0.0,time_asc,7.129817501598587,True,True,455,0.4901098901098901,1.3335056664409946,15.879841088867213,-2.9436842451054153,0.3868131868131868,30,0.8333333333333334,0.31486461180680964,184,0.532608695652174,1.4306966351570376,7.72122922242187,-3.342145154325962,0.5706521739130435,34,0.8,0.5851164952783492
"d80_front,d80,d80_zero",2,-999999.0,time_asc,7.1123315446803534,False,False,465,0.4860215053763441,1.32425832705179,16.07467806296186,-3.1177804869900587,0.38924731182795697,34,0.8333333333333334,0.31104822008974775,191,0.4869109947643979,1.22280310537392,4.565258476794103,-2.7312988107450296,0.6020942408376964,34,0.8,0.9924751230665472
"d65ret,d80_front,d80",2,0.0,time_asc,7.098831963909588,False,False,471,0.4883227176220807,1.3386777419146454,16.54341050938936,-3.124533684228128,0.40764331210191085,35,0.75,0.30223514052088624,191,0.4712041884816754,1.0748257349095791,1.7705416854023193,-5.411790577263213,0.518324607329843,34,0.8,2.823994510394062
"d80_front,cons_m3s2c30,d80",2,-999999.0,time_asc,7.085515461032739,False,False,486,0.48559670781893005,1.3223111611072744,15.917644119388047,-2.426615563937985,0.4094650205761317,36,0.6666666666666666,0.31411683553786,192,0.484375,1.1530075219026479,2.9599346713351657,-3.417873954748689,0.578125,34,0.6,1.5606621583577318
"d80_front,cons_m2s2c30,d80",2,-999999.0,time_asc,7.085515461032739,False,False,486,0.48559670781893005,1.3223111611072744,15.917644119388047,-2.426615563937985,0.4094650205761317,36,0.6666666666666666,0.31411683553786,192,0.484375,1.1530075219026479,2.9599346713351657,-3.417873954748689,0.578125,34,0.6,1.5606621583577318
"d80_front,cons_m3allc30,d80",2,-999999.0,time_asc,7.085515461032739,False,False,486,0.48559670781893005,1.3223111611072744,15.917644119388047,-2.426615563937985,0.4094650205761317,36,0.6666666666666666,0.31411683553786,192,0.484375,1.1530075219026479,2.9599346713351657,-3.417873954748689,0.578125,34,0.6,1.5606621583577318
"cons_m2s1c45,d80_front,d80",2,-999999.0,time_asc,7.054641263013045,False,False,475,0.4842105263157895,1.3026523663160154,14.87070585134495,-2.7119283680997306,0.40842105263157896,36,0.8333333333333334,0.33623151785681954,191,0.5026178010471204,1.089928296889381,1.8304607914102442,-3.714397686449768,0.5706806282722513,34,0.4,2.4513058712133624
"d50ret,d80,d65ret",2,-999999.0,time_asc,7.045043698709199,False,False,446,0.4641255605381166,1.3129865289424745,17.311574084531024,-3.4894187741414413,0.4013452914798206,20,0.75,0.2888241112902502,192,0.4166666666666667,0.8674554343913683,-3.7401755453428454,-4.584945326711085,0.484375,34,0.4,-1.3108566423315642
"d50ret,d80,d80_front",2,0.0,time_asc,7.037467776538051,False,False,471,0.4840764331210191,1.3522335362652191,17.72261250686759,-3.69098318769883,0.3885350318471338,35,0.6666666666666666,0.282125448381974,189,0.455026455026455,1.0400078289373798,0.9672437738298028,-3.2153994653953024,0.4074074074074074,34,0.6,5.169327666181292
"d80_zero,d80_front,d80",2,0.0,time_asc,7.008431278347142,True,True,455,0.4879120879120879,1.313412180090032,14.917102653993645,-2.9395239565677915,0.38461538461538464,30,0.8333333333333334,0.33518573385035916,184,0.5271739130434783,1.3727554277586724,6.703964143964397,-3.948460963067887,0.5760869565217391,34,0.8,0.6739025574788712
"d80,d65win,d80_front",2,0.0,time_asc,6.9815838464442646,False,False,473,0.49471458773784355,1.326417166484268,15.53272782187403,-3.136101962339648,0.3953488372093023,36,0.75,0.32190096017511677,189,0.5185185185185185,1.2363988041270642,4.42402129778532,-3.52149369582671,0.5661375661375662,34,0.6,1.0766044595257656
"cons_m3allc30,d80_front,d80",2,-999999.0,time_asc,6.977572857438657,False,False,486,0.48148148148148145,1.3025520281217824,15.715385263929534,-2.7370272338398838,0.4074074074074074,36,0.6666666666666666,0.3181595561310332,192,0.5104166666666666,1.1539705262262934,3.1006554901872962,-3.195994357274554,0.5677083333333334,34,0.6,1.48983272968671
"cons_m3s2c30,d80_front,d80",2,-999999.0,time_asc,6.977572857438657,False,False,486,0.48148148148148145,1.3025520281217824,15.715385263929534,-2.7370272338398838,0.4074074074074074,36,0.6666666666666666,0.3181595561310332,192,0.5104166666666666,1.1539705262262934,3.1006554901872962,-3.195994357274554,0.5677083333333334,34,0.6,1.48983272968671
"cons_m2s2c30,d80_front,d80",2,-999999.0,time_asc,6.977572857438657,False,False,486,0.48148148148148145,1.3025520281217824,15.715385263929534,-2.7370272338398838,0.4074074074074074,36,0.6666666666666666,0.3181595561310332,192,0.5104166666666666,1.1539705262262934,3.1006554901872962,-3.195994357274554,0.5677083333333334,34,0.6,1.48983272968671
"d80,d50ret,d80_front",2,0.0,time_asc,6.975310580184296,False,False,471,0.4861995753715499,1.3207552194431749,16.175643427098265,-3.442861405119759,0.3885350318471338,35,0.75,0.3091067148292688,189,0.4656084656084656,1.0900610471227643,2.0855286299812863,-3.508968936756228,0.41798941798941797,34,0.6,2.397473680351665
