ticker,source_name,source_path,order,daily_cap,select_pass,test_pass,select_trades,select_win_rate,select_profit_factor,select_pnl_return,select_min_month_trades,select_call_rate,select_positive_months,select_top5_share_of_pnl,select_drawdown_to_pnl,select_first_3_month_share,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_min_month_trades,test_call_rate,test_positive_months,test_top5_share_of_pnl,test_drawdown_to_pnl,test_first_3_month_share
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,score_desc,11,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753683,32,0.6173913043478261,2,1.2558634507956057,0.33067187461138287,1.0,258,0.49612403100775193,1.4035924716751946,10.262535887821178,31,0.6627906976744186,3,1.2337828439907819,0.4651839795908711,0.5017362309065135
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,score_desc,12,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753683,32,0.6173913043478261,2,1.2558634507956057,0.33067187461138287,1.0,258,0.49612403100775193,1.4035924716751946,10.262535887821178,31,0.6627906976744186,3,1.2337828439907819,0.4651839795908711,0.5017362309065135
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,1,False,False,26,0.5769230769230769,1.9612226567759639,2.3013578659616263,8,0.5769230769230769,2,1.0863151867757737,0.31754509828851274,0.9999999999999997,38,0.5263157894736842,1.7680205546567387,3.0189223788693793,5,0.7105263157894737,3,0.8281100625502926,0.291913493956358,0.5476845102816866
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,2,False,False,51,0.5490196078431373,2.1776429777975608,5.0855214601339265,16,0.6274509803921569,2,0.9831833449520683,0.23476445632850854,0.9999999999999998,75,0.5066666666666667,1.6918484431185568,5.285054279234612,10,0.6933333333333334,5,0.9460640772688726,0.3194592524370492,0.4643891945101847
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,3,True,False,75,0.5066666666666667,1.9974364111456169,6.609758394296284,24,0.6133333333333333,2,0.9816352881090727,0.2187711913554043,1.0000000000000002,110,0.4818181818181818,1.4426148128418699,5.292044046019332,13,0.7,4,1.1234720609646653,0.6720900975424943,0.7684757189717352
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,4,True,False,99,0.5050505050505051,1.8155288757949366,7.450124780403156,32,0.6161616161616161,2,1.0562173899775456,0.32931186688840947,1.0000000000000002,144,0.4791666666666667,1.4326876640824058,6.705406447523746,16,0.6875,4,1.0519977508012905,0.5930254331196626,0.7699055529736801
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,5,True,True,107,0.48598130841121495,1.741066355593322,7.4201874907706395,32,0.6074766355140186,2,1.1747056931170392,0.3306404997229201,0.9999999999999998,169,0.47928994082840237,1.3767576898123495,6.783417433961485,19,0.6863905325443787,4,1.235677396568541,0.6530086524649886,0.7320495286388027
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,6,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,0.6173913043478261,2,1.2558634507956055,0.33067187461138287,0.9999999999999999,194,0.4845360824742268,1.3791973206476869,7.755186661491725,22,0.6855670103092784,3,1.3175728208676716,0.5710945365174739,0.6229822959679017
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,7,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,0.6173913043478261,2,1.2558634507956055,0.33067187461138287,0.9999999999999999,219,0.4931506849315068,1.4105546427497249,9.10388188318506,25,0.6894977168949772,3,1.2757044231380112,0.4882394698509824,0.5163718010624553
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,8,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,0.6173913043478261,2,1.2558634507956055,0.33067187461138287,0.9999999999999999,242,0.5,1.4339769682641719,10.448467976861556,27,0.6818181818181818,3,1.2118274891853313,0.3974505971312134,0.46884426071395524
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,9,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,0.6173913043478261,2,1.2558634507956055,0.33067187461138287,0.9999999999999999,251,0.50199203187251,1.4281857631560133,10.665643593116107,29,0.6693227091633466,3,1.187152055447053,0.42322455964410605,0.4719025199161733
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,10,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,0.6173913043478261,2,1.2558634507956055,0.33067187461138287,0.9999999999999999,258,0.49612403100775193,1.4035924716751949,10.262535887821178,31,0.6627906976744186,3,1.2337828439907819,0.4651839795908711,0.5017362309065135
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,11,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,0.6173913043478261,2,1.2558634507956055,0.33067187461138287,0.9999999999999999,258,0.49612403100775193,1.4035924716751949,10.262535887821178,31,0.6627906976744186,3,1.2337828439907819,0.4651839795908711,0.5017362309065135
SPXW,vol25phys,research_papers\JEPA\results\event_option_gate_spxw_front_weekly_delta35_return_vol25_physics_2025h2_2026\event_option_gate_trades.csv,time_asc,12,True,True,115,0.4782608695652174,1.6950021071027548,7.419483446753684,32,0.6173913043478261,2,1.2558634507956055,0.33067187461138287,0.9999999999999999,258,0.49612403100775193,1.4035924716751949,10.262535887821178,31,0.6627906976744186,3,1.2337828439907819,0.4651839795908711,0.5017362309065135
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,1,False,False,47,0.425531914893617,1.126923696152135,0.9752827311478736,14,0.6808510638297872,2,2.563359239486982,1.2750645547714963,1.0,65,0.46153846153846156,1.425328849199585,5.545084495795129,8,0.6307692307692307,3,1.4779516180219399,0.5543694174411364,1.0024468409190632
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,2,False,False,91,0.42857142857142855,1.0869754419359343,1.2620896321595532,27,0.6703296703296703,2,3.961683760482632,1.5267369281431074,1.0000000000000002,104,0.4326923076923077,1.353539677727717,7.953363060395322,14,0.6538461538461539,3,1.6291307972107214,0.5462427150398128,0.5988426560234448
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,3,False,False,115,0.43478260869565216,1.1769037662742177,3.180395353201624,34,0.6695652173913044,2,2.200984224478028,0.9049201437469775,0.9999999999999999,123,0.43902439024390244,1.4151027280901678,11.739951706434654,18,0.6747967479674797,4,1.7832253720235651,0.43473843613062413,0.4539480135463673
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,4,False,True,133,0.43609022556390975,1.141005412689756,2.8948544036273436,34,0.6917293233082706,2,2.5880029952879764,1.18676982746018,0.9999999999999993,135,0.45925925925925926,1.5746990892937704,17.3530144407776,19,0.6814814814814815,4,1.4539219638969567,0.2941165215140424,0.39678414350425023
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,5,False,True,141,0.44680851063829785,1.1838270991212287,3.9394320485905787,34,0.7092198581560284,2,2.1903728645125002,0.9482396992865083,1.0,145,0.4689655172413793,1.5964565392149161,18.812559576460366,19,0.696551724137931,4,1.3439100568733688,0.27129791798723163,0.3878845471733524
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,6,False,True,148,0.44594594594594594,1.1687428685518222,3.8186670089873647,34,0.722972972972973,2,2.4856558178994543,0.9782277041500279,0.9999999999999999,149,0.47651006711409394,1.6081933609756325,19.289099472549907,19,0.6845637583892618,4,1.3107085712484174,0.2645954650380451,0.404223181262713
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,7,False,True,152,0.45394736842105265,1.2188681375533064,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,152,0.48026315789473684,1.6293243299876061,20.086670325097096,19,0.6776315789473685,4,1.2586649554727671,0.25408931209109104,0.4130650335869908
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,8,False,True,152,0.45394736842105265,1.2188681375533064,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221399,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,9,False,True,152,0.45394736842105265,1.2188681375533064,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221399,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,10,False,True,152,0.45394736842105265,1.2188681375533064,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221399,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,11,False,True,152,0.45394736842105265,1.2188681375533064,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221399,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,score_desc,12,False,True,152,0.45394736842105265,1.2188681375533064,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221399,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,1,False,False,47,0.40425531914893614,1.092391669187024,0.7483725204148923,14,0.6808510638297872,1,3.340582306007198,3.5875316366187446,1.0000000000000007,65,0.46153846153846156,1.0861427330280098,1.091358482122467,8,0.5692307692307692,3,4.290789976338928,2.8166961744939005,2.094584879555634
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,2,True,False,91,0.4835164835164835,1.3865449983158045,5.14299130816091,27,0.6703296703296703,2,0.97219685984419,0.37466111307381833,0.9999999999999997,104,0.4807692307692308,1.573038122597366,11.125441962943661,14,0.6346153846153846,3,1.0861065280436502,0.3904983412145004,0.6851589532425976
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,3,False,True,115,0.46956521739130436,1.2726179097504515,4.6939234927245685,34,0.6695652173913044,2,1.4912897517076655,0.5400629026680775,1.0,123,0.4959349593495935,1.7394507509738848,17.93005042617184,18,0.6666666666666666,4,1.1675917943146217,0.2846510814969383,0.4812911559024781
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,4,False,True,133,0.45864661654135336,1.2054169230696217,4.120154523230026,34,0.6917293233082706,2,2.0125196326398123,0.8338342267857122,1.0000000000000002,135,0.5037037037037037,1.7828209411660665,21.17052109168335,19,0.674074074074074,4,1.1917481258965783,0.24108089843425906,0.4251950352338749
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,5,False,True,141,0.46808510638297873,1.2800946600290914,5.812238763079652,34,0.7092198581560284,2,1.5986769033877033,0.6427000013908362,1.0,145,0.496551724137931,1.7216204700965545,21.242545354378827,19,0.6827586206896552,4,1.190176958013316,0.24026349761575916,0.40826233134828616
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,6,False,True,148,0.4594594594594595,1.2459665838280425,5.418667008987366,34,0.722972972972973,2,1.751702374729239,0.6893809593613052,0.9999999999999999,149,0.48322147651006714,1.6372588126512928,19.72575528412841,19,0.6778523489932886,4,1.28169429490373,0.2587382927340197,0.4048513215224752
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,7,False,True,152,0.45394736842105265,1.2188681375533066,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,152,0.48026315789473684,1.600747069474413,19.136472378979448,19,0.6776315789473685,4,1.321162412258701,0.2667058036626832,0.4335752686373396
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,8,False,True,152,0.45394736842105265,1.2188681375533066,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221405,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,9,False,True,152,0.45394736842105265,1.2188681375533066,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221405,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,10,False,True,152,0.45394736842105265,1.2188681375533066,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221405,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,11,False,True,152,0.45394736842105265,1.2188681375533066,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221405,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
SPY,topk,research_papers\JEPA\results\event_option_spy_topk_intraday_side_circuit_m19_2025h2hist_v2_2025h2_2026janjun_risk5000\intraday_circuit_trades.csv,time_asc,12,False,True,152,0.45394736842105265,1.2188681375533066,5.0186670089873635,34,0.7302631578947368,2,1.9909453744623427,0.7443263030652626,1.0000000000000002,154,0.4805194805194805,1.6263356485221405,20.063801182511774,19,0.6753246753246753,4,1.2600996082622369,0.2543789284332168,0.41353585380017877
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,1,False,False,42,0.40476190476190477,0.9257164293735318,-0.40276056921474845,11,0.7380952380952381,1,,inf,,58,0.5862068965517241,1.8928176476915193,5.78295955244411,8,0.5862068965517241,5,0.43230459720981446,0.165366244897301,0.6194171926224691
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,2,False,False,79,0.4430379746835443,0.9578379008490273,-0.45214296671305826,20,0.7215189873417721,1,,inf,,100,0.53,1.4373705542059365,5.688787059586895,13,0.6,5,0.8789219824239803,0.2672190519888149,0.44353844697597067
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,3,False,False,110,0.42727272727272725,0.8146810698459428,-2.818225114926966,27,0.6909090909090909,1,,inf,,133,0.5488721804511278,1.5961707003791477,9.7561252609663,15,0.6240601503759399,5,0.7687478173334932,0.1285188658721635,0.2580068564353772
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,4,False,False,134,0.4552238805970149,0.8822146806320311,-2.0334451101625293,33,0.6865671641791045,2,,inf,,163,0.5460122699386503,1.6188509878532915,12.016505108455423,17,0.6380368098159509,5,0.7669713969429431,0.14595309851048602,0.23559933936733984
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,5,False,True,151,0.46357615894039733,0.9526764551275568,-0.8886033318496898,38,0.695364238410596,2,,inf,,185,0.518918918918919,1.4025269047167843,9.53110345366153,18,0.6324324324324324,5,1.040958086725502,0.2725277909965561,0.2742911660802052
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,6,False,True,166,0.4578313253012048,1.0005155838235043,0.010426521544300904,41,0.6987951807228916,2,734.033573059753,619.0852152891339,1.0000000000000853,203,0.5320197044334976,1.5006594396242392,12.62361553489471,18,0.6354679802955665,5,0.9294481498641027,0.17853816033639439,0.20709577799714707
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,7,False,True,175,0.45714285714285713,0.980441775830242,-0.41682804948136454,43,0.6971428571428572,2,,inf,,217,0.5299539170506913,1.5100961492484022,13.753911202137479,18,0.6267281105990783,5,0.9603810823163541,0.1856778815030556,0.19007665833480206
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,8,False,True,183,0.4644808743169399,1.0100646629497112,0.22116352881979395,45,0.6994535519125683,2,38.73921984441951,31.19551396731191,1.000000000000002,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,0.6211453744493393,5,0.9966665664278233,0.2107104212897215,0.19302694103247073
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,9,False,True,183,0.4644808743169399,1.0100646629497112,0.22116352881979395,45,0.6994535519125683,2,38.73921984441951,31.19551396731191,1.000000000000002,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,0.6211453744493393,5,0.9966665664278233,0.2107104212897215,0.19302694103247073
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,10,False,True,183,0.4644808743169399,1.0100646629497112,0.22116352881979395,45,0.6994535519125683,2,38.73921984441951,31.19551396731191,1.000000000000002,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,0.6211453744493393,5,0.9966665664278233,0.2107104212897215,0.19302694103247073
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,11,False,True,183,0.4644808743169399,1.0100646629497112,0.22116352881979395,45,0.6994535519125683,2,38.73921984441951,31.19551396731191,1.000000000000002,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,0.6211453744493393,5,0.9966665664278233,0.2107104212897215,0.19302694103247073
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,score_desc,12,False,True,183,0.4644808743169399,1.0100646629497112,0.22116352881979395,45,0.6994535519125683,2,38.73921984441951,31.19551396731191,1.000000000000002,227,0.5286343612334802,1.4758288364840022,13.543692224268934,18,0.6211453744493393,5,0.9966665664278233,0.2107104212897215,0.19302694103247073
QQQ,balanced65,research_papers\JEPA\results\event_option_qqq_branch_router_topk_balanced_call065_2025h2export_202510_202606_risk5000\trade_union_topk_regressor_trades.csv,time_asc,1,False,False,42,0.38095238095238093,0.5719519483814136,-3.0517546398386917,11,0.7857142857142857,1,,inf,,58,0.5344827586206896,1.6117840504621088,4.569103134171552,8,0.5689655172413793,4,0.5471533310996903,0.2920407506965188,0.3539051335762128
