ticker,delta_target,max_minutes_to_close,feature,op,threshold,name,score,train_reason,core_reason,inner_val_reason,train_trades,train_wr,train_pf,train_pnl,train_min_month,train_long_rate,core_trades,core_wr,core_pf,core_pnl,core_min_month,core_long_rate,inner_val_trades,inner_val_wr,inner_val_pf,inner_val_pnl,inner_val_min_month,inner_val_long_rate
QQQ,0.6,120.0,delta_0dte_vs_wk,<=,0.1419941925375312,QQQ_d0.60_mtc_le_120_delta_0dte_vs_wk_<=_0p14199,7.5119878520147925,pass,pass,n/a,532,0.41541353383458646,1.317507968463021,260192.19861847203,17,0.5037593984962406,532,0.41541353383458646,1.317507968463021,260192.19861847203,17,0.5037593984962406,0,,,0,0,
QQQ,0.6,90.0,gamma_0dte_vs_wk,<=,0.5476030553470643,QQQ_d0.60_mtc_le_90_gamma_0dte_vs_wk_<=_0p5476,7.45340204758759,pass,pass,n/a,391,0.42455242966751916,1.38386835391341,231978.21872789547,18,0.5345268542199488,391,0.42455242966751916,1.38386835391341,231978.21872789547,18,0.5345268542199488,0,,,0,0,
QQQ,0.7,120.0,delta_0dte_vs_wk,<=,0.1419941925375312,QQQ_d0.70_mtc_le_120_delta_0dte_vs_wk_<=_0p14199,7.376731124441919,pass,pass,n/a,532,0.44360902255639095,1.336522126597327,231300.36449233966,17,0.5037593984962406,532,0.44360902255639095,1.336522126597327,231300.36449233966,17,0.5037593984962406,0,,,0,0,
QQQ,0.6,140.0,delta_0dte_vs_wk,<=,0.1419941925375312,QQQ_d0.60_mtc_le_140_delta_0dte_vs_wk_<=_0p14199,7.36847335960516,pass,pass,n/a,581,0.4113597246127367,1.2947121431013924,266570.6086851225,19,0.504302925989673,581,0.4113597246127367,1.2947121431013924,266570.6086851225,19,0.504302925989673,0,,,0,0,
QQQ,0.6,140.0,gamma_0dte_vs_wk,<=,0.5476030553470643,QQQ_d0.60_mtc_le_140_gamma_0dte_vs_wk_<=_0p5476,7.274945544897349,pass,pass,n/a,569,0.40597539543058,1.285798963441433,262569.60550280416,27,0.5430579964850615,569,0.40597539543058,1.285798963441433,262569.60550280416,27,0.5430579964850615,0,,,0,0,
QQQ,0.7,140.0,gamma_0dte_vs_wk,<=,0.5476030553470643,QQQ_d0.70_mtc_le_140_gamma_0dte_vs_wk_<=_0p5476,7.229702339832465,pass,pass,n/a,569,0.4358523725834798,1.2984141254766657,229734.18183667536,27,0.5430579964850615,569,0.4358523725834798,1.2984141254766657,229734.18183667536,27,0.5430579964850615,0,,,0,0,
QQQ,0.6,120.0,gamma_0dte_vs_wk,<=,0.5476030553470643,QQQ_d0.60_mtc_le_120_gamma_0dte_vs_wk_<=_0p5476,7.2139616159371,pass,pass,n/a,524,0.4064885496183206,1.289895278086097,244943.90138707156,23,0.5458015267175572,524,0.4064885496183206,1.289895278086097,244943.90138707156,23,0.5458015267175572,0,,,0,0,
QQQ,0.7,90.0,gamma_0dte_vs_wk,<=,0.5476030553470643,QQQ_d0.70_mtc_le_90_gamma_0dte_vs_wk_<=_0p5476,7.210910514818862,pass,pass,n/a,391,0.4424552429667519,1.3813496360554607,197132.58361181134,18,0.5345268542199488,391,0.4424552429667519,1.3813496360554607,197132.58361181134,18,0.5345268542199488,0,,,0,0,
QQQ,0.7,140.0,delta_0dte_vs_wk,<=,0.1419941925375312,QQQ_d0.70_mtc_le_140_delta_0dte_vs_wk_<=_0p14199,7.210059075086434,pass,pass,n/a,581,0.4440619621342513,1.3105383665203632,235879.02783560968,19,0.504302925989673,581,0.4440619621342513,1.3105383665203632,235879.02783560968,19,0.504302925989673,0,,,0,0,
QQQ,0.7,120.0,gamma_0dte_vs_wk,<=,0.5476030553470643,QQQ_d0.70_mtc_le_120_gamma_0dte_vs_wk_<=_0p5476,7.079570914728519,pass,pass,n/a,524,0.43320610687022904,1.3052577230180993,216202.66749275595,23,0.5458015267175572,524,0.43320610687022904,1.3052577230180993,216202.66749275595,23,0.5458015267175572,0,,,0,0,
QQQ,0.6,90.0,gamma_0dte_vs_wk,<=,0.9445090151331463,QQQ_d0.60_mtc_le_90_gamma_0dte_vs_wk_<=_0p94451,7.063978654598041,pass,pass,n/a,460,0.4108695652173913,1.301337636901102,219325.0122794232,21,0.532608695652174,460,0.4108695652173913,1.301337636901102,219325.0122794232,21,0.532608695652174,0,,,0,0,
QQQ,0.6,120.0,gamma_0dte_vs_wk,<=,1.5151096857378583,QQQ_d0.60_mtc_le_120_gamma_0dte_vs_wk_<=_1p5151,6.981349729140506,pass,pass,n/a,695,0.39568345323741005,1.2222553502714593,250701.36100548375,32,0.5079136690647482,695,0.39568345323741005,1.2222553502714593,250701.36100548375,32,0.5079136690647482,0,,,0,0,
QQQ,0.5,90.0,gamma_0dte_vs_wk,<=,0.5476030553470643,QQQ_d0.50_mtc_le_90_gamma_0dte_vs_wk_<=_0p5476,6.943359166896357,pass,pass,n/a,391,0.3631713554987212,1.3214423630224916,231331.08597425604,18,0.5345268542199488,391,0.3631713554987212,1.3214423630224916,231331.08597425604,18,0.5345268542199488,0,,,0,0,
QQQ,0.6,120.0,gamma_0dte_vs_wk,<=,0.9445090151331463,QQQ_d0.60_mtc_le_120_gamma_0dte_vs_wk_<=_0p94451,6.935144918505104,pass,pass,n/a,613,0.399673735725938,1.2329985761057882,233420.26154692683,26,0.5415986949429038,613,0.399673735725938,1.2329985761057882,233420.26154692683,26,0.5415986949429038,0,,,0,0,
QQQ,0.7,120.0,gamma_0dte_vs_wk,<=,1.5151096857378583,QQQ_d0.70_mtc_le_120_gamma_0dte_vs_wk_<=_1p5151,6.907983181477854,pass,pass,n/a,695,0.4273381294964029,1.239273516601248,226623.05757195066,32,0.5079136690647482,695,0.4273381294964029,1.239273516601248,226623.05757195066,32,0.5079136690647482,0,,,0,0,
QQQ,0.6,140.0,gamma_0dte_vs_wk,<=,0.9445090151331463,QQQ_d0.60_mtc_le_140_gamma_0dte_vs_wk_<=_0p94451,6.863515692627201,pass,pass,n/a,671,0.39940387481371087,1.2241935556978207,246243.816999073,30,0.5380029806259314,671,0.39940387481371087,1.2241935556978207,246243.816999073,30,0.5380029806259314,0,,,0,0,
QQQ,0.6,90.0,gamma_0dte_vs_wk,<=,1.5151096857378583,QQQ_d0.60_mtc_le_90_gamma_0dte_vs_wk_<=_1p5151,6.83132344127867,pass,pass,n/a,522,0.4042145593869732,1.2570700817071203,212553.58662598493,25,0.49808429118773945,522,0.4042145593869732,1.2570700817071203,212553.58662598493,25,0.49808429118773945,0,,,0,0,
QQQ,0.7,140.0,gamma_0dte_vs_wk,<=,0.9445090151331463,QQQ_d0.70_mtc_le_140_gamma_0dte_vs_wk_<=_0p94451,6.797522611554892,pass,pass,n/a,671,0.4307004470938897,1.2362867460339935,218214.40448487306,30,0.5380029806259314,671,0.4307004470938897,1.2362867460339935,218214.40448487306,30,0.5380029806259314,0,,,0,0,
QQQ,0.7,180.0,delta_0dte_vs_wk,<=,0.1419941925375312,QQQ_d0.70_mtc_le_180_delta_0dte_vs_wk_<=_0p14199,6.791294944851406,pass,pass,n/a,788,0.4149746192893401,1.2089816522789436,226211.8681614689,23,0.5114213197969543,788,0.4149746192893401,1.2089816522789436,226211.8681614689,23,0.5114213197969543,0,,,0,0,
