ticker,sources,cap,minscore,daily_order,sel_score,test_pass,both,sel_trades,sel_win_rate,sel_profit_factor,sel_pnl_return,sel_max_drawdown,sel_call_rate,sel_min_month_trades,sel_positive_month_rate,sel_top5_share_of_pnl,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_max_drawdown,test_call_rate,test_min_month_trades,test_positive_month_rate,test_top5_share_of_pnl
SPXW,"d80_zero,cons_m3allc30,d80",2,0.0,time_asc,7.031864994522054,True,True,441,0.47845804988662133,1.3212717078801897,17.093402449773528,-3.474551268660381,0.3741496598639456,24,0.75,0.2925105177094947,195,0.5333333333333333,1.6153264360315405,11.669872923763645,-1.5709483536797517,0.5897435897435898,36,0.8,0.42845368005836454
SPXW,"d80_zero,cons_m3s2c30,d80",2,0.0,time_asc,7.016912678959186,True,True,440,0.4772727272727273,1.3191649552999907,16.981311752609273,-3.474551268660381,0.37272727272727274,24,0.75,0.2944413289645732,194,0.5309278350515464,1.6152840845902607,11.669069714428034,-1.5709483536797517,0.5876288659793815,35,0.8,0.4284831715263326
SPXW,"d80_zero,cons_m2s2c30,d80",2,0.0,time_asc,6.953710055007915,True,True,439,0.4760820045558087,1.3097674199402458,16.481311752609273,-3.474551268660381,0.3735763097949886,24,0.75,0.3033739107088011,194,0.5309278350515464,1.6152840845902607,11.669069714428034,-1.5709483536797517,0.5876288659793815,35,0.8,0.4284831715263326
SPXW,"d80_front,cons_m2s2c30,d80",2,0.0,time_asc,6.9125821992068675,True,True,457,0.487964989059081,1.3050992018098704,15.015665358045347,-2.590566378339596,0.3851203501094092,24,0.6666666666666666,0.33298557744702373,202,0.5247524752475248,1.4651027289933582,7.941449845022154,-1.8238546461479057,0.5891089108910891,38,1.0,0.6296079554206454
SPXW,"d80_front,cons_m3allc30,d80",2,0.0,time_asc,6.9125821992068675,True,True,457,0.487964989059081,1.3050992018098704,15.015665358045347,-2.590566378339596,0.3851203501094092,24,0.6666666666666666,0.33298557744702373,202,0.5247524752475248,1.4651027289933582,7.941449845022154,-1.8238546461479057,0.5891089108910891,38,1.0,0.6296079554206454
SPXW,"d80_front,cons_m3s2c30,d80",2,0.0,time_asc,6.9125821992068675,True,True,457,0.487964989059081,1.3050992018098704,15.015665358045347,-2.590566378339596,0.3851203501094092,24,0.6666666666666666,0.33298557744702373,202,0.5247524752475248,1.4651027289933582,7.941449845022154,-1.8238546461479057,0.5891089108910891,38,1.0,0.6296079554206454
SPXW,"d50ret,d80,d80_front",2,0.0,score_desc,6.824791889923367,True,True,443,0.45146726862302483,1.302350221582196,17.36464161887549,-4.116256508933791,0.3227990970654628,24,0.6666666666666666,0.2879414450203778,178,0.4943820224719101,1.3305945870848443,7.417297500179568,-2.506878753414913,0.34269662921348315,29,0.8,0.6740999669864871
SPXW,"d50ret,d80_front,d80",2,0.0,score_desc,6.824791889923367,True,True,443,0.45146726862302483,1.302350221582196,17.36464161887549,-4.116256508933791,0.3227990970654628,24,0.6666666666666666,0.2879414450203778,178,0.4943820224719101,1.3305945870848443,7.417297500179568,-2.506878753414913,0.34269662921348315,29,0.8,0.6740999669864871
SPXW,"d80,d50ret,d80_front",2,0.0,score_desc,6.824791889923367,True,True,443,0.45146726862302483,1.302350221582196,17.36464161887549,-4.116256508933791,0.3227990970654628,24,0.6666666666666666,0.2879414450203778,178,0.4943820224719101,1.3305945870848443,7.417297500179568,-2.506878753414913,0.34269662921348315,29,0.8,0.6740999669864871
SPXW,"d80,d80_front,d50ret",2,0.0,score_desc,6.824791889923367,True,True,443,0.45146726862302483,1.302350221582196,17.36464161887549,-4.116256508933791,0.3227990970654628,24,0.6666666666666666,0.2879414450203778,178,0.4943820224719101,1.3305945870848443,7.417297500179568,-2.506878753414913,0.34269662921348315,29,0.8,0.6740999669864871
