sources,cap,min_score,daily_order,select_pass,test2025_pass,test2026_pass,sel_trades,sel_wr,sel_pf,sel_pnl,sel_minM,sel_call,sel_top5,sel_posM,t2025_trades,t2025_wr,t2025_pf,t2025_pnl,t2025_minM,t2025_call,t2025_top5,t2025_posM,t2026_trades,t2026_wr,t2026_pf,t2026_pnl,t2026_minM,t2026_call,t2026_top5,t2026_posM
"d80,d80_zero,cons_m3s2c30",4,0.0,score_desc,False,False,True,447,0.42953020134228187,1.0551880292065499,3.7539309463763755,51,0.14988814317673377,2.6224096814119164,0.5,688,0.45348837209302323,1.144801552129139,13.372264103139836,24,0.375,0.7243185981142832,0.6666666666666666,290,0.5103448275862069,1.5258251073147278,15.499808383401852,44,0.5448275862068965,0.46848494180506683,1.0
"d80,d80_zero,cons_m3s2c30",5,-999999.0,time_asc,False,False,True,508,0.4311023622047244,1.0717699887525118,5.4644015535298305,51,0.17519685039370078,2.0170160406074644,0.6666666666666666,884,0.45475113122171945,1.12259934252224,14.239863051008882,33,0.4423076923076923,0.7385607831457903,0.6666666666666666,370,0.4918918918918919,1.3627312203235655,14.647937272482704,52,0.5864864864864865,0.5530355221324132,0.8
"d80,d80_zero,cons_m3s2c30",5,-999999.0,score_desc,False,False,True,508,0.4153543307086614,1.004397212770097,0.34524230027117087,51,0.1594488188976378,31.894909038877454,0.5,884,0.4457013574660634,1.084490921882507,10.314584976005612,33,0.42081447963800905,1.0553459222754513,0.5833333333333334,370,0.5054054054054054,1.452907051175985,17.53122969134441,52,0.5837837837837838,0.43799851246507177,0.8
"d80,d80_zero,cons_m3s2c30",5,0.0,time_asc,False,False,True,501,0.4311377245508982,1.067732783271019,5.130225399751081,51,0.1656686626746507,2.1484018199911437,0.5,757,0.44914134742404227,1.1028382761645765,10.374271584698349,24,0.3817701453104359,1.0004697299505156,0.6666666666666666,310,0.4967741935483871,1.3938277353780286,12.703257476088439,44,0.5741935483870968,0.6548280935566286,0.8
"d80,d80_zero,cons_m3s2c30",5,0.0,score_desc,False,False,True,501,0.4151696606786427,1.0001416587676464,0.011066146492421769,51,0.1497005988023952,995.0592802167042,0.5,757,0.44914134742404227,1.1145800870107616,11.759400867628365,24,0.37384412153236457,0.8831157407062482,0.6666666666666666,310,0.5129032258064516,1.5150085674668126,16.01322624786867,44,0.5612903225806452,0.4948836960136287,1.0
"d80_front,cons_m2s2c30,d80",1,-999999.0,time_asc,False,False,False,128,0.4765625,1.0906756514818179,1.4174417466879394,20,0.1796875,1.7637409126982584,0.5,249,0.46184738955823296,1.0995555779754147,2.532751975541482,19,0.4457831325301205,0.9870686210660323,0.5,102,0.4803921568627451,1.1123348843680019,1.0703992113183296,19,0.5980392156862745,2.3355772066768803,0.6
"d80_front,cons_m2s2c30,d80",1,-999999.0,score_desc,False,False,True,128,0.515625,1.497677388347427,7.0204390139221875,20,0.1796875,0.356103086294499,0.8333333333333334,249,0.4899598393574297,1.2840260908563759,8.284170375643011,19,0.3373493975903614,0.30178036986666296,0.75,102,0.5392156862745098,1.6871171682729635,6.391758010383582,19,0.5196078431372549,0.39112869979412285,0.8
"d80_front,cons_m2s2c30,d80",1,0.0,time_asc,False,False,False,128,0.4765625,1.1098621910445658,1.7173657252454217,20,0.1796875,1.455717884228029,0.5,246,0.4715447154471545,1.2201423827321134,5.704190617153748,19,0.4024390243902439,0.4382742737386709,0.6666666666666666,102,0.49019607843137253,1.1578740724118668,1.434734353177794,19,0.6078431372549019,1.7424828467114823,0.6
"d80_front,cons_m2s2c30,d80",1,0.0,score_desc,False,False,True,128,0.515625,1.497677388347427,7.0204390139221875,20,0.1796875,0.356103086294499,0.8333333333333334,246,0.491869918699187,1.2917082664994295,8.444030114889534,19,0.3333333333333333,0.2960671582153287,0.75,102,0.5392156862745098,1.6871171682729635,6.391758010383582,19,0.5196078431372549,0.39112869979412285,0.8
"d80_front,cons_m2s2c30,d80",2,-999999.0,time_asc,False,False,True,252,0.4642857142857143,1.0429122165026596,1.389281643968358,36,0.1746031746031746,3.59898226663238,0.5,483,0.474120082815735,1.1941590006893672,10.095606045755204,33,0.4140786749482402,0.49526496748576065,0.5,203,0.5024630541871922,1.3015761916438189,5.552843461049845,38,0.5960591133004927,0.8645278587214402,0.8
"d80_front,cons_m2s2c30,d80",2,-999999.0,score_desc,False,False,True,252,0.47619047619047616,1.2219685645297582,7.446339950554917,36,0.17857142857142858,0.671470820994063,0.6666666666666666,483,0.4616977225672878,1.1650532106233529,9.946264562258097,33,0.37681159420289856,0.5027012873730409,0.6666666666666666,203,0.541871921182266,1.6365855890466574,11.740770940253164,38,0.541871921182266,0.4258664124736076,0.8
"d80_front,cons_m2s2c30,d80",2,0.0,time_asc,False,True,True,252,0.4642857142857143,1.0574795122612943,1.8608973806776152,36,0.1746031746031746,2.6868757256132696,0.5,457,0.487964989059081,1.3050992018098704,15.015665358045347,24,0.3851203501094092,0.33298557744702373,0.6666666666666666,202,0.5247524752475248,1.4651027289933582,7.941449845022154,38,0.5891089108910891,0.6296079554206454,1.0
"d80_front,cons_m2s2c30,d80",2,0.0,score_desc,False,False,True,252,0.47619047619047616,1.2219685645297582,7.446339950554917,36,0.17857142857142858,0.671470820994063,0.6666666666666666,457,0.4617067833698031,1.1814708408203392,10.514527690952484,24,0.36323851203501095,0.475532534314631,0.75,202,0.5445544554455446,1.6429103550844932,11.811772912150465,38,0.5445544554455446,0.42330647881459266,0.8
"d80_front,cons_m2s2c30,d80",3,-999999.0,time_asc,False,False,True,363,0.45454545454545453,1.0225996853725425,1.0642884767676968,52,0.17079889807162535,6.900708799774275,0.5,673,0.45170876671619614,1.08235607090895,6.373159258037966,35,0.4115898959881129,1.176810384981489,0.5833333333333334,282,0.5141843971631206,1.4229240223635846,10.665334540672935,51,0.5780141843971631,0.559078159317652,1.0
"d80_front,cons_m2s2c30,d80",3,-999999.0,score_desc,False,False,True,363,0.4462809917355372,1.1171149792549073,6.034379584443014,52,0.1652892561983471,1.2428783928898741,0.8333333333333334,673,0.4606240713224368,1.1509745721402187,12.693276923892082,35,0.3863298662704309,0.5908639703497707,0.6666666666666666,282,0.5177304964539007,1.556824630523021,14.329553334723952,51,0.5460992907801419,0.4864421575923927,0.8
"d80_front,cons_m2s2c30,d80",3,0.0,time_asc,False,False,True,361,0.4515235457063712,1.011630908164983,0.549305078574938,52,0.16897506925207756,13.370247506508834,0.5,625,0.4528,1.118584324280171,8.562914807936094,24,0.384,0.8758699774811508,0.5833333333333334,279,0.5304659498207885,1.555051827870001,13.07712440415047,49,0.5734767025089605,0.507850533097859,1.0
"d80_front,cons_m2s2c30,d80",3,0.0,score_desc,False,False,True,361,0.44598337950138506,1.1154464099915775,5.941923173715084,52,0.16066481994459833,1.262217598702266,0.8333333333333334,625,0.4624,1.1697377011524246,13.365822492193645,24,0.3696,0.5611326953040414,0.6666666666666666,279,0.5232974910394266,1.5765622242424846,14.651732390642868,49,0.5483870967741935,0.47574571085737277,0.8
"d80_front,cons_m2s2c30,d80",4,-999999.0,time_asc,False,False,True,454,0.43832599118942733,0.9843167502835072,-0.9586807351949647,52,0.1696035242290749,,0.5,817,0.45165238678090575,1.0941722961747589,8.696411764685894,35,0.4112607099143207,1.023792408029133,0.5833333333333334,346,0.5057803468208093,1.3289064277204832,10.532937701757163,56,0.5664739884393064,0.6933611844311669,0.8
"d80_front,cons_m2s2c30,d80",4,-999999.0,score_desc,False,False,True,454,0.43171806167400884,1.0692098187645829,4.638255669794842,52,0.14977973568281938,2.1559829194241718,0.6666666666666666,817,0.45777233782129745,1.1068844972032787,10.683288325458431,35,0.390452876376989,0.8461197307628223,0.6666666666666666,346,0.5028901734104047,1.3657392597177642,11.711071512848271,56,0.546242774566474,0.6645837821674238,0.8
"d80_front,cons_m2s2c30,d80",4,0.0,time_asc,False,False,True,451,0.43680709534368073,0.9811538511616824,-1.156233044450572,52,0.1662971175166297,,0.5,761,0.45729303547963207,1.1258448346738554,10.829543614745987,24,0.38370565045992117,0.8350533184156728,0.5,340,0.5147058823529411,1.38822920231798,11.631618210205557,54,0.5647058823529412,0.7189033943881772,0.8
