ticker,sources,cap,minscore,daily_order,select_pass,test_pass,both,near,sel_tr,sel_wr,sel_pf,sel_minM,sel_pnl,sel_call,test_tr,test_wr,test_pf,test_minM,test_pnl,test_call
QQQ,"d80,d80_front,cons_m2s2c30",2,0.0,time_asc,True,True,True,2.7591173688102733,485,0.49690721649484537,1.3980695897745226,35,19.35377252485972,0.41237113402061853,192,0.5208333333333334,1.3270795182555115,34,6.159290881131906,0.5364583333333334
QQQ,"d80,d80_front,cons_m3allc30",2,0.0,time_asc,True,True,True,2.7591173688102733,485,0.49690721649484537,1.3980695897745226,35,19.35377252485972,0.41237113402061853,192,0.5208333333333334,1.3270795182555115,34,6.159290881131906,0.5364583333333334
QQQ,"d80,d80_front,cons_m3s2c30",2,0.0,time_asc,True,True,True,2.7591173688102733,485,0.49690721649484537,1.3980695897745226,35,19.35377252485972,0.41237113402061853,192,0.5208333333333334,1.3270795182555115,34,6.159290881131906,0.5364583333333334
QQQ,"d80,d80_front",2,-999999.0,time_asc,True,True,True,2.706621170910276,453,0.5033112582781457,1.37925866290155,34,16.21653765543183,0.4083885209713024,188,0.5159574468085106,1.3074739252324785,34,5.367061084533324,0.6063829787234043
QQQ,"d80,d80_front,d80_zero",2,0.0,time_asc,True,True,True,2.7059264517398196,455,0.4967032967032967,1.3647817265506885,30,17.010468128769034,0.3934065934065934,184,0.5271739130434783,1.4143516154496927,34,7.433674719814396,0.5597826086956522
QQQ,"d80_front,d80,d80_zero",2,0.0,time_asc,True,True,True,2.6887458940389077,455,0.4945054945054945,1.3562265106485336,30,16.584979247131013,0.3956043956043956,184,0.5271739130434783,1.4077509361689384,34,7.216409641356922,0.5706521739130435
QQQ,"d80,d80_zero,d80_front",2,0.0,time_asc,True,True,True,2.6775345222034974,455,0.49230769230769234,1.34680134903483,30,16.408873366283082,0.389010989010989,184,0.5271739130434783,1.4143516154496925,34,7.433674719814396,0.5597826086956522
QQQ,"d80_zero,d80,d80_front",2,0.0,time_asc,True,True,True,2.6596262596637756,455,0.4901098901098901,1.3335056664409946,30,15.879841088867213,0.3868131868131868,184,0.532608695652174,1.4306966351570376,34,7.72122922242187,0.5706521739130435
QQQ,"cons_m2s2c30,d80,d80_zero",2,0.0,time_asc,True,True,True,2.6327103365443563,466,0.48068669527896996,1.310962155250585,29,17.709306983262078,0.38412017167381973,188,0.5425531914893617,1.4033397341646845,34,8.396841618218087,0.5159574468085106
QQQ,"cons_m2s2c30,d80_zero,d80",2,0.0,time_asc,True,True,True,2.6327103365443563,466,0.48068669527896996,1.310962155250585,29,17.709306983262074,0.38412017167381973,188,0.5425531914893617,1.4033397341646845,34,8.396841618218087,0.5159574468085106
QQQ,"cons_m3allc30,d80,d80_zero",2,0.0,time_asc,True,True,True,2.6327103365443563,466,0.48068669527896996,1.310962155250585,29,17.709306983262078,0.38412017167381973,188,0.5425531914893617,1.4033397341646845,34,8.396841618218087,0.5159574468085106
QQQ,"cons_m3allc30,d80_zero,d80",2,0.0,time_asc,True,True,True,2.6327103365443563,466,0.48068669527896996,1.310962155250585,29,17.709306983262074,0.38412017167381973,188,0.5425531914893617,1.4033397341646845,34,8.396841618218087,0.5159574468085106
QQQ,"cons_m3s2c30,d80,d80_zero",2,0.0,time_asc,True,True,True,2.6327103365443563,466,0.48068669527896996,1.310962155250585,29,17.709306983262078,0.38412017167381973,188,0.5425531914893617,1.4033397341646845,34,8.396841618218087,0.5159574468085106
QQQ,"cons_m3s2c30,d80_zero,d80",2,0.0,time_asc,True,True,True,2.6327103365443563,466,0.48068669527896996,1.310962155250585,29,17.709306983262074,0.38412017167381973,188,0.5425531914893617,1.4033397341646845,34,8.396841618218087,0.5159574468085106
QQQ,"d80_zero,d80_front,d80",2,0.0,time_asc,True,True,True,2.6175349359817,455,0.4879120879120879,1.313412180090032,30,14.917102653993645,0.38461538461538464,184,0.5271739130434783,1.3727554277586724,34,6.703964143964397,0.5760869565217391
QQQ,"d80_zero,d80_front,d65ret",2,0.0,time_asc,True,True,True,2.518776610845436,428,0.4929906542056075,1.3062177444646834,26,12.811439236166738,0.42289719626168226,182,0.521978021978022,1.4048872798796879,29,7.14538198134772,0.6043956043956044
QQQ,"d80_front,cons_m2s1c45,d80",4,-999999.0,time_asc,True,False,False,2.8446581872860195,748,0.49064171122994654,1.303533123147183,42,22.46772313334743,0.39705882352941174,351,0.5014245014245015,1.2140645317565517,59,7.527471296604693,0.6068376068376068
QQQ,"d80_front,cons_m2s1c45,d80",4,0.0,time_asc,True,False,False,2.747580930501676,734,0.4904632152588556,1.3112348586084632,40,22.68414308185187,0.388283378746594,322,0.4968944099378882,1.1732983475507672,51,5.697793687353422,0.577639751552795
QQQ,"d80,d80_front,cons_m2s2c30",2,-999999.0,time_asc,True,False,False,2.714726805625595,486,0.49588477366255146,1.3858020085205247,36,18.708258638313666,0.41358024691358025,192,0.5052083333333334,1.297456513203697,34,5.430293237620985,0.5989583333333334
QQQ,"d80,d80_front,cons_m3allc30",2,-999999.0,time_asc,True,False,False,2.714726805625595,486,0.49588477366255146,1.3858020085205247,36,18.708258638313666,0.41358024691358025,192,0.5052083333333334,1.297456513203697,34,5.430293237620985,0.5989583333333334
