dir,period,ticker,trades,wr,pf,minM,pnlR,call_rate
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2025_2026,SPY,551,0.3938294010889292,0.9465727240492002,0,-3.9775016167113675,0.4519056261343013
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2025_2026,QQQ,407,0.4275184275184275,1.067110630927577,0,3.4970379146963655,0.4668304668304668
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2025,SPXW,373,0.43967828418230565,0.9623344140355843,0,-1.8636722979303892,0.5522788203753352
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2025,SPY,294,0.4013605442176871,0.9852282456224567,0,-0.6700965019575897,0.41836734693877553
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2025,QQQ,456,0.41885964912280704,0.9225138862876775,0,-4.563243151215909,0.5
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2025_2026,SPXW,373,0.43967828418230565,0.9623344140355843,0,-1.8636722979303892,0.5522788203753352
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2025_2026,SPY,294,0.4013605442176871,0.9852282456224567,0,-0.6700965019575897,0.41836734693877553
event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,2025_2026,QQQ,456,0.41885964912280704,0.9225138862876775,0,-4.563243151215909,0.5
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2025,SPXW,608,0.4375,0.9430378163655329,0,-3.781054650463145,0.3042763157894737
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2025,SPY,586,0.4351535836177474,1.000109851101571,0,0.0070240055275845314,0.38054607508532423
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2025,QQQ,515,0.44660194174757284,0.9158250422972063,0,-4.2336718488394105,0.46990291262135925
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,SPXW,608,0.4375,0.9430378163655329,0,-3.781054650463145,0.3042763157894737
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,SPY,586,0.4351535836177474,1.000109851101571,0,0.0070240055275845314,0.38054607508532423
event_option_gate_full20_physics_pooled_2025full_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,QQQ,515,0.44660194174757284,0.9158250422972063,0,-4.2336718488394105,0.46990291262135925
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2025,SPXW,645,0.47131782945736433,1.0271536150013851,0,1.4480919031540553,0.3689922480620155
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2025,SPY,375,0.4533333333333333,1.0308277046217074,0,0.9365335210815455,0.4053333333333333
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2025,QQQ,543,0.48250460405156537,1.0301963751958942,20,1.2066068379051154,0.3885819521178637
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2025_2026,SPXW,645,0.47131782945736433,1.0271536150013851,0,1.4480919031540553,0.3689922480620155
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2025_2026,SPY,375,0.4533333333333333,1.0308277046217074,0,0.9365335210815455,0.4053333333333333
event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,2025_2026,QQQ,543,0.48250460405156537,1.0301963751958942,0,1.2066068379051154,0.3885819521178637
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2025,SPXW,492,0.44308943089430897,1.1041558544940218,0,6.897709024821572,0.44715447154471544
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2025,SPY,491,0.4663951120162933,1.1554548497235437,0,10.059073913219358,0.31771894093686354
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2025,QQQ,401,0.44389027431421446,1.108566526643858,0,5.874839969653657,0.3341645885286783
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,SPXW,492,0.44308943089430897,1.1041558544940218,0,6.897709024821572,0.44715447154471544
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,SPY,491,0.4663951120162933,1.1554548497235437,0,10.059073913219358,0.31771894093686354
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,QQQ,401,0.44389027431421446,1.108566526643858,0,5.874839969653657,0.3341645885286783
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2025,SPXW,342,0.4444444444444444,1.1348815536320613,0,6.692611225445257,0.3830409356725146
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2025,SPY,445,0.42921348314606744,1.136723500392013,19,9.29443717418214,0.2292134831460674
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2025,QQQ,403,0.44168734491315137,1.0926867788380625,18,5.173578557866852,0.3002481389578164
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2025_2026,SPXW,342,0.4444444444444444,1.1348815536320613,0,6.692611225445257,0.3830409356725146
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2025_2026,SPY,445,0.42921348314606744,1.136723500392013,0,9.29443717418214,0.2292134831460674
event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,2025_2026,QQQ,403,0.44168734491315137,1.0926867788380625,0,5.173578557866852,0.3002481389578164
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2025,SPXW,307,0.38762214983713356,1.0104762454803067,0,0.5747497547273968,0.34201954397394135
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2025,SPY,190,0.4421052631578947,1.2384164367703343,0,7.195637931175668,0.39473684210526316
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2025,QQQ,339,0.3805309734513274,0.9573045729377517,0,-2.526572251247421,0.29793510324483774
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2025_2026,SPXW,307,0.38762214983713356,1.0104762454803067,0,0.5747497547273968,0.34201954397394135
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2025_2026,SPY,190,0.4421052631578947,1.2384164367703343,0,7.195637931175668,0.39473684210526316
event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,2025_2026,QQQ,339,0.3805309734513274,0.9573045729377517,0,-2.526572251247421,0.29793510324483774
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2025,SPXW,206,0.4320388349514563,1.21894914555005,0,7.515133880281303,0.4223300970873786
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2025_2026,SPXW,206,0.4320388349514563,1.21894914555005,0,7.515133880281303,0.4223300970873786
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full19_d80_win_core_state_val12_2025test_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2025,SPXW,124,0.3225806451612903,0.7728802549320569,0,-5.627950282693999,0.3870967741935484
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2025_2026,SPXW,124,0.3225806451612903,0.7728802549320569,0,-5.627950282693999,0.3870967741935484
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full19_d80_win_pooled_alltickers_val12_2025test_v1,2025_2026,QQQ,0,,,0,0.0,
