dir,period,ticker,trades,wr,pf,minM,pnlR,call_rate
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d50_return_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_return_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d50_return_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_return_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d65_win_fullgrid_call05_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_front_weekly_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_fullgrid_call05_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2025,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2025,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2025,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2025_2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2025_2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2022_2023_d80_return_zero_dte_minmonth18_v1,2025_2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2025,SPXW,420,0.4523809523809524,1.077981020905292,0,4.2119472265878,0.5095238095238095
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2025,SPY,551,0.3938294010889292,0.9465727240492002,0,-3.9775016167113675,0.4519056261343013
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2025,QQQ,407,0.4275184275184275,1.067110630927577,0,3.4970379146963655,0.4668304668304668
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2026,SPXW,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2026,SPY,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2026,QQQ,0,,,0,0.0,
event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,2025_2026,SPXW,420,0.4523809523809524,1.077981020905292,0,4.2119472265878,0.5095238095238095
