ticker,sources,cap,minscore,daily_order,sel_score,test_pass,both,sel_trades,sel_win_rate,sel_profit_factor,sel_pnl_return,sel_max_drawdown,sel_call_rate,sel_min_month_trades,sel_positive_month_rate,sel_top5_share_of_pnl,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_max_drawdown,test_call_rate,test_min_month_trades,test_positive_month_rate,test_top5_share_of_pnl
SPY,"d50ret,d65win,d80_zero",3,-999999.0,score_desc,7.493231745116233,True,True,617,0.46353322528363045,1.319936162447782,22.518442066818572,-4.6257563738080325,0.3695299837925446,23,0.75,0.33306034128583956,262,0.5267175572519084,1.5167686081384613,13.5619388657045,-2.4996895780199253,0.6068702290076335,44,1.0,0.5451704389961509
SPY,"d50ret,d80_zero,d65win",3,-999999.0,score_desc,7.493231745116233,True,True,617,0.46353322528363045,1.319936162447782,22.518442066818572,-4.6257563738080325,0.3695299837925446,23,0.75,0.33306034128583956,262,0.5267175572519084,1.5167686081384613,13.5619388657045,-2.4996895780199253,0.6068702290076335,44,1.0,0.5451704389961509
SPY,"d65win,d50ret,d80_zero",3,-999999.0,score_desc,7.493231745116233,True,True,617,0.46353322528363045,1.319936162447782,22.518442066818572,-4.6257563738080325,0.3695299837925446,23,0.75,0.33306034128583956,262,0.5267175572519084,1.5167686081384613,13.5619388657045,-2.4996895780199253,0.6068702290076335,44,1.0,0.5451704389961509
SPY,"d65win,d80_zero,d50ret",3,-999999.0,score_desc,7.493231745116233,True,True,617,0.46353322528363045,1.319936162447782,22.518442066818572,-4.6257563738080325,0.3695299837925446,23,0.75,0.33306034128583956,262,0.5267175572519084,1.5167686081384613,13.5619388657045,-2.4996895780199253,0.6068702290076335,44,1.0,0.5451704389961509
SPY,"d80_zero,d50ret,d65win",3,-999999.0,score_desc,7.493231745116233,True,True,617,0.46353322528363045,1.319936162447782,22.518442066818572,-4.6257563738080325,0.3695299837925446,23,0.75,0.33306034128583956,262,0.5267175572519084,1.5167686081384613,13.5619388657045,-2.4996895780199253,0.6068702290076335,44,1.0,0.5451704389961509
SPY,"d80_zero,d65win,d50ret",3,-999999.0,score_desc,7.493231745116233,True,True,617,0.46353322528363045,1.319936162447782,22.518442066818572,-4.6257563738080325,0.3695299837925446,23,0.75,0.33306034128583956,262,0.5267175572519084,1.5167686081384613,13.5619388657045,-2.4996895780199253,0.6068702290076335,44,1.0,0.5451704389961509
SPY,"d65ret,d65win,d80_zero",2,-999999.0,score_desc,7.062521976918875,True,True,453,0.4768211920529801,1.331151862128243,16.701271890604673,-3.249182359046296,0.3708609271523179,31,0.75,0.2993783966125812,191,0.5287958115183246,1.381680975959884,6.722612178352583,-2.0326440562091976,0.6649214659685864,34,1.0,0.7437585074594144
SPY,"d65ret,d80_zero,d65win",2,-999999.0,score_desc,7.062521976918875,True,True,453,0.4768211920529801,1.331151862128243,16.701271890604673,-3.249182359046296,0.3708609271523179,31,0.75,0.2993783966125812,191,0.5287958115183246,1.381680975959884,6.722612178352583,-2.0326440562091976,0.6649214659685864,34,1.0,0.7437585074594144
SPY,"d65win,d65ret,d80_zero",2,-999999.0,score_desc,7.062521976918875,True,True,453,0.4768211920529801,1.331151862128243,16.701271890604673,-3.249182359046296,0.3708609271523179,31,0.75,0.2993783966125812,191,0.5287958115183246,1.381680975959884,6.722612178352583,-2.0326440562091976,0.6649214659685864,34,1.0,0.7437585074594144
SPY,"d65win,d80_zero,d65ret",2,-999999.0,score_desc,7.062521976918875,True,True,453,0.4768211920529801,1.331151862128243,16.701271890604673,-3.249182359046296,0.3708609271523179,31,0.75,0.2993783966125812,191,0.5287958115183246,1.381680975959884,6.722612178352583,-2.0326440562091976,0.6649214659685864,34,1.0,0.7437585074594144
SPY,"d80_zero,d65ret,d65win",2,-999999.0,score_desc,7.062521976918875,True,True,453,0.4768211920529801,1.331151862128243,16.701271890604673,-3.249182359046296,0.3708609271523179,31,0.75,0.2993783966125812,191,0.5287958115183246,1.381680975959884,6.722612178352583,-2.0326440562091976,0.6649214659685864,34,1.0,0.7437585074594144
SPY,"d80_zero,d65win,d65ret",2,-999999.0,score_desc,7.062521976918875,True,True,453,0.4768211920529801,1.331151862128243,16.701271890604673,-3.249182359046296,0.3708609271523179,31,0.75,0.2993783966125812,191,0.5287958115183246,1.381680975959884,6.722612178352583,-2.0326440562091976,0.6649214659685864,34,1.0,0.7437585074594144
SPY,"d65ret,d65win,d80_zero",2,0.0,score_desc,7.016585418261144,True,True,421,0.47743467933491684,1.3522161959593786,16.300956611659544,-3.249182359046296,0.36104513064133015,20,0.75,0.3067304649117134,185,0.5243243243243243,1.3044585373162347,5.299398866161322,-2.5326440562091976,0.6594594594594595,31,0.8,0.9435032399480066
