sources,maxday,minscore,select_pass,test_pass,sel_tr,sel_wr,sel_pf,sel_minM,sel_pnl,sel_call,test_tr,test_wr,test_pf,test_minM,test_pnl,test_call,both,near
"topk,wconly",2,-999999.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,111,0.5045045045045045,1.7034676829012758,14,13.716975670583096,0.5855855855855856,False,0.7660546572590562
"topk,wconly",2,0.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,111,0.5045045045045045,1.7034676829012758,14,13.716975670583096,0.5855855855855856,False,0.7660546572590562
"topk,wconly",2,0.2,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,111,0.5045045045045045,1.7034676829012758,14,13.716975670583096,0.5855855855855856,False,0.7660546572590562
"wconly,topk",2,-999999.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,111,0.5045045045045045,1.7034676829012758,14,13.716975670583096,0.5855855855855856,False,0.7660546572590562
"wconly,topk",2,0.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,111,0.5045045045045045,1.7034676829012758,14,13.716975670583096,0.5855855855855856,False,0.7660546572590562
"wconly,topk",2,0.2,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,111,0.5045045045045045,1.7034676829012758,14,13.716975670583096,0.5855855855855856,False,0.7660546572590562
"topk,wconly",2,0.5,True,False,88,0.4659090909090909,1.3072209165567394,27,4.087582326561792,0.6590909090909091,107,0.514018691588785,1.748364488157095,14,14.130719437074326,0.5981308411214953,False,0.7154409697095861
"wconly,topk",2,0.5,True,False,88,0.4659090909090909,1.3072209165567394,27,4.087582326561792,0.6590909090909091,107,0.514018691588785,1.748364488157095,14,14.130719437074326,0.5981308411214953,False,0.7154409697095861
wconly,2,-999999.0,True,False,90,0.4888888888888889,1.4185298244061724,26,5.442991308160909,0.6777777777777778,96,0.5208333333333334,1.6145961929908932,13,10.809121685869385,0.5625,False,0.71257046184151
wconly,2,0.0,True,False,90,0.4888888888888889,1.4185298244061724,26,5.442991308160909,0.6777777777777778,96,0.5208333333333334,1.6145961929908932,13,10.809121685869385,0.5625,False,0.71257046184151
wconly,2,0.2,True,False,90,0.4888888888888889,1.4185298244061724,26,5.442991308160909,0.6777777777777778,96,0.5208333333333334,1.6145961929908932,13,10.809121685869385,0.5625,False,0.71257046184151
topk,2,-999999.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,104,0.4807692307692308,1.573038122597366,14,11.125441962943661,0.6346153846153846,False,0.5881545494845989
topk,2,0.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,104,0.4807692307692308,1.573038122597366,14,11.125441962943661,0.6346153846153846,False,0.5881545494845989
topk,2,0.2,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,104,0.4807692307692308,1.573038122597366,14,11.125441962943661,0.6346153846153846,False,0.5881545494845989
topk,2,0.5,True,False,88,0.4659090909090909,1.3072209165567394,27,4.087582326561792,0.6590909090909091,100,0.49,1.6138554278098234,14,11.539185729434893,0.65,False,0.5328945261847445
wconly,2,0.5,True,False,87,0.47126436781609193,1.33737589438187,26,4.387582326561793,0.6666666666666666,95,0.5052631578947369,1.5794420516594827,12,10.20326987901365,0.5684210526315789,False,0.5098729974630103
"wconly,struct",2,-999999.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"wconly,struct",2,0.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"wconly,struct",2,0.2,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"struct,wconly",2,-999999.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"struct,wconly",2,0.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"struct,wconly",2,0.2,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"topk,wconly,struct",2,-999999.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"topk,wconly,struct",2,0.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"topk,wconly,struct",2,0.2,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"topk,struct,wconly",2,-999999.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
"topk,struct,wconly",2,0.0,True,False,91,0.4835164835164835,1.3865449983158045,27,5.14299130816091,0.6703296703296703,114,0.4824561403508772,1.4541989685478005,14,9.495777920635838,0.5614035087719298,False,0.4726892145983262
