feature,median
dte_days,0.0
minute,755.0
spot,521.3900146484375
underlying_volume,60.0
dist_ib_high_bps,-10.62412416109947
dist_ib_low_bps,44.97131685689417
dist_fib_127_up_bps,-28.977958419133046
dist_fib_161_up_bps,-53.58392036010013
dist_fib_200_up_bps,-82.282213440005
dist_fib_127_dn_bps,58.58457940850725
dist_fib_161_dn_bps,82.28705765410953
dist_fib_200_dn_bps,109.99625054220904
nearest_level_abs_bps,6.980852242934713
ib_range_bps,71.14657741684823
ret_1m_bps,0.0
ret_5m_bps,0.195562151162898
ret_15m_bps,0.4195317994470926
ret_30m_bps,0.9536398104981192
call_d15_available,1.0
call_d15_strike,525.0
call_d15_strike_bps,56.01961119366949
call_d15_abs_delta,0.1456499993801117
call_d15_iv,0.2694999873638153
call_d15_mid_bps,4.136962378534102
call_d15_spread_pct,0.04878044170967348
call_d15_theta_over_mid,-10.570533161939874
call_d15_vega,2.2891000509262085
call_d15_oi,3931.0
call_d15_volume,106.0
put_d15_available,1.0
put_d15_strike,518.0
put_d15_strike_bps,-66.93589031695535
put_d15_abs_delta,0.14730000495910645
put_d15_iv,0.3280999958515167
put_d15_mid_bps,5.0666117975776395
put_d15_spread_pct,0.039999961853027344
put_d15_theta_over_mid,-10.374804824270083
put_d15_vega,2.317199945449829
put_d15_oi,3466.0
put_d15_volume,96.0
call_d25_available,1.0
call_d25_strike,524.0
call_d25_strike_bps,37.118817783050595
call_d25_abs_delta,0.2460000067949295
call_d25_iv,0.26899999380111694
call_d25_mid_bps,7.985453638333625
call_d25_spread_pct,0.027397233430072485
call_d25_theta_over_mid,-7.5596876161563245
call_d25_vega,3.158500075340271
call_d25_oi,3788.0
call_d25_volume,218.0
put_d25_available,1.0
put_d25_strike,520.0
put_d25_strike_bps,-41.21895283311083
put_d25_abs_delta,0.24685000628232956
put_d25_iv,0.30559998750686646
put_d25_mid_bps,9.072845598176212
put_d25_spread_pct,0.02409636304658448
put_d25_theta_over_mid,-7.413025541531088
put_d25_vega,3.1786999702453613
put_d25_oi,3356.0
put_d25_volume,193.0
call_d35_available,1.0
call_d35_strike,523.0
call_d35_strike_bps,22.190160393515956
call_d35_abs_delta,0.3463999927043915
call_d35_iv,0.27140000462532043
call_d35_mid_bps,12.755034753726566
call_d35_spread_pct,0.018691682494856594
call_d35_theta_over_mid,-5.566262379697687
call_d35_vega,3.7134499549865723
call_d35_oi,3887.0
call_d35_volume,344.5
put_d35_available,1.0
put_d35_strike,520.0
put_d35_strike_bps,-23.13872119566018
put_d35_abs_delta,0.34709998965263367
put_d35_iv,0.2924000024795532
put_d35_mid_bps,13.77295344900895
put_d35_spread_pct,0.01785712575121809
