feature,importance
ib_range_bps,13823.883979678154
oi_diff,6647.74031317234
dist_ib_high_bps,4727.953182220459
dist_ib_low_bps,4276.835747599602
iv_diff,3923.6838397979736
minute,2763.0733839273453
ret_30m_bps,2247.0018051862717
nearest_level_abs_bps,1849.424476981163
ret_15m_bps,1457.4051644802094
ret_1m_bps,1367.6692456007004
iv_diff_chg_25m,1363.2709443569183
iv_diff_chg_15m,1340.8397333621979
ret_5m_bps,1265.5686390399933
spread_pct_diff_chg_25m,1171.7288291454315
spread_pct_diff_chg_15m,1159.3965382575989
spread_pct_diff,1136.2405027151108
volume_diff,1125.8925805091858
iv_diff_chg_5m,1123.7957710027695
abs_delta_diff,984.409123301506
spread_pct_diff_chg_5m,897.1463521718979
volume_diff_chg_15m,891.436732172966
vega_diff_chg_5m,861.1602982282639
volume_diff_chg_5m,841.406819820404
volume_diff_chg_25m,827.3235204219818
vega_diff,739.2528715133667
abs_delta_diff_chg_5m,721.4053304195404
vega_diff_chg_25m,679.5802116394043
abs_delta_diff_chg_15m,609.3267805576324
vega_diff_chg_15m,578.9009498357773
abs_delta_diff_chg_25m,531.853698849678
