ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,static_source,static_source_file,static_source_priority,static_union_max_day,static_union_cooldown_minutes,static_union_count_before
SPY,20260128,202601,10:30,630,zero_dte,PUT,0.6507254841777955,0.1884835987596276,0.6507254841777955,-0.3,0.5,0.5,thr0.564_maxday2,202601,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260128,202601,11:00,660,zero_dte,PUT,0.5822453785251743,0.06515648923664,0.5822453785251743,-0.3,-0.1009174412262676,-0.1009174412262676,thr0.564_maxday2,202601,660,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260129,202601,10:30,630,zero_dte,PUT,0.8428649196407835,0.1221945383303124,0.8428649196407835,-0.3,0.5,0.5,thr0.564_maxday2,202601,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260129,202601,11:00,660,zero_dte,PUT,0.8344938811742905,0.0939433945906867,0.8344938811742905,0.5,-0.3,-0.3,thr0.564_maxday2,202601,660,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260130,202601,10:30,630,front_weekly,PUT,0.5747715500733599,0.2013499824780542,0.5747715500733599,-0.3,0.1937984553432747,0.1937984553432747,thr0.564_maxday2,202601,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260130,202601,14:30,870,front_weekly,CALL,0.5668888553007644,0.5668888553007644,0.4591807864147575,0.0689654492027858,-0.0680628259180472,0.0689654492027858,thr0.564_maxday2,202601,870,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260204,202602,11:00,660,zero_dte,PUT,0.6546522421644593,0.2355357494690188,0.6546522421644593,-0.3,0.5,0.5,thr0.606_maxday4,202602,660,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260204,202602,11:30,690,zero_dte,PUT,0.6868082574679569,0.185750941899425,0.6868082574679569,-0.3,0.5,0.5,thr0.606_maxday4,202602,690,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260204,202602,12:15,735,zero_dte,PUT,0.6645427981591863,0.1974352899909032,0.6645427981591863,-0.3,0.5,0.5,thr0.606_maxday4,202602,735,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260204,202602,13:15,795,zero_dte,PUT,0.6390975858852452,0.119192823746652,0.6390975858852452,0.5,-0.3,-0.3,thr0.606_maxday4,202602,795,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260205,202602,10:30,630,zero_dte,PUT,0.7654896163179772,0.1547252239438775,0.7654896163179772,-0.3,-0.3,-0.3,thr0.606_maxday4,202602,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260205,202602,11:15,675,zero_dte,PUT,0.8470358277751475,0.1855120280066462,0.8470358277751475,0.5,-0.3,-0.3,thr0.606_maxday4,202602,675,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260205,202602,15:30,930,zero_dte,PUT,0.7433784070258034,0.1975931388844383,0.7433784070258034,-0.3,0.5,0.5,thr0.606_maxday4,202602,930,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260209,202602,11:00,660,front_weekly,CALL,0.632981882016576,0.632981882016576,0.0868220177762711,-0.0466925636872167,-0.1071428419375903,-0.0466925636872167,thr0.606_maxday4,202602,660,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260210,202602,11:00,660,front_weekly,PUT,0.6127440915906245,0.5571101018294912,0.6127440915906245,-0.3,0.2435644097239844,0.2435644097239844,thr0.606_maxday4,202602,660,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260210,202602,12:00,720,front_weekly,PUT,0.6455468228438916,0.3181815800827346,0.6455468228438916,-0.2399999830457899,0.1124744254636498,0.1124744254636498,thr0.606_maxday4,202602,720,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260210,202602,12:30,750,front_weekly,PUT,0.6298425719871823,0.2622538743381487,0.6298425719871823,-0.3,0.2753036675630369,0.2753036675630369,thr0.606_maxday4,202602,750,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260210,202602,13:00,780,front_weekly,PUT,0.611783008023359,0.4723674283749515,0.611783008023359,-0.3,0.5,0.5,thr0.606_maxday4,202602,780,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260212,202602,10:30,630,zero_dte,PUT,0.8334757320189201,0.1115895849203545,0.8334757320189201,-0.3,0.5,0.5,thr0.606_maxday4,202602,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260217,202602,12:15,735,front_weekly,CALL,0.6388141274084748,0.6388141274084748,0.4310857998711401,0.1766666571299235,-0.3,0.1766666571299235,thr0.606_maxday4,202602,735,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260217,202602,14:45,885,front_weekly,CALL,0.620702086344427,0.620702086344427,0.5332301260719732,-0.3,0.1699346374674024,-0.3,thr0.606_maxday4,202602,885,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260218,202602,10:30,630,front_weekly,PUT,0.7676050609398994,0.0935759955168211,0.7676050609398994,-0.1042653650894843,-0.0894309045523216,-0.0894309045523216,thr0.606_maxday4,202602,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260218,202602,11:45,705,front_weekly,PUT,0.6925999650041744,0.3407863541819837,0.6925999650041744,-0.3,0.5,0.5,thr0.606_maxday4,202602,705,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260218,202602,13:00,780,front_weekly,PUT,0.6259657614194304,0.2601294487992259,0.6259657614194304,-0.3,0.5,0.5,thr0.606_maxday4,202602,780,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260218,202602,13:30,810,front_weekly,PUT,0.6840361876748685,0.1357112057673086,0.6840361876748685,-0.3,0.5,0.5,thr0.606_maxday4,202602,810,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260219,202602,10:45,645,front_weekly,PUT,0.6570877144492461,0.1236956391898956,0.6570877144492461,-0.3,0.5,0.5,thr0.606_maxday4,202602,645,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260219,202602,12:45,765,front_weekly,PUT,0.6996013398048778,0.2243891563155492,0.6996013398048778,-0.1351351656123088,-0.0558140086766616,-0.0558140086766616,thr0.606_maxday4,202602,765,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260219,202602,13:30,810,front_weekly,PUT,0.6319359070641987,0.1049634891172172,0.6319359070641987,0.25,-0.3,-0.3,thr0.606_maxday4,202602,810,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260219,202602,14:45,885,front_weekly,PUT,0.611529899858924,0.3463195667212383,0.611529899858924,0.3265305377701246,-0.3,-0.3,thr0.606_maxday4,202602,885,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260223,202602,15:00,900,zero_dte,PUT,0.6824380542744175,0.222899598629305,0.6824380542744175,-0.3,0.5,0.5,thr0.606_maxday4,202602,900,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260225,202602,10:30,630,front_weekly,PUT,0.8215863351929914,0.2002467425851357,0.8215863351929914,0.2315789176486531,-0.2320000171661377,-0.2320000171661377,thr0.606_maxday4,202602,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260225,202602,11:15,675,front_weekly,PUT,0.7378261169428356,0.3380984321137794,0.7378261169428356,0.3532608501993419,-0.27459018876302,-0.27459018876302,thr0.606_maxday4,202602,675,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260226,202602,10:30,630,front_weekly,PUT,0.822710740792166,0.0892736731925089,0.822710740792166,0.5,-0.3,-0.3,thr0.606_maxday4,202602,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260226,202602,11:45,705,front_weekly,PUT,0.727417266417751,0.1003250340481482,0.727417266417751,-0.3,-0.3,-0.3,thr0.606_maxday4,202602,705,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260226,202602,12:15,735,front_weekly,PUT,0.6975627493076271,0.1234668222744274,0.6975627493076271,0.5,-0.3,-0.3,thr0.606_maxday4,202602,735,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260226,202602,12:45,765,front_weekly,PUT,0.8038308700459796,0.1163888280819395,0.8038308700459796,0.5,-0.3,-0.3,thr0.606_maxday4,202602,765,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260302,202603,14:00,840,zero_dte,CALL,0.6185313720982581,0.6185313720982581,0.220130330803115,0.5,-0.3,0.5,thr0.515_maxday4,202603,840,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260303,202603,10:30,630,zero_dte,PUT,0.5821851126848575,0.178940441673261,0.5821851126848575,0.5,-0.3,-0.3,thr0.515_maxday4,202603,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260303,202603,12:15,735,zero_dte,CALL,0.6423809829376586,0.6423809829376586,0.3603795487188982,0.5,-0.3,0.5,thr0.515_maxday4,202603,735,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260303,202603,13:15,795,zero_dte,PUT,0.5408196292838042,0.201181793036363,0.5408196292838042,0.5,-0.3,-0.3,thr0.515_maxday4,202603,795,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260303,202603,14:30,870,zero_dte,CALL,0.5150282501880316,0.5150282501880316,0.1710472169277348,-0.3,0.5,-0.3,thr0.515_maxday4,202603,870,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260304,202603,10:30,630,front_weekly,CALL,0.5460072761893716,0.5460072761893716,0.2761397159937442,-0.0240384394953229,-0.1619717653628668,-0.0240384394953229,thr0.515_maxday4,202603,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260304,202603,11:15,675,front_weekly,CALL,0.6201489448271613,0.6201489448271613,0.2796336988057417,0.2692308662205793,-0.3,0.2692308662205793,thr0.515_maxday4,202603,675,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260304,202603,11:45,705,front_weekly,PUT,0.5254555858633396,0.4233417469313416,0.5254555858633396,-0.0047846846286744,-0.1319999694824218,-0.1319999694824218,thr0.515_maxday4,202603,705,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260304,202603,12:30,750,front_weekly,PUT,0.6232387642355729,0.3362994825553974,0.6232387642355729,0.129629611233135,-0.1902984991639781,-0.1902984991639781,thr0.515_maxday4,202603,750,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260305,202603,10:30,630,front_weekly,PUT,0.6958222223092004,0.1810803543324232,0.6958222223092004,-0.3,-0.3,-0.3,thr0.515_maxday4,202603,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260305,202603,11:00,660,front_weekly,PUT,0.5183994519636206,0.1950729605272061,0.5183994519636206,-0.3,0.5,0.5,thr0.515_maxday4,202603,660,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260305,202603,11:30,690,front_weekly,PUT,0.5181368911031813,0.2412095516851723,0.5181368911031813,-0.3,-0.3,-0.3,thr0.515_maxday4,202603,690,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260305,202603,12:15,735,front_weekly,PUT,0.5381870878789125,0.225981539371761,0.5381870878789125,-0.3,0.5,0.5,thr0.515_maxday4,202603,735,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260306,202603,11:30,690,front_weekly,CALL,0.6173422030316553,0.6173422030316553,0.3603960698146938,0.0597519436087101,-0.0250000158945719,0.0597519436087101,thr0.515_maxday4,202603,690,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260306,202603,12:30,750,front_weekly,CALL,0.6551725065926549,0.6551725065926549,0.2767403081500525,-0.0296827471091442,0.1566666762034099,-0.0296827471091442,thr0.515_maxday4,202603,750,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260306,202603,14:00,840,front_weekly,CALL,0.5757144660806052,0.5757144660806052,0.5130598731201126,-0.0110865162300135,0.187290950165015,-0.0110865162300135,thr0.515_maxday4,202603,840,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260306,202603,15:15,915,front_weekly,PUT,0.6153304795260757,0.4920972146319698,0.6153304795260757,-0.0132743757270908,0.1269840777265736,0.1269840777265736,thr0.515_maxday4,202603,915,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260310,202603,11:45,705,zero_dte,PUT,0.5343499319139602,0.3046136045320286,0.5343499319139602,-0.3,0.5,0.5,thr0.515_maxday4,202603,705,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260311,202603,11:45,705,zero_dte,PUT,0.6768490727820538,0.1964590361980542,0.6768490727820538,0.5,-0.3,-0.3,thr0.515_maxday4,202603,705,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260311,202603,12:15,735,zero_dte,PUT,0.644800827074434,0.1147996751890729,0.644800827074434,0.5,-0.3,-0.3,thr0.515_maxday4,202603,735,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260311,202603,12:45,765,zero_dte,PUT,0.5697261269420145,0.3262285177927101,0.5697261269420145,-0.3,-0.3,-0.3,thr0.515_maxday4,202603,765,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260311,202603,15:15,915,zero_dte,PUT,0.5677452213684198,0.3646308446794362,0.5677452213684198,0.5,-0.3,-0.3,thr0.515_maxday4,202603,915,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260312,202603,11:30,690,front_weekly,PUT,0.7007324444934308,0.2410214001595749,0.7007324444934308,-0.0946502110102481,-0.3,-0.3,thr0.515_maxday4,202603,690,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
SPY,20260312,202603,12:45,765,front_weekly,CALL,0.6562501523889719,0.6562501523889719,0.433939986257116,-0.3,0.2730769477652384,-0.3,thr0.515_maxday4,202603,765,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,1
SPY,20260312,202603,13:45,825,front_weekly,PUT,0.5996305658267628,0.4229521421061008,0.5996305658267628,-0.2633928709226298,0.3409962224812652,0.3409962224812652,thr0.515_maxday4,202603,825,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,2
SPY,20260312,202603,14:45,885,front_weekly,CALL,0.606084116500144,0.606084116500144,0.4258801131750942,-0.2105262947754957,0.2622950210971124,-0.2105262947754957,thr0.515_maxday4,202603,885,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,3
SPY,20260313,202603,10:30,630,front_weekly,CALL,0.7126703883560335,0.7126703883560335,0.1957082310621227,-0.3,0.5,-0.3,thr0.515_maxday4,202603,630,ptdj,research_papers\JEPA\results\event_option_gate_spy_mixed_delta35_win_ptdj_2025h2_2026\event_option_gate_trades.csv,0,999,0,0
