ticker,month,mode,variants,max_day,cooldown,select_months,select_score,select_trades,select_win_rate,select_profit_factor,select_pnl_return,select_avg_return,select_max_drawdown,select_call_rate,select_days_with_trades,select_daily_win_rate,select_median_daily_return,select_daily_max_drawdown,select_top5_day_return,select_top5_share_of_pnl,select_min_month_trades,select_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,source_stream,source_file,test_month,config,stop_after_loss_streak,daily_loss_limit,total_loss_limit,min_trades_before_halt,deploy_config,val_months,train_rows,val_rows,test_rows,val_score,abstained_invalid_val,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,meta_mode,threshold,meta_train_months,meta_select_months,meta_score,feature_count,topk,train_months
SPXW,202512,SELECTED,,,,"202510,202511",5.397222123548531,150,0.44,1.3835765859189997,5.248824265745143,0.034992161771634285,-4.977464060098933,0.6066666666666667,17,0.47058823529411764,-0.04648702288236595,-4.620878315494623,9.599274083515041,1.8288427269630243,68,1.0,25,0.36,1.0146907165295596,0.04677261774640157,0.0018709047098560627,-2.1108031414713575,0.12,5,0.2,-0.11159090601214627,-1.2532273822535984,0.04677261774640151,0.9999999999999988,25,1.0,SPXW_BASE,research_papers\JEPA\results\event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000\intraday_circuit_folds.csv,202512,streakoff_dayloss0p9_lossesoff,999,-0.9,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPXW,202601,SELECTED,,,,"202511,202512",5.781162059390561,93,0.45161290322580644,1.3985334297176244,4.146231616668825,0.04458313566310564,-2.1331416957437574,0.6559139784946236,13,0.46153846153846156,-0.0132827345081161,-2.133141695743757,7.81077942391263,1.883826121172648,25,1.0,36,0.5277777777777778,1.9879522910820733,3.5336158273604434,0.09815599520445677,-2.0687805435535034,0.5277777777777778,9,0.7777777777777778,0.4,-1.1687805435535032,4.049615866828241,1.1460260720682933,36,1.0,SPXW_BASE,research_papers\JEPA\results\event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000\intraday_circuit_folds.csv,202601,streakoff_daylossoff_losses4,999,-999.0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPXW,202602,SELECTED,,,,"202512,202601",5.914490293164837,60,0.4666666666666667,1.6006302009258324,3.880388445106845,0.06467314075178075,-2.068780543553503,0.36666666666666664,14,0.5714285714285714,0.3263902520428527,-1.2532273822535984,5.2496158668282416,1.3528583390789102,24,1.0,24,0.625,2.1485465035785154,1.780141382783306,0.07417255761597108,-0.7129229003545265,0.875,6,0.8333333333333334,0.5211962481565787,-0.7129229003545268,2.4930642831378327,1.4004866732775179,24,1.0,SPXW_BASE,research_papers\JEPA\results\event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000\intraday_circuit_folds.csv,202602,streakoff_daylossoff_losses3,999,-999.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPXW,202603,SELECTED,,,,"202601,202602",6.641194449500844,60,0.5666666666666667,2.0365040652996664,5.313757210143749,0.0885626201690625,-2.0687805435535034,0.6666666666666666,15,0.8,0.4,-1.1687805435535032,4.544411990285247,0.8552163395064695,24,1.0,45,0.4444444444444444,1.2960563422832585,1.297839164633296,0.028840870325184356,-3.1850479384436925,0.6222222222222222,8,0.375,-0.06807878076792728,-3.0153947931969514,4.30032938141831,3.3134532371993615,45,1.0,SPXW_BASE,research_papers\JEPA\results\event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000\intraday_circuit_folds.csv,202603,streakoff_daylossoff_lossesoff,999,-999.0,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPXW,202604,SELECTED,,,,"202602,202603",5.631711234643518,68,0.5147058823529411,1.5786529629720978,3.3032057726418267,0.048576555480026866,-2.9598227132184673,0.7058823529411765,14,0.5714285714285714,0.20464130072689654,-2.7901695679717258,6.033921384322406,1.8266864977947217,24,1.0,74,0.6351351351351351,2.2159446780672956,8.343712191749855,0.11275286745607913,-2.1929518717580905,0.8108108108108109,9,0.6666666666666666,0.6913970397444831,-1.8542573631706336,9.552372077598934,1.1448587700621056,74,1.0,SPXW_BASE,research_papers\JEPA\results\event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000\intraday_circuit_folds.csv,202604,streakoff_daylossoff_losses4,999,-999.0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPXW,202605,SELECTED,,,,"202603,202604",6.967158841845192,120,0.575,1.942200310919896,10.383471154861237,0.0865289262905103,-2.9598227132184673,0.7416666666666667,17,0.5294117647058824,0.25340693808612397,-2.790169567971726,12.057018489506694,1.1611741689927988,44,1.0,61,0.3770491803278688,0.6933490680535237,-2.365164772850607,-0.038773192997550936,-3.2648002228835624,0.3442622950819672,7,0.2857142857142857,-0.6323388155910217,-2.365164772850607,-0.530833761253727,0.22443838473627417,61,0.0,SPXW_BASE,research_papers\JEPA\results\event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000\intraday_circuit_folds.csv,202605,streakoff_dayloss0p9_lossesoff,999,-0.9,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPXW,202606,SELECTED,,,,"202604,202605",5.254054600886207,144,0.5208333333333334,1.4721144977413132,7.238327887947291,0.050266165888522854,-5.007149712761447,0.5972222222222222,16,0.5625,0.35659179612057823,-4.0869999716692575,10.008618281894508,1.382725186926126,68,0.5,45,0.37777777777777777,0.5705671935597642,-2.5456922231892225,-0.056570938293093835,-2.5682764215045903,0.4888888888888889,6,0.3333333333333333,-0.24923506003280604,-2.545692223189222,-0.823603544353001,0.323528326343079,45,0.0,SPXW_BASE,research_papers\JEPA\results\event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000\intraday_circuit_folds.csv,202606,streakoff_dayloss1p5_lossesoff,999,-1.5,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY,202507,,,,,,,,,,,,,,,,,,,,,,26,0.23076923076923078,0.42042823605702534,-3.187741022176115,-0.12260542392985058,-3.918510270579856,0.19230769230769232,12,0.3333333333333333,-0.3,-3.6185102705798564,1.012258977823885,-0.31754743273745156,26,0.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202507,,,,,,thr0.550_maxday4,"202504,202505,202506",878,923,331,5.18507915537254,False,165,0.3939393939393939,1.1136173943278596,2.9971012837643327,0.018164250204632318,-3.3011406558434575,0.32727272727272727,47,0.425531914893617,-0.1474103135318312,-2.7011406558434574,8.7,2.902804802469964,52,1.0,,,,,,,,
SPY,202508,,,,,,,,,,,,,,,,,,,,,,42,0.35714285714285715,0.9278183186570889,-0.4936966060241902,-0.011754681095814052,-2.144037974279364,0.42857142857142855,14,0.35714285714285715,-0.205663444428123,-2.1440379742793634,3.08209225101994,-6.242887257906172,42,0.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202508,,,,,,thr0.550_maxday8,"202505,202506,202507",1129,1003,336,4.956684903121306,False,118,0.5338983050847458,1.2618481664614563,3.989330442033843,0.033807885101981724,-3.5403356761564053,0.5932203389830508,41,0.4878048780487805,-0.03781376118159996,-3.0781494373380065,6.990436719371207,1.7522832016410599,20,0.6666666666666666,,,,,,,,
SPY,202509,,,,,,,,,,,,,,,,,,,,,,60,0.4666666666666667,1.2817306982494636,2.0098774290122017,0.03349795715020336,-2.4551399747152347,0.8,16,0.5,0.03069456913536389,-1.8551399747152346,5.5951761365159065,2.78383947983623,60,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202509,,,,,,thr0.500_maxdayall,"202506,202507,202508",1467,1001,333,4.48039937742247,False,155,0.45161290322580644,1.1194143617621866,2.674058324216775,0.017251989188495322,-4.897638715684759,0.5612903225806452,49,0.42857142857142855,-0.11862743996891306,-4.77002846797893,10.161697871338813,3.8001033033993936,34,0.6666666666666666,,,,,,,,
SPY,202510,,,,,,,,,,,,,,,,,,,,,,38,0.47368421052631576,1.280121729291714,1.5441706415002288,0.04063606951316392,-2.202614345474761,0.42105263157894735,19,0.7368421052631579,0.2,-2.102614345474761,2.5206980558049414,1.6323960500608754,38,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202510,,,,,,thr0.361_maxday2,"202507,202508,202509",1801,1000,369,4.8233590112825855,False,103,0.44660194174757284,1.1183155539777843,1.8212550679983293,0.01768208803881873,-1.8363636767568663,0.4854368932038835,52,0.5961538461538461,0.2,-1.836363676756866,4.789308119044644,2.6296745597026043,34,0.6666666666666666,,,,,,,,
SPY,202511,,,,,,,,,,,,,,,,,,,,,,25,0.44,1.216065839939939,0.9074765277477435,0.03629906110990974,-1.6,0.28,14,0.5714285714285714,0.1537382638738717,-1.6,4.0,4.407827505938427,25,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202511,,,,,,thr0.587_maxday2,"202508,202509,202510",2132,1038,263,5.8601164390488245,False,95,0.4842105263157895,1.4164276402244687,5.457949631616614,0.05745210138543805,-1.9325300685690414,0.7052631578947368,51,0.6078431372549019,0.2,-1.9325300685690412,5.0,0.9160949326164866,29,1.0,,,,,,,,
SPY,202512,,,,,,,,,,,,,,,,,,,,,,27,0.4074074074074074,1.0139507735958926,0.05677827210872399,0.0021028989669897775,-2.1421057839480846,0.8888888888888888,10,0.5,0.0566150484254338,-1.7564518247421437,2.411846601594328,42.478337434712934,27,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202512,,,,,,thr0.650_maxday8,"202509,202510,202511",2468,965,344,5.932457706315443,False,176,0.5113636363636364,1.4214144758219571,9.133071183176344,0.051892449904411046,-4.815861911698033,0.8465909090909091,48,0.5,-0.020796818728826022,-4.389140142098912,11.759510332622526,1.2875745843615274,42,1.0,,,,,,,,
SPY,202601,,,,,,,,,,,,,,,,,,,,,,29,0.5517241379310345,1.6230793193581388,2.305965120279926,0.07951603863034228,-1.2000000000000002,0.3448275862068966,16,0.6875,0.2,-0.9000000000000001,3.161846463319793,1.3711597090141456,29,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202601,,,,,,thr0.564_maxday2,"202510,202511,202512",2801,976,333,7.045873549694059,False,69,0.5652173913043478,2.1845718390756916,9.071779584553195,0.1314750664427999,-1.2404040817581454,0.2608695652173913,40,0.675,0.2,-1.2000000000000002,5.0,0.5511597755873233,21,1.0,,,,,,,,
SPY,202602,,,,,,,,,,,,,,,,,,,,,,30,0.5,1.7055460174432728,2.6094814770352377,0.0869827159011746,-1.862404214605819,0.1,11,0.45454545454545453,-0.04669256368721675,-1.7065902059291576,4.7419115981983495,1.8171853833528155,30,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202602,,,,,,thr0.606_maxday4,"202511,202512,202601",3170,940,252,5.703607021419933,False,108,0.4537037037037037,1.4292994025705588,6.365824070000539,0.05894281546296795,-1.8677865574988695,0.37037037037037035,41,0.5609756097560976,0.16797428403452785,-1.6785392353336515,5.831298908538251,0.9160320556169184,28,0.6666666666666666,,,,,,,,
SPY,202603,,,,,,,,,,,,,,,,,,,,,,64,0.359375,1.0484077480743144,0.45064999238564335,0.007041406131025677,-2.9813575646753496,0.515625,18,0.4444444444444444,-0.08855302096057177,-2.648645526901314,4.530434803211976,10.05311190449341,64,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202603,,,,,,thr0.515_maxday4,"202512,202601,202602",3433,929,362,5.093273378665797,False,140,0.45,1.2517306484717492,4.917932539152649,0.03512808956537607,-3.6361289276782864,0.32142857142857145,47,0.5957446808510638,0.2,-3.3361289276782866,5.99895898251842,1.2198131907584138,39,0.6666666666666666,,,,,,,,
SPY,202604,,,,,,,,,,,,,,,,,,,,,,22,0.5454545454545454,1.910554906368074,2.5333923641987024,0.11515419837266828,-1.5999999999999996,0.5454545454545454,13,0.5384615384615384,0.2,-1.6,4.309597521391609,1.7011172774868255,22,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202604,,,,,,thr0.500_maxday2,"202601,202602,202603",3777,947,255,5.955847448714676,False,92,0.45652173913043476,1.498660713387715,5.730447938263704,0.06228747758982287,-2.0206586903965227,0.5543478260869565,49,0.6326530612244898,0.2,-1.931227785844201,5.0,0.8725321395232803,26,1.0,,,,,,,,
SPY,202605,,,,,,,,,,,,,,,,,,,,,,32,0.4375,1.4589778570347856,1.3387241374047418,0.04183512929389818,-0.9992907723468599,0.84375,9,0.4444444444444444,-0.0819794851209914,-0.9069028421215499,2.545626979526292,1.9015321442259634,32,1.0,SPY_PTDJ,research_papers\JEPA\results\event_option_spy_static_ptdj_delta35_2026janmay_risk5000\combined_folds.csv,202605,,,,,,thr0.641_maxdayall,"202602,202603,202604",4110,869,299,5.178649827269215,False,66,0.42424242424242425,1.313454395190062,2.543126946404482,0.03853222646067397,-2.4199999809265136,0.24242424242424243,28,0.5357142857142857,0.11543213857618254,-2.0199999809265137,4.404010576493715,1.7317305306839612,21,1.0,,,,,,,,
QQQ,202601,,,,,,,32,0.46875,1.4315637192335784,2.021183785497894,0.06316199329680919,-1.2999999999999992,0.59375,8,0.5,0.2,-1.2191539517122214,3.7802554916329028,1.8703175429945786,32,1.0,42,0.5,1.632536856840767,3.6254977236248473,0.08632137437202017,-1.8999999999999997,0.11904761904761904,8,0.75,0.3627488618124237,-1.5999999999999999,5.425497723624848,1.4964835554221019,42,1.0,QQQ_MTD_RESCUE,research_papers\JEPA\results\event_option_qqq_static_union_metas1_current_online_mtdrescue1_cd45_2026janmay_risk5000\combined_folds.csv,202601,,,,,,,,,,,,,,,,,,,,,,,,,,,,META_SCORE,0.3,"202507,202508,202509,202510,202511",202512,5.213571064207416,264,,
QQQ,202602,,,,,,,33,0.5757575757575758,2.1836701248144927,4.298709008067456,0.13026390933537746,-0.7000000000000002,0.18181818181818182,7,0.8571428571428571,0.6000000000000001,-0.3999999999999999,4.498709008067456,1.0465255963184894,33,1.0,29,0.7241379310344828,4.229460675496324,7.594185625280589,0.2618684698372617,-0.8999999999999995,0.27586206896551724,6,0.6666666666666666,1.2970928126402939,-0.8999999999999999,8.194185625280587,1.079007813293717,29,1.0,QQQ_MTD_RESCUE,research_papers\JEPA\results\event_option_qqq_static_union_metas1_current_online_mtdrescue1_cd45_2026janmay_risk5000\combined_folds.csv,202602,,,,,,,,,,,,,,,,,,,,,,,,,,,,META_SCORE,0.3,"202507,202508,202509,202510,202511,202512",202601,6.767777142173789,264,,
QQQ,202603,,,,,,,21,0.7619047619047619,5.20934407115882,6.110004792464276,0.29095260916496557,-0.2999999999999998,0.3333333333333333,5,0.8,1.0,-0.2999999999999998,6.110004792464277,1.0000000000000002,21,1.0,25,0.48,1.5384615384615388,2.1,0.084,-1.7000000000000002,0.28,8,0.75,0.30000000000000004,-1.5,3.5,1.6666666666666665,25,1.0,QQQ_MTD_RESCUE,research_papers\JEPA\results\event_option_qqq_static_union_metas1_current_online_mtdrescue1_cd45_2026janmay_risk5000\combined_folds.csv,202603,,,,,,,,,,,,,,,,,,,,,,,,,,,,META_SCORE,0.45,"202507,202508,202509,202510,202511,202512,202601",202602,8.820135380521497,264,,
QQQ,202604,,,,,,,48,0.5625,2.103174610452338,6.950000045849729,0.14479166762186935,-1.6000000000000003,0.2708333333333333,9,0.6666666666666666,0.5,-0.3999999999999999,7.150000045849729,1.028776978227422,48,1.0,55,0.3090909090909091,0.5886241192711729,-4.331160245180625,-0.07874836809419318,-5.2264234239807585,0.6,7,0.2857142857142857,-0.6047368211998647,-4.331160245180625,-1.023936585119042,0.23641161424548962,55,0.0,QQQ_MTD_RESCUE,research_papers\JEPA\results\event_option_qqq_static_union_metas1_current_online_mtdrescue1_cd45_2026janmay_risk5000\combined_folds.csv,202604,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_GATE,-inf,"202507,202508,202509,202510,202511,202512,202601,202602",202603,6.849735193648659,264,,
QQQ,202605,,,,,,,38,0.34210526315789475,0.7004582323700884,-2.03407842951936,-0.053528379724193685,-3.569927441647758,0.5,7,0.42857142857142855,-0.017286587086499106,-2.075940857658358,0.5353050031440637,-0.26316832004877655,38,0.0,26,0.46153846153846156,1.4545733618004488,1.7803373501014441,0.06847451346544016,-1.316501712836813,0.46153846153846156,7,0.5714285714285714,0.10000000000000003,-1.2165017128368125,3.083498287163187,1.7319741603957748,26,1.0,QQQ_MTD_RESCUE,research_papers\JEPA\results\event_option_qqq_static_union_metas1_current_online_mtdrescue1_cd45_2026janmay_risk5000\combined_folds.csv,202605,,,,,,,,,,,,,,,,,,,,,,,,,,,,META_SCORE,0.42494731,"202507,202508,202509,202510,202511,202512,202601,202602,202603",202604,2.5381884133430863,264,,
QQQ,202606,,,,,,,18,0.5555555555555556,1.9570162762242738,2.296839062938257,0.1276021701632365,-0.8999999999999995,0.5,6,0.5,-0.09999999999999998,-0.7031609370617429,2.7000000000000006,1.175528596481634,18,1.0,11,0.18181818181818182,0.41009463745210784,-1.4384615371050375,-0.1307692306459125,-1.5384615371050376,0.18181818181818182,4,0.25,-0.6192307685525187,-1.5384615371050376,-1.4384615371050375,1.0,11,0.0,QQQ_MTD_RESCUE,research_papers\JEPA\results\event_option_qqq_static_union_metas1_current_online_mtdrescue1_cd45_2026janmay_risk5000\combined_folds.csv,202606,,,,,,,,,,,,,,,,,,,,,,,,,,,,META_SCORE,0.45,"202507,202508,202509,202510,202511,202512,202601,202602,202603,202604",202605,5.833341533273198,264,,
QQQ,202601,SELECTED,,,,"202511,202512",-1e+18,51,0.37254901960784315,0.9373996819579256,-0.6009630532039153,-0.011783589278508142,-2.8,0.21568627450980393,16,0.375,-0.39999999999999997,-2.8,6.074712678201449,-10.108296418249546,25,0.0,45,0.4888888888888889,1.413548402215082,2.75895863414921,0.06131019186998244,-2.4000000000000004,0.06666666666666667,8,0.5,0.25000000000000006,-1.9999999999999998,4.9589586341492105,1.7974023143258988,45,1.0,QQQ_MTD_RESCUE,research_papers\JEPA\results\event_option_qqq_static_union_metas1_current_online_mtdrescue1_cd45_2026janmay_risk5000\combined_folds.csv,202601,streakoff_daylossoff_lossesoff,999,-999.0,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
