ticker,trade_date,path,size_bytes,sha256
AAPL,20221024,D:\ThetaData\data_underlying_derived\AAPL\2022\10\AAPL_20221024.parquet,13092,72619e6d62820b187103c100748bae068b72461a6f710e473ad8b046ac17419c
AAPL,20221025,D:\ThetaData\data_underlying_derived\AAPL\2022\10\AAPL_20221025.parquet,12038,a73b3774c06fc8d8a2ca5726f3aa35110a6f855b5cf019dd110f06bb3aff2417
AAPL,20221026,D:\ThetaData\data_underlying_derived\AAPL\2022\10\AAPL_20221026.parquet,12903,f184d5ba6be32e31770ac09fb5081d0c45b822bda93083eb4150afe4bffed245
AAPL,20221027,D:\ThetaData\data_underlying_derived\AAPL\2022\10\AAPL_20221027.parquet,13178,6097c74d3ddecf53756f82bb863c6ce24b092f9c8f031095e55bcc254f6ab029
AAPL,20221028,D:\ThetaData\data_underlying_derived\AAPL\2022\10\AAPL_20221028.parquet,13100,e4931c39516eb950bc16edaeee43d3c587bc0014b2017998f87538cbdca8af85
AAPL,20221031,D:\ThetaData\data_underlying_derived\AAPL\2022\10\AAPL_20221031.parquet,11873,888f8dacd6a242e0afa30fbf300bbdb7918d212f8cf2df58c55223d9ebc911bf
AAPL,20221101,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221101.parquet,12105,68d724b7cd8f6466ef044cc5d3668f06b646a0e35c71ecfdb3d97f571cb9f271
AAPL,20221102,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221102.parquet,12872,b75d70c5d0efc31f4722fa6ba8583a2839530952bca5de6f3ec4433350f8635c
AAPL,20221103,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221103.parquet,11962,379eff0b36e07ad35e7c322d13357339999b392d228f6854aa1472913f134442
AAPL,20221104,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221104.parquet,13762,9a3842f8d80652d4116b9d47a9c9b1d0594692a5f7b3823878941143a790b83b
AAPL,20221107,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221107.parquet,12525,2afe39fadf44fbb1a423dfb438be00e8ec9320ba8ab97eadcdebe96d3282afcd
AAPL,20221108,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221108.parquet,13018,e8562edd3f01fd279b2115e293a526587762838591a448ef7d6612998beedc93
AAPL,20221109,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221109.parquet,12686,219d4c0089cedbdfa4ee54d2d72d1b68ba95e46f938768b2e3f0703487fdaad0
AAPL,20221110,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221110.parquet,12777,355131d7babea0607dc3d52b47ddcc29325b14ba786efc46b3d0710af4a04b45
AAPL,20221111,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221111.parquet,13146,002d8883bf7d5c7f9efe335ea01c52879a0451327a4a03ab92bd316367fb58a9
AAPL,20221114,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221114.parquet,12283,57adee77a772713a3442c200f1303fba7fd41e9fc6f8fe32846c30964eb8c7a6
AAPL,20221115,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221115.parquet,13361,7f202dd2d15b53588f8560889509165a6df600079e8d35534d72ed4e904825fb
AAPL,20221116,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221116.parquet,11637,5fdaed26be5fdc75a8d7a98dd4ac764a2742628da710e56dadcb8a5de5ed429c
AAPL,20221117,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221117.parquet,13021,fe27de8128105caae356a931b1ae2694e25385a6900fa6a5b70ca017a1bf61f8
AAPL,20221118,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221118.parquet,11611,aaf7e257c1ddc0d2424ca670c34a326e8bc66ec99df8cc435e12658ef552066a
AAPL,20221121,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221121.parquet,11562,7b0727783b8ee72eaa78a3e9cd3372f561b76a1f345049f2c879b8a90a10bd5a
AAPL,20221122,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221122.parquet,12377,03c6a2f0a64ce07f92bb7a3743b3cdb72e249a88ffedc98aaa9415b162e52997
AAPL,20221123,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221123.parquet,12032,4062617fb921f4ce1011f79d184dfbe3aad6920e4b761290e4826e16adbcf09b
AAPL,20221125,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221125.parquet,10303,545f24e65e610680202af033907a6e8ffd6bc706abb50de136bc79eafa8171fb
AAPL,20221128,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221128.parquet,12221,c1777fcb8671b2f255bfbadc8471d92a7a8a4a152847dfdbfe2a9491760c580b
AAPL,20221129,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221129.parquet,12931,2e5add32388d5e4dc5d9cf8cfabb91a7487810702989ea958891ef50d9bb2d72
AAPL,20221130,D:\ThetaData\data_underlying_derived\AAPL\2022\11\AAPL_20221130.parquet,13141,2ffc65af6c4d4164206c721cab9c00c62f022d003920b136c72d96beea2aef6b
AAPL,20221201,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221201.parquet,11931,baacf16f3091f622fe08416c0cb3b5ba2870263934772d79d9218ed6150d9ceb
AAPL,20221202,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221202.parquet,11522,cbef60a68f4f689509695f38f2f4f02805dbd911d071817cd299f22bb0de26a9
AAPL,20221205,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221205.parquet,12619,e750e8a470629e5a2428a09e060c9837d42225d0614b6efe62422a91a22828ac
AAPL,20221206,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221206.parquet,13020,ab11f9210979096017cd2c6ef3ea50d1a176ba19bffa969a779b6618a743e08b
AAPL,20221207,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221207.parquet,11783,37d3eb4613f2f96623cea76610e0291a42ec4f0b3bb968d6a8cd068cdca5c3a9
AAPL,20221208,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221208.parquet,11626,a1a26d7fe770536cb9789b73102aed6a1b9baab2f86b6c58bc11759c06cd8c2f
AAPL,20221209,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221209.parquet,12808,49fe99e2bcb1c3e5cd25ef59d05e89e0a6ba5b5c2780be70081cb7915d0c3bc6
AAPL,20221212,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221212.parquet,12127,145e42eaaa464fa861cc2160a7cf0334fd58b0d8a7543dc1af063fa50e5d027f
AAPL,20221213,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221213.parquet,13037,9857301325756a5d59dbab44a5f6b9637461b5c1bb07a86c413924019a2add7d
AAPL,20221214,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221214.parquet,12772,c6d5142d129ae6ca06cc16ebe6f276b55e3271694478e6059d6036e70639cf43
AAPL,20221215,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221215.parquet,12739,53b3948662a5e3f85a660726a3240207a5198045ca344182cd435a569000f48c
AAPL,20221216,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221216.parquet,12287,fded050b354ebcb29b9233ba64d276d4642db1486e4f2bfc57aff8199e32fc3d
AAPL,20221219,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221219.parquet,12062,3c58e699c91b1c5fdabb346c3006fee8a09acce495db6da3d89bb7cf68543e51
AAPL,20221220,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221220.parquet,12201,99f2400617f11bb060d67874a9c3a239bbd1b6e34a55da91247738e3eb673796
AAPL,20221221,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221221.parquet,12129,88545036b9f2e56278a305bd62f699cedffef1656c45132aefb13ba18834add4
AAPL,20221222,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221222.parquet,12311,01e1494bdfe1df23d4e471144050e1ff25b95b3bfec889bf624f55ebc0067501
AAPL,20221223,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221223.parquet,11706,7d07e8e0c9576bcb0b1bc5bab9fac4035bcfa372623d15e4b73c1fd9e3ea60e6
AAPL,20221227,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221227.parquet,11169,d1a07877ac49faab14a458d55005e997a9d7d5720042358d3a9e08af2f7483a2
AAPL,20221228,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221228.parquet,13051,3beff9038a89ee2c4f611e509c27906049eeacd4eb43b85576ef20b46da01ae3
AAPL,20221229,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221229.parquet,11490,0d7e912a8327a49e4c3de5fa983f4dce62d690454af3974d4da7f71f150a0e59
AAPL,20221230,D:\ThetaData\data_underlying_derived\AAPL\2022\12\AAPL_20221230.parquet,11730,f916d507bcbad3bd5ff32a60e57e7f4af4362ec7373530eb1bf3a2edd9ec2836
AAPL,20230103,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230103.parquet,12208,ffa2111f2aaf5b57e78fe6024e703d95382030c88ba9d06af58ca0e64d73aa9d
AAPL,20230104,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230104.parquet,12870,20e9290038d92adac386b5999ac26500121836a4aa021b599fc9963f1db49275
AAPL,20230105,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230105.parquet,12153,6abc721569f0a2cc24e770b7775239a65b3e91c20134a8089a789c700a280802
AAPL,20230106,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230106.parquet,13225,eaaf791650eea826894ea2c88bea81ef875846f887071d96fe71d97c6ff62d70
AAPL,20230109,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230109.parquet,12744,f135bb7e8ca5846d28a9227b6b5ed94ba0f203754cf46fba82fdafa9fe9fad3c
AAPL,20230110,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230110.parquet,12004,245fd28d915d5ec06a5c32719bc14116a7d2c880049c83193ad0eb78deb6ae3c
AAPL,20230111,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230111.parquet,12131,3310aceed71e6846786178ce43f9a50694895dfaac06f68dd4619b48dadd2a83
AAPL,20230112,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230112.parquet,12170,77ff62cc493b88b82e8b57c4402d719241b79e0fb70a70f839e8fe7c1b0480e0
AAPL,20230113,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230113.parquet,12270,cfad7f2c54bed36d686642cc766d061955f75eb383f4e34c76ca7a4eeb07fc97
AAPL,20230117,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230117.parquet,11797,e6e880a03c492f89f5eb75944645ead8db12af1eafded94c63ad14b88de6943a
AAPL,20230118,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230118.parquet,12301,c63efe9e0ebaea45094d263b38f580763eeb732e10b9d135a96ff0aa04d6ea62
AAPL,20230119,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230119.parquet,12158,4737da6448a0c9b56c2df156787ba8d17ec952b44b0d03552c8cb1264640abb2
AAPL,20230120,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230120.parquet,12840,fd6bc5b8054b75ffd316f1096ff0360e83978f51d3e4e8803da5c213f2a15ed4
AAPL,20230123,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230123.parquet,12810,f5ac4d7983f839699c1af94b72365ae4f51123bcb6aebda060350542ae1eb481
AAPL,20230124,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230124.parquet,11687,bbc6f34ff374cbd48998ea8594e20cd91a66bf8887aceba98a2a62f239050129
AAPL,20230125,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230125.parquet,12684,cd43ee956a4bd30f6cd1fdab1869c82045dede85138472ff86b9e4e7b1925951
AAPL,20230126,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230126.parquet,11736,0cc0cb0b3b34413a72d10cfff7299eb97be5b056fdccb09ec96cdda5ffe5ebd4
AAPL,20230127,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230127.parquet,12439,47e7f69a7c3d3204f0427780af8a11b59c82cc50221d32bd9740afb4c0db9476
AAPL,20230130,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230130.parquet,11971,b5590f70a20a36313deee4fd7582b186d7763213c3c7aa3178299b5d97c190ca
AAPL,20230131,D:\ThetaData\data_underlying_derived\AAPL\2023\01\AAPL_20230131.parquet,11283,8526a145e752f744dfdd6568350ec7b80cb68b02f5cef7b83d9ccaa3e06f622b
AAPL,20230201,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230201.parquet,12633,55ada42e81fc74ab48e901eb8d30975b9abb945de3a51bafa149c3815eb02509
AAPL,20230202,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230202.parquet,12124,a03edf28bae163f1ec6f8b3b3b1a22150b0188965ee16b3e9cad52401b207f63
AAPL,20230203,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230203.parquet,13056,bf785893c86a77f4fd7d206adfd5833254247ea77a2b176fdcc6d2b996a61081
AAPL,20230206,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230206.parquet,11999,cd7c287a2abb44712c0adef3fca9443c6302df0199e9de17f76d79d2b98988fa
AAPL,20230207,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230207.parquet,12897,f8b4422bac33a64d7556fccae7290f4b0ad51800ed0a34436f37ec2fd87154cb
AAPL,20230208,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230208.parquet,12131,aff99b45f12873136f1be0f073ce56b5a81a3edd88f0d1df2aa5461cb8e99a0d
AAPL,20230209,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230209.parquet,12675,11f88aa8d3a656806207c62b179eb521dc78d7623b8f3988bdaa1f0cd24b8b85
AAPL,20230210,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230210.parquet,11580,edff637ab2f2253c1303f30f8275206e67e58b64c4be4c3e350ab9354033a918
AAPL,20230213,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230213.parquet,12332,cf693fb1f4edee96b038418fe4d6cffcdc262929623afe15e40990e7c8265f53
AAPL,20230214,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230214.parquet,12307,fc88a0a9f8db1f7f4e11f82de210425834e1262228b60a8de6b79beb5a7fa196
AAPL,20230215,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230215.parquet,12105,012064ca6953ef422943f00e1e24359103cb77e0f2f741048229870875b8c2bb
AAPL,20230216,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230216.parquet,12245,9ce4d3e716f2f2469a8856cd33c2eae19380dce82d34a709f8be0297e6bac8cb
AAPL,20230217,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230217.parquet,11853,51cab514589d46acaa807b3ae0a3909303c33f1a670bada5c43f231c36aa7991
AAPL,20230221,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230221.parquet,12169,ead40f08258d52e2c00903591691023070f9bedab8ac989aa59fd3446e27fd33
AAPL,20230222,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230222.parquet,12123,9d3220bf6fb8c1be2e8ab50b6046cf3b9c1f4c07951a39e53510cd0a45908731
AAPL,20230223,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230223.parquet,12339,be0810b722d83635aeb1a03bc865f989ec57f9538af3d2de66296c5dee19dfdc
AAPL,20230224,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230224.parquet,10715,2dafd6c9ddad655e778d04812de2bf16816a285b5dbfd83487bb09dc6b804928
AAPL,20230227,D:\ThetaData\data_underlying_derived\AAPL\2023\02\AAPL_20230227.parquet,11079,1eed977df56faa63bcc9346d5ba1818a0b4f5a5e11fbb0bb328da0bc1df41e6d
