feature,importance
ib_range_bps,14134.82542526722
oi_diff,7118.91607606411
dist_ib_high_bps,4572.404333472252
dist_ib_low_bps,3966.2122274637222
iv_diff,3763.4311584234238
minute,2564.4581919908524
ret_30m_bps,2023.2158279418945
nearest_level_abs_bps,1829.4780200719833
iv_diff_chg_15m,1291.9066922664642
ret_15m_bps,1284.4744517803192
iv_diff_chg_25m,1251.467787861824
ret_5m_bps,1231.5311572551727
ret_1m_bps,1228.0818158388138
spread_pct_diff_chg_25m,1202.821949005127
spread_pct_diff_chg_15m,1188.5974683761597
iv_diff_chg_5m,1064.7416911125183
spread_pct_diff_chg_5m,1026.6321692466736
spread_pct_diff,1003.6173759698868
volume_diff,995.032524228096
abs_delta_diff,991.176041841507
vega_diff,990.8963316679001
volume_diff_chg_25m,892.5788714885712
volume_diff_chg_15m,875.4765005111694
volume_diff_chg_5m,851.5143849849701
vega_diff_chg_5m,831.0578331947327
abs_delta_diff_chg_5m,829.4426100254059
abs_delta_diff_chg_25m,794.3701921701431
vega_diff_chg_25m,738.926689863205
vega_diff_chg_15m,640.1968805789948
abs_delta_diff_chg_15m,632.8709998130798
