ticker,trades,win_rate,profit_factor,net_bps,min_month_trades,positive_months,objective_gate_pass
QQQ,118,0.5254237288135594,0.9697287329425407,-86.88017459386253,18,2,False
SPXW,119,0.5042016806722689,0.9509565465009991,-97.91720116820092,18,2,False
SPY,119,0.4957983193277311,0.955718482630145,-87.83881736608436,18,2,False
