ticker,trade_date,month,sensor_ticker,signal_pressure,base_side,direct_probability,orientation,side,entry_open,exit_open,underlying_return_bps,base_gross_bps,gross_bps,net_bps_1bp,net_bps_2bp,net_bps_3bp,net_bps
QQQ,20260203,202602,QQQ,0.015400000000000053,1,0.5816045818093563,1,1,617.47,613.01,-72.49235309133459,-72.49235309133459,-72.49235309133459,-73.49235309133459,-74.49235309133459,-75.49235309133459,-73.49235309133459
QQQ,20260204,202602,QQQ,0.0016500000000000958,1,0.6243490442868009,1,1,609.46,602.73,-111.039839459886,-111.039839459886,-111.039839459886,-112.039839459886,-113.039839459886,-114.039839459886,-112.039839459886
QQQ,20260205,202602,QQQ,0.0024000000000000132,1,0.5756464010284391,1,1,595.4,599.29,65.1217260942556,65.1217260942556,65.1217260942556,64.1217260942556,63.12172609425561,62.12172609425561,64.1217260942556
QQQ,20260206,202602,QQQ,-0.0043999999999999595,-1,0.5086205735391821,1,-1,604.29,608.22,64.8244346392103,-64.8244346392103,-64.8244346392103,-65.8244346392103,-66.8244346392103,-67.8244346392103,-65.8244346392103
QQQ,20260209,202602,QQQ,-0.013149999999999995,-1,0.3380479861437859,-1,1,612.26,615.2,47.90389295319015,-47.90389295319015,47.90389295319015,46.90389295319015,45.90389295319015,44.90389295319015,46.90389295319015
QQQ,20260210,202602,QQQ,-0.004749999999999949,-1,0.5220124723114563,1,-1,615.92,613.38,-41.324389728163624,41.324389728163624,41.324389728163624,40.324389728163624,39.324389728163624,38.324389728163624,40.324389728163624
QQQ,20260211,202602,QQQ,-0.010449999999999987,-1,0.3170586906912835,-1,1,609.93,612.6,43.67997914433959,-43.67997914433959,43.67997914433959,42.67997914433959,41.67997914433959,40.67997914433959,42.67997914433959
QQQ,20260212,202602,QQQ,0.01344999999999999,1,0.6358920779950537,1,1,610.6,602.69,-130.39111952082558,-130.39111952082558,-130.39111952082558,-131.39111952082558,-132.39111952082558,-133.39111952082558,-131.39111952082558
QQQ,20260213,202602,QQQ,-0.005449999999999955,-1,0.5078238539853058,1,-1,604.74,606.24,24.7733367544911,-24.7733367544911,-24.7733367544911,-25.7733367544911,-26.7733367544911,-27.7733367544911,-25.7733367544911
QQQ,20260217,202602,QQQ,0.013649999999999995,1,0.6141447544195133,1,1,594.03,601.1,118.31486907303555,118.31486907303555,118.31486907303555,117.31486907303555,116.31486907303555,115.31486907303555,117.31486907303555
QQQ,20260218,202602,QQQ,0.010400000000000048,1,0.4871932026649834,-1,-1,607.66,608.2,8.882602199354134,8.882602199354134,-8.882602199354134,-9.882602199354134,-10.882602199354134,-11.882602199354134,-9.882602199354134
QQQ,20260219,202602,QQQ,-0.011750000000000094,-1,0.3447331877627843,-1,1,604.99,601.44,-58.851491527494396,58.851491527494396,-58.851491527494396,-59.851491527494396,-60.851491527494396,-61.851491527494396,-59.851491527494396
QQQ,20260220,202602,QQQ,0.01590000000000008,1,0.7362522569963259,1,1,605.42,606.55,18.647331657369936,18.647331657369936,18.647331657369936,17.647331657369936,16.647331657369936,15.647331657369936,17.647331657369936
QQQ,20260223,202602,QQQ,0.007899999999999963,1,0.538486558221107,1,1,603.19,602.31,-14.599753733922455,-14.599753733922455,-14.599753733922455,-15.599753733922455,-16.599753733922455,-17.599753733922455,-15.599753733922455
QQQ,20260224,202602,QQQ,-0.006249999999999978,-1,0.4948742895891787,-1,1,606.9,607.86,15.805594518316997,-15.805594518316997,15.805594518316997,14.805594518316997,13.805594518316997,12.805594518316997,14.805594518316997
QQQ,20260225,202602,QQQ,-0.0016499999999999848,-1,0.5108764617455874,1,-1,614.29,615.38,17.72833826121944,-17.72833826121944,-17.72833826121944,-18.72833826121944,-19.72833826121944,-20.72833826121944,-18.72833826121944
QQQ,20260226,202602,QQQ,9.999999999998899e-05,1,0.5040249584696994,1,1,605.01,606.47,24.102762023544372,24.102762023544372,24.102762023544372,23.102762023544372,22.102762023544372,21.102762023544372,23.102762023544372
QQQ,20260227,202602,QQQ,0.00034999999999996145,1,0.5299531180508579,1,1,606.51,605.08,-23.60535600346414,-23.60535600346414,-23.60535600346414,-24.60535600346414,-25.60535600346414,-26.60535600346414,-24.60535600346414
QQQ,20260302,202603,QQQ,0.0026500000000000135,1,0.5620086101548065,1,1,604.37,608.0,59.882888021369894,59.882888021369894,59.882888021369894,58.882888021369894,57.882888021369894,56.882888021369894,58.882888021369894
QQQ,20260303,202603,QQQ,-0.016350000000000087,-1,0.38568807747433725,-1,1,593.27,602.45,153.5506702158532,-153.5506702158532,153.5506702158532,152.5506702158532,151.5506702158532,150.5506702158532,152.5506702158532
QQQ,20260304,202603,QQQ,0.0072500000000000064,1,0.5743781163193976,1,1,610.39,612.39,32.712373174220474,32.712373174220474,32.712373174220474,31.712373174220474,30.712373174220474,29.712373174220474,31.712373174220474
QQQ,20260305,202603,QQQ,0.000250000000000028,1,0.48149797790090276,-1,-1,607.14,603.13,-66.2664475539595,-66.2664475539595,66.2664475539595,65.2664475539595,64.2664475539595,63.266447553959495,65.2664475539595
QQQ,20260306,202603,QQQ,-0.007949999999999957,-1,0.48111366202883876,-1,1,604.66,603.88,-12.908138883329883,12.908138883329883,-12.908138883329883,-13.908138883329883,-14.908138883329883,-15.908138883329883,-13.908138883329883
QQQ,20260309,202603,QQQ,-0.006199999999999983,-1,0.5838768572400767,1,-1,594.34,598.58,71.086373853758,-71.086373853758,-71.086373853758,-72.086373853758,-73.086373853758,-74.086373853758,-72.086373853758
QQQ,20260311,202603,QQQ,0.007000000000000062,1,0.5740504429300826,1,1,607.72,607.93,3.4549418350481855,3.4549418350481855,3.4549418350481855,2.4549418350481855,1.4549418350481855,0.45494183504818553,2.4549418350481855
QQQ,20260312,202603,QQQ,0.006949999999999901,1,0.5300128819909882,1,1,599.07,600.47,23.342291806408227,23.342291806408227,23.342291806408227,22.342291806408227,21.342291806408227,20.342291806408227,22.342291806408227
QQQ,20260313,202603,QQQ,-0.010599999999999887,-1,0.4109100702883338,-1,1,599.7,594.37,-89.2750910787873,89.2750910787873,-89.2750910787873,-90.2750910787873,-91.2750910787873,-92.2750910787873,-90.2750910787873
QQQ,20260316,202603,QQQ,0.01910000000000006,1,0.5243470317048243,1,1,600.85,600.93,1.331358486879479,1.331358486879479,1.331358486879479,0.331358486879479,-0.668641513120521,-1.668641513120521,0.331358486879479
QQQ,20260317,202603,QQQ,-0.001449999999999979,-1,0.4515340986387601,-1,1,605.15,603.65,-24.818014062164387,24.818014062164387,-24.818014062164387,-25.818014062164387,-26.818014062164387,-27.818014062164387,-25.818014062164387
QQQ,20260318,202603,QQQ,-0.020799999999999985,-1,0.41755980035415124,-1,1,599.34,599.82,8.005604350310694,-8.005604350310694,8.005604350310694,7.005604350310694,6.005604350310694,5.005604350310694,7.005604350310694
QQQ,20260319,202603,QQQ,-0.018000000000000016,-1,0.48965164241242165,-1,1,592.19,589.67,-42.6447095087161,42.6447095087161,-42.6447095087161,-43.6447095087161,-44.6447095087161,-45.6447095087161,-43.6447095087161
QQQ,20260320,202603,QQQ,-0.024700000000000027,-1,0.37945270487544225,-1,1,587.01,584.08,-50.03895710286604,50.03895710286604,-50.03895710286604,-51.03895710286604,-52.03895710286604,-53.03895710286604,-51.03895710286604
QQQ,20260323,202603,QQQ,-0.0018500000000001293,-1,0.4992207674258625,-1,1,594.06,589.52,-76.71677903734316,76.71677903734316,-76.71677903734316,-77.71677903734316,-78.71677903734316,-79.71677903734316,-77.71677903734316
QQQ,20260324,202603,QQQ,0.0018500000000000183,1,0.5127568374973853,1,1,584.1,583.06,-17.821040392821573,-17.821040392821573,-17.821040392821573,-18.821040392821573,-19.821040392821573,-20.821040392821573,-18.821040392821573
QQQ,20260325,202603,QQQ,-0.010199999999999987,-1,0.4789056939205276,-1,1,590.54,589.31,-20.85011561801078,20.85011561801078,-20.85011561801078,-21.85011561801078,-22.85011561801078,-23.85011561801078,-21.85011561801078
QQQ,20260326,202603,QQQ,-0.005950000000000066,-1,0.4746040340586804,-1,1,583.15,577.95,-89.57083396782511,89.57083396782511,-89.57083396782511,-90.57083396782511,-91.57083396782511,-92.57083396782511,-90.57083396782511
QQQ,20260327,202603,QQQ,-0.00754999999999989,-1,0.5330825345507517,1,-1,566.79,564.83,-34.64063837607662,34.64063837607662,34.64063837607662,33.64063837607662,32.64063837607662,31.640638376076623,33.64063837607662
QQQ,20260330,202603,QQQ,0.000150000000000039,1,0.5035445756804842,1,1,562.33,559.25,-54.922658077747194,-54.922658077747194,-54.922658077747194,-55.922658077747194,-56.922658077747194,-57.922658077747194,-55.922658077747194
QQQ,20260331,202603,QQQ,0.0007999999999998564,1,0.5176129165964737,1,1,568.26,575.74,130.77109434305405,130.77109434305405,130.77109434305405,129.77109434305405,128.77109434305405,127.77109434305405,129.77109434305405
QQQ,20260402,202604,QQQ,-0.005849999999999966,-1,0.30331527392639357,-1,1,581.47,582.95,25.420394650995355,-25.420394650995355,25.420394650995355,24.420394650995355,23.420394650995355,22.420394650995355,24.420394650995355
QQQ,20260406,202604,QQQ,0.0019000000000000405,1,0.5070675906171266,1,1,588.46,587.28,-20.07247174016565,-20.07247174016565,-20.07247174016565,-21.07247174016565,-22.07247174016565,-23.07247174016565,-21.07247174016565
QQQ,20260407,202604,QQQ,-0.002799999999999969,-1,0.4931261697031408,-1,1,582.29,586.19,66.75363689828575,-66.75363689828575,66.75363689828575,65.75363689828575,64.75363689828575,63.75363689828575,65.75363689828575
QQQ,20260408,202604,QQQ,-0.0006499999999999007,-1,0.4927480920086873,-1,1,604.74,605.9,19.16342356101764,-19.16342356101764,19.16342356101764,18.16342356101764,17.16342356101764,16.16342356101764,18.16342356101764
QQQ,20260410,202604,QQQ,-0.003149999999999986,-1,0.4641456083018727,-1,1,612.73,609.95,-45.47395541905399,45.47395541905399,-45.47395541905399,-46.47395541905399,-47.47395541905399,-48.47395541905399,-46.47395541905399
QQQ,20260413,202604,QQQ,-0.009649999999999992,-1,0.4224280452116471,-1,1,611.32,614.41,50.41904083039928,-50.41904083039928,50.41904083039928,49.41904083039928,48.41904083039928,47.41904083039928,49.41904083039928
QQQ,20260414,202604,QQQ,0.0035499999999999976,1,0.503492483894303,1,1,623.95,627.32,53.865403123605496,53.865403123605496,53.865403123605496,52.865403123605496,51.865403123605496,50.865403123605496,52.865403123605496
QQQ,20260416,202604,QQQ,-0.009649999999999964,-1,0.4803744788526576,-1,1,637.56,639.91,36.791512142430356,-36.791512142430356,36.791512142430356,35.791512142430356,34.791512142430356,33.791512142430356,35.791512142430356
QQQ,20260417,202604,QQQ,-0.018150000000000027,-1,0.33448389751738156,-1,1,647.56,647.14,-6.487989723223123,6.487989723223123,-6.487989723223123,-7.487989723223123,-8.487989723223123,-9.487989723223123,-7.487989723223123
QQQ,20260420,202604,QQQ,-0.0002999999999999947,-1,0.5125879734493393,1,-1,646.2,645.51,-10.683513569285836,10.683513569285836,10.683513569285836,9.683513569285836,8.683513569285836,7.683513569285836,9.683513569285836
QQQ,20260421,202604,QQQ,-0.005699999999999983,-1,0.49041373982607506,-1,1,649.36,644.72,-71.71148436664379,71.71148436664379,-71.71148436664379,-72.71148436664379,-73.71148436664379,-74.71148436664379,-72.71148436664379
QQQ,20260422,202604,QQQ,0.006599999999999995,1,0.5318772139746188,1,1,651.77,653.97,33.69739889681814,33.69739889681814,33.69739889681814,32.69739889681814,31.697398896818143,30.697398896818143,32.69739889681814
QQQ,20260423,202604,QQQ,-0.0025500000000000522,-1,0.48015290361149665,-1,1,654.14,651.34,-42.89616529584482,42.89616529584482,-42.89616529584482,-43.89616529584482,-44.89616529584482,-45.89616529584482,-43.89616529584482
QQQ,20260424,202604,QQQ,-0.0014999999999999736,-1,0.4976628612841595,-1,1,658.18,663.11,74.62438796119743,-74.62438796119743,74.62438796119743,73.62438796119743,72.62438796119743,71.62438796119743,73.62438796119743
QQQ,20260427,202604,QQQ,0.00244999999999998,1,0.47249953569770164,-1,-1,662.89,663.88,14.923463505136995,14.923463505136995,-14.923463505136995,-15.923463505136995,-16.923463505136993,-17.923463505136993,-15.923463505136995
QQQ,20260428,202604,QQQ,0.013249999999999929,1,0.4912367281085152,-1,-1,656.27,656.28,0.15237514761575563,0.15237514761575563,-0.15237514761575563,-1.1523751476157555,-2.1523751476157558,-3.1523751476157558,-1.1523751476157555
QQQ,20260429,202604,QQQ,0.002899999999999958,1,0.4351109876703891,-1,-1,660.74,658.81,-29.25241750986358,-29.25241750986358,29.25241750986358,28.25241750986358,27.25241750986358,26.25241750986358,28.25241750986358
QQQ,20260430,202604,QQQ,0.0034500000000001196,1,0.5632624030247267,1,1,659.1,665.22,92.42544953640984,92.42544953640984,92.42544953640984,91.42544953640984,90.42544953640984,89.42544953640984,91.42544953640984
QQQ,20260501,202605,QQQ,0.018449999999999994,1,0.5336010832480558,1,1,673.27,674.94,24.773601354527052,24.773601354527052,24.773601354527052,23.773601354527052,22.773601354527052,21.773601354527052,23.773601354527052
QQQ,20260504,202605,QQQ,-0.011249999999999982,-1,0.3824399594296663,-1,1,675.56,672.38,-47.18319657508429,47.18319657508429,-47.18319657508429,-48.18319657508429,-49.18319657508429,-50.18319657508429,-48.18319657508429
QQQ,20260505,202605,QQQ,0.0012999999999999956,1,0.5040934863413302,1,1,681.32,681.59,3.962110536015362,3.962110536015362,3.962110536015362,2.962110536015362,1.962110536015362,0.9621105360153619,2.962110536015362
QQQ,20260506,202605,QQQ,-0.025699999999999945,-1,0.3520594851946161,-1,1,690.19,692.74,36.87826412056833,-36.87826412056833,36.87826412056833,35.87826412056833,34.87826412056833,33.87826412056833,35.87826412056833
QQQ,20260507,202605,QQQ,0.007049999999999945,1,0.5370433378141273,1,1,699.38,693.87,-79.09605205509801,-79.09605205509801,-79.09605205509801,-80.09605205509801,-81.09605205509801,-82.09605205509801,-80.09605205509801
QQQ,20260508,202605,QQQ,-0.005749999999999977,-1,0.4630918457084242,-1,1,704.83,710.36,78.15244803557633,-78.15244803557633,78.15244803557633,77.15244803557633,76.15244803557633,75.15244803557633,77.15244803557633
QQQ,20260511,202605,QQQ,-0.008750000000000008,-1,0.39745289308702925,-1,1,710.9,713.95,42.811589408669356,-42.811589408669356,42.811589408669356,41.811589408669356,40.811589408669356,39.811589408669356,41.811589408669356
QQQ,20260512,202605,QQQ,0.00965000000000013,1,0.4768401564535546,-1,-1,703.47,700.38,-44.02186829298029,-44.02186829298029,44.02186829298029,43.02186829298029,42.02186829298029,41.02186829298029,43.02186829298029
QQQ,20260513,202605,QQQ,-0.006999999999999951,-1,0.5095497910860605,1,-1,709.79,714.35,64.03886673641537,-64.03886673641537,-64.03886673641537,-65.03886673641537,-66.03886673641537,-67.03886673641537,-65.03886673641537
QQQ,20260514,202605,QQQ,-0.0011499999999999844,-1,0.5208711470094467,1,-1,718.64,719.36,10.01390904265642,-10.01390904265642,-10.01390904265642,-11.01390904265642,-12.01390904265642,-13.01390904265642,-11.01390904265642
QQQ,20260515,202605,QQQ,0.00044999999999989493,1,0.49689746946584146,-1,-1,711.38,714.06,37.60246882101201,37.60246882101201,-37.60246882101201,-38.60246882101201,-39.60246882101201,-40.60246882101201,-38.60246882101201
QQQ,20260518,202605,QQQ,0.009750000000000092,1,0.6178607029819151,1,1,703.02,702.83,-2.702991089472118,-2.702991089472118,-2.702991089472118,-3.702991089472118,-4.702991089472118,-5.702991089472118,-3.702991089472118
QQQ,20260519,202605,QQQ,-0.003100000000000047,-1,0.5638081860689277,1,-1,696.43,705.59,130.6704659997063,-130.6704659997063,-130.6704659997063,-131.6704659997063,-132.6704659997063,-133.6704659997063,-131.6704659997063
QQQ,20260520,202605,QQQ,-0.00835000000000008,-1,0.5229038231460635,1,-1,708.15,710.85,38.0550142130157,-38.0550142130157,-38.0550142130157,-39.0550142130157,-40.0550142130157,-41.0550142130157,-39.0550142130157
QQQ,20260521,202605,QQQ,-0.002650000000000041,-1,0.529035645912025,1,-1,708.97,714.7,80.49661706097258,-80.49661706097258,-80.49661706097258,-81.49661706097258,-82.49661706097258,-83.49661706097258,-81.49661706097258
QQQ,20260522,202605,QQQ,-0.007150000000000073,-1,0.4823561222945762,-1,1,718.36,721.14,38.62457042216804,-38.62457042216804,38.62457042216804,37.62457042216804,36.62457042216804,35.62457042216804,37.62457042216804
QQQ,20260526,202605,QQQ,-0.0040499999999999425,-1,0.47260313333506593,-1,1,730.79,728.0,-38.25092579170584,38.25092579170584,-38.25092579170584,-39.25092579170584,-40.25092579170584,-41.25092579170584,-39.25092579170584
QQQ,20260527,202605,QQQ,-0.008200000000000068,-1,0.4669162216346223,-1,1,727.33,727.82,6.734701144492562,-6.734701144492562,6.734701144492562,5.734701144492562,4.734701144492562,3.734701144492562,5.734701144492562
QQQ,20260528,202605,QQQ,0.004149999999999987,1,0.6239954227822286,1,1,731.42,735.37,53.85923749847691,53.85923749847691,53.85923749847691,52.85923749847691,51.85923749847691,50.85923749847691,52.85923749847691
QQQ,20260529,202605,QQQ,-0.014649999999999969,-1,0.42309949723650925,-1,1,738.48,737.47,-13.686102613937448,13.686102613937448,-13.686102613937448,-14.686102613937448,-15.686102613937448,-16.68610261393745,-14.686102613937448
QQQ,20260601,202606,QQQ,-0.013949999999999907,-1,0.4972385745834897,-1,1,738.92,742.93,54.1216693761875,-54.1216693761875,54.1216693761875,53.1216693761875,52.1216693761875,51.1216693761875,53.1216693761875
QQQ,20260602,202606,QQQ,-0.010749999999999982,-1,0.387020225919811,-1,1,743.44,744.19,10.083153251061175,-10.083153251061175,10.083153251061175,9.083153251061175,8.083153251061175,7.083153251061175,9.083153251061175
QQQ,20260603,202606,QQQ,0.006500000000000061,1,0.5834742964832367,1,1,745.7,743.42,-30.62213631753957,-30.62213631753957,-30.62213631753957,-31.62213631753957,-32.62213631753957,-33.62213631753957,-31.62213631753957
QQQ,20260604,202606,QQQ,0.0017500000000000293,1,0.5548876174054705,1,1,736.24,741.67,73.48247773552224,73.48247773552224,73.48247773552224,72.48247773552224,71.48247773552224,70.48247773552224,72.48247773552224
QQQ,20260605,202606,QQQ,-0.012999999999999984,-1,0.4332869245547919,-1,1,727.29,716.3,-152.26223961170137,152.26223961170137,-152.26223961170137,-153.26223961170137,-154.26223961170137,-155.26223961170137,-153.26223961170137
QQQ,20260608,202606,QQQ,-0.003000000000000058,-1,0.5745881789697876,1,-1,718.94,718.09,-11.8299562170551,11.8299562170551,11.8299562170551,10.8299562170551,9.8299562170551,8.8299562170551,10.8299562170551
QQQ,20260609,202606,QQQ,0.008449999999999958,1,0.5065385574980021,1,1,715.11,699.75,-217.13248619185066,-217.13248619185066,-217.13248619185066,-218.13248619185066,-219.13248619185066,-220.13248619185066,-218.13248619185066
QQQ,20260610,202606,QQQ,-0.012500000000000011,-1,0.6015287148174538,1,-1,710.74,696.46,-202.96319223873618,202.96319223873618,202.96319223873618,201.96319223873618,200.96319223873618,199.96319223873618,201.96319223873618
QQQ,20260611,202606,QQQ,0.0021500000000002073,1,0.6089247646485697,1,1,702.55,709.5,98.43923547748092,98.43923547748092,98.43923547748092,97.43923547748092,96.43923547748092,95.43923547748092,97.43923547748092
QQQ,20260612,202606,QQQ,-0.003550000000000053,-1,0.5049491593436106,1,-1,719.49,722.33,39.39470492752571,-39.39470492752571,-39.39470492752571,-40.39470492752571,-41.39470492752571,-42.39470492752571,-40.39470492752571
QQQ,20260615,202606,QQQ,-0.0025499999999999967,-1,0.529242294474326,1,-1,740.68,744.05,45.395537064441704,-45.395537064441704,-45.395537064441704,-46.395537064441704,-47.395537064441704,-48.395537064441704,-46.395537064441704
QQQ,20260616,202606,QQQ,0.009250000000000036,1,0.4516071800889779,-1,-1,737.84,733.15,-63.76679504375269,-63.76679504375269,63.76679504375269,62.76679504375269,61.76679504375269,60.76679504375269,62.76679504375269
QQQ,20260617,202606,QQQ,0.013849999999999918,1,0.5073472400649969,1,1,733.59,732.16,-19.51220131261805,-19.51220131261805,-19.51220131261805,-20.51220131261805,-21.51220131261805,-22.51220131261805,-20.51220131261805
QQQ,20260618,202606,QQQ,-0.010549999999999976,-1,0.43127851636993914,-1,1,735.83,740.37,61.509474514466305,-61.509474514466305,61.509474514466305,60.509474514466305,59.509474514466305,58.509474514466305,60.509474514466305
QQQ,20260622,202606,QQQ,0.006699999999999873,1,0.49090608774361877,-1,-1,739.77,736.28,-47.288459111925015,-47.288459111925015,47.288459111925015,46.288459111925015,45.288459111925015,44.288459111925015,46.288459111925015
QQQ,20260623,202606,QQQ,0.003950000000000065,1,0.5400948818026333,1,1,720.72,719.74,-13.606766605126813,-13.606766605126813,-13.606766605126813,-14.606766605126813,-15.606766605126813,-16.606766605126815,-14.606766605126813
QQQ,20260624,202606,QQQ,-0.008700000000000041,-1,0.4690880947011193,-1,1,716.84,708.53,-116.60262462768637,116.60262462768637,-116.60262462768637,-117.60262462768637,-118.60262462768637,-119.60262462768637,-117.60262462768637
QQQ,20260625,202606,QQQ,-0.010999999999999788,-1,0.4052469325270894,-1,1,714.32,716.15,25.58601016913082,-25.58601016913082,25.58601016913082,24.58601016913082,23.58601016913082,22.58601016913082,24.58601016913082
QQQ,20260626,202606,QQQ,-0.000500000000000167,-1,0.5346770569135091,1,-1,711.65,712.71,14.88388041906216,-14.88388041906216,-14.88388041906216,-15.88388041906216,-16.88388041906216,-17.88388041906216,-15.88388041906216
QQQ,20260629,202606,QQQ,-0.004750000000000032,-1,0.42222164172806803,-1,1,713.89,722.69,122.51472346841535,-122.51472346841535,122.51472346841535,121.51472346841535,120.51472346841535,119.51472346841535,121.51472346841535
QQQ,20260702,202607,QQQ,0.007699999999999985,1,0.36373456747770744,-1,-1,721.31,709.79,-160.99851632923878,-160.99851632923878,160.99851632923878,159.99851632923878,158.99851632923878,157.99851632923878,159.99851632923878
QQQ,20260706,202607,QQQ,-0.012450000000000044,-1,0.4090564804427228,-1,1,724.79,722.21,-35.660023967097914,35.660023967097914,-35.660023967097914,-36.660023967097914,-37.660023967097914,-38.660023967097914,-36.660023967097914
QQQ,20260708,202607,QQQ,-0.0040000000000000036,-1,0.48111675543684973,-1,1,706.6,710.83,59.68566429914413,-59.68566429914413,59.68566429914413,58.68566429914413,57.68566429914413,56.68566429914413,58.68566429914413
QQQ,20260709,202607,QQQ,-0.009249999999999925,-1,0.42723373147445737,-1,1,718.88,723.78,67.93033483497575,-67.93033483497575,67.93033483497575,66.93033483497575,65.93033483497575,64.93033483497575,66.93033483497575
QQQ,20260713,202607,QQQ,0.0041500000000000425,1,0.6386649917722967,1,1,717.29,712.97,-60.40878074177796,-60.40878074177796,-60.40878074177796,-61.40878074177796,-62.40878074177796,-63.40878074177796,-61.40878074177796
QQQ,20260714,202607,QQQ,-0.02729999999999999,-1,0.30173182931661224,-1,1,719.42,720.7,17.776301100789436,-17.776301100789436,17.776301100789436,16.776301100789436,15.776301100789436,14.776301100789436,16.776301100789436
