month,ticker,arm,train_events,test_events,scheduler_rejections,trades,win_rate,profit_factor,pnl,minimum_hold,maximum_hold,max_drawdown,call_rate,put_rate,positive_month,gate_pass
202303,QQQ,M0_PATH,3110,389,344,45,0.37777777777777777,1.0512826983688388,0.5369023196478531,30.0,180.0,3.584759503376824,0.6888888888888889,0.3111111111111111,True,False
202303,QQQ,M1_SYNTH_GREEKS,3110,389,344,45,0.35555555555555557,0.9362536639231521,-0.7149936145807609,30.0,158.0,3.9759638838679585,0.7111111111111111,0.28888888888888886,False,False
202303,SPY,M0_PATH,3572,372,349,23,0.43478260869565216,1.9906874355531792,3.396497114058289,30.0,128.0,2.0080247625849696,0.6956521739130435,0.30434782608695654,True,False
202303,SPY,M1_SYNTH_GREEKS,3572,372,349,23,0.391304347826087,1.195029306308907,0.6865120024141591,30.0,59.0,2.042174294396965,0.6956521739130435,0.30434782608695654,True,False
202304,SPXW,M0_PATH,4575,404,338,66,0.3939393939393939,0.9824844704307103,-0.2615823784419744,30.0,165.0,5.874993058024567,0.7727272727272727,0.22727272727272727,False,False
202304,SPXW,M1_SYNTH_GREEKS,4575,404,333,71,0.39436619718309857,0.9136251181737063,-1.3403475677708507,30.0,105.0,4.286572664445926,0.7605633802816901,0.23943661971830985,False,False
202304,QQQ,M0_PATH,3499,365,331,34,0.47058823529411764,0.7460844622401712,-2.7799482964842674,30.0,165.0,5.16232631622011,0.8529411764705882,0.14705882352941177,False,False
202304,QQQ,M1_SYNTH_GREEKS,3499,365,332,33,0.45454545454545453,0.7956485707880042,-2.196982249648138,30.0,180.0,4.792538557090651,0.8787878787878788,0.12121212121212122,False,False
202304,SPY,M0_PATH,3944,433,414,19,0.3157894736842105,0.9306610609119464,-0.23371218694801987,30.0,129.0,2.4823793875712297,0.8947368421052632,0.10526315789473684,False,False
202304,SPY,M1_SYNTH_GREEKS,3944,433,414,19,0.3157894736842105,0.6655499878370396,-1.094034326754076,30.0,32.0,2.337493012630072,0.8947368421052632,0.10526315789473684,False,False
202305,SPXW,M0_PATH,4979,386,325,61,0.4262295081967213,0.9934452260167765,-0.10913230077109182,30.0,140.0,4.0850385032180165,0.6885245901639344,0.3114754098360656,False,False
202305,SPXW,M1_SYNTH_GREEKS,4979,386,321,65,0.4153846153846154,0.9985778040905919,-0.023435231300256376,30.0,140.0,4.8051629582951705,0.6923076923076923,0.3076923076923077,False,False
202305,QQQ,M0_PATH,3864,395,351,44,0.5227272727272727,1.1859954104429955,1.6440094583933846,30.0,138.0,3.574325197281886,0.5681818181818182,0.4318181818181818,True,False
202305,QQQ,M1_SYNTH_GREEKS,3864,395,352,43,0.5116279069767442,1.0885629936015646,0.857926077058456,30.0,180.0,3.7984278538301837,0.5813953488372093,0.4186046511627907,True,False
202305,SPY,M0_PATH,4377,417,395,22,0.3181818181818182,0.8408591144849111,-0.8357118252540323,30.0,170.0,2.586899088413253,0.6818181818181818,0.3181818181818182,False,False
202305,SPY,M1_SYNTH_GREEKS,4377,417,395,22,0.2727272727272727,0.6371847106014122,-1.9449030357371453,30.0,170.0,3.3938777398359754,0.6818181818181818,0.3181818181818182,False,False
202306,SPXW,M0_PATH,5365,386,320,66,0.3484848484848485,0.5339448512892909,-9.437521578153657,30.0,153.0,11.832219010633208,0.6818181818181818,0.3181818181818182,False,False
202306,SPXW,M1_SYNTH_GREEKS,5365,386,319,67,0.373134328358209,0.6591751472678841,-6.634176324044162,30.0,153.0,9.44061263779456,0.6865671641791045,0.31343283582089554,False,False
202306,QQQ,M0_PATH,4259,321,284,37,0.2702702702702703,0.5377389488529999,-5.6982759610924845,30.0,180.0,7.05827585618831,0.7567567567567568,0.24324324324324326,False,False
202306,QQQ,M1_SYNTH_GREEKS,4259,321,284,37,0.2972972972972973,0.5965701391384722,-4.773896558489484,30.0,180.0,6.13389645358531,0.7567567567567568,0.24324324324324326,False,False
202306,SPY,M0_PATH,4794,364,344,20,0.75,3.156373373763146,4.36245648889222,30.0,138.0,0.666666681718344,0.9,0.1,True,True
202306,SPY,M1_SYNTH_GREEKS,4794,364,344,20,0.65,2.69995295811804,4.217442761647548,30.0,138.0,0.9939394149022756,0.9,0.1,True,True
202307,SPXW,M0_PATH,5751,330,278,52,0.3076923076923077,0.6496926191859577,-6.637440607044932,30.0,109.0,10.965680676140629,0.7115384615384616,0.28846153846153844,False,False
202307,SPXW,M1_SYNTH_GREEKS,5751,330,275,55,0.32727272727272727,0.6309756005491991,-7.428288633383776,30.0,109.0,12.053714674504418,0.7272727272727273,0.2727272727272727,False,False
202307,QQQ,M0_PATH,4580,249,217,32,0.5625,1.942134224395163,4.991816298799659,30.0,67.0,1.563050020650357,0.53125,0.46875,True,True
202307,QQQ,M1_SYNTH_GREEKS,4580,249,217,32,0.53125,1.7762093425355678,4.569329201429982,30.0,180.0,1.5450885639122331,0.53125,0.46875,True,True
202307,SPY,M0_PATH,5158,397,378,19,0.21052631578947367,0.1968491066040855,-5.981249641607771,30.0,180.0,5.981249641607771,0.7368421052631579,0.2631578947368421,False,False
202307,SPY,M1_SYNTH_GREEKS,5158,397,378,19,0.21052631578947367,0.20963748617359354,-5.88601163422233,30.0,180.0,5.88601163422233,0.7368421052631579,0.2631578947368421,False,False
202308,SPXW,M0_PATH,6081,398,317,81,0.3333333333333333,0.7780503696199638,-4.88693731513496,30.0,151.0,8.477852614026137,0.7654320987654321,0.2345679012345679,False,False
202308,SPXW,M1_SYNTH_GREEKS,6081,398,315,83,0.3373493975903614,0.8986950985981155,-2.2637086324690445,30.0,72.0,7.179495336062914,0.7710843373493976,0.2289156626506024,False,False
202308,QQQ,M0_PATH,4829,412,370,42,0.3333333333333333,0.7842544146876446,-2.2230006681449543,30.0,180.0,4.277818825071016,0.7619047619047619,0.23809523809523808,False,False
202308,QQQ,M1_SYNTH_GREEKS,4829,412,369,43,0.3488372093023256,0.9063214625226891,-1.0257945104830681,30.0,180.0,4.24589652916883,0.7674418604651163,0.23255813953488372,False,False
202308,SPY,M0_PATH,5555,405,383,22,0.36363636363636365,0.867856927516273,-0.7188731429952985,30.0,152.0,2.5860635141903416,0.7272727272727273,0.2727272727272727,False,False
202308,SPY,M1_SYNTH_GREEKS,5555,405,383,22,0.22727272727272727,0.5082455166717224,-3.09430634337708,30.0,48.0,5.0260127815808175,0.7272727272727273,0.2727272727272727,False,False
202309,SPXW,M0_PATH,6479,404,337,67,0.373134328358209,0.966595884862524,-0.5911061345837862,30.0,132.0,3.6534578097660013,0.6865671641791045,0.31343283582089554,False,False
202309,SPXW,M1_SYNTH_GREEKS,6479,404,336,68,0.39705882352941174,0.8149072051381105,-3.4917058674579415,30.0,132.0,4.7871295296081255,0.6911764705882353,0.3088235294117647,False,False
202309,QQQ,M0_PATH,5241,344,306,38,0.39473684210526316,1.0060445824903914,0.053478666914343,30.0,180.0,3.2957086835404885,0.868421052631579,0.13157894736842105,True,False
202309,QQQ,M1_SYNTH_GREEKS,5241,344,304,40,0.4,1.060584584571159,0.48133894855028025,30.0,139.0,2.0804704088519124,0.825,0.175,True,False
202309,SPY,M0_PATH,5960,404,384,20,0.35,0.8453337491779396,-0.6693422245771286,30.0,131.0,1.742772131718207,0.7,0.3,False,False
202309,SPY,M1_SYNTH_GREEKS,5960,404,384,20,0.45,1.2397501440876288,0.8602128168886125,30.0,131.0,1.6335378888645495,0.7,0.3,True,False
202310,SPXW,M0_PATH,6883,404,324,80,0.4125,1.220611067558267,4.3394054545776415,30.0,30.0,4.870398723017178,0.6875,0.3125,True,False
202310,SPXW,M1_SYNTH_GREEKS,6883,404,324,80,0.4125,1.220611067558267,4.3394054545776415,30.0,30.0,4.870398723017178,0.6875,0.3125,True,False
202310,QQQ,M0_PATH,5585,412,369,43,0.32558139534883723,0.5983954829028967,-4.640753105531697,30.0,105.0,5.901399959985649,0.6976744186046512,0.3023255813953488,False,False
202310,QQQ,M1_SYNTH_GREEKS,5585,412,369,43,0.3953488372093023,0.9976815948661598,-0.024033623033492435,30.0,82.0,4.137336226353649,0.6744186046511628,0.32558139534883723,False,False
202310,SPY,M0_PATH,6364,449,427,22,0.4090909090909091,1.7718039763048963,2.363469177767752,30.0,33.0,1.347504242521861,0.6818181818181818,0.3181818181818182,True,False
202310,SPY,M1_SYNTH_GREEKS,6364,449,427,22,0.45454545454545453,2.2968789437695065,4.17888910704298,30.0,55.0,1.347504242521861,0.6818181818181818,0.3181818181818182,True,True
202311,SPXW,M0_PATH,7287,367,300,67,0.34328358208955223,0.7415265169710961,-4.7387646686035305,30.0,106.0,7.300161315698991,0.7164179104477612,0.2835820895522388,False,False
202311,SPXW,M1_SYNTH_GREEKS,7287,367,300,67,0.373134328358209,0.8250150360921988,-2.9955955217341836,30.0,106.0,5.8118524071959765,0.7164179104477612,0.2835820895522388,False,False
202311,QQQ,M0_PATH,5997,373,335,38,0.34210526315789475,0.5203912624651695,-4.294229331506449,30.0,118.0,4.30379217182722,0.631578947368421,0.3684210526315789,False,False
202311,QQQ,M1_SYNTH_GREEKS,5997,373,335,38,0.3684210526315789,0.5795345341089778,-3.7058050534143323,30.0,93.0,4.025971422094922,0.631578947368421,0.3684210526315789,False,False
202311,SPY,M0_PATH,6813,365,346,19,0.47368421052631576,1.8014224652528574,2.5850759324247266,30.0,140.0,1.2258064748717397,0.8421052631578947,0.15789473684210525,True,True
202311,SPY,M1_SYNTH_GREEKS,6813,365,346,19,0.47368421052631576,1.3445801363496839,1.1590092627408661,30.0,140.0,1.2258064748717397,0.8421052631578947,0.15789473684210525,True,True
202312,SPXW,M0_PATH,7654,348,297,51,0.47058823529411764,1.2848011220539137,3.793455217514939,30.0,180.0,4.512890951553379,0.7254901960784313,0.27450980392156865,True,False
202312,SPXW,M1_SYNTH_GREEKS,7654,348,293,55,0.41818181818181815,1.1011535694246628,1.4212301376283194,30.0,180.0,4.51289095155338,0.7090909090909091,0.2909090909090909,True,False
202312,QQQ,M0_PATH,6370,326,291,35,0.37142857142857144,0.9452921643743015,-0.26520826516930895,30.0,180.0,1.981948809196976,0.6,0.4,False,False
202312,QQQ,M1_SYNTH_GREEKS,6370,326,291,35,0.37142857142857144,1.0786173300168624,0.4875199540843904,30.0,180.0,3.467321562999414,0.5714285714285714,0.42857142857142855,True,False
202312,SPY,M0_PATH,7178,396,376,20,0.45,0.7046311317859216,-1.3453256636631814,30.0,180.0,2.7934860224839766,0.7,0.3,False,False
202312,SPY,M1_SYNTH_GREEKS,7178,396,376,20,0.4,0.5480013427150727,-2.2104935089560787,30.0,180.0,3.1292421752565467,0.7,0.3,False,False
