arm,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
M0_PATH,POOLED,1478,0.06424880630265849,0.0944113614381847,True
M0_PATH,SPXW,780,0.11208153757130655,0.11858354422759845,True
M0_PATH,QQQ,454,0.12274256536269855,0.13541202905827818,True
M0_PATH,SPY,244,0.19125671846829093,0.19125671846829093,True
M1_SYNTH_GREEKS,POOLED,1502,0.0641503823775639,0.09119404983746345,True
M1_SYNTH_GREEKS,SPXW,802,0.1144817542904419,0.1211230008735097,True
M1_SYNTH_GREEKS,QQQ,456,0.1315513754747642,0.14052591175900087,True
M1_SYNTH_GREEKS,SPY,244,0.21102525971754704,0.21102525971754704,False
