feature,median
dte_days,0.0
minute,750.0
spot,6094.77001953125
underlying_volume,60.0
dist_ib_high_bps,-10.149557828922632
dist_ib_low_bps,23.467960036482815
dist_fib_127_up_bps,-22.187538321012422
dist_fib_161_up_bps,-37.23179972324409
dist_fib_200_up_bps,-54.61927482720964
dist_fib_127_dn_bps,34.45582903735725
dist_fib_161_dn_bps,50.356817104450286
dist_fib_200_dn_bps,68.04338543990929
nearest_level_abs_bps,4.841059594249193
ib_range_bps,43.7099164549265
ret_1m_bps,0.0
ret_5m_bps,0.11943616865739415
ret_15m_bps,0.43293675659361597
ret_30m_bps,0.9420900290579848
call_d15_available,1.0
call_d15_strike,6110.0
call_d15_strike_bps,35.135077538436256
call_d15_abs_delta,0.14810000360012054
call_d15_iv,0.1671999990940094
call_d15_mid_bps,2.575223032879688
call_d15_spread_pct,0.043478220306857156
call_d15_theta_over_mid,-10.449444431893248
call_d15_vega,28.022199630737305
call_d15_oi,1804.0
call_d15_volume,145.0
put_d15_available,1.0
put_d15_strike,6075.0
put_d15_strike_bps,-44.59420221318955
put_d15_abs_delta,0.14900000393390656
put_d15_iv,0.21364999562501907
put_d15_mid_bps,3.3739572210696087
put_d15_spread_pct,0.03636360168457031
put_d15_theta_over_mid,-10.220679513416957
put_d15_vega,28.260849952697754
put_d15_oi,1239.0
put_d15_volume,99.0
call_d25_available,1.0
call_d25_strike,6105.0
call_d25_strike_bps,23.076966750247287
call_d25_abs_delta,0.24879999458789825
call_d25_iv,0.1680999994277954
call_d25_mid_bps,5.025497019312118
call_d25_spread_pct,0.029850788758044536
call_d25_theta_over_mid,-7.385846139996562
call_d25_vega,38.581350326538086
call_d25_oi,1751.0
call_d25_volume,171.0
put_d25_available,1.0
put_d25_strike,6085.0
put_d25_strike_bps,-26.907935396565662
put_d25_abs_delta,0.24869999289512634
put_d25_iv,0.19745000451803207
put_d25_mid_bps,5.9697433289918695
put_d25_spread_pct,0.02816898759880855
put_d25_theta_over_mid,-7.259444621943182
put_d25_vega,38.58745002746582
put_d25_oi,1078.0
put_d25_volume,120.0
call_d35_available,1.0
call_d35_strike,6100.0
call_d35_strike_bps,13.715544324269802
call_d35_abs_delta,0.3488999903202057
call_d35_iv,0.17100000381469727
call_d35_mid_bps,8.085919035241432
call_d35_spread_pct,0.02409636339267007
call_d35_theta_over_mid,-5.475044476267019
call_d35_vega,45.03055000305176
call_d35_oi,1643.0
call_d35_volume,163.0
put_d35_available,1.0
put_d35_strike,6090.0
put_d35_strike_bps,-14.695136246116736
