feature,importance
ib_range_bps,11554.48926615715
oi_diff,4382.404630184174
dist_ib_high_bps,3790.1435762643814
dist_ib_low_bps,3270.3232967853546
minute,2927.195400118828
iv_diff,2798.3748372793198
nearest_level_abs_bps,1984.9693064689636
ret_30m_bps,1609.1726917028427
ret_15m_bps,1487.1035418510437
spread_pct_diff,1273.7892316579819
ret_5m_bps,1190.4007250070572
volume_diff,1160.6146681308746
volume_diff_chg_25m,1099.7220919132233
volume_diff_chg_15m,1093.0608724355698
spread_pct_diff_chg_25m,1051.1443380117416
iv_diff_chg_5m,1047.314019203186
volume_diff_chg_5m,1018.8830394744873
iv_diff_chg_25m,1017.95785176754
ret_1m_bps,1016.5020805597305
spread_pct_diff_chg_5m,963.5112104415894
iv_diff_chg_15m,954.2509795427322
vega_diff,881.4511504173279
spread_pct_diff_chg_15m,825.4481612443924
vega_diff_chg_5m,794.3670874834061
abs_delta_diff_chg_15m,716.9754070043564
abs_delta_diff_chg_5m,701.9542489051819
abs_delta_diff,687.3182090520859
abs_delta_diff_chg_25m,675.6175715923309
vega_diff_chg_15m,609.0317711830139
vega_diff_chg_25m,588.0017086267471
