feature,importance
ib_range_bps,12474.820454716682
oi_diff,4749.671846270561
dist_ib_high_bps,3300.863585829735
dist_ib_low_bps,3281.902443289757
minute,2716.3579090833664
iv_diff,2695.7340255975723
ret_30m_bps,1498.8461133241653
nearest_level_abs_bps,1349.113407611847
volume_diff,1027.177405834198
ret_15m_bps,1002.4975578784943
ret_5m_bps,987.9534094333649
spread_pct_diff,952.6715075969696
spread_pct_diff_chg_5m,940.9310387372971
ret_1m_bps,918.5512112379074
iv_diff_chg_15m,891.7141633033752
iv_diff_chg_5m,891.6140985488892
volume_diff_chg_5m,850.9466005563736
iv_diff_chg_25m,796.3165994882584
volume_diff_chg_15m,710.561970949173
abs_delta_diff,682.219820857048
volume_diff_chg_25m,681.952800989151
spread_pct_diff_chg_15m,681.7541600465775
vega_diff,676.7498292922974
spread_pct_diff_chg_25m,650.9930908679962
abs_delta_diff_chg_15m,642.6103008985519
vega_diff_chg_15m,582.8630392551422
vega_diff_chg_5m,582.3343193531036
abs_delta_diff_chg_5m,557.2505297660828
vega_diff_chg_25m,545.2608003616333
abs_delta_diff_chg_25m,526.317990064621
