feature,importance
ib_range_bps,20294.217261195183
oi_diff,9758.273921728134
dist_ib_high_bps,5384.212775826454
dist_ib_low_bps,4316.658037662506
iv_diff,3075.96043074131
minute,2789.396767139435
ret_30m_bps,1837.6377997398376
nearest_level_abs_bps,1674.67662191391
ret_15m_bps,1124.2244168519974
volume_diff,1086.8046892881393
spread_pct_diff,943.5056582689285
abs_delta_diff,883.5836839675903
vega_diff,862.5209980010986
ret_1m_bps,845.0056087970734
iv_diff_chg_15m,841.024209856987
iv_diff_chg_25m,718.2386592626572
ret_5m_bps,717.1392911672592
iv_diff_chg_5m,709.9860597848892
vega_diff_chg_15m,582.060240149498
volume_diff_chg_15m,575.328871011734
spread_pct_diff_chg_5m,545.5060198307037
volume_diff_chg_5m,530.5052006244659
vega_diff_chg_5m,519.4074593782425
spread_pct_diff_chg_25m,509.3284600973129
abs_delta_diff_chg_15m,461.25300085544586
vega_diff_chg_25m,455.6058921813965
abs_delta_diff_chg_25m,452.443878531456
volume_diff_chg_25m,435.7683404684067
abs_delta_diff_chg_5m,418.20842933654785
spread_pct_diff_chg_15m,297.7469598054886
