feature,importance
ib_range_bps,11163.601688742638
oi_diff,5993.9110469818115
dist_ib_high_bps,4362.922002911568
dist_ib_low_bps,4058.8719215393066
iv_diff,3695.954086661339
minute,2923.730325460434
ret_30m_bps,2078.435788631439
nearest_level_abs_bps,2051.5265766382217
iv_diff_chg_25m,1621.3669410943985
ret_15m_bps,1616.475449681282
ret_5m_bps,1407.0417810678482
ret_1m_bps,1303.533543229103
iv_diff_chg_15m,1252.720638513565
spread_pct_diff,1158.005102276802
spread_pct_diff_chg_15m,1129.8254495859146
abs_delta_diff,1078.6783394813538
volume_diff,1050.8146181106567
volume_diff_chg_25m,992.717288017273
volume_diff_chg_5m,944.6902395486832
iv_diff_chg_5m,935.2881218194962
volume_diff_chg_15m,930.0062314271927
spread_pct_diff_chg_5m,910.3949682712555
spread_pct_diff_chg_25m,897.1508901119232
vega_diff,838.0044683218002
vega_diff_chg_15m,792.2125990390778
abs_delta_diff_chg_15m,756.205903172493
abs_delta_diff_chg_5m,736.7041935920715
vega_diff_chg_25m,701.6791881322861
vega_diff_chg_5m,636.9607379436493
abs_delta_diff_chg_25m,615.2675002813339
