scan_rank,name,dir,eligible_pre2026_selection,test_pass,fold_2026_ok,test_pass_with_lineage,observed_ticker_gates_passed,all_ticker_wilson_lower_passed,strict_pre2026_lineage_candidate,strict_pre2026_lineage_robust_passed,test_wr_min,test_pf_min,test_min_month_min,test_pnl_sum,wilson_min,wilson_min_ticker,select_score,fold_2026_checked,fold_2026_issues,spxw_trades,spxw_wins,spxw_win_rate,spxw_profit_factor,spxw_min_month_trades,spxw_wilson_lower,spxw_wilson_upper,spxw_wilson_lower_passed,spy_trades,spy_wins,spy_win_rate,spy_profit_factor,spy_min_month_trades,spy_wilson_lower,spy_wilson_upper,spy_wilson_lower_passed,qqq_trades,qqq_wins,qqq_win_rate,qqq_profit_factor,qqq_min_month_trades,qqq_wilson_lower,qqq_wilson_upper,qqq_wilson_lower_passed
1,dense_candidate_daily_streak_guard_scan_best_t4p2_roll3m1_vp20,research_papers\JEPA\results\_diagnostics\dense_candidate_daily_streak_guard_scan_best_t4p2_roll3m1_vp20,True,True,False,False,True,False,False,False,0.5227272727272727,1.8253968253968251,19,31.5,0.41695642649729936,SPY,18.26925775530544,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,79,44,0.5569620253164557,2.095238095238095,19,0.44731912948308383,0.6613221248854566,False,80,42,0.525,1.842105263157894,19,0.41695642649729936,0.6307526670259243,False,88,46,0.5227272727272727,1.8253968253968251,19,0.41961959494387296,0.6239337202077226,False
2,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1,True,True,False,False,True,False,False,False,0.5280898876404494,1.865079365079365,19,31.599999999999994,0.42326718507834094,SPY,18.140856062092734,24,row37:val_months:after_202512|row38:val_months:after_202512|row39:val_months:after_202512|row78:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row119:val_months:after_202512|row120:val_months:after_202512|row121:val_months:after_202512|row160:val_months:after_202512|row161:val_months:after_202512|row162:val_months:after_202512|row201:val_months:after_202512|row202:val_months:after_202512|row203:val_months:after_202512|row242:val_months:after_202512|row243:val_months:after_202512|row244:val_months:after_202512,82,44,0.5365853658536586,1.929824561403508,19,0.4294472560322624,0.6404490397952913,False,81,43,0.5308641975308642,1.8859649122807012,19,0.42326718507834094,0.6356662664381767,False,89,47,0.5280898876404494,1.865079365079365,19,0.4253754742950576,0.6284797759725685,False
3,dense_candidate_monthly_pnl_rescue_best_t-1_start10_max3_cd45,research_papers\JEPA\results\_diagnostics\dense_candidate_monthly_pnl_rescue_best_t-1_start10_max3_cd45,True,True,False,False,True,False,False,False,0.5061728395061729,1.7083333333333333,19,29.599999999999998,0.3995078470731793,SPY,18.07452391913026,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,79,44,0.5569620253164557,2.095238095238095,19,0.44731912948308383,0.6613221248854566,False,81,41,0.5061728395061729,1.7083333333333333,19,0.3995078470731793,0.6122788432301242,False,88,45,0.5113636363636364,1.7441860465116277,19,0.40865530398151334,0.6131213535942844,False
4,dense_candidate_daily_streak_guard_l4p1_vp18,research_papers\JEPA\results\_diagnostics\dense_candidate_daily_streak_guard_l4p1_vp18,True,True,False,False,True,False,False,False,0.5189873417721519,1.798245614035087,19,31.499999999999993,0.4105110559940594,SPY,17.8888535990125,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,79,44,0.5569620253164557,2.095238095238095,19,0.44731912948308383,0.6613221248854566,False,79,41,0.5189873417721519,1.798245614035087,19,0.4105110559940594,0.6257026954621209,False,89,47,0.5280898876404494,1.865079365079365,19,0.4253754742950576,0.6284797759725685,False
5,dense_candidate_walkforward_2026_completed_jan_may_v1,research_papers\JEPA\results\_diagnostics\dense_candidate_walkforward_2026_completed_jan_may_v1,True,True,False,False,True,False,False,False,0.5280898876404494,1.865079365079365,19,32.5,0.42326718507834094,SPY,17.88780707388246,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,79,44,0.5569620253164557,2.095238095238095,19,0.44731912948308383,0.6613221248854566,False,81,43,0.5308641975308642,1.8859649122807012,19,0.42326718507834094,0.6356662664381767,False,89,47,0.5280898876404494,1.865079365079365,19,0.4253754742950576,0.6284797759725685,False
6,event_option_gate_dense15_zero_dte_win_d25_strict_uniform_backfill_d50max3_causal_2023_2026_v1,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_uniform_backfill_d50max3_causal_2023_2026_v1,True,True,False,False,True,False,False,False,0.5280898876404494,1.865079365079365,19,32.5,0.42326718507834094,SPY,17.88780707388246,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,79,44,0.5569620253164557,2.095238095238095,19,0.44731912948308383,0.6613221248854566,False,81,43,0.5308641975308642,1.8859649122807012,19,0.42326718507834094,0.6356662664381767,False,89,47,0.5280898876404494,1.865079365079365,19,0.4253754742950576,0.6284797759725685,False
7,dense_candidate_daily_streak_guard_l3p1_vp18,research_papers\JEPA\results\_diagnostics\dense_candidate_daily_streak_guard_l3p1_vp18,True,True,False,False,True,False,False,False,0.5172413793103449,1.7857142857142856,19,30.599999999999994,0.4137512133636875,QQQ,16.222023978931322,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,77,42,0.5454545454545454,1.9999999999999996,19,0.43473084293295094,0.6518583911322823,False,78,42,0.5384615384615384,1.944444444444444,19,0.4286364394039756,0.6446760367720094,False,87,45,0.5172413793103449,1.7857142857142856,19,0.4137512133636875,0.6192733553623774,False
8,event_static_union_longsrc_2024h2select_objpass_simpler_spy_daily_guard_l5p2_risk5000_v1,research_papers\JEPA\results\event_static_union_longsrc_2024h2select_objpass_simpler_spy_daily_guard_l5p2_risk5000_v1,True,True,True,True,True,False,True,False,0.5121951219512195,1.4351875826629967,19,20.05137142637426,0.4059077238820504,SPXW,8.021741868305572,24,,82,42,0.5121951219512195,1.7371907395113129,19,0.4059077238820504,0.6173910413938009,False,196,105,0.5357142857142857,1.4671969380345093,38,0.46587875550092717,0.6041767779335108,True,148,76,0.5135135135135135,1.4351875826629967,34,0.4336714275713848,0.5926718388267831,False
9,event_static_union_longsrc_2024h2select_2025_2026janmay_risk5000_v1,research_papers\JEPA\results\event_static_union_longsrc_2024h2select_2025_2026janmay_risk5000_v1,True,True,True,True,True,False,True,False,0.506578947368421,1.3776982322348923,19,22.162456108923184,0.4059077238820504,SPXW,7.646809395858374,27,,82,42,0.5121951219512195,1.7371907395113129,19,0.4059077238820504,0.6173910413938009,False,208,113,0.5432692307692307,1.5676464289458187,44,0.47540198257029914,0.6095672208151225,True,152,77,0.506578947368421,1.3776982322348923,34,0.4279221522197677,0.5849114032097994,False
10,event_static_union_longsrc_2024h2select_2025_2026janmay_daily_guard_l5p2_risk5000_v1,research_papers\JEPA\results\event_static_union_longsrc_2024h2select_2025_2026janmay_daily_guard_l5p2_risk5000_v1,True,True,True,True,True,False,True,False,0.5121951219512195,1.4351875826629967,19,22.68874054089781,0.4059077238820504,SPXW,7.516919752807972,27,,82,42,0.5121951219512195,1.7371907395113129,19,0.4059077238820504,0.6173910413938009,False,208,113,0.5432692307692307,1.5676464289458187,44,0.47540198257029914,0.6095672208151225,True,148,76,0.5135135135135135,1.4351875826629967,34,0.4336714275713848,0.5926718388267831,False
11,event_static_union_longsrc_2024h2select_2025_2026janmay_objpass_simpler_spy_risk5000_v1,research_papers\JEPA\results\event_static_union_longsrc_2024h2select_2025_2026janmay_objpass_simpler_spy_risk5000_v1,True,True,True,True,True,False,True,False,0.506578947368421,1.3776982322348923,19,19.60633824340003,0.4059077238820504,SPXW,7.496401195944112,24,,82,42,0.5121951219512195,1.7371907395113129,19,0.4059077238820504,0.6173910413938009,False,201,108,0.5373134328358209,1.4571417739649106,38,0.4683296336176688,0.604897730053521,True,152,77,0.506578947368421,1.3776982322348923,34,0.4279221522197677,0.5849114032097994,False
12,dense_candidate_daily_streak_guard_l4p2_vp18,research_papers\JEPA\results\_diagnostics\dense_candidate_daily_streak_guard_l4p2_vp18,False,True,False,False,True,False,False,False,0.5280898876404494,1.865079365079365,18,32.099999999999994,0.42215020982869184,SPY,-1000000000.0,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,79,44,0.5569620253164557,2.095238095238095,19,0.44731912948308383,0.6613221248854566,False,77,41,0.5324675324675324,1.8981481481481477,18,0.42215020982869184,0.639699243075046,False,89,47,0.5280898876404494,1.865079365079365,19,0.4253754742950576,0.6284797759725685,False
13,dense_candidate_daily_regime_gate_s3_202301_202605_v1,research_papers\JEPA\results\_diagnostics\dense_candidate_daily_regime_gate_s3_202301_202605_v1,False,False,False,False,False,False,False,False,0.5280898876404494,1.865079365079365,17,33.39999999999999,0.4253754742950576,QQQ,-1000000000.0,12,row37:select_months:after_202512|row38:select_months:after_202512|row39:select_months:after_202512|row78:select_months:after_202512|row79:select_months:after_202512|row80:select_months:after_202512|row119:select_months:after_202512|row120:select_months:after_202512|row121:select_months:after_202512,77,44,0.5714285714285714,2.2222222222222223,17,0.46010532061427006,0.6759634757739535,True,80,43,0.5375,1.9369369369369365,19,0.42904357591268794,0.6425200643721475,False,89,47,0.5280898876404494,1.865079365079365,19,0.4253754742950576,0.6284797759725685,False
14,dense_candidate_daily_streak_guard_l3p2_vp18,research_papers\JEPA\results\_diagnostics\dense_candidate_daily_streak_guard_l3p2_vp18,False,True,False,False,True,False,False,False,0.5287356321839081,1.8699186991869918,19,31.699999999999992,0.42215020982869184,SPY,-1000000000.0,24,row38:val_months:after_202512|row39:val_months:after_202512|row40:val_months:after_202512|row79:val_months:after_202512|row80:val_months:after_202512|row81:val_months:after_202512|row121:val_months:after_202512|row122:val_months:after_202512|row123:val_months:after_202512|row162:val_months:after_202512|row163:val_months:after_202512|row164:val_months:after_202512|row204:val_months:after_202512|row205:val_months:after_202512|row206:val_months:after_202512|row245:val_months:after_202512|row246:val_months:after_202512|row247:val_months:after_202512,77,43,0.5584415584415584,2.1078431372549016,19,0.44738236156130345,0.6639466536654248,False,77,41,0.5324675324675324,1.8981481481481477,19,0.42215020982869184,0.639699243075046,False,87,46,0.5287356321839081,1.8699186991869918,19,0.4248635939682499,0.6301773539085249,False
15,event_option_gate_dense15_zero_dte_mixed_d50d25_causal_2025_2026_v1,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_mixed_d50d25_causal_2025_2026_v1,False,False,False,False,False,False,False,False,0.445859872611465,1.3409961685823755,18,24.4,0.36560808309024106,SPY,-1000000000.0,20,row13:val_months:after_202512|row14:val_months:after_202512|row15:val_months:after_202512|row30:val_months:after_202512|row31:val_months:after_202512|row32:val_months:after_202512|row47:val_months:after_202512|row48:val_months:after_202512|row49:val_months:after_202512|row64:val_months:after_202512|row65:val_months:after_202512|row66:val_months:after_202512|row81:val_months:after_202512|row82:val_months:after_202512|row83:val_months:after_202512,99,48,0.48484848484848486,1.568627450980392,18,0.3888222679365345,0.5820066172776421,False,100,46,0.46,1.4197530864197527,18,0.36560808309024106,0.5573513967663177,False,157,70,0.445859872611465,1.3409961685823755,34,0.3703249157290689,0.5239809421968308,False
16,event_static_union_h1h2_qbackfill_spxwspy_objpass_simpler_spy_2025_2026_risk5000_v1,research_papers\JEPA\results\event_static_union_h1h2_qbackfill_spxwspy_objpass_simpler_spy_2025_2026_risk5000_v1,False,True,False,False,True,False,False,False,0.5121951219512195,1.4571417739649106,19,22.973602771635083,0.4059077238820504,SPXW,-1000000000.0,29,row130:val_months:after_202512|row131:val_months:after_202512|row132:val_months:after_202512,82,42,0.5121951219512195,1.7371907395113129,19,0.4059077238820504,0.6173910413938009,False,201,108,0.5373134328358209,1.4571417739649106,38,0.4683296336176688,0.604897730053521,True,85,52,0.611764705882353,2.790843946031381,20,0.5054771123296355,0.7083870030531059,True
17,event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_minmonth18_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,no matching folds,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
18,event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2025full_d80_return_fullgrid_call05_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,no matching folds,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
19,event_static_union_pre2025_qbackfill_spxwspy_objpass_simpler_spy_2025_2026_risk5000_v1,research_papers\JEPA\results\event_static_union_pre2025_qbackfill_spxwspy_objpass_simpler_spy_2025_2026_risk5000_v1,False,True,False,False,True,False,False,False,0.5121951219512195,1.4571417739649106,19,22.377015338700332,0.4059077238820504,SPXW,-1000000000.0,29,row107:val_months:after_202512|row108:val_months:after_202512|row109:val_months:after_202512,82,42,0.5121951219512195,1.7371907395113129,19,0.4059077238820504,0.6173910413938009,False,201,108,0.5373134328358209,1.4571417739649106,38,0.4683296336176688,0.604897730053521,True,85,50,0.5882352941176471,2.5313658407385504,20,0.4820101461448797,0.6868299449467584,True
20,event_static_union_dynamic_source_rank_longsrc_2025_2026janmay_diag_v1,research_papers\JEPA\results\event_static_union_dynamic_source_rank_longsrc_2025_2026janmay_diag_v1,False,False,False,False,False,False,False,False,0.48026315789473684,1.2587173597542507,19,20.174533623841196,0.4023080874564109,QQQ,-1000000000.0,12,row13:select_months:after_202512|row14:select_months:after_202512|row15:select_months:after_202512|row30:select_months:after_202512|row31:select_months:after_202512|row32:select_months:after_202512|row47:select_months:after_202512|row48:select_months:after_202512|row49:select_months:after_202512,81,46,0.5679012345679012,1.9742709906504652,19,0.45937436474974946,0.6702792285865891,True,211,111,0.5260663507109005,1.5040867004342957,45,0.45883069065664106,0.592369855366371,True,152,73,0.48026315789473684,1.2587173597542507,34,0.4023080874564109,0.5591912462548873,False
21,event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2025full_d80_return_front_weekly_minmonth18_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,no matching folds,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
22,event_static_union_pre2025_qbackfill_spxwspy_guard_t4p2_roll5m2_2025_2026_risk5000_v1,research_papers\JEPA\results\event_static_union_pre2025_qbackfill_spxwspy_guard_t4p2_roll5m2_2025_2026_risk5000_v1,False,True,False,False,True,False,False,False,0.5125,1.5133297356403543,18,21.947764044119204,0.40493334216542254,SPXW,-1000000000.0,29,row107:val_months:after_202512|row108:val_months:after_202512|row109:val_months:after_202512,80,41,0.5125,1.7171270612348069,19,0.40493334216542254,0.6189212045961893,False,190,102,0.5368421052631579,1.5133297356403543,38,0.4659121545624083,0.6063118169510859,True,79,46,0.5822784810126582,2.3915182540666606,18,0.47219253771133196,0.684733718598782,True
23,event_option_gate_8ticker_medium_even,research_papers\JEPA\results\event_option_gate_8ticker_medium_even,False,False,False,False,False,False,False,False,0.3176470588235294,0.7793827190103405,4,-7.842829674099067,0.22840200977154712,SPY,-1000000000.0,32,row4:val_months:after_202512|row5:val_months:after_202512|row6:val_months:after_202512|row13:val_months:after_202512|row14:val_months:after_202512|row15:val_months:after_202512|row22:val_months:after_202512|row23:val_months:after_202512|row24:val_months:after_202512|row31:val_months:after_202512|row32:val_months:after_202512|row33:val_months:after_202512|row40:val_months:after_202512|row41:val_months:after_202512|row42:val_months:after_202512|row49:val_months:after_202512|row50:val_months:after_202512|row51:val_months:after_202512|row58:val_months:after_202512|row59:val_months:after_202512|row60:val_months:after_202512|row67:val_months:after_202512|row68:val_months:after_202512|row69:val_months:after_202512,152,49,0.3223684210526316,0.7793827190103405,5,0.2532361547962858,0.40025784860539837,False,85,27,0.3176470588235294,0.791103796467067,8,0.22840200977154712,0.422661801972401,False,46,20,0.43478260869565216,1.1143605318106033,4,0.3020926277801995,0.5775256630570501,False
24,event_static_union_pre2025_qbackfill_spxwspy_guard_vprotect_roll3le0_p3_t18_2025_2026_risk5000_v1,research_papers\JEPA\results\event_static_union_pre2025_qbackfill_spxwspy_guard_vprotect_roll3le0_p3_t18_2025_2026_risk5000_v1,False,True,False,False,True,False,False,False,0.5066666666666667,1.7007217528941478,18,19.195843436772986,0.3959837845781367,SPXW,-1000000000.0,29,row107:val_months:after_202512|row108:val_months:after_202512|row109:val_months:after_202512,75,38,0.5066666666666667,1.8027063037774333,18,0.3959837845781367,0.6166998975220928,False,100,54,0.54,1.7007217528941478,21,0.44264860323368227,0.6343919169097589,False,73,44,0.6027397260273972,3.026344142649131,18,0.4880741402294003,0.7071329814235315,True
25,event_trade_union_config_selector_full20_2026_numeric_pass_diag_v1,research_papers\JEPA\results\event_trade_union_config_selector_full20_2026_numeric_pass_diag_v1,False,False,False,False,False,False,False,False,0.49140893470790376,1.189149859022969,19,15.903053700002022,0.42421335428572926,SPY,-1000000000.0,12,row13:select_months:after_202512|row14:select_months:after_202512|row15:select_months:after_202512|row31:select_months:after_202512|row32:select_months:after_202512|row33:select_months:after_202512|row49:select_months:after_202512|row50:select_months:after_202512|row51:select_months:after_202512,217,112,0.5161290322580645,1.378737481231074,40,0.4499378152192024,0.5817591317099675,False,201,99,0.4925373134328358,1.1992433887195033,19,0.42421335428572926,0.5611411729800327,False,291,143,0.49140893470790376,1.189149859022969,49,0.4344570865943393,0.5485846470207397,False
26,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,False,False,False,False,False,False,False,False,0.34,0.6066660641719936,0,4.632493900349334,0.25461520797348164,QQQ,-1000000000.0,12,row7:val_months:after_202512|row8:val_months:after_202512|row9:val_months:after_202512|row18:val_months:after_202512|row19:val_months:after_202512|row20:val_months:after_202512|row29:val_months:after_202512|row30:val_months:after_202512|row31:val_months:after_202512,71,45,0.6338028169014085,2.8547799209351252,12,0.5175721979631125,0.7362977866602549,True,97,48,0.4948453608247423,1.0510560172201395,18,0.3974582344396337,0.5926252092977472,False,100,34,0.34,0.6066660641719936,0,0.25461520797348164,0.43722271145275377,False
27,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,False,False,False,False,False,False,False,False,0.34,0.6066660641719936,0,4.632493900349334,0.25461520797348164,QQQ,-1000000000.0,12,row7:val_months:after_202512|row8:val_months:after_202512|row9:val_months:after_202512|row19:val_months:after_202512|row20:val_months:after_202512|row21:val_months:after_202512|row31:val_months:after_202512|row32:val_months:after_202512|row33:val_months:after_202512,71,45,0.6338028169014085,2.8547799209351252,12,0.5175721979631125,0.7362977866602549,True,97,48,0.4948453608247423,1.0510560172201395,18,0.3974582344396337,0.5926252092977472,False,100,34,0.34,0.6066660641719936,0,0.25461520797348164,0.43722271145275377,False
28,event_static_union_pre2025_qbackfill_spxwspy_guard_vprotect_t4p2_roll5m2_t19_2025_2026_risk5000_v1,research_papers\JEPA\results\event_static_union_pre2025_qbackfill_spxwspy_guard_vprotect_t4p2_roll5m2_t19_2025_2026_risk5000_v1,False,True,False,False,True,False,False,False,0.5121951219512195,1.5133297356403543,19,22.61316271000216,0.4059077238820504,SPXW,-1000000000.0,29,row107:val_months:after_202512|row108:val_months:after_202512|row109:val_months:after_202512,82,42,0.5121951219512195,1.7371907395113129,19,0.4059077238820504,0.6173910413938009,False,190,102,0.5368421052631579,1.5133297356403543,38,0.4659121545624083,0.6063118169510859,True,83,49,0.5903614457831325,2.479209412831333,20,0.48285768523824363,0.6898708732601949,True
29,event_option_gate_spxw_spy_qqq_medium_even,research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even,False,False,False,False,False,False,False,False,0.3949579831932773,1.0562761885521976,2,4.229631347288034,0.28215238520386865,SPXW,-1000000000.0,12,row4:val_months:after_202512|row5:val_months:after_202512|row6:val_months:after_202512|row13:val_months:after_202512|row14:val_months:after_202512|row15:val_months:after_202512|row22:val_months:after_202512|row23:val_months:after_202512|row24:val_months:after_202512,49,20,0.40816326530612246,1.168835052289824,7,0.28215238520386865,0.5475268060815286,False,119,47,0.3949579831932773,1.1191268717405296,2,0.31173465064485956,0.48475099646479164,False,54,22,0.4074074074074074,1.0562761885521976,8,0.2867821208591458,0.5403315065650943,False
30,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,False,False,False,False,False,False,False,False,0.32432432432432434,0.7812230346953692,6,0.28158857988493075,0.22864074907764337,SPY,-1000000000.0,12,row3:val_months:after_202512|row4:val_months:after_202512|row5:val_months:after_202512|row11:val_months:after_202512|row12:val_months:after_202512|row13:val_months:after_202512|row19:val_months:after_202512|row20:val_months:after_202512|row21:val_months:after_202512,74,33,0.44594594594594594,1.3027797586108525,11,0.3381582232846784,0.5590687798933092,False,74,24,0.32432432432432434,0.7812230346953692,6,0.22864074907764337,0.4373470112508166,False,83,32,0.3855421686746988,0.9741823711321393,8,0.2881115719314856,0.4930989206371591,False
31,event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2025full_d80_return_zero_dte_minmonth18_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,no matching folds,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
32,event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2025full_d50_return_minmonth18_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,no matching folds,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
33,event_option_market_state_returnk1_backfill_wink2_m19_2025test_v1,research_papers\JEPA\results\event_option_market_state_returnk1_backfill_wink2_m19_2025test_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,fold file missing,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
34,event_option_gate_full20_physics_pooled_2025h2_d80_return_fullgrid_call05_v1,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2025h2_d80_return_fullgrid_call05_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,no matching folds,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
35,event_option_candidate_spxw_spy_qqq_unionmeta_2025h2_2026jun_with2025h2_risk5000,research_papers\JEPA\results\event_option_candidate_spxw_spy_qqq_unionmeta_2025h2_2026jun_with2025h2_risk5000,False,False,False,False,False,False,False,False,0.4444444444444444,1.1804674476494752,24,25.49639664468843,0.3633138095245094,SPY,-1000000000.0,0,fold file missing,185,103,0.5567567567567567,1.8121880098693228,24,0.4847406089702114,0.6264637850815186,True,135,60,0.4444444444444444,1.1804674476494752,26,0.3633138095245094,0.5286492962552155,False,155,71,0.45806451612903226,1.3284677076553832,25,0.3815896186932497,0.5365677685750526,False
36,event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_n120_combined,research_papers\JEPA\results\event_option_delta_ranker_rawhist2024_same_side_2025h2_2026jun_candidate_with2025h2_risk5000_n120_combined,False,False,False,False,False,False,False,False,0.42962962962962964,1.132937710444269,24,18.351535400616854,0.3492130043432204,SPY,-1000000000.0,12,row7:train_months:after_202512|row8:train_months:after_202512|row9:train_months:after_202512|row19:train_months:after_202512|row20:train_months:after_202512|row21:train_months:after_202512|row31:train_months:after_202512|row32:train_months:after_202512|row33:train_months:after_202512,185,109,0.5891891891891892,1.8398429280253326,24,0.5171820341062585,0.6575677279750314,True,135,58,0.42962962962962964,1.132937710444269,26,0.3492130043432204,0.5139402629777645,False,155,71,0.45806451612903226,1.3284677076553832,25,0.3815896186932497,0.5365677685750526,False
37,event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2025full_d65_return_minmonth18_v1,False,False,False,False,False,False,False,False,-1.0,-1.0,0,0.0,nan,,-1000000000.0,0,no matching folds,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False,0,0,nan,nan,0,nan,nan,False
