cell_id,fold,ticker,horizon,target,arm,family,train_rows,test_rows,valid,roc_auc,average_precision,balanced_accuracy_05,brier,log_loss,spearman,ece_10,model_path,model_sha256,model_feature_hash,imputer_path,imputer_sha256
lgbm_sensitivity_2024_QQQ_30m,2024,QQQ,30,resolved_rejection_30m,F1,lgbm_sensitivity,693,667,True,0.5814988290398126,0.4156495626868046,0.5551961358313817,0.2404438875907286,0.6743268864432247,0.13549903569803057,0.08722179805449154,models/lgbm_sensitivity_2024_QQQ_30m_F1.txt,189f4cd93f7a3accaf9032479bef11d83c5d2182bb3ce2fb16e411883bb57ea6,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_30m_F1.txt.imputer.joblib,4dea035312cfe4e7a558e02cb6cb39d99580b45c2b028f081eac36bc20cd5c58
lgbm_sensitivity_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F0,lgbm_sensitivity,763,758,True,0.5637189716312057,0.4123511548876302,0.5708333333333333,0.2504486347215925,0.6953529069514613,0.10713607365733,0.10919298046845241,models/lgbm_sensitivity_2024_QQQ_60m_F0.txt,c2c8e55bc09a2925ff6d5cd10cbe04117b79bb62a533766f3662935d16952830,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_60m_F0.txt.imputer.joblib,70e76c925d730821aa0fd53a5f114940ec32281b7eb5fa749e79c145e1803ed6
lgbm_sensitivity_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F1,lgbm_sensitivity,763,758,True,0.5425014775413711,0.41904030966930156,0.5321882387706856,0.25081266992333,0.6959999272559866,0.07146131382615878,0.09979003493279608,models/lgbm_sensitivity_2024_QQQ_60m_F1.txt,1fe2d40d187ae32f98d93550c637252dc7ca56784bdc1d965e8dea0b65065ca4,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_60m_F1.txt.imputer.joblib,0eab701d68fa5c916b620554c253e953d5d06e43ce21906bc774c5709de4952b
lgbm_sensitivity_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F0,lgbm_sensitivity,816,756,True,0.5202098858872846,0.4186534213556082,0.5270872147182115,0.2649729845048863,0.7274049829054896,0.0343272551430459,0.13573587680758722,models/lgbm_sensitivity_2024_QQQ_120m_F0.txt,30751c739d7bb5308105c6df26457f96b648e8d3def1ede4191ffe733e6eebf5,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_120m_F0.txt.imputer.joblib,a0fb414c8eb7175872869bf9253b3444c4511581f6eb9885bd125f2b369e13c9
lgbm_sensitivity_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F1,lgbm_sensitivity,816,756,True,0.5061422915696321,0.40679144507445963,0.5019649510945505,0.26350224268568584,0.7232959094574707,0.010432914418700303,0.11232328521552172,models/lgbm_sensitivity_2024_QQQ_120m_F1.txt,a62bdc9b50cbbe7544e2a67fb1a49d64b20945c7a42dc12a75106e05a90783d0,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_120m_F1.txt.imputer.joblib,849d66be1cb67c5d6c4257752fde029ebc22f9aba1ff7e46987dce13d9c9ea2a
lgbm_sensitivity_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F0,lgbm_sensitivity,655,598,True,0.5328110599078341,0.4465642903171838,0.5270622119815669,0.26081297068909476,0.7191252483681828,0.05599769730464224,0.11103607206884293,models/lgbm_sensitivity_2024_QQQ_180m_F0.txt,12f947bbd4f098f7fe43a811427339a441f37e019057d39194c0a99d8d3573b9,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_180m_F0.txt.imputer.joblib,5fe4f55043805bf8e9d96a7aa9b8d81d147f59ce866c51cbbe5f9d6a34ab2ae0
lgbm_sensitivity_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F1,lgbm_sensitivity,655,598,True,0.48756912442396316,0.41126402795418404,0.5067281105990783,0.2680762483184722,0.7336235853324669,-0.021215419730234893,0.13840618948838532,models/lgbm_sensitivity_2024_QQQ_180m_F1.txt,1db1d743d4a6afdc2dfd7e7d25fd670bd1ee0fb3565aa8d800f5afdfde4f7664,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_QQQ_180m_F1.txt.imputer.joblib,f7710bbe544da488e065cc50cbb0f261c8fb74c18b79c99b16eab0583ec69155
lgbm_sensitivity_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F0,lgbm_sensitivity,803,578,True,0.6379673834686689,0.4229623545819395,0.5982916445641382,0.22603594963989343,0.6440988643484589,0.22420514031471683,0.11249804651686095,models/lgbm_sensitivity_2024_SPY_30m_F0.txt,d44a32e19c9485acbc2da74dad1f0942a45423d937d7721a0337d1de7ac5226e,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_30m_F0.txt.imputer.joblib,0f885cc3f82fd1b71c7d9d1715e3401f9dcd48e7d55fea3130844c55f473bec5
lgbm_sensitivity_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F1,lgbm_sensitivity,803,578,True,0.5928238190448987,0.4033397948771673,0.5715373838767155,0.23366616775558255,0.6613605443365694,0.15084418396784002,0.10854579210866835,models/lgbm_sensitivity_2024_SPY_30m_F1.txt,1bbed1ac9d6dc343f05d96f9c3a8447483ba7a9c637decea212de93554ff1e7f,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_30m_F1.txt.imputer.joblib,49d0f20d6f2f2e6b1f06be4bdb2271c399f865447198aef262882e7d5dde860e
lgbm_sensitivity_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F0,lgbm_sensitivity,954,693,True,0.5776041476505167,0.4065098233404098,0.550220891598817,0.24737799791181508,0.6908481750087412,0.12839876825944968,0.11401836754917008,models/lgbm_sensitivity_2024_SPY_60m_F0.txt,6edc1fa0a0db14c06799fb762a7322da0335172430949657eeda36e395aaa034,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_60m_F0.txt.imputer.joblib,cdd36e1e28765f30744d7ca507ac53a4a42acd10f506bd1448bc641c282bf2ce
lgbm_sensitivity_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F1,lgbm_sensitivity,954,693,True,0.5345302858811931,0.36890389784864763,0.5194375479206981,0.25101342503463553,0.6983367835407895,0.05713156202370008,0.11267041903198641,models/lgbm_sensitivity_2024_SPY_60m_F1.txt,a0e9c10b4771d913606d77fe9186be56639b4ac7e59c8536ee0f20c2b11ec4fd,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_60m_F1.txt.imputer.joblib,0ceb464fd0977c9726023675ebdba7a0ea45f372910134732c924926e3989c8a
lgbm_sensitivity_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F0,lgbm_sensitivity,1023,798,True,0.4998069384362668,0.40864577053639284,0.49500984941198034,0.264564731496136,0.7260258267506501,-0.00032760233640206693,0.1373466755650953,models/lgbm_sensitivity_2024_SPY_120m_F0.txt,470001fa7e5b0d21aa7199a242e4f2b357d1370ff3f4a1d552981bc976d7d78e,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_120m_F0.txt.imputer.joblib,24f3c01823c1c302aad7b4ddab1f529ad4237d4fa4f175f36a6490df127275af
lgbm_sensitivity_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F1,lgbm_sensitivity,1023,798,True,0.489060935465082,0.3933990614853511,0.4855956440075654,0.26745790704352224,0.7328516574235355,-0.018562281535459486,0.14679218483832585,models/lgbm_sensitivity_2024_SPY_120m_F1.txt,f4d81420be757c779fd0388d6bebbdfe2a1ec71131b5e82ba413d67bdc3aebb9,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_120m_F1.txt.imputer.joblib,e6e110354702b65203e8f01bc7270cab21c8ac6db355c969f8b0531f77c4d43d
lgbm_sensitivity_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F0,lgbm_sensitivity,823,639,True,0.4618916437098255,0.40306459107358505,0.48258773505809077,0.27176607738201847,0.7408729115936373,-0.0653910584600438,0.12788907256141124,models/lgbm_sensitivity_2024_SPY_180m_F0.txt,c5959ae184a4c87907d120f8f1c38d0f0d7850a53789e3ed492f0dc5bbbfa742,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_180m_F0.txt.imputer.joblib,475782f60cb16ae70beb36df313ab43b174581d43ecb017b70794362942a1b86
lgbm_sensitivity_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F1,lgbm_sensitivity,823,639,True,0.5093124925140736,0.41661483073092387,0.49505928853754944,0.26525213976880724,0.7280781638156775,0.015979533143850408,0.10898622986962295,models/lgbm_sensitivity_2024_SPY_180m_F1.txt,bf3952e1ca54b0e6b4a56da70efc91088be3c004a46756b3e377908ac743e65f,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2024_SPY_180m_F1.txt.imputer.joblib,cc4011e60bfcf7e6e3b5ad0bca69157e21abe64b5de474931086ef4ee6b35aa7
lgbm_sensitivity_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F0,lgbm_sensitivity,1186,451,True,0.6683038184836746,0.4166290414327944,0.6159034311012728,0.21935107785727606,0.624596222608827,0.2692116285574986,0.13621788170036042,models/lgbm_sensitivity_2025_SPXW_30m_F0.txt,cf8b2c4c06e4927b59bc124f89754105917eba58f3ebc3c18d2be311aac6235a,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_30m_F0.txt.imputer.joblib,948d3d69961f6537a817c09c3b70e88e9eec7e16fc217082da07ad79fb035225
lgbm_sensitivity_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F1,lgbm_sensitivity,1186,451,True,0.6398727172108467,0.3916178745830814,0.6055040582918281,0.2303746003083301,0.6530165368049609,0.22373444839427126,0.1493654044369556,models/lgbm_sensitivity_2025_SPXW_30m_F1.txt,b2a4fe8aed32424eebc786509b1532d50f0e84799126459502b1fb51860a856b,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_30m_F1.txt.imputer.joblib,eed6b40f307d6337c5804c5b983763fa8918b362b5081ba2edf395708a66b82f
lgbm_sensitivity_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F0,lgbm_sensitivity,1410,534,True,0.6108152703817595,0.47253891325425534,0.5843171079276982,0.2387238905219485,0.6707693136033722,0.1856088498848924,0.09485909739330187,models/lgbm_sensitivity_2025_SPXW_60m_F0.txt,1e7e34c64e5da9b0cf7559bac5282c2677009c35c7d6ed2f85e94fbad27bd068,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_60m_F0.txt.imputer.joblib,3956adf83fcee985c625540fe5747ee7a386857c4d6bbdbbaeee467e859ff333
lgbm_sensitivity_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F1,lgbm_sensitivity,1410,534,True,0.5901147528688218,0.47135230925354915,0.5876246906172654,0.24193317003288362,0.6777186105925334,0.15093673985563327,0.12048189691556171,models/lgbm_sensitivity_2025_SPXW_60m_F1.txt,58f30a9f0dcee9207433fe69841d929ec33140ba5b6d8d138fc995e528225222,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_60m_F1.txt.imputer.joblib,99444344729f8626f2764f52e69c57dd5d394832271a1352163f7d4308b0aa65
lgbm_sensitivity_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F0,lgbm_sensitivity,1584,593,True,0.5546270504487775,0.43746188109425577,0.5367176154084232,0.25124906144782716,0.6975161288284132,0.09249099507367625,0.10142444209419438,models/lgbm_sensitivity_2025_SPXW_120m_F0.txt,b159fbb5d6cd6f2596bd52a1e435ef03dc33e89b2b7f737d85bd3ace7d7bf4c8,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_120m_F0.txt.imputer.joblib,e03f7eebdbe1ca80370cd7bfcbd955bb6a540eb05ab0df4565ba14448ed4bc75
lgbm_sensitivity_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F1,lgbm_sensitivity,1584,593,True,0.5606861414660858,0.4395697293069364,0.5427469466466681,0.24866011181765507,0.692303902454567,0.10274985680662486,0.08838703040832811,models/lgbm_sensitivity_2025_SPXW_120m_F1.txt,482984e45a8f1dda2f1b332fbd388787c5938c3667481531cfeb2485faf65894,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_120m_F1.txt.imputer.joblib,43515f971de8d866fb9651b9b3906684b90299dbbfb8cd63f109f6f399bf5b95
lgbm_sensitivity_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F0,lgbm_sensitivity,1200,476,True,0.5513445626477541,0.4377493373016663,0.5349438534278961,0.25307828638621455,0.7006366116225669,0.08694693079012956,0.11120125425326713,models/lgbm_sensitivity_2025_SPXW_180m_F0.txt,3c8f9e24aa38dc5553b3bb51fa0438aeace4bfd3e7ec9a7a49c5d6c23f060401,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_180m_F0.txt.imputer.joblib,152cd7ef86604d1fd2946391004b1863f1219ddac51888d5f4d42019439ff747
lgbm_sensitivity_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F1,lgbm_sensitivity,1200,476,True,0.5139258274231678,0.4343694635852725,0.5210549645390071,0.26052128761381343,0.7160953664784133,0.023582009286243773,0.14158018399087507,models/lgbm_sensitivity_2025_SPXW_180m_F1.txt,63fd3f9ad84f0ae844a63c9254b94c6f37768b13a5688cd92007c7322b951414,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPXW_180m_F1.txt.imputer.joblib,e56cf6b596dcc3856c84726c9300780e7173ce56c8f63ae9561a022b1c286de7
lgbm_sensitivity_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F0,lgbm_sensitivity,1360,487,True,0.6770737454438348,0.5320628385728394,0.640339089135157,0.2183937687849533,0.6254857093611965,0.2935652369434157,0.09634375652632675,models/lgbm_sensitivity_2025_QQQ_30m_F0.txt,d7b3f755498a29f57ea9058a8175b21a707e1df68ca94165651ce9988f755e62,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_30m_F0.txt.imputer.joblib,5b92ed6e1e8bd8d12da3f51e0d74293fd96a894e21fe5a72c8c32cf5617bd789
lgbm_sensitivity_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F1,lgbm_sensitivity,1360,487,True,0.6361510990022459,0.4795289593647264,0.6019936673907441,0.22202500830226837,0.635261789033205,0.22572081218770168,0.06434617630800325,models/lgbm_sensitivity_2025_QQQ_30m_F1.txt,cedd1e9c3107181f73255a9c9281ec1de4037d9f8a9c8137b1f1eeab2b29ed67,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_30m_F1.txt.imputer.joblib,1dc67830fd3fac16dd8d05ac27f12fcbf3eb296f2e1719612648e76113c6062e
lgbm_sensitivity_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F0,lgbm_sensitivity,1521,553,True,0.5828025477707006,0.510200203192819,0.5548396983183648,0.24492908207880942,0.6838917398856156,0.14209332476686934,0.0625303125798316,models/lgbm_sensitivity_2025_QQQ_60m_F0.txt,ef246002dac212913ba2322c4e97eb7eacbb87b22670bf90b3b93a7e69f647f7,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_60m_F0.txt.imputer.joblib,636356c80edd64949871f52421176e8e4f5887ef5932ca7f4e5c5708b34e3112
lgbm_sensitivity_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F1,lgbm_sensitivity,1521,553,True,0.558817258747968,0.45620167362433794,0.5178690403219358,0.2519103767127268,0.699158764894429,0.10093336587076943,0.08098249927700864,models/lgbm_sensitivity_2025_QQQ_60m_F1.txt,6d18e7f929a8e5c8b773ef84f306a5b510bcb1a79db1f25a844160a56a81e8e3,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_60m_F1.txt.imputer.joblib,2c79ad453a0d1f1525b6ad707fe8e7bf180a764b6936184d6e38ac19479590fc
lgbm_sensitivity_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F0,lgbm_sensitivity,1572,579,True,0.569206541490006,0.5074986044189648,0.5324833434282252,0.248019594836403,0.6907947467297962,0.11896477630040495,0.06501951372916202,models/lgbm_sensitivity_2025_QQQ_120m_F0.txt,73b9e2d8c9565f654d31b8d1b67ae0663de723f035bafed042dfb9c5ec919858,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_120m_F0.txt.imputer.joblib,58e63083f85725308fbe194c76bd0547e363ab001531fe282c1aceac05ff3c9e
lgbm_sensitivity_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F1,lgbm_sensitivity,1572,579,True,0.5394912174439734,0.4893440923708666,0.5393337371290127,0.2533813168081285,0.7036098262428744,0.06788467893214076,0.08059994481326044,models/lgbm_sensitivity_2025_QQQ_120m_F1.txt,6db13affa28fb74f82f68ce8fb4fca9bb4c144af552e872e06add55f5f77426a,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_120m_F1.txt.imputer.joblib,d30479f0b3939625f73181a2a0e080319b3b9ceb4308c5c465aba93e78b593a1
lgbm_sensitivity_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F0,lgbm_sensitivity,1253,462,True,0.57979725655713,0.5447415164248728,0.5589764847753994,0.24647870514185183,0.6864727608220322,0.13783844098435014,0.041905608896344065,models/lgbm_sensitivity_2025_QQQ_180m_F0.txt,1ad58d899b577f90cf8e4fe8406ad43f4dc946caf27a20e63b6b8b56b6a95a46,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_180m_F0.txt.imputer.joblib,bd7d2faa790f2c05e55db30a0fe669ba9e823d20230f8c9d31bc30b25f32c28f
lgbm_sensitivity_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F1,lgbm_sensitivity,1253,462,True,0.5582416340066325,0.5253581840334471,0.5395123605667772,0.25070936547281647,0.6956845878452715,0.10060416082234386,0.061214015140070396,models/lgbm_sensitivity_2025_QQQ_180m_F1.txt,cf0e206bf2cd92b0b640da56259e27c5822167ab1dc4cb70aaf62ee6ce3ac9b8,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_QQQ_180m_F1.txt.imputer.joblib,5506a16bef952ea534c3b62248bfc2952e233c8dab209e8caa77c7af8ceb7632
lgbm_sensitivity_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F0,lgbm_sensitivity,1381,662,True,0.7383860153256705,0.5226272268118062,0.6601467258794845,0.1993992317161454,0.5796208146226326,0.37809896527883274,0.14266332768413872,models/lgbm_sensitivity_2025_SPY_30m_F0.txt,8e117d018672cdea8c5ea4e8e1228d05cd0d855545d292245dbb7286a0777eaf,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPY_30m_F0.txt.imputer.joblib,2d218d79606fb2b5a0a99eaf4521b6e5d06a4f72e019432569b33465569a5235
lgbm_sensitivity_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F1,lgbm_sensitivity,1381,662,True,0.7191962730755833,0.4733241671889449,0.6445271682340648,0.20020332058754728,0.5830008639101195,0.3476625251260277,0.12320028869415868,models/lgbm_sensitivity_2025_SPY_30m_F1.txt,26367ae1cb19079889ac7a7c4deaf9f481f296af159004427e54b747348d5dc1,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPY_30m_F1.txt.imputer.joblib,03b277e6a67d35576ade703927cb1bc24bec8915dda6f6180ae377e279f7bd26
lgbm_sensitivity_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F0,lgbm_sensitivity,1647,782,True,0.6285073989755265,0.4802768718077416,0.5874075128059192,0.23121217145479817,0.6539551304705925,0.21342398895835435,0.10090071055802627,models/lgbm_sensitivity_2025_SPY_60m_F0.txt,eff73ceed22d4de9b33c0a4eccf6bacc266d2d37d030cbd503391b2ad12de8f4,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPY_60m_F0.txt.imputer.joblib,80fdaf25c82907edd30c8d5071e4e365e049058f8d1db14ce73e2755403fe5b8
lgbm_sensitivity_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F1,lgbm_sensitivity,1647,782,True,0.6126849743881616,0.45995537186365365,0.5914627205463859,0.2329191520355463,0.6586778206750867,0.1871462415496526,0.09290743849285879,models/lgbm_sensitivity_2025_SPY_60m_F1.txt,55967a80c8d834ea9f2596589972b8ec95cc81cbaaa196ed03eca2e973126233,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPY_60m_F1.txt.imputer.joblib,f361f86a263be62961cbdf1f4cac023d6641aa1e2f25f93c925d037ec9cbc8e8
lgbm_sensitivity_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F0,lgbm_sensitivity,1821,818,True,0.5925347379892836,0.5023638782490233,0.5740441376805013,0.2459501950288135,0.6867073073540585,0.15925807219562216,0.04379506111983808,models/lgbm_sensitivity_2025_SPY_120m_F0.txt,2d6d01aa3f103c3abbba516fbc10555b98f004728c813d40c796e04f39502da2,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPY_120m_F0.txt.imputer.joblib,bfaf4d0e7c5cf0faa42aca67acf9f6ab75df253dd5e04ca33f7162acfac79fb4
lgbm_sensitivity_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F1,lgbm_sensitivity,1821,818,True,0.578645596827415,0.5069665508401869,0.5586443859171132,0.24749131535966906,0.6899431231087949,0.1353539914800297,0.04985430195899777,models/lgbm_sensitivity_2025_SPY_120m_F1.txt,ec92994c6e1e44f2ee1af4dca97ee4983f0b254f9b886c8b33472119bb5f8a71,d4a41cedd2b4733a45b137d9f0415c4cd983be1db28d382833c2fe9077987884,research_papers\JEPA\results\_diagnostics\wall_quote_size_pressure_at_touch_physical_202208_202512_v1r1.staging\models\lgbm_sensitivity_2025_SPY_120m_F1.txt.imputer.joblib,9789f54f11f094a5e16ffa00ce1d11b02db7ee7143d3c1242fe1bf62c340f8cb
