daily_pnl,trade_count,ticker,date
1000.0,2.0,QQQ,20230103
5000.0,2.0,QQQ,20230104
2500.0,1.0,QQQ,20230105
-1500.0,1.0,QQQ,20230106
-1500.0,1.0,QQQ,20230109
2500.0,1.0,QQQ,20230110
2500.0,1.0,QQQ,20230111
2500.0,1.0,QQQ,20230112
-1500.0,1.0,QQQ,20230113
0.0,0.0,QQQ,20230116
-1500.0,1.0,QQQ,20230117
-1500.0,1.0,QQQ,20230118
2500.0,1.0,QQQ,20230119
-1500.0,1.0,QQQ,20230120
-1500.0,1.0,QQQ,20230123
-1500.0,1.0,QQQ,20230124
-1500.0,1.0,QQQ,20230125
2500.0,1.0,QQQ,20230126
0.0,0.0,QQQ,20230127
2500.0,1.0,QQQ,20230130
-1500.0,1.0,QQQ,20230131
151.515005559488,1.0,QQQ,20230201
-1500.0,1.0,QQQ,20230202
2500.0,1.0,QQQ,20230203
-1500.0,1.0,QQQ,20230206
-1500.0,1.0,QQQ,20230207
-1500.0,1.0,QQQ,20230208
-1500.0,1.0,QQQ,20230209
-1500.0,1.0,QQQ,20230210
-1500.0,1.0,QQQ,20230213
1000.0,2.0,QQQ,20230214
1000.0,2.0,QQQ,20230215
-3000.0,2.0,QQQ,20230216
-3000.0,2.0,QQQ,20230217
0.0,0.0,QQQ,20230220
5000.0,2.0,QQQ,20230221
1000.0,2.0,QQQ,20230222
5000.0,2.0,QQQ,20230223
-1500.0,1.0,QQQ,20230224
-1500.0,1.0,QQQ,20230227
2500.0,1.0,QQQ,20230228
2500.0,1.0,QQQ,20230301
-1500.0,1.0,QQQ,20230302
-1500.0,1.0,QQQ,20230303
5000.0,2.0,QQQ,20230306
2500.0,1.0,QQQ,20230307
-1500.0,1.0,QQQ,20230308
-1500.0,1.0,QQQ,20230309
-1500.0,1.0,QQQ,20230310
2500.0,1.0,QQQ,20230313
-1500.0,1.0,QQQ,20230314
-1500.0,1.0,QQQ,20230315
-1500.0,1.0,QQQ,20230316
2500.0,1.0,QQQ,20230317
-1500.0,1.0,QQQ,20230320
0.0,0.0,QQQ,20230321
-1500.0,1.0,QQQ,20230322
-1500.0,1.0,QQQ,20230323
2500.0,1.0,QQQ,20230324
-1500.0,1.0,QQQ,20230327
2500.0,1.0,QQQ,20230328
-1500.0,1.0,QQQ,20230329
2500.0,1.0,QQQ,20230330
2500.0,1.0,QQQ,20230331
-1500.0,1.0,QQQ,20230403
-3000.0,2.0,QQQ,20230404
2500.0,1.0,QQQ,20230405
2500.0,1.0,QQQ,20230406
0.0,0.0,QQQ,20230407
1000.0,2.0,QQQ,20230410
-1500.0,1.0,QQQ,20230411
2500.0,1.0,QQQ,20230412
0.0,0.0,QQQ,20230413
-1500.0,1.0,QQQ,20230414
2500.0,1.0,QQQ,20230417
-1500.0,1.0,QQQ,20230418
-1500.0,1.0,QQQ,20230419
-1500.0,1.0,QQQ,20230420
2500.0,1.0,QQQ,20230421
-1500.0,1.0,QQQ,20230424
2500.0,1.0,QQQ,20230425
2500.0,1.0,QQQ,20230426
0.0,0.0,QQQ,20230427
-1500.0,1.0,QQQ,20230428
-1500.0,1.0,QQQ,20230501
2500.0,1.0,QQQ,20230502
2500.0,1.0,QQQ,20230503
-1500.0,1.0,QQQ,20230504
0.0,0.0,QQQ,20230505
-1500.0,1.0,QQQ,20230508
2500.0,1.0,QQQ,20230509
-1500.0,1.0,QQQ,20230510
-1500.0,1.0,QQQ,20230511
2500.0,1.0,QQQ,20230512
-1500.0,1.0,QQQ,20230515
2500.0,1.0,QQQ,20230516
-1500.0,1.0,QQQ,20230517
2500.0,1.0,QQQ,20230518
2500.0,1.0,QQQ,20230519
-1500.0,1.0,QQQ,20230522
-1500.0,1.0,QQQ,20230523
2500.0,1.0,QQQ,20230524
-1500.0,1.0,QQQ,20230525
-1500.0,1.0,QQQ,20230526
0.0,0.0,QQQ,20230529
-1500.0,1.0,QQQ,20230530
2500.0,1.0,QQQ,20230531
2500.0,1.0,QQQ,20230601
-1500.0,1.0,QQQ,20230602
-1500.0,1.0,QQQ,20230605
2500.0,1.0,QQQ,20230606
1000.0,2.0,QQQ,20230607
0.0,0.0,QQQ,20230608
0.0,0.0,QQQ,20230609
-1500.0,1.0,QQQ,20230612
-1500.0,1.0,QQQ,20230613
1000.0,2.0,QQQ,20230614
0.0,0.0,QQQ,20230615
2500.0,1.0,QQQ,20230616
0.0,0.0,QQQ,20230619
-1500.0,1.0,QQQ,20230620
1000.0,2.0,QQQ,20230621
2500.0,1.0,QQQ,20230622
-1500.0,1.0,QQQ,20230623
0.0,0.0,QQQ,20230626
0.0,0.0,QQQ,20230627
-1500.0,1.0,QQQ,20230628
1000.0,2.0,QQQ,20230629
2500.0,1.0,QQQ,20230630
2500.0,1.0,QQQ,20230703
0.0,0.0,QQQ,20230704
-3000.0,2.0,QQQ,20230705
-3000.0,2.0,QQQ,20230706
2500.0,1.0,QQQ,20230707
2500.0,1.0,QQQ,20230710
0.0,0.0,QQQ,20230711
-1500.0,1.0,QQQ,20230712
2500.0,1.0,QQQ,20230713
2500.0,1.0,QQQ,20230714
-1500.0,1.0,QQQ,20230717
-1500.0,1.0,QQQ,20230718
-1500.0,1.0,QQQ,20230719
2500.0,1.0,QQQ,20230720
2500.0,1.0,QQQ,20230721
-1500.0,1.0,QQQ,20230724
2500.0,1.0,QQQ,20230725
2500.0,1.0,QQQ,20230726
2500.0,1.0,QQQ,20230727
-1500.0,1.0,QQQ,20230728
2500.0,1.0,QQQ,20230731
-1500.0,1.0,QQQ,20230801
1000.0,2.0,QQQ,20230802
2500.0,1.0,QQQ,20230803
2500.0,1.0,QQQ,20230804
2500.0,1.0,QQQ,20230807
2500.0,1.0,QQQ,20230808
1000.0,2.0,QQQ,20230809
2500.0,1.0,QQQ,20230810
-1500.0,1.0,QQQ,20230811
-1500.0,1.0,QQQ,20230814
-1500.0,1.0,QQQ,20230815
-1500.0,1.0,QQQ,20230816
-1500.0,1.0,QQQ,20230817
-1500.0,1.0,QQQ,20230818
-1500.0,1.0,QQQ,20230821
2500.0,1.0,QQQ,20230822
5000.0,2.0,QQQ,20230823
1000.0,2.0,QQQ,20230824
1000.0,2.0,QQQ,20230825
-3000.0,2.0,QQQ,20230828
