direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D1_INVERTED,B00,POOLED,1304,0.054250112318508244,0.09110014431864848,True
D1_INVERTED,B00,SPXW,636,0.10773764366771546,0.11971213548934595,True
D1_INVERTED,B00,QQQ,424,0.10210275699047007,0.10813722059510897,True
D1_INVERTED,B00,SPY,244,0.15270332770053405,0.15270332770053405,True
