feature,importance
ib_range_bps,11199.076770961285
oi_diff,7728.88033413887
dist_ib_high_bps,3664.3139447569847
iv_diff,2587.052026629448
minute,2322.229743182659
dist_ib_low_bps,2201.356995522976
ret_30m_bps,1304.5591797232628
nearest_level_abs_bps,1047.413413465023
volume_diff,983.3739711046219
ret_15m_bps,882.4857913255692
ret_5m_bps,793.296186029911
iv_diff_chg_25m,778.7070060968399
ret_1m_bps,739.2079011201859
abs_delta_diff,717.8574503660202
iv_diff_chg_15m,711.5317858457565
iv_diff_chg_5m,695.2069420814514
vega_diff,631.9603017568588
volume_diff_chg_25m,589.1720144748688
spread_pct_diff,565.0906286239624
abs_delta_diff_chg_15m,544.9287508130074
volume_diff_chg_5m,543.4072427153587
spread_pct_diff_chg_5m,517.4146994352341
vega_diff_chg_15m,482.8990398645401
volume_diff_chg_15m,474.70830059051514
abs_delta_diff_chg_25m,468.9986909031868
spread_pct_diff_chg_25m,455.6514261960983
vega_diff_chg_25m,445.6808497309685
vega_diff_chg_5m,422.71959686279297
spread_pct_diff_chg_15m,421.2536470293999
abs_delta_diff_chg_5m,420.6984603404999
