feature,importance
ib_range_bps,6817.324514627457
oi_diff,3927.508368730545
dist_ib_low_bps,3161.537363767624
dist_ib_high_bps,2861.0148615837097
iv_diff,2748.9030863046646
minute,2304.89911878109
ret_30m_bps,2160.1740370988846
nearest_level_abs_bps,1877.9661121368408
ret_15m_bps,1618.37127327919
ret_5m_bps,1565.477040886879
iv_diff_chg_25m,1438.3369085788727
ret_1m_bps,1401.0349609851837
iv_diff_chg_15m,1380.0121830701828
spread_pct_diff,1367.479971408844
volume_diff,1231.98066842556
volume_diff_chg_5m,1231.3780821561813
iv_diff_chg_5m,1202.2730412483215
spread_pct_diff_chg_15m,1190.4064580202103
spread_pct_diff_chg_5m,1144.1642884016037
volume_diff_chg_25m,1131.46843624115
abs_delta_diff,1122.6253817081451
vega_diff,1087.5945320129395
volume_diff_chg_15m,1021.7871574163437
abs_delta_diff_chg_5m,1009.5431822538376
abs_delta_diff_chg_15m,947.8656882047653
vega_diff_chg_15m,939.9156713485718
spread_pct_diff_chg_25m,934.3055474758148
vega_diff_chg_25m,792.5937814712524
abs_delta_diff_chg_25m,779.0924903154373
vega_diff_chg_5m,768.6529095172882
