ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,monthly_backfill_role,backfill_min_month_trades,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,runtime_replay_role,event_delta_bucket,event_delta_target
QQQ,20231024,202310,10:00,600,zero_dte,PUT,0.4041927828043035,0.3130979853700618,0.4041927828043035,-0.3,0.5,0.5,thr0.398_maxday1,202310,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,317,0,primary,18,14,16,18,False,primary,primary,25,0.25
SPXW,20231025,202310,10:00,600,zero_dte,CALL,0.1423721129725894,0.1423721129725894,-0.0143370307889397,0.5,-0.3,0.5,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,612,1,fallback,18,15,14,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20231025,202310,10:00,600,zero_dte,CALL,0.1609022796312932,0.1609022796312932,-0.0235996981930543,0.5,-0.3,0.5,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,612,1,fallback,18,15,14,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20231025,202310,10:15,615,zero_dte,PUT,0.4389145127815408,0.2788015839162611,0.4389145127815408,-0.3,-0.3,-0.3,thr0.398_maxday1,202310,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,318,0,primary,18,15,17,18,False,primary,primary,25,0.25
SPXW,20231026,202310,10:00,600,zero_dte,CALL,0.2544304680658117,0.2544304680658117,-0.048448437092199,0.5,-0.3,0.5,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,615,1,fallback,18,16,15,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20231026,202310,10:00,600,zero_dte,CALL,0.2402392305126195,0.2402392305126195,0.0510183715147782,0.5,-0.3,0.5,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,615,1,fallback,18,16,15,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20231026,202310,10:30,630,zero_dte,CALL,0.4131094857419339,0.4131094857419339,0.2305027944816101,-0.3,0.5,-0.3,thr0.398_maxday1,202310,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,319,0,primary,18,16,18,18,False,primary,primary,25,0.25
QQQ,20231027,202310,10:00,600,zero_dte,CALL,0.4597394095180565,0.4597394095180565,0.3014879692423399,0.5,-0.3,0.5,thr0.398_maxday1,202310,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,320,0,primary,18,17,19,18,False,primary,primary,25,0.25
SPXW,20231027,202310,10:00,600,zero_dte,CALL,-0.0575189875122531,-0.0575189875122531,-0.1189869710283889,0.5,-0.3,0.5,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,618,1,fallback,18,17,16,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20231027,202310,10:00,600,zero_dte,CALL,-0.1039545865995353,-0.1039545865995353,-0.1569280375153997,-0.3,-0.3,-0.3,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,618,1,fallback,18,17,16,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20231030,202310,10:00,600,zero_dte,PUT,0.0338475001011823,-0.2657744347244287,0.0338475001011823,-0.3,0.5,0.5,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,621,1,fallback,18,18,17,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20231030,202310,10:00,600,zero_dte,PUT,0.0338148810888352,-0.270971465254093,0.0338148810888352,-0.3,0.5,0.5,thr-999.000_maxday3,202310,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,621,1,fallback,18,18,17,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20231030,202310,11:00,660,zero_dte,PUT,0.4130454885420684,0.3280027026599668,0.4130454885420684,-0.3,-0.3,-0.3,thr0.398_maxday1,202310,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,321,0,primary,18,18,20,18,False,primary,primary,25,0.25
QQQ,20231031,202310,10:15,615,zero_dte,PUT,0.4084971827340129,0.1875553512260712,0.4084971827340129,-0.3,0.5,0.5,thr0.398_maxday1,202310,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,322,0,primary,18,18,21,18,False,primary,primary,25,0.25
QQQ,20231101,202311,10:00,600,zero_dte,CALL,0.43729342259523,0.43729342259523,0.2384745826889973,0.5,-0.3,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,323,0,primary,18,1,0,18,False,primary,primary,25,0.25
SPXW,20231101,202311,10:00,600,zero_dte,CALL,0.4188216624638816,0.4188216624638816,0.2479396682906007,0.5,-0.3,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,250,0,primary,18,1,0,18,False,primary,primary,25,0.25
SPY,20231101,202311,10:00,600,zero_dte,CALL,0.4195125866307088,0.4195125866307088,0.2750168730452388,0.5,-0.3,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,216,0,primary,18,1,0,18,False,primary,primary,25,0.25
QQQ,20231101,202311,10:30,630,zero_dte,CALL,0.3394469091527504,0.3394469091527504,0.2305041828881875,-0.3,-0.3,-0.3,thr0.338_maxday2,202311,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,324,0,primary,18,1,1,18,False,primary,primary,25,0.25
QQQ,20231102,202311,10:00,600,zero_dte,PUT,0.3819776384509789,0.321450845780529,0.3819776384509789,-0.3,0.5,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,325,0,primary,18,2,2,18,False,primary,primary,25,0.25
SPXW,20231102,202311,10:00,600,zero_dte,CALL,-0.1203018909651898,-0.1203018909651898,-0.2947839254971815,-0.3,0.5,-0.3,thr-999.000_maxday3,202311,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,630,1,fallback,18,2,1,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20231102,202311,10:00,600,zero_dte,CALL,-0.1523806161965707,-0.1523806161965707,-0.2941687613563797,-0.3,-0.3,-0.3,thr-999.000_maxday3,202311,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,630,1,fallback,18,2,1,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20231102,202311,10:30,630,zero_dte,CALL,0.400184558804403,0.400184558804403,0.3413385032298339,0.5,-0.3,0.5,thr0.338_maxday2,202311,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,326,0,primary,18,2,3,18,False,primary,primary,25,0.25
QQQ,20231103,202311,10:00,600,zero_dte,PUT,0.3421412369826284,0.2434577713248579,0.3421412369826284,-0.3,0.5,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,327,0,primary,18,3,4,18,False,primary,primary,25,0.25
SPXW,20231103,202311,10:00,600,zero_dte,PUT,-0.1487890471904877,-0.2298816452380651,-0.1487890471904877,-0.3,0.5,0.5,thr-999.000_maxday3,202311,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,633,1,fallback,18,3,2,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20231103,202311,10:00,600,zero_dte,PUT,-0.1719092987125897,-0.2151163415265954,-0.1719092987125897,-0.3,0.5,0.5,thr-999.000_maxday3,202311,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,633,1,fallback,18,3,2,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20231103,202311,10:30,630,zero_dte,PUT,0.4048758756556395,0.2650845991387668,0.4048758756556395,-0.3,-0.3,-0.3,thr0.338_maxday2,202311,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,328,0,primary,18,3,5,18,False,primary,primary,25,0.25
QQQ,20231106,202311,10:00,600,zero_dte,PUT,0.419913540982882,0.2705993820562473,0.419913540982882,-0.3,0.5,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,329,0,primary,18,4,6,18,False,primary,primary,25,0.25
SPXW,20231106,202311,10:00,600,zero_dte,PUT,0.3706686542259068,0.2467473701925522,0.3706686542259068,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,253,0,primary,18,4,3,18,False,primary,primary,25,0.25
SPY,20231106,202311,10:00,600,zero_dte,PUT,0.4263109767897858,0.2656613701993794,0.4263109767897858,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,219,0,primary,18,4,3,18,False,primary,primary,25,0.25
QQQ,20231106,202311,10:30,630,zero_dte,PUT,0.4329127992095745,0.2651742748576494,0.4329127992095745,0.5,-0.3,-0.3,thr0.338_maxday2,202311,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,330,0,primary,18,4,7,18,False,primary,primary,25,0.25
QQQ,20231107,202311,10:00,600,zero_dte,PUT,0.4360748423340401,0.1994979246134719,0.4360748423340401,-0.3,0.5,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,331,0,primary,18,5,8,18,False,primary,primary,25,0.25
SPXW,20231107,202311,10:00,600,zero_dte,PUT,0.4673676164448022,0.2329552480082094,0.4673676164448022,-0.3,-0.3,-0.3,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,254,0,primary,18,5,4,18,False,primary,primary,25,0.25
SPY,20231107,202311,10:00,600,zero_dte,PUT,0.4594640696685846,0.2206204717089023,0.4594640696685846,-0.3,-0.3,-0.3,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,220,0,primary,18,5,4,18,False,primary,primary,25,0.25
QQQ,20231107,202311,10:30,630,zero_dte,PUT,0.4130179029347277,0.2777166130574083,0.4130179029347277,0.5,-0.3,-0.3,thr0.338_maxday2,202311,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,332,0,primary,18,5,9,18,False,primary,primary,25,0.25
QQQ,20231108,202311,10:00,600,zero_dte,PUT,0.4769914376269527,0.2353339688977552,0.4769914376269527,-0.3,0.5,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,333,0,primary,18,5,10,18,False,primary,primary,25,0.25
SPXW,20231108,202311,10:00,600,zero_dte,PUT,0.4906880985837835,0.1931251240257922,0.4906880985837835,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,255,0,primary,18,5,5,18,False,primary,primary,25,0.25
SPY,20231108,202311,10:00,600,zero_dte,PUT,0.4602484958261492,0.2112400040131754,0.4602484958261492,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,221,0,primary,18,5,5,18,False,primary,primary,25,0.25
QQQ,20231108,202311,10:45,645,zero_dte,PUT,0.3590733029248324,0.2720008700940957,0.3590733029248324,-0.3,-0.3,-0.3,thr0.338_maxday2,202311,645,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,334,0,primary,18,5,11,18,False,primary,primary,25,0.25
QQQ,20231109,202311,10:00,600,zero_dte,PUT,0.5448148474937995,0.2002046676332869,0.5448148474937995,-0.3,0.5,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,335,0,primary,18,6,12,18,False,primary,primary,25,0.25
SPXW,20231109,202311,10:00,600,zero_dte,PUT,0.5229656855793152,0.2037894469922863,0.5229656855793152,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,256,0,primary,18,6,6,18,False,primary,primary,25,0.25
SPY,20231109,202311,10:00,600,zero_dte,PUT,0.5384136176596197,0.2386632752435771,0.5384136176596197,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,222,0,primary,18,6,6,18,False,primary,primary,25,0.25
QQQ,20231109,202311,10:45,645,zero_dte,PUT,0.4507411059021675,0.2230517459768475,0.4507411059021675,0.5,-0.3,-0.3,thr0.338_maxday2,202311,645,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,336,0,primary,18,6,13,18,False,primary,primary,25,0.25
QQQ,20231110,202311,10:00,600,zero_dte,PUT,0.4057516957383137,0.2621025488615341,0.4057516957383137,-0.3,0.5,0.5,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,337,0,primary,18,7,14,18,False,primary,primary,25,0.25
SPXW,20231110,202311,10:00,600,zero_dte,PUT,0.4240619362049876,0.3112217523681727,0.4240619362049876,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,257,0,primary,18,7,7,18,False,primary,primary,25,0.25
SPY,20231110,202311,10:00,600,zero_dte,PUT,0.4066245696665359,0.330070195492408,0.4066245696665359,-0.3,0.5,0.5,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,223,0,primary,18,7,7,18,False,primary,primary,25,0.25
QQQ,20231110,202311,10:30,630,zero_dte,PUT,0.3757429108009263,0.3032185615386538,0.3757429108009263,-0.3,-0.3,-0.3,thr0.338_maxday2,202311,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,338,0,primary,18,7,15,18,False,primary,primary,25,0.25
QQQ,20231113,202311,10:15,615,zero_dte,PUT,0.4316725384225317,0.3121791662428607,0.4316725384225317,0.5,-0.3,-0.3,thr0.338_maxday2,202311,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,339,0,primary,18,8,16,18,False,primary,primary,25,0.25
SPXW,20231113,202311,10:15,615,zero_dte,PUT,0.4069079844945262,0.3142759450726173,0.4069079844945262,0.5,-0.3,-0.3,thr0.362_maxday1,202311,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,258,0,primary,18,8,8,18,False,primary,primary,25,0.25
SPY,20231113,202311,10:15,615,zero_dte,PUT,0.4128449591379661,0.2751642119417067,0.4128449591379661,0.5,-0.3,-0.3,thr0.362_maxday1,202311,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,224,0,primary,18,8,8,18,False,primary,primary,25,0.25
QQQ,20231113,202311,10:45,645,zero_dte,PUT,0.3740050019558448,0.2955623606228261,0.3740050019558448,0.5,-0.3,-0.3,thr0.338_maxday2,202311,645,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,340,0,primary,18,8,17,18,False,primary,primary,25,0.25
QQQ,20231114,202311,10:00,600,zero_dte,PUT,0.451880999346839,0.2221574403004356,0.451880999346839,-0.3,-0.3,-0.3,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,341,0,primary,18,9,18,18,False,primary,primary,25,0.25
SPXW,20231114,202311,10:00,600,zero_dte,PUT,0.4799568547492394,0.2197848989938438,0.4799568547492394,0.5,-0.3,-0.3,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,259,0,primary,18,9,9,18,False,primary,primary,25,0.25
SPY,20231114,202311,10:00,600,zero_dte,PUT,0.4656332346010149,0.2474916791470661,0.4656332346010149,0.5,-0.3,-0.3,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,225,0,primary,18,9,9,18,False,primary,primary,25,0.25
QQQ,20231114,202311,10:30,630,zero_dte,PUT,0.3818508743746485,0.3022492992441288,0.3818508743746485,-0.3,-0.3,-0.3,thr0.338_maxday2,202311,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,342,0,primary,18,9,19,18,False,primary,primary,25,0.25
QQQ,20231115,202311,10:00,600,zero_dte,PUT,0.4165600204849899,0.2229795463749679,0.4165600204849899,0.5,-0.3,-0.3,thr0.338_maxday2,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,343,0,primary,18,9,20,18,False,primary,primary,25,0.25
SPXW,20231115,202311,10:00,600,zero_dte,PUT,0.4334604585442072,0.2509727088734798,0.4334604585442072,0.5,-0.3,-0.3,thr0.362_maxday1,202311,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,260,0,primary,18,9,10,18,False,primary,primary,25,0.25
