ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,monthly_backfill_role,backfill_min_month_trades,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,runtime_replay_role,event_delta_bucket,event_delta_target
SPY,20240521,202405,10:00,600,zero_dte,PUT,0.4465244030177528,0.2085324429549076,0.4465244030177528,0.5,-0.3,-0.3,thr0.427_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,368,0,primary,18,12,13,18,False,primary,primary,25,0.25
QQQ,20240522,202405,10:00,600,zero_dte,PUT,0.336019980370134,0.163313657993673,0.336019980370134,-0.1515151816185063,0.0869565254949367,0.0869565254949367,thr-999.000_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,481,0,primary,18,13,15,18,False,primary,primary,25,0.25
SPXW,20240522,202405,12:15,735,zero_dte,PUT,0.4241200964154554,0.1493688825064048,0.4241200964154554,-0.3,-0.3,-0.3,thr0.356_maxday1,202405,735,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,400,0,primary,18,13,16,18,False,primary,primary,25,0.25
QQQ,20240523,202405,10:00,600,zero_dte,PUT,0.4922480516902947,0.2115928262335601,0.4922480516902947,-0.3,-0.3,-0.3,thr-999.000_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,482,0,primary,18,14,16,18,False,primary,primary,25,0.25
SPXW,20240523,202405,10:00,600,zero_dte,PUT,0.5163982614449786,0.2059254185331138,0.5163982614449786,-0.3,0.5,0.5,thr0.356_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,401,0,primary,18,14,17,18,False,primary,primary,25,0.25
SPY,20240523,202405,10:00,600,zero_dte,PUT,0.5252842519000349,0.2145510449582243,0.5252842519000349,-0.3,0.5,0.5,thr0.427_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,369,0,primary,18,14,14,18,False,primary,primary,25,0.25
QQQ,20240524,202405,10:00,600,zero_dte,PUT,0.5353608576785471,0.2062632052016738,0.5353608576785471,0.5,-0.3,-0.3,thr-999.000_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,483,0,primary,18,15,17,18,False,primary,primary,25,0.25
SPXW,20240524,202405,10:00,600,zero_dte,PUT,0.6165591216008648,0.1807040595840263,0.6165591216008648,-0.3,-0.3,-0.3,thr0.356_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,402,0,primary,18,15,18,18,False,primary,primary,25,0.25
SPY,20240524,202405,10:00,600,zero_dte,PUT,0.6134955221417485,0.1957441067424607,0.6134955221417485,-0.3,-0.3,-0.3,thr0.427_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,370,0,primary,18,15,15,18,False,primary,primary,25,0.25
QQQ,20240528,202405,10:00,600,zero_dte,CALL,0.3767259178627497,0.3767259178627497,0.3018499277209446,0.5,-0.3,0.5,thr-999.000_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,484,0,primary,18,16,18,18,False,primary,primary,25,0.25
SPXW,20240528,202405,10:30,630,zero_dte,PUT,0.3951392477630465,0.2686238859849412,0.3951392477630465,-0.3,0.5,0.5,thr0.356_maxday1,202405,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,403,0,primary,18,16,19,18,False,primary,primary,25,0.25
SPY,20240528,202405,10:30,630,zero_dte,PUT,0.4294084191018952,0.26836547636582,0.4294084191018952,-0.3,-0.3,-0.3,thr0.427_maxday1,202405,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,371,0,primary,18,16,16,18,False,primary,primary,25,0.25
QQQ,20240529,202405,10:00,600,zero_dte,PUT,0.6020297077744807,0.2176423384448018,0.6020297077744807,0.5,-0.3,-0.3,thr-999.000_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,485,0,primary,18,17,19,18,False,primary,primary,25,0.25
SPXW,20240529,202405,10:00,600,zero_dte,PUT,0.5970463789472463,0.1681418475812453,0.5970463789472463,0.5,-0.3,-0.3,thr0.356_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,404,0,primary,18,17,20,18,False,primary,primary,25,0.25
SPY,20240529,202405,10:00,600,zero_dte,PUT,0.5701658554278369,0.1649920594711637,0.5701658554278369,-0.3,-0.3,-0.3,thr0.427_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,372,0,primary,18,17,17,18,False,primary,primary,25,0.25
QQQ,20240530,202405,10:00,600,zero_dte,PUT,0.5459322046917404,0.2182965631196239,0.5459322046917404,-0.3,0.5,0.5,thr-999.000_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,486,0,primary,18,18,20,18,False,primary,primary,25,0.25
SPXW,20240530,202405,10:00,600,zero_dte,PUT,0.5357834508917282,0.1409201704296298,0.5357834508917282,-0.3,0.5,0.5,thr0.356_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,405,0,primary,18,18,21,18,False,primary,primary,25,0.25
SPY,20240530,202405,10:00,600,zero_dte,PUT,0.4415631515359969,0.2359159941486396,0.4415631515359969,-0.3,0.5,0.5,thr0.427_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,373,0,primary,18,18,18,18,False,primary,primary,25,0.25
QQQ,20240531,202405,10:00,600,zero_dte,PUT,0.6843152195829112,0.1953318650914753,0.6843152195829112,-0.3,-0.3,-0.3,thr-999.000_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,487,0,primary,18,18,21,18,False,primary,primary,25,0.25
SPXW,20240531,202405,10:00,600,zero_dte,PUT,0.7757975137015745,0.2006319988138831,0.7757975137015745,-0.3,0.5,0.5,thr0.356_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,406,0,primary,18,18,22,18,False,primary,primary,25,0.25
SPY,20240531,202405,10:00,600,zero_dte,PUT,0.7831958779234723,0.17032266306472,0.7831958779234723,-0.3,0.5,0.5,thr0.427_maxday1,202405,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,374,0,primary,18,18,19,18,False,primary,primary,25,0.25
QQQ,20240603,202406,10:00,600,zero_dte,PUT,-0.0529899833687148,-0.2981876780741684,-0.0529899833687148,-0.3,0.5,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1065,1,fallback,18,1,0,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240603,202406,10:00,600,zero_dte,PUT,0.0068133480579822,-0.3000929216650846,0.0068133480579822,-0.3,0.5,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1065,1,fallback,18,1,0,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240603,202406,10:00,600,zero_dte,PUT,0.028575394054304,-0.3001377528093963,0.028575394054304,-0.3,0.5,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1065,1,fallback,18,1,0,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240604,202406,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.2861577607923088,-0.2720000115036964,-0.3,0.5,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1068,1,fallback,18,2,1,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240604,202406,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.2861118676071458,-0.2720000115036964,-0.3,0.5,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1068,1,fallback,18,2,1,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240604,202406,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.2861110465241807,-0.2720000115036964,-0.3,0.5,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1068,1,fallback,18,2,1,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240605,202406,10:00,600,zero_dte,PUT,-0.2260349703000495,-0.2803051226853845,-0.2260349703000495,0.5,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1071,1,fallback,18,3,2,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240605,202406,10:00,600,zero_dte,PUT,-0.2308827169227602,-0.2822834979895657,-0.2308827169227602,-0.3,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1071,1,fallback,18,3,2,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240605,202406,10:00,600,zero_dte,PUT,-0.2245339002839965,-0.2802635569296929,-0.2245339002839965,-0.3,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1071,1,fallback,18,3,2,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240606,202406,10:00,600,zero_dte,PUT,0.0940774397954006,-0.298175895749173,0.0940774397954006,0.5,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1074,1,fallback,18,4,3,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240606,202406,10:00,600,zero_dte,PUT,0.0985617446235142,-0.3001673399544085,0.0985617446235142,-0.3,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1074,1,fallback,18,4,3,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240606,202406,10:00,600,zero_dte,PUT,0.0940616186823383,-0.3005943854614688,0.0940616186823383,-0.3,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1074,1,fallback,18,4,3,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240607,202406,10:00,600,zero_dte,CALL,-0.2841838500421524,-0.2841838500421524,-0.3000000119209289,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1077,1,fallback,18,5,4,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240607,202406,10:00,600,zero_dte,CALL,-0.2841846711251176,-0.2841846711251176,-0.3000000119209289,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1077,1,fallback,18,5,4,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240607,202406,10:00,600,zero_dte,CALL,-0.2841838500421524,-0.2841838500421524,-0.3000000119209289,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1077,1,fallback,18,5,4,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240610,202406,10:00,600,zero_dte,CALL,-0.2728938368513983,-0.2728938368513983,-0.3000000119209289,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1080,1,fallback,18,6,5,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240610,202406,10:00,600,zero_dte,CALL,-0.2728443589166815,-0.2728443589166815,-0.2999717889048685,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1080,1,fallback,18,6,5,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240610,202406,10:00,600,zero_dte,CALL,-0.2999344862928617,-0.2999344862928617,-0.2999717889048685,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1080,1,fallback,18,6,5,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240611,202406,10:00,600,zero_dte,PUT,-0.2523825327085376,-0.2982929979154981,-0.2523825327085376,0.5,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1083,1,fallback,18,7,6,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240611,202406,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.3002422497485195,-0.2720000115036964,0.5,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1083,1,fallback,18,7,6,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240611,202406,10:00,600,zero_dte,PUT,-0.2703384605962999,-0.2982929979154981,-0.2703384605962999,0.5,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1083,1,fallback,18,7,6,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240612,202406,10:00,600,zero_dte,CALL,-0.1665579434909305,-0.1665579434909305,-0.2729800115182996,0.0547263162277293,-0.3,0.0547263162277293,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1086,1,fallback,18,8,7,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240612,202406,10:00,600,zero_dte,CALL,-0.1933790613863673,-0.1933790613863673,-0.2729800115182996,-0.0513594844096427,-0.3,-0.0513594844096427,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1086,1,fallback,18,8,7,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240612,202406,10:00,600,zero_dte,CALL,-0.166359060983738,-0.166359060983738,-0.2729800115182996,-0.0792682904668112,-0.3,-0.0792682904668112,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1086,1,fallback,18,8,7,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240613,202406,10:00,600,zero_dte,CALL,-0.2037108251589912,-0.2037108251589912,-0.2720000115036964,-0.3,0.5,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1089,1,fallback,18,9,8,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240613,202406,10:00,600,zero_dte,CALL,-0.2030934810740064,-0.2030934810740064,-0.3000000119209289,-0.3,0.5,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1089,1,fallback,18,9,8,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240613,202406,10:00,600,zero_dte,CALL,-0.1782407524555201,-0.1782407524555201,-0.2720000115036964,-0.3,0.5,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1089,1,fallback,18,9,8,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240617,202406,10:00,600,zero_dte,CALL,-0.226100707324332,-0.226100707324332,-0.2998579269189506,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1095,1,fallback,18,10,9,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240617,202406,10:00,600,zero_dte,CALL,-0.2180328220161297,-0.2180328220161297,-0.2999824684639368,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1095,1,fallback,18,10,9,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240617,202406,10:00,600,zero_dte,CALL,-0.2556339955600055,-0.2556339955600055,-0.2998735448483983,0.5,-0.3,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1095,1,fallback,18,10,9,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240618,202406,10:00,600,zero_dte,CALL,-0.2731223043714458,-0.2731223043714458,-0.3000000119209289,-0.3,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1098,1,fallback,18,11,10,18,False,fallback_volume_pace,fallback,50,0.5
SPXW,20240618,202406,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.3001662779135572,-0.2720000115036964,-0.3,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1098,1,fallback,18,11,10,18,False,fallback_volume_pace,fallback,50,0.5
SPY,20240618,202406,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.3001662779135572,-0.2720000115036964,-0.3,-0.3,-0.3,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,1098,1,fallback,18,11,10,18,False,fallback_volume_pace,fallback,50,0.5
QQQ,20240620,202406,10:00,600,zero_dte,PUT,0.191388990142399,-0.2969903884276242,0.191388990142399,-0.3,0.5,0.5,thr-999.000_maxday3,202406,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,1101,1,fallback,18,13,11,18,False,fallback_volume_pace,fallback,50,0.5
