ticker,test_month,scientific_mask_rows,scientific_mask_sha256,sci_cell_degenerate,sci_cell_degenerate_reason,sci_c0_accuracy,sci_c0_balanced_accuracy,sci_c0_roc_auc,sci_c0_spearman,sci_p1_accuracy,sci_p1_balanced_accuracy,sci_p1_roc_auc,sci_p1_spearman,sci_ba_delta
SPXW,202402,603,80c9c8177f73e7bf1e71d44d575a10532e8f34c5e15efeebebc3475091f115af,False,,0.41625207296849087,0.39194886745907154,0.4291208791208791,-0.0232172574903123,0.4079601990049751,0.38466023772146224,0.4150033639829558,-0.060694692731513844,-0.007288629737609298
SPXW,202403,544,347cdfd22f442495992cea954603aa278eb4588bb8743020abe6699806b2f5e4,False,,0.5827205882352942,0.5545897127366776,0.6305685794503686,0.2359834188524263,0.5955882352941176,0.5657718213628757,0.6388946516742045,0.23729195858171998,0.011182108626198173
SPXW,202404,611,99ef3ce07d3b6a4844899a0437af06913d7ae95220c42e137f8f52f7f7caef53,False,,0.46153846153846156,0.4782085619719537,0.4495579653340301,-0.04956534636303663,0.4746317512274959,0.49235149377231946,0.46217663966553435,-0.042050803863840996,0.014142931800365743
SPXW,202405,593,0342f23550eb2f9fd2c0b57fbfe683d2f4e309548f58f9c4a2bbf59fdec194e8,False,,0.4974704890387858,0.5050887978142077,0.4767531876138434,-0.012983051624822255,0.47217537942664417,0.4787568306010929,0.4339253187613843,-0.10030459041309202,-0.02633196721311476
SPXW,202406,580,724306f6b446563131fa7f5ba0bdf250ebf5b221aa67991ad2a47b2a45f06d45,False,,0.6551724137931034,0.6456670365465154,0.676999439214423,0.2551936252295507,0.6344827586206897,0.6242975265776569,0.6682893653577693,0.28316862794107867,-0.021369509968858447
SPXW,202407,635,cb420c32c18b731281cc6ff1721a44ca8114b2491546457de5b398dc94cb801c,False,,0.5007874015748032,0.5008680555555556,0.5256150793650793,0.06044236495307817,0.5338582677165354,0.5339037698412699,0.5606547619047619,0.11811837306826861,0.03303571428571428
SPXW,202408,617,3e704620488929421d693bb3f833857dbb4f0477a2d794c35d18e294d633e586,False,,0.5834683954619124,0.5724685883222469,0.5917115404920282,0.17905797638160814,0.5850891410048622,0.57352972231021,0.5972019850068631,0.1959695653471683,0.0010611339879631476
SPXW,202409,566,f467ace94f3ee5fd66bd85f89502da592bcb84a1e56d67375dc3a08944229411,False,,0.4540636042402827,0.45945962849459004,0.4163362311589218,-0.1472361813119184,0.4469964664310954,0.4528300706735881,0.37599599724810806,-0.20425928677033384,-0.006629557821001941
SPXW,202410,609,808cb866bcfeffe68b292d3fad585b6800faa56016f7c4e1f53c1ad39e8ff840,False,,0.4630541871921182,0.46224949845762237,0.4297301378432599,-0.10560448709405532,0.4663382594417077,0.46593826175119185,0.43891968850443297,-0.08790829766371921,0.003688763293569486
SPXW,202411,523,f2387f4c9120871e5703aa323a2e1f0ca7e06e14ba9cd832641ce5430bcb6742,False,,0.5105162523900574,0.5110842490842491,0.5208205128205128,0.031604583122348276,0.5602294455066922,0.5600512820512821,0.5679560439560439,0.10569678385127287,0.048967032967032975
SPXW,202412,613,b5a749301e5a86772084504cd172310fe615e47903cb6f6d8a8f803714755c78,False,,0.5464926590538336,0.542883775434111,0.5436561201661873,0.06095426755711065,0.5073409461663948,0.5037924789602641,0.5107702141259188,0.0029808317517436575,-0.039091296473846904
SPXW,202501,590,01fe191e159d1dc9b19502624e63dfcfc27271b5b315854843d92972a3816b75,False,,0.48135593220338985,0.48204560140312014,0.489418905197083,-0.03632899927985127,0.5525423728813559,0.548047632234838,0.5497092218222099,0.06615619528103556,0.06600203083171785
SPXW,202502,457,c3f9b098af85490031dc9ff498138d01f7d760207277df5527b6a7e40ed167b8,False,,0.5711159737417943,0.5711234965142113,0.6028690722439286,0.08661330946162635,0.5886214442013129,0.5886194744503179,0.6211790393013101,0.11069263678742837,0.017495977936106577
SPXW,202503,544,fcb220216cce604619f10667d4b8902e0b6fc9af1e0964c0de6cc89a31187e2b,False,,0.4650735294117647,0.4591695501730104,0.450817558857453,-0.0945806877040645,0.5073529411764706,0.502883506343714,0.5105366714159713,0.03280360712663218,0.043713956170703616
SPXW,202504,476,081c18d8e67c846292cc3182f1e6f4be0f14bd0a7a48c318477594ca3077f853,False,,0.5609243697478992,0.5514159292035399,0.5690088495575221,0.0948362026041797,0.5819327731092437,0.570141592920354,0.5656106194690266,0.1384837231814275,0.018725663716814167
SPXW,202505,564,ed8e5576fb1db7609513d2ee80b0f73779101e6436839fec733d82250a52cce4,False,,0.4627659574468085,0.47890667122549085,0.48179319595492026,-0.03785661769427365,0.45390070921985815,0.4762305537656326,0.4706942124850414,-0.04301077210714005,-0.0026761174598582405
SPXW,202506,574,ed21b269a01f94920e1267f545aa3246a15fc98aeaaf5cb469b3333fed3902d1,False,,0.5226480836236934,0.5319458431240909,0.48620591050936807,-0.027695377120894926,0.48606271777003485,0.49256524063506274,0.4615269851926448,-0.04845713831758886,-0.03938060248902814
SPXW,202507,605,c4974092e250b23ce35c6c0245579f875f060c26b2b941e81822897c802fc2bc,False,,0.543801652892562,0.5649192808658962,0.5826453861676757,0.19653889090805565,0.5685950413223141,0.5860507246376812,0.5863603008622271,0.21410663298093652,0.021131443771784997
SPXW,202508,580,96150104516887831664d369c4875d4b11af7a06136e8fd68ccef7b8f7a7e8d7,False,,0.5017241379310344,0.49129533179012347,0.4852792245370371,0.024155060823172484,0.49137931034482757,0.4849054783950617,0.457007137345679,-0.008650934311576486,-0.006389853395061762
SPXW,202509,625,e58b39f1f1940fa198a358ab8ceacce556dfe2d37cc878863e2e9ceb80d3b8f4,False,,0.5168,0.5144056331098948,0.5474653055367649,0.07525480739450022,0.5008,0.49770924297398683,0.5260541582108521,0.04257535177839835,-0.016696390135908012
SPXW,202510,622,48e2f4bac13bed1174394147f57ca98c35262d2d23e9f8efa69bc9f98acf6c6c,False,,0.49356913183279744,0.48525883838383843,0.4622790404040404,-0.03327457573194927,0.5,0.48878367003367007,0.4674558080808081,-0.017272453402151205,0.003524831649831639
SPXW,202511,466,48b78e31c2bcf1c0e58a868d1dd505409991a8e73ce794715728a26b434378a4,False,,0.5386266094420601,0.5117097811112812,0.550627583039951,0.06042279288058222,0.5686695278969958,0.5411947038114189,0.5505510485228837,0.054377863243783756,0.029484922700137695
SPXW,202512,554,bec7a79ad5e490c6f5e457e46db7bf9ffaa074f8191fc98c9cf9f9e95ff6a300,False,,0.48194945848375453,0.4831120348972364,0.4896142433234421,-0.06911602052904794,0.4620938628158845,0.44710032955462264,0.4673385387465985,-0.1030217551713839,-0.036011705342613776
QQQ,202304,582,194feb75be594eae34eaff84193404948c408a95aca6c8d4892b24921a667958,False,,0.4484536082474227,0.4375,0.4536549707602339,-0.0544691701722916,0.45532646048109965,0.45826023391812865,0.45889376218323585,-0.08821703044584352,0.020760233918128645
QQQ,202305,656,dc1e0e6471292493b8c058148ea581ded3e543ae0286f8fca7698d38bb4319bc,False,,0.3978658536585366,0.3885532419894271,0.3659510195274571,-0.2262341212915976,0.4192073170731707,0.40886532822016697,0.36882472366343333,-0.2487828362170151,0.02031208623073988
QQQ,202306,547,e16e8e8157e62265de682df8d98f9dc5e9086ac413fc24a53a8729bdae2a9072,False,,0.4936014625228519,0.4924655702634042,0.49997325845701296,-0.06420332936783735,0.4936014625228519,0.4924187725631769,0.5190934616927396,-0.03331486776183655,-4.679770022730789e-05
QQQ,202307,450,b38fa269bb49a902fec17f8bb433092a6ebba674fa4bff84e41c7ac112b494f4,False,,0.5511111111111111,0.49311450669684964,0.5599153199605944,0.07191957450582692,0.5422222222222223,0.4814186002641011,0.5663501645391855,0.057879338713355634,-0.011695906432748537
QQQ,202308,639,cfb8966e28a3884c00b199b44e245cac80dac2f0cd6251554a56892614052876,False,,0.48513302034428796,0.4643838124885552,0.5049746688640664,0.007996030177841514,0.5070422535211268,0.4883873527436977,0.5130826669922074,0.007275017828119203,0.024003540255142508
QQQ,202309,583,e01e585ac771a5e950228b67466ff58d3654990939559411389f851076a8572a,False,,0.5506003430531733,0.5639815234775967,0.5894344847341911,0.1908563797476894,0.5094339622641509,0.5218185290396505,0.5451051538516627,0.0987291716129291,-0.04216299443794613
QQQ,202310,655,a73e8e4d722a987a5eefbc8a00f2d205ace3a294f05edf297e5224bf2a346b5f,False,,0.46259541984732827,0.4652455069704944,0.4325718978034078,-0.20239610787801973,0.4488549618320611,0.451537801168281,0.42982849037941134,-0.199795965079197,-0.013707705802213366
QQQ,202311,556,e0da3ce3dcecbfd05c5d28c46943bcc721d299438a9f8389b44d4fecbe48fa18,False,,0.4316546762589928,0.4088511411134703,0.3800996220771069,-0.2019706520255342,0.4172661870503597,0.39596437108556015,0.3709653726479975,-0.1765122266121893,-0.012886770027910166
QQQ,202312,464,d0c7d24394d0d65b1237cfc62f801dae24b28b610ca2f50c4418ef44a3ecd026,False,,0.6530172413793104,0.6463364293085656,0.6998405103668262,0.2950783290346532,0.6077586206896551,0.5917815930199831,0.6414297776526878,0.24808370112515818,-0.05455483628858249
QQQ,202401,604,13bbccc2d1fabfc8e20021c5f7f0f3be11e51b6de6587d0a5dbacd6ea9cdd357,False,,0.49503311258278143,0.46565431348040043,0.486244834070921,0.004418251783714071,0.5099337748344371,0.485096224226659,0.4975845410628019,0.03032291081754472,0.01944191074625856
QQQ,202402,583,22f97b65fb41a966e8fb3571da115e76e8705098f8caf6b14cf2c4b1cee42c43,False,,0.5626072041166381,0.5567324258086433,0.5442600276625172,0.09288046392239165,0.5317324185248714,0.5242896314090898,0.5068670985901822,0.03577068915778154,-0.032442794399553554
QQQ,202403,505,a2802256538641151049abd4bf1871af743e0dc8686fa91db883aa3d95ca6168,False,,0.5683168316831683,0.5550489323843417,0.5694744534824606,0.10233712689645064,0.5524752475247525,0.5408140569395018,0.5320602440264363,0.012068335849346275,-0.014234875444839923
QQQ,202404,616,9bb3c618d609aaa09a54c64a689ed64d833f8fc5d9cfcfa38c3fc1d2aa5df85c,False,,0.3847402597402597,0.407157027644801,0.41699012377625394,-0.18155572016279645,0.349025974025974,0.3740997110449821,0.39200845301246384,-0.2234967603955082,-0.03305731659981892
QQQ,202405,555,89b11ceb659c425ba0d6e6ddf3fdf8c3979e92c1572cd4bda2b062527d25b48d,False,,0.5891891891891892,0.5945945945945945,0.6227825315663154,0.16024434882106517,0.581981981981982,0.5902509652509653,0.5987947406866327,0.1328637501498876,-0.004343629343629196
QQQ,202406,541,545a5170df5520eeae0151be573bda8f9d474c68f763d69d7654734144edf66d,False,,0.5231053604436229,0.5082804743519029,0.5187948152233867,0.010877992947209123,0.5175600739371534,0.5091905681191395,0.5202702702702703,-0.006114518054647155,0.0009100937672366083
QQQ,202407,631,731dfebbb75beef6de0f6bbfd6ff472afa02f17d1280f698774953824a0af397,False,,0.49128367670364503,0.5011466036287227,0.5144259910292157,0.047525098357160026,0.5166402535657686,0.5230836060936679,0.5373176546652119,0.050027417324783184,0.021937002464945232
QQQ,202408,567,57be2e115f7e1204ae16d2d3d3fb80b1917e216c6ce65ea6e04805e64b574798,False,,0.4638447971781305,0.462106311465206,0.45542138677953437,-0.08457596778156176,0.4532627865961199,0.45103323789368854,0.47119382546993654,-0.039013231331451605,-0.011073073571517433
QQQ,202409,535,84d93bbff72b33e44db086c6ff58008c6704e3c062deefb7053414e543ebb7a8,False,,0.5046728971962616,0.5,0.5209803921568628,0.06233373422191808,0.4822429906542056,0.47752100840336137,0.5145238095238095,0.03504837738079361,-0.02247899159663863
QQQ,202410,486,d4b852ca9464591cfc6332cac08c2d726f7260664ff1e58fc6c1034eb7feba94,False,,0.4176954732510288,0.4215423728813559,0.41661016949152546,-0.142227902353854,0.47530864197530864,0.4784915254237288,0.45372881355932204,-0.10813915025064695,0.05694915254237293
QQQ,202411,482,8353072df91b1f3bb9269ce72b56b04bd1aa81fb306941f4ef01eda0a0380746,False,,0.5477178423236515,0.5409784871616933,0.5786953504510757,0.09042225990227179,0.5746887966804979,0.5701596113809855,0.5704718945176961,0.11687329030927875,0.029181124219292198
QQQ,202412,652,f3219f1a7d7df8aee77108fdbd91b76b9594e46b8a899e93f3c6a889eba5cdbd,False,,0.4662576687116564,0.4744872532106575,0.5074084723020893,0.0582238721244076,0.5199386503067485,0.5285317232125744,0.5583860456200882,0.12934347216876796,0.05404447000191687
QQQ,202501,517,0e36e6d46f4d1eac79bd2f4c88439eb1089b3377d0d0c7422b9e34595314ff8d,False,,0.4584139264990329,0.46079664570230605,0.4482180293501048,-0.09751076083824935,0.4274661508704062,0.4303159628631327,0.41174004192872116,-0.15420083816753086,-0.03048068283917338
QQQ,202502,418,c4459c6a5795645650290c0c39335ee1ecd2aeb647ee0cbc0f351de07d8da935,False,,0.5143540669856459,0.5101010101010102,0.5358126721763086,0.04103030733214783,0.5143540669856459,0.5123737373737374,0.5212121212121212,0.003312995466453211,0.002272727272727204
QQQ,202503,515,f2b146897803e64aeaa17454e17f464e712b0e416a06f7dc5f0e0b7f4ec28c9f,False,,0.47766990291262135,0.46953037077592236,0.4163853149618274,-0.08082359545724897,0.44660194174757284,0.43891626364935976,0.4111080694710588,-0.07608528156745469,-0.030614107126562595
QQQ,202504,509,251d74cb02539632d29433529e95642eedccffc7718e7a53dffb012eb7ca8984,False,,0.5618860510805501,0.5565739765900787,0.5723973493528209,0.09519032803675412,0.5520628683693517,0.5474546355360129,0.5488326004830618,0.05618023461391652,-0.009119341054065755
QQQ,202505,526,bc737b59787915368bed0946b06b370107b735b4013a7e4194a7583ccfd3b218,False,,0.5095057034220533,0.5050443110974844,0.5496620092564204,0.049399149859754674,0.5247148288973384,0.5245791540741389,0.5335289737637423,0.06132777976921997,0.01953484297665453
QQQ,202506,571,ac5538a43b1851884d1ecc4913495ccaba3f239017bb9330535dfc5665c99d44,False,,0.5761821366024519,0.5943352601156069,0.6654849068721901,0.29180763480839705,0.574430823117338,0.5812331406551059,0.6205009633911368,0.1988221046898413,-0.013102119460500994
QQQ,202507,575,28f2104fa243f9db47ca4f5f857d56215946a189d3264b298acaab634015d1cf,False,,0.4852173913043478,0.4795953110559852,0.5144340678048543,0.011532849468266325,0.5060869565217392,0.5048093292475315,0.5307407947857387,0.029885657309313814,0.02521401819154634
QQQ,202508,588,3613c74294328b759fedb7942a0f612e4c41340ac599822ef07bfc10aa48cb36,False,,0.4370748299319728,0.430614609279963,0.3675838498522852,-0.232970152640074,0.4523809523809524,0.4452412674506169,0.3674216532468285,-0.22698552547844153,0.014626658170653895
QQQ,202509,578,b9a8a48be261a95f4baa57449ae03924b3933057cc71e194e3a0213662d75a69,False,,0.49653979238754326,0.49825185291617274,0.4880922446926973,-0.030355811255933913,0.4740484429065744,0.4756756109534586,0.4829076714920316,-0.05547071003566547,-0.022576241962714128
QQQ,202510,641,a57f798dbba8767c43b652e3be0e3817b1fb6fccb4a0cdd27e00a2ec3125f8a1,False,,0.39469578783151327,0.37278941363432627,0.3064565421131983,-0.2912382788292216,0.36817472698907955,0.3474440731836519,0.32006641946130965,-0.30108029539764053,-0.02534534045067438
QQQ,202511,498,749c66c0ab52c51559f509b63042696bb52e7f329a3d64efcf8b9bd82bb38f08,False,,0.5261044176706827,0.5220331551343238,0.5351535490834274,0.07096431040462811,0.4939759036144578,0.4937011990488558,0.48096868306996976,-0.0017721803154484856,-0.028331956085468013
QQQ,202512,485,bb121d77927b665041d93c40af16ca4f521fb3ef63ee11102b90754bd2a2443f,False,,0.51340206185567,0.5279734389903881,0.5310917895663659,-0.00759542775434381,0.5381443298969072,0.5630732262088194,0.5504805928534743,0.01925703032917064,0.03509978721843132
SPY,202304,614,f7e777652cb43d5a0d780852ca1ac795f98812d8b19a4f8442ba85e3af5e7a40,False,,0.5179153094462541,0.48765857694429127,0.4764662621805479,0.05570288542252932,0.5602605863192183,0.5159381320095605,0.49023257951829385,0.04810165532286701,0.028279555065269246
SPY,202305,600,820357b3285ba07758ca3396012a3245720fcfd1b7676ffc3b6a92b30c9a5044,False,,0.455,0.4483139301485347,0.48916097952629467,0.01036727966193907,0.49,0.4853472501003613,0.5070141397921406,0.03192084132907391,0.03703331995182657
SPY,202306,633,66d474b1d20fc17dd469467bed847ad27f64de95c351570a8d5e44877dbb39e5,False,,0.4976303317535545,0.4587312828814245,0.41340550384459734,-0.13003479312245045,0.47393364928909953,0.4315762849048968,0.3940813435855929,-0.17684334065403798,-0.027154997976527706
SPY,202307,616,e83bf24476045e6e83efb95114ed5e087f7cd7ab878e4b008a64a2a28027b172,False,,0.5422077922077922,0.5183664649956785,0.5378997407087295,0.02391934836264916,0.5892857142857143,0.5590968020743301,0.5292242869490061,0.007812384890213688,0.04073033707865159
SPY,202308,715,4f7c99576fe3cfda7bbda4ff656c5f37fd745a725c9645c4f619a982906d0619,False,,0.4755244755244755,0.4700166595941974,0.4881968346771025,-0.028776038998202903,0.49230769230769234,0.4846566709101482,0.5009901456928663,0.004602692852727939,0.014640011315950774
SPY,202309,640,1f3892afbaff49582cb5093be6277f12bbd5420d0754e18b40e3192515e47779,False,,0.425,0.4363605742916088,0.4404972422213802,-0.08754685923947918,0.43125,0.4349501073639005,0.45011788977306216,-0.06671258581931795,-0.0014104669277082982
SPY,202310,730,e363d54223112fef73062d2312432053dd856578331a96aed2a61014d02e188d,False,,0.4534246575342466,0.45364094249405124,0.43121579931091947,-0.1404913159182155,0.4876712328767123,0.4878660271278552,0.46902515369198544,-0.07126981823983308,0.03422508463380397
SPY,202311,612,e184d0b38a7a37c48f6bf31535bc4cb22c8d257c4962bd717aee463ecd96b11f,False,,0.6225490196078431,0.610893917750545,0.6705296057224484,0.1905925551458407,0.6258169934640523,0.6134393762015745,0.6524214076277831,0.17883024541728545,0.002545458451029492
SPY,202312,548,0d5a9927166924140c37a37936afa9a48f36bd7cec4621e824bf9249822e4cda,False,,0.6167883211678832,0.598583634615645,0.6397475998970901,0.2503236103095986,0.6313868613138686,0.6172157452167202,0.6494021746489553,0.2746994371321865,0.01863211060107517
SPY,202401,693,63bd7461205b306affab90156c338123c212639f5ff89b11dcded7d24acc58a9,False,,0.5050505050505051,0.4865079365079365,0.5196439069454943,-0.049795289734884556,0.5324675324675324,0.5137566137566137,0.5741580582850424,0.07815495386221856,0.027248677248677244
SPY,202402,627,c7d86ba2d6ed0fbb99f1f0a37b0cecf454d0eab3a58cf7a870df6fa65e4f9150,False,,0.5087719298245614,0.4765551143883532,0.4153064011260268,-0.09637503860583614,0.518341307814992,0.4899319342030629,0.4189407785550724,-0.06756215977694524,0.013376819814709728
SPY,202403,565,cd068a9221ba838ecf3e42f3977253ef649fafacaf5ea603e4d9c1c641603017,False,,0.6035398230088496,0.5751313688114986,0.6553114213590232,0.2845240049448065,0.6,0.5804762763381588,0.621207047550358,0.22984635742189455,0.00534490752666017
SPY,202404,661,d5b22af0686ec69ae08f4aaf3a8e1ba4918003a0d67907dd648a6da625ffe1e5,False,,0.4205748865355522,0.4413288476153404,0.41254703516283897,-0.146597383025425,0.4523449319213313,0.47467515616600864,0.4051140892324232,-0.150732919810818,0.033346308550668224
SPY,202405,601,acbb2c5828c2495e469b6429b1fe32b5c7c0c8b84d541e6fef643c60fed4c59f,False,,0.43926788685524126,0.4479932700450149,0.46724160984088786,-0.049854731305084006,0.4425956738768719,0.4510796897981013,0.46466773632838615,-0.03481412773954781,0.0030864197530864335
SPY,202406,609,4d4cc9bfa3ef8cb805ada8f20ce6ad807c6d063370e1b925d90457a5105771e8,False,,0.5467980295566502,0.5337386018237082,0.5029526704298741,-0.029467341015421995,0.5254515599343186,0.5166413373860183,0.47382761615284413,-0.061878339971054595,-0.017097264437689996
SPY,202407,672,7393f4e9a464e13d393e8c17d787e66a681384bb944f4397a0f940eef113bdf5,False,,0.5669642857142857,0.5619254658385093,0.5850044365572316,0.1354697452866845,0.5892857142857143,0.5836024844720497,0.6100621118012423,0.18012844222406318,0.021677018633540324
SPY,202408,653,6e45e68923321deed82eb09dba386d987aaf388f2ef8860145b1b4a8adf311f1,False,,0.5390505359877489,0.5220316950545774,0.5534304448395175,0.11984611851359413,0.5390505359877489,0.516927606048441,0.5418363250559156,0.09107105370819948,-0.0051040890061363475
SPY,202409,640,2f5465004be5fabc91eefbc29a250729554c1a26e83251197baa224f556d21b3,False,,0.475,0.4774603174603175,0.4848156288156288,-0.08038224093656306,0.4546875,0.45623931623931624,0.4363174603174603,-0.14576950303805353,-0.021221001221001234
SPY,202410,626,6b56551f235a24c7e30733eaae0c7c272314deb5fe9388ae159ccfd560b8850f,False,,0.5463258785942492,0.545067532387982,0.573642461180362,0.06692386873801277,0.5207667731629393,0.5198309393280451,0.5614223147836207,0.03383937756896553,-0.025236593059936863
SPY,202411,546,14687288242f54d00a676c28f65bb0fbbb7c280682ffda338141d391d40c1d14,False,,0.5457875457875457,0.542067776984907,0.5374766065730481,0.028577439127310752,0.5586080586080586,0.5520242887725014,0.5630175164595479,0.08601806891898028,0.00995651178759438
SPY,202412,654,ee08322ec919f4d92e7947e3564ee5a4796e84631c19bff106855646da5a77a7,False,,0.6529051987767585,0.6531280401107535,0.6953434857442191,0.32415149568276064,0.6834862385321101,0.6834823767118161,0.7344626955025069,0.39176631655748256,0.03035433660106257
SPY,202501,595,088e4973ace7d858859d4d93dd4192c0da6e9c2c0826667920387df65dcad608,False,,0.5596638655462185,0.560421763160279,0.5750203859744496,0.1183499326687143,0.48739495798319327,0.48871976080456647,0.4826605961764972,-0.0251961841811634,-0.07170200235571256
SPY,202502,499,39adc4c4b685167d938e26971566c3ef211936403fa146a88c869f341bff1432,False,,0.5651302605210421,0.5634629611759786,0.6098137604940654,0.17228059023985884,0.5370741482965932,0.53564765672746,0.5762970825693976,0.09739002539368462,-0.027815304448518652
SPY,202503,563,788e1cd7dfb24534ca43e0ac4e8b896a1c1f5a6cb89d953f3884cb4620d65bcb,False,,0.5186500888099467,0.5180116914667476,0.5449691264298006,0.1136767692383369,0.5506216696269982,0.5480501568984715,0.5346568478590951,0.10073046805640871,0.030038465431723838
SPY,202504,501,2a5a7ca488aa1b519c7007a95b1e96e0562e173eaa88e497eb3f6ef159d4787b,False,,0.530938123752495,0.5126022126022126,0.5373256373256373,0.06925352482286425,0.5588822355289421,0.541029341029341,0.5294532627865961,0.0644432569124699,0.028427128427128356
SPY,202505,611,146b736d78fd85f99a4aa7ed07e812a53e2071637f7c6944f1fd92a1a26763df,False,,0.45499181669394434,0.46420054320224347,0.4542031929692848,-0.047204181771981685,0.45171849427168576,0.4538719720891205,0.44022567182635197,-0.10480360854599145,-0.010328571113122964
SPY,202506,610,3ad10065e2c123e648e8f6da2a7819193f5f6f34a97f2eb9e7328bf967172cae,False,,0.3836065573770492,0.382796602671857,0.35636556666371755,-0.2275467733810866,0.3885245901639344,0.3932141909227639,0.38086127576749534,-0.18428263827415153,0.010417588250906884
SPY,202507,652,d0d7d66146eec825a5a32d5258f23dc7c6a9491e2226903d1c4b9bf3d0aee29c,False,,0.49233128834355827,0.5001280598926268,0.5723784662365168,0.08203589328072634,0.5168711656441718,0.5332955720829434,0.5840614687484609,0.11703634089872164,0.03316751219031666
SPY,202508,605,0be62821005ffc85759c938668d648efeb03de434f2842b86df090f01862ece7,False,,0.5487603305785124,0.5521848777508878,0.5918168864361161,0.18329062534431595,0.5553719008264463,0.5640479044624884,0.599292063420261,0.172599441692205,0.011863026711600666
SPY,202509,681,fb1d14068de5617dc00e7f8f7f0d16df0428c57b3685e5c65660d7e8628b2534,False,,0.5212922173274597,0.5227555840066437,0.5481236699596879,0.10115021146060019,0.5286343612334802,0.5311597086454782,0.5590927178670911,0.10104017428429699,0.008404124638834554
SPY,202510,642,0b78c94c56fb55e9bb42aa830428933fb10169733829b9816b69df313c9981cc,False,,0.49065420560747663,0.49566563467492264,0.5164283257162514,0.05861976455439741,0.5327102803738317,0.5285272003538257,0.5346798368470195,0.04617506872989942,0.03286156567890308
SPY,202511,500,5ae1b648800877f423a07b0a80a37792fdaa48104416e7338d0d598e897e0669,False,,0.614,0.5936154529158499,0.6329094838417852,0.16098678794715177,0.582,0.5672128126518236,0.6421571091119265,0.17647788991155966,-0.02640264026402639
SPY,202512,602,64e167d17067f20adc2b45db8333fe31a0c8c87c937e404b41c045b39bffb407,False,,0.5415282392026578,0.5238488256129853,0.5231725070784186,-0.00024985493081693,0.5365448504983389,0.5183408416153696,0.5314258858053349,-0.0002960031502897763,-0.005507983997615651
