mode,outer_month,ticker,arm,model_family,train_date_min,train_date_max,inner_months,outer_rows,status,passing_grid_count,utility_percentile,margin_percentile,utility_threshold,side_margin,worst_inner_month_pnl,worst_inner_month_pf,worst_inner_month_wr,minimum_inner_month_trades,pooled_inner_pnl,pooled_inner_pf
frozen_outer,202403,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20231130,"202312,202401,202402",763,TRADE_OUTER,10,85.0,30.0,0.3326481452236251,0.18108318146966443,5.477885676538984,2.266483004438347,0.56,18.0,21.825506655717547,2.497975556484262
frozen_outer,202403,SPXW,E0,direct_huber_executable_return_v1,20220103,20231130,"202312,202401,202402",763,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20231130,"202312,202401,202402",763,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,SPXW,E1,direct_huber_executable_return_v1,20220103,20231130,"202312,202401,202402",763,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20231130,"202312,202401,202402",669,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,QQQ,E0,direct_huber_executable_return_v1,20220103,20231130,"202312,202401,202402",669,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20231130,"202312,202401,202402",669,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,QQQ,E1,direct_huber_executable_return_v1,20220103,20231130,"202312,202401,202402",669,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20231130,"202312,202401,202402",764,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,SPY,E0,direct_huber_executable_return_v1,20220103,20231130,"202312,202401,202402",764,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20231130,"202312,202401,202402",764,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202403,SPY,E1,direct_huber_executable_return_v1,20220103,20231130,"202312,202401,202402",764,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20231229,"202401,202402,202403",856,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPXW,E0,direct_huber_executable_return_v1,20220103,20231229,"202401,202402,202403",856,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20231229,"202401,202402,202403",856,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPXW,E1,direct_huber_executable_return_v1,20220103,20231229,"202401,202402,202403",856,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20231229,"202401,202402,202403",782,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,QQQ,E0,direct_huber_executable_return_v1,20220103,20231229,"202401,202402,202403",782,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20231229,"202401,202402,202403",782,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,QQQ,E1,direct_huber_executable_return_v1,20220103,20231229,"202401,202402,202403",782,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20231229,"202401,202402,202403",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPY,E0,direct_huber_executable_return_v1,20220103,20231229,"202401,202402,202403",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20231229,"202401,202402,202403",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202404,SPY,E1,direct_huber_executable_return_v1,20220103,20231229,"202401,202402,202403",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240131,"202402,202403,202404",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPXW,E0,direct_huber_executable_return_v1,20220103,20240131,"202402,202403,202404",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240131,"202402,202403,202404",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPXW,E1,direct_huber_executable_return_v1,20220103,20240131,"202402,202403,202404",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240131,"202402,202403,202404",780,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,QQQ,E0,direct_huber_executable_return_v1,20220103,20240131,"202402,202403,202404",780,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240131,"202402,202403,202404",780,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,QQQ,E1,direct_huber_executable_return_v1,20220103,20240131,"202402,202403,202404",780,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240131,"202402,202403,202404",823,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPY,E0,direct_huber_executable_return_v1,20220103,20240131,"202402,202403,202404",823,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240131,"202402,202403,202404",823,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202405,SPY,E1,direct_huber_executable_return_v1,20220103,20240131,"202402,202403,202404",823,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240229,"202403,202404,202405",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPXW,E0,direct_huber_executable_return_v1,20220103,20240229,"202403,202404,202405",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240229,"202403,202404,202405",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPXW,E1,direct_huber_executable_return_v1,20220103,20240229,"202403,202404,202405",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240229,"202403,202404,202405",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,QQQ,E0,direct_huber_executable_return_v1,20220103,20240229,"202403,202404,202405",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240229,"202403,202404,202405",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,QQQ,E1,direct_huber_executable_return_v1,20220103,20240229,"202403,202404,202405",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240229,"202403,202404,202405",722,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPY,E0,direct_huber_executable_return_v1,20220103,20240229,"202403,202404,202405",722,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240229,"202403,202404,202405",722,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202406,SPY,E1,direct_huber_executable_return_v1,20220103,20240229,"202403,202404,202405",722,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240328,"202404,202405,202406",829,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPXW,E0,direct_huber_executable_return_v1,20220103,20240328,"202404,202405,202406",829,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240328,"202404,202405,202406",829,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPXW,E1,direct_huber_executable_return_v1,20220103,20240328,"202404,202405,202406",829,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240328,"202404,202405,202406",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,QQQ,E0,direct_huber_executable_return_v1,20220103,20240328,"202404,202405,202406",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240328,"202404,202405,202406",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,QQQ,E1,direct_huber_executable_return_v1,20220103,20240328,"202404,202405,202406",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240328,"202404,202405,202406",832,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPY,E0,direct_huber_executable_return_v1,20220103,20240328,"202404,202405,202406",832,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240328,"202404,202405,202406",832,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202407,SPY,E1,direct_huber_executable_return_v1,20220103,20240328,"202404,202405,202406",832,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPXW,E0,direct_huber_executable_return_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPXW,E1,direct_huber_executable_return_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240430,"202405,202406,202407",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,QQQ,E0,direct_huber_executable_return_v1,20220103,20240430,"202405,202406,202407",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240430,"202405,202406,202407",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,QQQ,E1,direct_huber_executable_return_v1,20220103,20240430,"202405,202406,202407",667,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPY,E0,direct_huber_executable_return_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202408,SPY,E1,direct_huber_executable_return_v1,20220103,20240430,"202405,202406,202407",769,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240531,"202406,202407,202408",770,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPXW,E0,direct_huber_executable_return_v1,20220103,20240531,"202406,202407,202408",770,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240531,"202406,202407,202408",770,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPXW,E1,direct_huber_executable_return_v1,20220103,20240531,"202406,202407,202408",770,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240531,"202406,202407,202408",685,TRADE_OUTER,4,60.0,20.0,0.13731515050544546,0.13136225559039297,5.436400147810381,1.5777282188461499,0.5428571428571428,25.0,20.447310305787354,1.9253163302205485
frozen_outer,202409,QQQ,E0,direct_huber_executable_return_v1,20220103,20240531,"202406,202407,202408",685,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240531,"202406,202407,202408",685,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,QQQ,E1,direct_huber_executable_return_v1,20220103,20240531,"202406,202407,202408",685,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240531,"202406,202407,202408",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPY,E0,direct_huber_executable_return_v1,20220103,20240531,"202406,202407,202408",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240531,"202406,202407,202408",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202409,SPY,E1,direct_huber_executable_return_v1,20220103,20240531,"202406,202407,202408",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240628,"202407,202408,202409",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPXW,E0,direct_huber_executable_return_v1,20220103,20240628,"202407,202408,202409",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240628,"202407,202408,202409",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPXW,E1,direct_huber_executable_return_v1,20220103,20240628,"202407,202408,202409",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240628,"202407,202408,202409",653,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,QQQ,E0,direct_huber_executable_return_v1,20220103,20240628,"202407,202408,202409",653,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240628,"202407,202408,202409",653,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,QQQ,E1,direct_huber_executable_return_v1,20220103,20240628,"202407,202408,202409",653,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240628,"202407,202408,202409",831,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPY,E0,direct_huber_executable_return_v1,20220103,20240628,"202407,202408,202409",831,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240628,"202407,202408,202409",831,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202410,SPY,E1,direct_huber_executable_return_v1,20220103,20240628,"202407,202408,202409",831,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240731,"202408,202409,202410",724,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPXW,E0,direct_huber_executable_return_v1,20220103,20240731,"202408,202409,202410",724,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240731,"202408,202409,202410",724,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPXW,E1,direct_huber_executable_return_v1,20220103,20240731,"202408,202409,202410",724,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240731,"202408,202409,202410",622,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,QQQ,E0,direct_huber_executable_return_v1,20220103,20240731,"202408,202409,202410",622,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240731,"202408,202409,202410",622,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,QQQ,E1,direct_huber_executable_return_v1,20220103,20240731,"202408,202409,202410",622,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240731,"202408,202409,202410",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPY,E0,direct_huber_executable_return_v1,20220103,20240731,"202408,202409,202410",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240731,"202408,202409,202410",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202411,SPY,E1,direct_huber_executable_return_v1,20220103,20240731,"202408,202409,202410",717,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240830,"202409,202410,202411",817,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPXW,E0,direct_huber_executable_return_v1,20220103,20240830,"202409,202410,202411",817,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240830,"202409,202410,202411",817,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPXW,E1,direct_huber_executable_return_v1,20220103,20240830,"202409,202410,202411",817,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240830,"202409,202410,202411",794,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,QQQ,E0,direct_huber_executable_return_v1,20220103,20240830,"202409,202410,202411",794,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240830,"202409,202410,202411",794,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,QQQ,E1,direct_huber_executable_return_v1,20220103,20240830,"202409,202410,202411",794,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240830,"202409,202410,202411",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPY,E0,direct_huber_executable_return_v1,20220103,20240830,"202409,202410,202411",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240830,"202409,202410,202411",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202412,SPY,E1,direct_huber_executable_return_v1,20220103,20240830,"202409,202410,202411",827,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240930,"202410,202411,202412",747,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPXW,E0,direct_huber_executable_return_v1,20220103,20240930,"202410,202411,202412",747,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240930,"202410,202411,202412",747,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPXW,E1,direct_huber_executable_return_v1,20220103,20240930,"202410,202411,202412",747,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240930,"202410,202411,202412",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,QQQ,E0,direct_huber_executable_return_v1,20220103,20240930,"202410,202411,202412",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240930,"202410,202411,202412",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,QQQ,E1,direct_huber_executable_return_v1,20220103,20240930,"202410,202411,202412",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20240930,"202410,202411,202412",716,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPY,E0,direct_huber_executable_return_v1,20220103,20240930,"202410,202411,202412",716,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20240930,"202410,202411,202412",716,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202501,SPY,E1,direct_huber_executable_return_v1,20220103,20240930,"202410,202411,202412",716,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241031,"202411,202412,202501",619,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,SPXW,E0,direct_huber_executable_return_v1,20220103,20241031,"202411,202412,202501",619,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241031,"202411,202412,202501",619,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,SPXW,E1,direct_huber_executable_return_v1,20220103,20241031,"202411,202412,202501",619,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241031,"202411,202412,202501",552,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,QQQ,E0,direct_huber_executable_return_v1,20220103,20241031,"202411,202412,202501",552,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241031,"202411,202412,202501",552,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,QQQ,E1,direct_huber_executable_return_v1,20220103,20241031,"202411,202412,202501",552,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241031,"202411,202412,202501",625,TRADE_OUTER,6,50.0,20.0,0.07184817304758406,0.11374009936411089,1.985271795616969,1.386126867114922,0.5238095238095238,19.0,6.774370966388831,1.4504391105923329
frozen_outer,202502,SPY,E0,direct_huber_executable_return_v1,20220103,20241031,"202411,202412,202501",625,TRADE_OUTER,3,50.0,20.0,0.038165767503477145,0.10805354219999648,2.4285705096000085,1.4314154323467463,0.5263157894736842,19.0,9.430773946860413,1.5757682041444014
frozen_outer,202502,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241031,"202411,202412,202501",625,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202502,SPY,E1,direct_huber_executable_return_v1,20220103,20241031,"202411,202412,202501",625,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241129,"202412,202501,202502",700,ABSTAIN_OUTER,0,,,,,,,,,,
