mode,outer_month,ticker,arm,model_family,train_date_min,train_date_max,inner_months,outer_rows,status,passing_grid_count,utility_percentile,margin_percentile,utility_threshold,side_margin,worst_inner_month_pnl,worst_inner_month_pf,worst_inner_month_wr,minimum_inner_month_trades,pooled_inner_pnl,pooled_inner_pf
frozen_outer,202503,SPXW,E0,direct_huber_executable_return_v1,20220103,20241129,"202412,202501,202502",700,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241129,"202412,202501,202502",700,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,SPXW,E1,direct_huber_executable_return_v1,20220103,20241129,"202412,202501,202502",700,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241129,"202412,202501,202502",640,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,QQQ,E0,direct_huber_executable_return_v1,20220103,20241129,"202412,202501,202502",640,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241129,"202412,202501,202502",640,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,QQQ,E1,direct_huber_executable_return_v1,20220103,20241129,"202412,202501,202502",640,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241129,"202412,202501,202502",696,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,SPY,E0,direct_huber_executable_return_v1,20220103,20241129,"202412,202501,202502",696,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241129,"202412,202501,202502",696,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202503,SPY,E1,direct_huber_executable_return_v1,20220103,20241129,"202412,202501,202502",696,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241231,"202501,202502,202503",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPXW,E0,direct_huber_executable_return_v1,20220103,20241231,"202501,202502,202503",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241231,"202501,202502,202503",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPXW,E1,direct_huber_executable_return_v1,20220103,20241231,"202501,202502,202503",623,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241231,"202501,202502,202503",597,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,QQQ,E0,direct_huber_executable_return_v1,20220103,20241231,"202501,202502,202503",597,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241231,"202501,202502,202503",597,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,QQQ,E1,direct_huber_executable_return_v1,20220103,20241231,"202501,202502,202503",597,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20241231,"202501,202502,202503",612,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPY,E0,direct_huber_executable_return_v1,20220103,20241231,"202501,202502,202503",612,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20241231,"202501,202502,202503",612,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202504,SPY,E1,direct_huber_executable_return_v1,20220103,20241231,"202501,202502,202503",612,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPXW,E0,direct_huber_executable_return_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPXW,E1,direct_huber_executable_return_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250131,"202502,202503,202504",738,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,QQQ,E0,direct_huber_executable_return_v1,20220103,20250131,"202502,202503,202504",738,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250131,"202502,202503,202504",738,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,QQQ,E1,direct_huber_executable_return_v1,20220103,20250131,"202502,202503,202504",738,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPY,E0,direct_huber_executable_return_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202505,SPY,E1,direct_huber_executable_return_v1,20220103,20250131,"202502,202503,202504",807,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250228,"202503,202504,202505",757,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPXW,E0,direct_huber_executable_return_v1,20220103,20250228,"202503,202504,202505",757,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250228,"202503,202504,202505",757,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPXW,E1,direct_huber_executable_return_v1,20220103,20250228,"202503,202504,202505",757,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250228,"202503,202504,202505",743,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,QQQ,E0,direct_huber_executable_return_v1,20220103,20250228,"202503,202504,202505",743,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250228,"202503,202504,202505",743,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,QQQ,E1,direct_huber_executable_return_v1,20220103,20250228,"202503,202504,202505",743,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250228,"202503,202504,202505",760,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPY,E0,direct_huber_executable_return_v1,20220103,20250228,"202503,202504,202505",760,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250228,"202503,202504,202505",760,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202506,SPY,E1,direct_huber_executable_return_v1,20220103,20250228,"202503,202504,202505",760,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250331,"202504,202505,202506",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPXW,E0,direct_huber_executable_return_v1,20220103,20250331,"202504,202505,202506",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250331,"202504,202505,202506",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPXW,E1,direct_huber_executable_return_v1,20220103,20250331,"202504,202505,202506",858,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250331,"202504,202505,202506",786,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,QQQ,E0,direct_huber_executable_return_v1,20220103,20250331,"202504,202505,202506",786,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250331,"202504,202505,202506",786,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,QQQ,E1,direct_huber_executable_return_v1,20220103,20250331,"202504,202505,202506",786,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250331,"202504,202505,202506",864,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPY,E0,direct_huber_executable_return_v1,20220103,20250331,"202504,202505,202506",864,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250331,"202504,202505,202506",864,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202507,SPY,E1,direct_huber_executable_return_v1,20220103,20250331,"202504,202505,202506",864,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250430,"202505,202506,202507",772,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPXW,E0,direct_huber_executable_return_v1,20220103,20250430,"202505,202506,202507",772,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250430,"202505,202506,202507",772,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPXW,E1,direct_huber_executable_return_v1,20220103,20250430,"202505,202506,202507",772,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250430,"202505,202506,202507",748,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,QQQ,E0,direct_huber_executable_return_v1,20220103,20250430,"202505,202506,202507",748,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250430,"202505,202506,202507",748,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,QQQ,E1,direct_huber_executable_return_v1,20220103,20250430,"202505,202506,202507",748,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250430,"202505,202506,202507",773,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPY,E0,direct_huber_executable_return_v1,20220103,20250430,"202505,202506,202507",773,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250430,"202505,202506,202507",773,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202508,SPY,E1,direct_huber_executable_return_v1,20220103,20250430,"202505,202506,202507",773,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250530,"202506,202507,202508",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPXW,E0,direct_huber_executable_return_v1,20220103,20250530,"202506,202507,202508",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250530,"202506,202507,202508",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPXW,E1,direct_huber_executable_return_v1,20220103,20250530,"202506,202507,202508",799,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250530,"202506,202507,202508",793,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,QQQ,E0,direct_huber_executable_return_v1,20220103,20250530,"202506,202507,202508",793,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250530,"202506,202507,202508",793,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,QQQ,E1,direct_huber_executable_return_v1,20220103,20250530,"202506,202507,202508",793,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250530,"202506,202507,202508",801,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPY,E0,direct_huber_executable_return_v1,20220103,20250530,"202506,202507,202508",801,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250530,"202506,202507,202508",801,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202509,SPY,E1,direct_huber_executable_return_v1,20220103,20250530,"202506,202507,202508",801,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250630,"202507,202508,202509",842,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPXW,E0,direct_huber_executable_return_v1,20220103,20250630,"202507,202508,202509",842,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250630,"202507,202508,202509",842,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPXW,E1,direct_huber_executable_return_v1,20220103,20250630,"202507,202508,202509",842,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250630,"202507,202508,202509",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,QQQ,E0,direct_huber_executable_return_v1,20220103,20250630,"202507,202508,202509",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250630,"202507,202508,202509",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,QQQ,E1,direct_huber_executable_return_v1,20220103,20250630,"202507,202508,202509",778,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250630,"202507,202508,202509",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPY,E0,direct_huber_executable_return_v1,20220103,20250630,"202507,202508,202509",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250630,"202507,202508,202509",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202510,SPY,E1,direct_huber_executable_return_v1,20220103,20250630,"202507,202508,202509",838,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250731,"202508,202509,202510",625,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPXW,E0,direct_huber_executable_return_v1,20220103,20250731,"202508,202509,202510",625,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250731,"202508,202509,202510",625,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPXW,E1,direct_huber_executable_return_v1,20220103,20250731,"202508,202509,202510",625,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250731,"202508,202509,202510",607,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,QQQ,E0,direct_huber_executable_return_v1,20220103,20250731,"202508,202509,202510",607,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250731,"202508,202509,202510",607,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,QQQ,E1,direct_huber_executable_return_v1,20220103,20250731,"202508,202509,202510",607,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250731,"202508,202509,202510",627,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPY,E0,direct_huber_executable_return_v1,20220103,20250731,"202508,202509,202510",627,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250731,"202508,202509,202510",627,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202511,SPY,E1,direct_huber_executable_return_v1,20220103,20250731,"202508,202509,202510",627,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPXW,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250829,"202509,202510,202511",833,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPXW,E0,direct_huber_executable_return_v1,20220103,20250829,"202509,202510,202511",833,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPXW,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250829,"202509,202510,202511",833,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPXW,E1,direct_huber_executable_return_v1,20220103,20250829,"202509,202510,202511",833,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,QQQ,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250829,"202509,202510,202511",720,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,QQQ,E0,direct_huber_executable_return_v1,20220103,20250829,"202509,202510,202511",720,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,QQQ,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250829,"202509,202510,202511",720,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,QQQ,E1,direct_huber_executable_return_v1,20220103,20250829,"202509,202510,202511",720,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPY,E0,lightgbm_hurdle_expected_utility_v1,20220103,20250829,"202509,202510,202511",839,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPY,E0,direct_huber_executable_return_v1,20220103,20250829,"202509,202510,202511",839,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPY,E1,lightgbm_hurdle_expected_utility_v1,20220103,20250829,"202509,202510,202511",839,ABSTAIN_OUTER,0,,,,,,,,,,
frozen_outer,202512,SPY,E1,direct_huber_executable_return_v1,20220103,20250829,"202509,202510,202511",839,ABSTAIN_OUTER,0,,,,,,,,,,
