feature,importance
ib_range_bps,13455.179786324501
oi_diff,7616.346239209175
dist_ib_low_bps,4801.43568944931
iv_diff,4326.49128973484
dist_ib_high_bps,3393.9936660528183
minute,2878.2344480752945
ret_30m_bps,2041.4380435943604
nearest_level_abs_bps,1995.2360914945602
ret_15m_bps,1280.1876742839813
iv_diff_chg_25m,1123.318718791008
volume_diff,966.9244014024734
ret_1m_bps,915.7055575847626
ret_5m_bps,893.9299192428589
spread_pct_diff,840.7225517034531
iv_diff_chg_5m,807.9986820220947
volume_diff_chg_5m,805.3589823246002
spread_pct_diff_chg_5m,800.6835565567017
spread_pct_diff_chg_15m,796.9606189727783
abs_delta_diff,771.054098367691
volume_diff_chg_15m,760.3337206840515
iv_diff_chg_15m,720.2110593318939
volume_diff_chg_25m,709.2764196395874
spread_pct_diff_chg_25m,700.5671821832657
vega_diff,661.7263014316559
vega_diff_chg_5m,649.1792706251144
abs_delta_diff_chg_5m,603.7840198278427
abs_delta_diff_chg_25m,603.5901871919632
abs_delta_diff_chg_15m,591.1556104421616
vega_diff_chg_25m,536.6811999082565
vega_diff_chg_15m,522.6805982589722
