ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,exit_minutes,exit_status,deploy_config,test_month
QQQ,20260102,202601,10:25,625,zero_dte,PUT,0.18109373135451123,-0.25783321263670894,0.18109373135451123,0.9666666501098216,0.4318182126057051,0.4318182126057051,32,1,thr-0.200_maxday1,202601
QQQ,20260105,202601,10:05,605,zero_dte,PUT,0.07284924474845127,-0.4759893225171501,0.07284924474845127,0.2602040717026832,-0.6,-0.6,63,-1,thr-0.200_maxday1,202601
QQQ,20260106,202601,10:00,600,zero_dte,PUT,-0.05321666250262042,-0.22155025932014602,-0.05321666250262042,-0.6,0.34574468489845933,0.34574468489845933,53,1,thr-0.200_maxday1,202601
QQQ,20260107,202601,10:00,600,zero_dte,CALL,0.27764415831888506,0.27764415831888506,-0.06300259159352238,0.6388888336994052,-0.6,0.6388888336994052,30,1,thr-0.200_maxday1,202601
QQQ,20260108,202601,10:00,600,zero_dte,CALL,0.19668582495322115,0.19668582495322115,0.11498565647636141,1.2685184449325404,-0.6,1.2685184449325404,30,1,thr-0.200_maxday1,202601
QQQ,20260109,202601,10:10,610,zero_dte,PUT,-0.11956274580750495,-0.4132605716959081,-0.11956274580750495,3.3467740043765195,-0.6,-0.6,30,-1,thr-0.200_maxday1,202601
QQQ,20260112,202601,10:00,600,zero_dte,PUT,0.1454899515497258,-0.4819522241513363,0.1454899515497258,0.3333332505491078,-0.6,-0.6,70,-1,thr-0.200_maxday1,202601
QQQ,20260113,202601,10:20,620,zero_dte,CALL,0.0780347302982383,0.0780347302982383,0.026507056829288805,0.6184210196096147,0.3472221256406258,0.6184210196096147,81,1,thr-0.200_maxday1,202601
QQQ,20260114,202601,10:00,600,zero_dte,CALL,0.0860834748291307,0.0860834748291307,-0.2636218450376992,0.3283132158078128,-0.6,0.3283132158078128,30,1,thr-0.200_maxday1,202601
QQQ,20260115,202601,10:10,610,zero_dte,CALL,-0.19526385670102137,-0.19526385670102137,-0.33211069699442614,0.7129627789980173,-0.6,0.7129627789980173,30,1,thr-0.200_maxday1,202601
QQQ,20260116,202601,10:20,620,zero_dte,PUT,0.042780053657075094,-0.19607760779602687,0.042780053657075094,-0.6,0.9500000216744158,0.9500000216744158,30,1,thr-0.200_maxday1,202601
QQQ,20260120,202601,10:05,605,zero_dte,PUT,0.16688646305555105,0.10384621603807434,0.16688646305555105,-0.6,-0.6,-0.6,30,-1,thr-0.200_maxday1,202601
QQQ,20260121,202601,10:25,625,zero_dte,CALL,0.013868542977530034,0.013868542977530034,-0.1638942440454121,1.809999942779541,-0.6,1.809999942779541,30,1,thr-0.200_maxday1,202601
QQQ,20260122,202601,10:00,600,zero_dte,PUT,0.004304641969045402,-0.050159108144163966,0.004304641969045402,0.26923086622057935,-0.6,-0.6,35,-1,thr-0.200_maxday1,202601
QQQ,20260123,202601,10:20,620,zero_dte,PUT,0.04693613326941548,-0.4655790873375168,0.04693613326941548,1.194444402395312,-0.6,-0.6,30,-1,thr-0.200_maxday1,202601
QQQ,20260126,202601,10:00,600,zero_dte,CALL,-0.14919139574585474,-0.14919139574585474,-0.43180292571534984,0.33490569644994705,-0.6,0.33490569644994705,57,1,thr-0.200_maxday1,202601
QQQ,20260127,202601,10:00,600,zero_dte,CALL,0.14895964486653387,0.14895964486653387,-0.17404111379006051,0.2717390769145449,-0.6,0.2717390769145449,39,1,thr-0.200_maxday1,202601
QQQ,20260128,202601,10:00,600,zero_dte,PUT,-0.07282379566455956,-0.3833818851693074,-0.07282379566455956,-0.6,0.3088235912850996,0.3088235912850996,62,1,thr-0.200_maxday1,202601
QQQ,20260129,202601,10:15,615,zero_dte,PUT,0.3157260703531099,0.28434391738836884,0.3157260703531099,-0.6,0.9624999431893237,0.9624999431893237,30,1,thr-0.200_maxday1,202601
QQQ,20260130,202601,10:00,600,zero_dte,PUT,0.23977451787445037,-0.16221804767033932,0.23977451787445037,0.5162338285627941,-0.6,-0.6,42,-1,thr-0.200_maxday1,202601
QQQ,20260202,202602,10:20,620,zero_dte,CALL,0.05069623133135443,0.05069623133135443,-0.20962583483702452,-0.6,0.28125006402842834,-0.6,30,-1,thr0.000_maxday3,202602
QQQ,20260202,202602,10:50,650,zero_dte,CALL,0.364464792847177,0.364464792847177,-0.5467632103678597,0.36818175709937373,0.29166672099381796,0.36818175709937373,71,1,thr0.000_maxday3,202602
QQQ,20260202,202602,11:20,680,zero_dte,CALL,0.19822594779593491,0.19822594779593491,-0.4856532631953059,0.40517242442413437,-0.6,0.40517242442413437,41,1,thr0.000_maxday3,202602
QQQ,20260203,202602,10:25,625,zero_dte,PUT,0.1743211301367533,-0.2231410077418091,0.1743211301367533,0.505555649745614,-0.6,-0.6,30,-1,thr0.000_maxday3,202602
QQQ,20260203,202602,11:30,690,zero_dte,PUT,0.0033605636245439344,-0.4068607581675103,0.0033605636245439344,-0.6,1.3166665010982155,1.3166665010982155,42,1,thr0.000_maxday3,202602
QQQ,20260203,202602,12:00,720,zero_dte,PUT,0.013684860482846496,-0.2200823561844202,0.013684860482846496,-0.6,1.4305553761897336,1.4305553761897336,30,1,thr0.000_maxday3,202602
QQQ,20260204,202602,10:00,600,zero_dte,CALL,0.054407385032811,0.054407385032811,-0.11444867557691693,0.7724718890426705,0.7751572081844746,0.7724718890426705,30,1,thr0.000_maxday3,202602
QQQ,20260204,202602,10:35,635,zero_dte,CALL,0.35117097463449454,0.35117097463449454,-0.17960433595679542,0.6018518464010385,0.36029414278310035,0.6018518464010385,30,1,thr0.000_maxday3,202602
QQQ,20260204,202602,11:05,665,zero_dte,CALL,0.2587303000117042,0.2587303000117042,0.22458870078521312,-0.6,0.640756211605094,-0.6,74,-1,thr0.000_maxday3,202602
QQQ,20260205,202602,10:15,615,zero_dte,CALL,0.28129774977377986,0.28129774977377986,0.18141597668157608,0.4625748314919542,-0.6,0.4625748314919542,76,1,thr0.000_maxday3,202602
QQQ,20260205,202602,10:50,650,zero_dte,PUT,0.22564799424304186,0.15414536695762687,0.22564799424304186,0.7841882066143633,-0.6,-0.6,32,-1,thr0.000_maxday3,202602
QQQ,20260206,202602,11:05,665,zero_dte,PUT,0.3840174754834949,-0.4754066561382304,0.3840174754834949,0.4884615948919735,-0.6,-0.6,30,-1,thr0.000_maxday3,202602
QQQ,20260206,202602,11:35,695,zero_dte,PUT,0.14517157193865401,-0.4464304982899101,0.14517157193865401,0.35869567846455674,0.3320894274262314,0.3320894274262314,30,1,thr0.000_maxday3,202602
QQQ,20260206,202602,12:05,725,zero_dte,PUT,0.024915792398829743,-0.4822819162373712,0.024915792398829743,0.6275510179256709,-0.6,-0.6,55,-1,thr0.000_maxday3,202602
QQQ,20260209,202602,10:15,615,zero_dte,PUT,0.16393216038142983,-0.3310578882548236,0.16393216038142983,0.28125006402842834,-0.6,-0.6,35,-1,thr0.000_maxday3,202602
QQQ,20260209,202602,10:45,645,zero_dte,CALL,0.16128509096481566,0.16128509096481566,-0.21443571644147247,0.75,-0.6,0.75,34,1,thr0.000_maxday3,202602
QQQ,20260209,202602,11:15,675,zero_dte,CALL,0.35237024253587457,0.35237024253587457,-0.2647661874060611,0.3081395477781814,-0.6,0.3081395477781814,30,1,thr0.000_maxday3,202602
QQQ,20260210,202602,10:20,620,zero_dte,PUT,0.03851760745607174,-0.2908287999378846,0.03851760745607174,-0.6,0.2581967133022516,0.2581967133022516,62,1,thr0.000_maxday3,202602
QQQ,20260210,202602,13:30,810,zero_dte,CALL,0.15246803105732326,0.15246803105732326,-0.2502223361895457,-0.6,-0.6,-0.6,49,-1,thr0.000_maxday3,202602
QQQ,20260210,202602,14:00,840,zero_dte,CALL,0.28359264156640634,0.28359264156640634,-0.40135393765537547,-0.6,-0.6,-0.6,39,-1,thr0.000_maxday3,202602
QQQ,20260211,202602,10:20,620,zero_dte,PUT,0.039829556473801174,0.015018530263400448,0.039829556473801174,0.470588154085368,-0.6,-0.6,31,-1,thr0.000_maxday3,202602
QQQ,20260212,202602,10:10,610,zero_dte,PUT,0.27968806602334945,-0.2973722356054448,0.27968806602334945,-0.6,0.7008197201864903,0.7008197201864903,30,1,thr0.000_maxday3,202602
QQQ,20260212,202602,10:40,640,zero_dte,CALL,0.32134272905412536,0.32134272905412536,-0.05178158444724277,-0.6,1.8152172631374626,-0.6,30,-1,thr0.000_maxday3,202602
QQQ,20260212,202602,11:10,670,zero_dte,CALL,0.19312031771880678,0.19312031771880678,-0.1437528154885111,-0.6,1.1223404518399858,-0.6,46,-1,thr0.000_maxday3,202602
QQQ,20260213,202602,10:30,630,zero_dte,PUT,0.3658789218324591,-0.38365803494551376,0.3658789218324591,-0.6,1.2198795102853563,1.2198795102853563,30,1,thr0.000_maxday3,202602
QQQ,20260213,202602,11:00,660,zero_dte,CALL,0.4458786908887888,0.4458786908887888,0.34501167096939467,0.38043475303172225,-0.6,0.38043475303172225,81,1,thr0.000_maxday3,202602
QQQ,20260213,202602,11:30,690,zero_dte,PUT,0.34099655122137507,-0.3419537510062426,0.34099655122137507,0.25,-0.6,-0.6,36,-1,thr0.000_maxday3,202602
QQQ,20260217,202602,10:00,600,zero_dte,PUT,0.11244101882921909,-0.19672539222954083,0.11244101882921909,0.588095271614405,-0.6,-0.6,47,-1,thr0.000_maxday3,202602
QQQ,20260217,202602,10:30,630,zero_dte,PUT,0.2830738132509001,0.16913071513592265,0.2830738132509001,0.7976191456085462,-0.6,-0.6,31,-1,thr0.000_maxday3,202602
QQQ,20260217,202602,11:15,675,zero_dte,PUT,0.22649878309526242,0.05555580957609848,0.22649878309526242,-0.6,0.25000003725290254,0.25000003725290254,30,1,thr0.000_maxday3,202602
QQQ,20260218,202602,10:05,605,zero_dte,PUT,0.5120580092122329,-0.4170620321710965,0.5120580092122329,-0.2285713847802603,-0.6,-0.6,48,-1,thr0.000_maxday3,202602
QQQ,20260218,202602,10:35,635,zero_dte,PUT,0.04687467589223008,-0.29295836149827853,0.04687467589223008,0.37068969769653726,-0.6,-0.6,30,-1,thr0.000_maxday3,202602
QQQ,20260218,202602,11:05,665,zero_dte,CALL,0.11192525883063859,0.11192525883063859,-0.3416139531700841,-0.6,-0.6,-0.6,49,-1,thr0.000_maxday3,202602
QQQ,20260219,202602,10:05,605,zero_dte,PUT,0.24768624187662797,-0.28468102496104064,0.24768624187662797,-0.6,-0.6,-0.6,75,-1,thr0.000_maxday3,202602
QQQ,20260219,202602,10:35,635,zero_dte,CALL,0.20200965495826673,0.20200965495826673,0.07412644698298952,-0.6,0.4642856273984788,-0.6,32,-1,thr0.000_maxday3,202602
QQQ,20260219,202602,11:15,675,zero_dte,PUT,0.2682996706161568,0.18313984884504036,0.2682996706161568,-0.6,0.5863635792219948,0.5863635792219948,30,1,thr0.000_maxday3,202602
QQQ,20260220,202602,10:45,645,zero_dte,PUT,0.193534087012303,-0.3923873620893838,0.193534087012303,0.5858208782610745,0.3597561755682448,0.3597561755682448,46,1,thr0.000_maxday3,202602
QQQ,20260220,202602,11:35,695,zero_dte,PUT,0.07898229119912847,-0.3655661801982862,0.07898229119912847,0.9722222011976558,0.33441566081890906,0.33441566081890906,36,1,thr0.000_maxday3,202602
QQQ,20260220,202602,13:00,780,zero_dte,PUT,0.14545145692465378,-0.3659977876953135,0.14545145692465378,-0.6,1.1637931317976915,1.1637931317976915,30,1,thr0.000_maxday3,202602
QQQ,20260223,202602,10:25,625,zero_dte,CALL,0.19893146426343278,0.19893146426343278,0.15326824101877407,-0.6,1.003012099240443,-0.6,30,-1,thr0.000_maxday3,202602
QQQ,20260223,202602,10:55,655,zero_dte,CALL,0.2365596660699569,0.2365596660699569,0.04770285528120861,-0.6,0.9753522403749617,-0.6,74,-1,thr0.000_maxday3,202602
QQQ,20260223,202602,11:25,685,zero_dte,PUT,0.3280821118950671,0.2025167468675013,0.3280821118950671,-0.6,-0.6,-0.6,92,-1,thr0.000_maxday3,202602
QQQ,20260224,202602,10:30,630,zero_dte,CALL,0.2621294289571216,0.2621294289571216,-0.3124471798930588,-0.6,-0.6,-0.6,61,-1,thr0.000_maxday3,202602
QQQ,20260224,202602,11:05,665,zero_dte,CALL,0.38277338998386573,0.38277338998386573,-0.5166548020695516,-0.6,0.47340426476307185,-0.6,30,-1,thr0.000_maxday3,202602
QQQ,20260224,202602,11:55,715,zero_dte,CALL,0.21533668327355643,0.21533668327355643,-0.44552667175125865,0.668367304736404,-0.6,0.668367304736404,30,1,thr0.000_maxday3,202602
