direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D0_K1,S40_T50D40,POOLED,1457,0.06581148150587743,0.09367956106919716,True
D0_K1,S40_T50D40,SPXW,756,0.12465928022509887,0.13847091041357423,True
D0_K1,S40_T50D40,QQQ,457,0.12879681183333846,0.15277084620884546,True
D0_K1,S40_T50D40,SPY,244,0.19397061996577464,0.19397061996577464,True
