ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,selector_source,selector_source_path,stream_selector_mode,stream_selector_source,stream_selector_select_months,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,candidate_id
SPY,20250102,202501,10:00,600,zero_dte,PUT,2.3103161177296626e-06,-0.2722328586437437,2.3103161177296626e-06,-0.3,0.5,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250102,202501,10:30,630,zero_dte,PUT,0.3181816460795575,-0.3000000119209289,0.3181816460795575,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250102,202501,11:00,660,zero_dte,PUT,0.3145868082637499,-0.3000000119209289,0.3145868082637499,-0.3,0.5,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250103,202501,10:00,600,zero_dte,PUT,-0.119633244664767,-0.2962516822751977,-0.119633244664767,0.5,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250103,202501,10:30,630,zero_dte,PUT,0.3190004853311152,-0.2962516822751977,0.3190004853311152,0.5,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250103,202501,11:00,660,zero_dte,PUT,0.3136467440627078,-0.3000000119209289,0.3136467440627078,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250106,202501,10:00,600,zero_dte,PUT,-0.1960940537433503,-0.2759764360797764,-0.1960940537433503,0.5,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250106,202501,10:30,630,zero_dte,PUT,0.4203287076357769,-0.2722328586437437,0.4203287076357769,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250106,202501,11:00,660,zero_dte,PUT,0.4203287076357769,-0.2722328586437437,0.4203287076357769,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250107,202501,10:00,600,zero_dte,PUT,0.5024888106245045,-0.3000000119209289,0.5024888106245045,-0.3,0.5,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250107,202501,10:30,630,zero_dte,PUT,0.2927031627676346,-0.3000000119209289,0.2927031627676346,-0.3,0.5,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
SPY,20250107,202501,11:00,660,zero_dte,PUT,0.2918568598286337,-0.3000000119209289,0.2918568598286337,-0.3,0.5,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
