ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
SPY,20260102,202601,10:00,600,zero_dte,PUT,0.2175488863609092,0.1715043580014124,0.2175488863609092,-0.3,0.5,0.5,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,0,0,2,0,18,False,primary
SPY,20260102,202601,10:30,630,zero_dte,CALL,-0.0935932206616988,-0.0935932206616988,-0.2765504951365329,0.5,-0.3,0.5,thr-999.000_maxday3,202601,630,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,365,1,2,1,18,False,fallback_volume_pace
SPY,20260105,202601,10:00,600,zero_dte,PUT,0.1932095783008594,0.1842002006720502,0.1932095783008594,0.5,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,1,0,3,2,18,False,primary
SPY,20260106,202601,10:00,600,zero_dte,CALL,0.2309292016059957,0.2309292016059957,0.1546312418191132,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,2,0,4,3,18,False,primary
SPY,20260107,202601,10:00,600,zero_dte,CALL,0.3295006413482695,0.3295006413482695,0.150771697467192,-0.3,0.5,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,3,0,5,4,18,False,primary
SPY,20260108,202601,10:00,600,zero_dte,CALL,0.6864832332782146,0.6864832332782146,0.0653156379215054,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,4,0,5,5,18,False,primary
SPY,20260109,202601,10:05,605,zero_dte,CALL,0.4609023358923141,0.4609023358923141,0.1008579736625215,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,605,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,5,0,6,6,18,False,primary
SPY,20260112,202601,10:00,600,zero_dte,CALL,0.332253388153853,0.332253388153853,0.218108848658789,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,6,0,7,7,18,False,primary
SPY,20260113,202601,10:10,610,zero_dte,CALL,0.4210626591073216,0.4210626591073216,0.1022190868871764,-0.3,0.5,-0.3,thr-999.000_maxday1,202601,610,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,7,0,8,8,18,False,primary
SPY,20260114,202601,10:00,600,zero_dte,CALL,0.5747936445382326,0.5747936445382326,0.0819605133171032,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,8,0,9,9,18,False,primary
SPY,20260115,202601,10:00,600,zero_dte,CALL,0.28689451409471,0.28689451409471,0.1212533156776194,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,9,0,9,10,18,False,primary
SPY,20260116,202601,10:00,600,zero_dte,CALL,0.3358248288034836,0.3358248288034836,0.1732372077736836,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,10,0,10,11,18,False,primary
SPY,20260120,202601,10:00,600,zero_dte,CALL,0.2685512387996361,0.2685512387996361,0.1648744170340352,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,11,0,12,12,18,False,primary
SPY,20260121,202601,10:00,600,zero_dte,CALL,0.1881295460278593,0.1881295460278593,0.1663803173708554,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,12,0,13,13,18,False,primary
SPY,20260122,202601,10:00,600,zero_dte,CALL,0.3576701332465574,0.3576701332465574,0.1223254472209163,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,13,0,14,14,18,False,primary
SPY,20260123,202601,10:00,600,zero_dte,CALL,0.2062268606092148,0.2062268606092148,0.1408203341932812,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,14,0,14,15,18,False,primary
SPY,20260126,202601,10:00,600,zero_dte,PUT,0.2178426367381188,0.2080741096212633,0.2178426367381188,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,15,0,15,16,18,False,primary
SPY,20260127,202601,10:00,600,zero_dte,CALL,0.3802152041937039,0.3802152041937039,0.1965081487745601,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,16,0,16,17,18,False,primary
SPY,20260128,202601,10:00,600,zero_dte,CALL,0.1938273282743005,0.1938273282743005,0.1315990460999655,-0.3,0.5,-0.3,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,17,0,17,18,18,False,primary
SPY,20260129,202601,10:10,610,zero_dte,CALL,0.2599540971028096,0.2599540971028096,0.2592076106070208,-0.3,0.5,-0.3,thr-999.000_maxday1,202601,610,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,18,0,18,19,18,False,primary
SPY,20260130,202601,10:00,600,zero_dte,CALL,0.3372771599950257,0.3372771599950257,0.1149161492384451,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,19,0,18,20,18,False,primary
SPY,20260202,202602,10:10,610,zero_dte,PUT,0.6772104464824781,0.1350125700838879,0.6772104464824781,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,610,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,20,0,1,0,18,False,primary
SPY,20260203,202602,10:15,615,zero_dte,PUT,0.6897316328110693,0.1407684820957414,0.6897316328110693,-0.3,-0.3,-0.3,thr-999.000_maxday1,202602,615,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,21,0,2,1,18,False,primary
SPY,20260204,202602,10:00,600,zero_dte,PUT,0.7689595831197985,0.2269162550550893,0.7689595831197985,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,600,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,22,0,3,2,18,False,primary
SPY,20260205,202602,10:15,615,zero_dte,PUT,0.7870608858400774,0.1574547588414301,0.7870608858400774,-0.3,-0.3,-0.3,thr-999.000_maxday1,202602,615,clean_d25,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\event_option_gate_trades.csv,23,0,4,3,18,False,primary
