feature,importance
ib_range_bps,13865.227209806442
oi_diff,6635.565328836441
dist_ib_low_bps,5013.454253077507
iv_diff,3930.2456612586975
minute,3629.325662612915
dist_ib_high_bps,3415.5032852888107
ret_30m_bps,2440.757468819618
nearest_level_abs_bps,2313.803603887558
ret_15m_bps,1406.353081703186
volume_diff,1283.3623489141464
iv_diff_chg_25m,1260.7846193313599
ret_1m_bps,1177.8997082710266
ret_5m_bps,1089.361120223999
volume_diff_chg_5m,1069.8072788715363
volume_diff_chg_25m,1067.8295300006866
spread_pct_diff,1061.4367002248764
spread_pct_diff_chg_15m,1023.946711063385
iv_diff_chg_15m,1002.8694560527802
spread_pct_diff_chg_5m,999.7578632831573
spread_pct_diff_chg_25m,996.8375811576843
iv_diff_chg_5m,954.4814114570618
vega_diff,937.3323378562927
volume_diff_chg_15m,926.8148399591446
abs_delta_diff,872.1780161857605
abs_delta_diff_chg_15m,832.481479883194
vega_diff_chg_5m,809.8514465093613
vega_diff_chg_25m,753.2859313488007
abs_delta_diff_chg_25m,753.1896195411682
vega_diff_chg_15m,745.2670698165894
abs_delta_diff_chg_5m,684.6576608419418
