direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D0_K1,H60,POOLED,1450,0.060958746388946834,0.07431576163995418,True
D0_K1,H60,SPXW,742,0.10373679461407403,0.10340099143594376,True
D0_K1,H60,QQQ,464,0.14007874141486565,0.1452771720631274,True
D0_K1,H60,SPY,244,0.1785410322768212,0.1785410322768212,True
