feature,importance
ib_range_bps,6995.545113444328
oi_diff,5193.51506459713
dist_ib_high_bps,3733.2834351062775
dist_ib_low_bps,3311.964118361473
iv_diff,2409.4166626930237
minute,2179.5131071805954
nearest_level_abs_bps,1927.0656062364578
ret_30m_bps,1725.2717204093933
vega_diff,1430.4869660139084
spread_pct_diff,1366.6968992948532
ret_15m_bps,1321.4845606088638
ret_5m_bps,1234.406473517418
volume_diff_chg_5m,1215.3610000610352
iv_diff_chg_15m,1198.3236082792282
iv_diff_chg_25m,1169.181780576706
abs_delta_diff,1030.9174209833145
volume_diff,1027.0720452070236
vega_diff_chg_15m,1001.333448767662
ret_1m_bps,918.846800327301
iv_diff_chg_5m,915.4064100980759
spread_pct_diff_chg_25m,913.0524717569351
volume_diff_chg_15m,901.070760846138
vega_diff_chg_25m,884.7986218929291
spread_pct_diff_chg_15m,866.9177889823914
spread_pct_diff_chg_5m,860.3035192489624
volume_diff_chg_25m,845.2304615974426
vega_diff_chg_5m,797.9728198051453
abs_delta_diff_chg_5m,775.4297810792923
abs_delta_diff_chg_15m,681.8636798858643
abs_delta_diff_chg_25m,646.5911375284195
