date,daily_pnl,cum_pnl
20260102,-1500.0,-1500.0
20260105,1000.0,-500.0
20260106,2500.0,2000.0
20260107,-1500.0,500.0
20260108,2500.0,3000.0
20260109,-1500.0,1500.0
20260112,-1500.0,0.0
20260113,-1500.0,-1500.0
20260114,2500.0,1000.0
20260115,-1500.0,-500.0
20260116,-1500.0,-2000.0
20260119,0.0,-2000.0
20260120,-1500.0,-3500.0
20260121,-1500.0,-5000.0
20260122,2500.0,-2500.0
20260123,-1500.0,-4000.0
20260126,-1500.0,-5500.0
20260127,-1500.0,-7000.0
20260128,2500.0,-4500.0
20260129,-1500.0,-6000.0
20260130,2500.0,-3500.0
20260202,-1500.0,-5000.0
20260203,-1500.0,-6500.0
20260204,-1500.0,-8000.0
20260205,-1500.0,-9500.0
20260206,-1500.0,-11000.0
20260209,-1500.0,-12500.0
20260210,-1500.0,-14000.0
20260211,-1500.0,-15500.0
20260212,-1500.0,-17000.0
20260213,0.0,-17000.0
20260216,0.0,-17000.0
20260217,-1500.0,-18500.0
20260218,-1500.0,-20000.0
20260219,-1500.0,-21500.0
20260220,-1500.0,-23000.0
20260223,2500.0,-20500.0
20260224,-1500.0,-22000.0
20260225,-1500.0,-23500.0
20260226,-1500.0,-25000.0
20260227,-1500.0,-26500.0
20260302,2500.0,-24000.0
20260303,2500.0,-21500.0
20260304,-1500.0,-23000.0
20260305,2500.0,-20500.0
20260306,2500.0,-18000.0
20260309,2500.0,-15500.0
20260310,2500.0,-13000.0
20260311,2500.0,-10500.0
20260312,2500.0,-8000.0
20260313,2500.0,-5500.0
20260316,-1500.0,-7000.0
20260317,2500.0,-4500.0
20260318,-1500.0,-6000.0
20260319,-1500.0,-7500.0
20260320,-1500.0,-9000.0
20260323,-1500.0,-10500.0
20260324,-1500.0,-12000.0
20260325,2500.0,-9500.0
20260326,-1500.0,-11000.0
20260327,-1500.0,-12500.0
20260330,-1500.0,-14000.0
20260331,-1500.0,-15500.0
20260401,-3000.0,-18500.0
20260402,1000.0,-17500.0
20260403,0.0,-17500.0
20260406,1000.0,-16500.0
20260407,1000.0,-15500.0
20260408,5000.0,-10500.0
20260409,-3000.0,-13500.0
20260410,1000.0,-12500.0
20260413,-3000.0,-15500.0
20260414,-3000.0,-18500.0
20260415,1000.0,-17500.0
20260416,-3000.0,-20500.0
20260417,1000.0,-19500.0
20260420,5000.0,-14500.0
20260421,5000.0,-9500.0
20260422,1000.0,-8500.0
20260423,1000.0,-7500.0
20260424,-3000.0,-10500.0
20260427,1000.0,-9500.0
20260428,-3000.0,-12500.0
20260429,1000.0,-11500.0
20260430,-3000.0,-14500.0
20260501,-1500.0,-16000.0
20260504,-1500.0,-17500.0
20260505,-1500.0,-19000.0
20260506,2500.0,-16500.0
20260507,-1500.0,-18000.0
20260508,-1500.0,-19500.0
20260511,0.0,-19500.0
20260512,-1500.0,-21000.0
20260513,-1500.0,-22500.0
20260514,-1500.0,-24000.0
20260515,2500.0,-21500.0
20260518,2500.0,-19000.0
20260519,-1500.0,-20500.0
20260520,0.0,-20500.0
20260521,2500.0,-18000.0
20260522,2500.0,-15500.0
20260525,0.0,-15500.0
20260526,2500.0,-13000.0
20260527,-1500.0,-14500.0
20260528,2500.0,-12000.0
20260529,2500.0,-9500.0
20260601,-1500.0,-11000.0
20260602,-1500.0,-12500.0
20260603,-1500.0,-14000.0
20260604,-1500.0,-15500.0
20260605,-1500.0,-17000.0
20260608,0.0,-17000.0
20260609,2500.0,-14500.0
20260610,2500.0,-12000.0
20260611,-1500.0,-13500.0
20260612,2500.0,-11000.0
20260615,0.0,-11000.0
20260616,-1500.0,-12500.0
20260617,-1500.0,-14000.0
20260618,2500.0,-11500.0
20260619,0.0,-11500.0
20260622,5000.0,-6500.0
20260623,0.0,-6500.0
20260624,-1500.0,-8000.0
20260625,0.0,-8000.0
20260626,-3000.0,-11000.0
20260629,-1500.0,-12500.0
