ticker,date,trade_date,month,test_month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,nearest_level_abs_bps,ret_5m_bps,ret_15m_bps,ret_30m_bps,ctx_spx_ret_5m_bps,ctx_qqq_ret_5m_bps,exit_status,exit_minutes,event_delta_bucket,wf_train_month_max,wf_val_months,wf_feature_count,edge_abs,deploy_config,policy_profile,policy_ticker,selected_threshold_override,selected_edge_abs_min,selected_time_min,selected_time_max,selected_momentum_filter,selected_max_day,selected_cooldown,candidate_universe_near_level_abs_bps_max,skip_reason
SPY,20260128,20260128,202601,202601,13:05,785,zero_dte,PUT,-0.0149384269121764,-0.1960410683809135,-0.0149384269121764,-0.6,-0.6,-0.6,2.966092750817846,4.173306317081238,1.295275931094686,5.902150463192868,4.21678933477887,5.373879645931279,-1,109,35,202506,"202507,202508,202509,202510,202511,202512",275,0.1811026414687371,thr-0.1_edge0.1_PUT_t720-870_near20_SPX_COUNTER_5M_cap4_cd30,intersection_guarded_v1,SPY,-0.1,0.1,720,870,SPX_COUNTER_5M,4,30,20,daily_loss_streak_pause_t3_p1
SPY,20260430,20260430,202604,202604,12:05,725,zero_dte,PUT,0.3455903911235218,-0.1942704713485972,0.3455903911235218,0.8712120007987023,-0.6,-0.6,1.1186889716737705,1.6791693321849266,5.31958977811664,7.84123628819966,2.2313145793928517,,-1,85,35,202509,"202510,202511,202512,202601,202602,202603",275,0.5398608624721191,thr-0.1_edge0.1_PUT_t720-870_near20_SPX_COUNTER_5M_cap4_cd30,intersection_guarded_v1,SPY,-0.1,0.1,720,870,SPX_COUNTER_5M,4,30,20,daily_loss_streak_pause_t3_p1
SPY,20260430,20260430,202604,202604,12:50,770,zero_dte,PUT,0.3052469560577608,-0.2102180718889016,0.3052469560577608,0.3392856819745231,-0.6,-0.6,0.1392092861305105,1.118923742271516,-5.734182324634851,-6.292909010493508,1.3391695513975677,,-1,40,35,202509,"202510,202511,202512,202601,202602,202603",275,0.5154650279466624,thr-0.1_edge0.1_PUT_t720-870_near20_SPX_COUNTER_5M_cap4_cd30,intersection_guarded_v1,SPY,-0.1,0.1,720,870,SPX_COUNTER_5M,4,30,20,daily_loss_streak_pause_t3_p1
SPY,20260430,20260430,202604,202604,13:20,800,zero_dte,PUT,0.2537541064748911,-0.3321664933219277,0.2537541064748911,0.7375000121071933,-0.6,-0.6,2.968370265495793,3.075818368190042,8.532475652351934,12.87386981062122,2.4662731197788723,2.408544903464982,-1,69,35,202509,"202510,202511,202512,202601,202602,202603",275,0.5859205997968189,thr-0.1_edge0.1_PUT_t720-870_near20_SPX_COUNTER_5M_cap4_cd30,intersection_guarded_v1,SPY,-0.1,0.1,720,870,SPX_COUNTER_5M,4,30,20,daily_loss_streak_pause_t3_p1
SPY,20260522,20260522,202605,202605,13:30,810,zero_dte,PUT,0.0979829275912093,-0.090609292319454,0.0979829275912093,-0.6,0.5448718301408166,0.5448718301408166,4.008120623635842,11.637484915316689,10.030760836639008,11.637484915316689,11.997777166117274,11.099533865306377,1,30,35,202510,"202511,202512,202601,202602,202603,202604",275,0.1885922199106633,thr-0.1_edge0.1_PUT_t720-870_near20_SPX_COUNTER_5M_cap4_cd30,intersection_guarded_v1,SPY,-0.1,0.1,720,870,SPX_COUNTER_5M,4,30,20,daily_loss_streak_pause_t3_p1
