ticker,date,trade_date,month,test_month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,nearest_level_abs_bps,ret_5m_bps,ret_15m_bps,ret_30m_bps,ctx_spx_ret_5m_bps,ctx_qqq_ret_5m_bps,exit_status,exit_minutes,event_delta_bucket,wf_train_month_max,wf_val_months,wf_feature_count,edge_abs,deploy_config,policy_profile,policy_ticker,selected_threshold_override,selected_edge_abs_min,selected_time_min,selected_time_max,selected_momentum_filter,selected_max_day,selected_cooldown,candidate_universe_near_level_abs_bps_max
QQQ,20260102,20260102,202601,202601,12:30,750,zero_dte,PUT,0.4252549581485399,-0.2748808942300452,0.4252549581485399,-0.6,1.2090163357762118,1.2090163357762118,13.393997569024744,5.547020911174094,0.4887271742770593,21.735214219038568,8.060858375531499,5.547020911174094,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.7001358523785851,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260102,20260102,202601,202601,13:20,800,zero_dte,PUT,0.3230092551887467,-0.112368096374794,0.3230092551887467,-0.6,1.326271268630367,1.326271268630367,7.6582509970962755,11.616472083519902,2.1249572639159275,7.359393952459658,8.94184328885439,11.616472083519902,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.4353773515635407,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260106,20260106,202601,202601,12:35,755,zero_dte,PUT,0.376546703403034,-0.4709279365103583,0.376546703403034,0.75,-0.6,-0.6,5.7856853825119865,8.042464053121812,14.163472485013706,24.812927031487853,4.443915921223951,8.042464053121812,-1,70,35,202506,"202507,202508,202509,202510,202511,202512",275,0.8474746399133923,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260106,20260106,202601,202601,13:20,800,zero_dte,PUT,0.5349522400910992,-0.5107804008806529,0.5349522400910992,0.75,0.4166666365633118,0.4166666365633118,0.0,2.410379340558322,10.612206441913408,8.842105180526527,1.3410587704743016,2.410379340558322,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,1.0457326409717522,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260107,20260107,202601,202601,12:30,750,zero_dte,PUT,0.2598572094886048,-0.3949274731399587,0.2598572094886048,-0.6,0.3586956437233493,0.3586956437233493,0.7974511128430279,0.318018057006153,3.66572837769974,3.5061237506028853,-2.441532415690117,0.318018057006153,1,41,35,202506,"202507,202508,202509,202510,202511,202512",275,0.6547846826285635,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260108,20260108,202601,202601,14:15,855,zero_dte,CALL,0.0410250229147099,0.0410250229147099,-0.2212667174460155,0.4396552539183631,-0.6,0.4396552539183631,14.061890668257467,-7.106785940531601,-7.9135346776548765,-17.74755360579583,,-7.106785940531601,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.2622917403607254,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260109,20260109,202601,202601,12:45,765,zero_dte,PUT,0.1902502839931741,-0.2832991090147919,0.1902502839931741,0.25,-0.6,-0.6,4.318945160861305,1.756814211437696,1.5969010370797676,4.63319906060411,-0.4597118293592217,1.756814211437696,-1,53,35,202506,"202507,202508,202509,202510,202511,202512",275,0.47354939300796595,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260109,20260109,202601,202601,13:30,810,zero_dte,PUT,0.1739048033033179,-0.377168100069123,0.1739048033033179,1.4062501338776232,-0.6,-0.6,3.200545177108676,10.229600629951818,8.630120750479087,0.318718886531677,6.780982609062569,10.229600629951818,-1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.5510729033724409,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260112,20260112,202601,202601,12:30,750,zero_dte,PUT,0.0616905233756097,-0.3411725405298738,0.0616905233756097,0.3289474509759633,-0.6,-0.6,8.975038616976926,3.0293756012156337,-1.4337639942763047,2.072583630208236,1.894447601078486,3.0293756012156337,-1,51,35,202506,"202507,202508,202509,202510,202511,202512",275,0.4028630639054835,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260112,20260112,202601,202601,13:25,805,zero_dte,PUT,0.0333362883621096,-0.2137928306916812,0.0333362883621096,-0.6,0.4734042647630718,0.4734042647630718,2.816379922345214,1.910719818498663,1.591891808889745,9.560906377814591,,1.910719818498663,1,40,35,202506,"202507,202508,202509,202510,202511,202512",275,0.2471291190537908,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260113,20260113,202601,202601,14:00,840,zero_dte,PUT,0.4321738780755723,-0.1682339069587683,0.4321738780755723,-0.6,0.4166667108182564,0.4166667108182564,13.923040962496874,5.1238885496096565,-9.273744685016627,-8.315256758927303,3.610020320761187,5.1238885496096565,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.6004077850343406,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260114,20260114,202601,202601,12:30,750,zero_dte,PUT,0.1050403724785966,-0.0884097758225171,0.1050403724785966,-0.6,0.3353658093362244,0.3353658093362244,4.414771480630861,0.3250609935334658,-0.8115691913268552,3.7365025166624655,-0.9719718595724292,0.3250609935334658,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.1934501483011137,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260114,20260114,202601,202601,13:15,795,zero_dte,PUT,0.0908870426563856,-0.1203144232734571,0.0908870426563856,-0.6,0.8319671330225162,0.8319671330225162,7.3351086337004,2.1106744536347755,10.56228969018358,-3.083153837590835,2.00130942006993,2.1106744536347755,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.21120146592984268,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260115,20260115,202601,202601,12:40,760,zero_dte,PUT,0.5647341875209655,-0.3004958547909489,0.5647341875209655,-0.6,-0.6,-0.6,11.67315099142726,0.4792468075187628,-10.2240396559361,-22.01912986164123,0.5885413933426342,0.4792468075187628,-1,51,35,202506,"202507,202508,202509,202510,202511,202512",275,0.8652300423119144,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260115,20260115,202601,202601,13:30,810,zero_dte,PUT,0.2601126369026919,0.172562051607017,0.2601126369026919,-0.6,0.6893938189805204,0.6893938189805204,19.6479361282178,2.3970922822025287,9.273893107719644,14.717606594754074,,2.3970922822025287,1,32,35,202506,"202507,202508,202509,202510,202511,202512",275,0.08755058529567489,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260116,20260116,202601,202601,12:35,755,zero_dte,PUT,0.5780169083302023,-0.3725816884019193,0.5780169083302023,0.2581967133022516,0.5882352747822306,0.5882352747822306,13.35506178348753,5.474062563102233,-2.0913546931666804,-6.110582103119322,2.662727507189988,5.474062563102233,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.9505985967321215,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260116,20260116,202601,202601,13:20,800,zero_dte,PUT,0.169283123357535,-0.3293363885344627,0.169283123357535,0.2581967133022516,-0.6,-0.6,17.85271855665772,5.31043661374575,12.883649284813892,12.72225116224268,,5.31043661374575,-1,45,35,202506,"202507,202508,202509,202510,202511,202512",275,0.4986195118919977,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260120,20260120,202601,202601,12:30,750,zero_dte,CALL,0.199307537951687,0.199307537951687,0.0138352421122772,-0.6,0.5572289520016713,-0.6,16.65229320272164,-6.036695981455065,-17.76358468124295,-27.51416399630169,-7.900252608438185,-6.036695981455065,-1,50,35,202506,"202507,202508,202509,202510,202511,202512",275,0.1854722958394098,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260121,20260121,202601,202601,14:30,870,zero_dte,PUT,0.1120966192667965,-0.3491651821335537,0.1120966192667965,2.15,-0.6,-0.6,7.317126560706463,83.78462897739914,92.3729397248718,77.18902702678943,,83.78462897739914,-1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.46126180140035017,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260122,20260122,202601,202601,12:30,750,zero_dte,PUT,0.1073695254642248,-0.2867522389029905,0.1073695254642248,-0.6,-0.6,-0.6,15.287517793285849,7.246807001597411,3.058438677370212,12.566957722350836,6.383535837115595,7.246807001597411,-1,103,35,202506,"202507,202508,202509,202510,202511,202512",275,0.3941217643672153,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260122,20260122,202601,202601,13:25,805,zero_dte,PUT,0.217750801476193,-0.3699458273416628,0.217750801476193,-0.6,0.2954545553065526,0.2954545553065526,10.132768521310815,1.6082294218788815,-2.8940986590286766,-0.642950654665686,0.0,1.6082294218788815,1,33,35,202506,"202507,202508,202509,202510,202511,202512",275,0.5876966288178558,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260123,20260123,202601,202601,12:30,750,zero_dte,PUT,0.0495633848877215,-0.4634955947155179,0.0495633848877215,-0.6,2.231481334309525,2.231481334309525,10.094937597109496,2.2440402585122143,-4.644329958382043,7.2160127560860765,3.207628894197345,2.2440402585122143,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.5130589796032394,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260123,20260123,202601,202601,13:20,800,zero_dte,PUT,0.0045522846743079,-0.5844078138003541,0.0045522846743079,-0.6,-0.6,-0.6,6.581185704739875,4.817223844189034,15.592629313494475,12.373382485528772,,4.817223844189034,-1,61,35,202506,"202507,202508,202509,202510,202511,202512",275,0.588960098474662,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260126,20260126,202601,202601,12:40,760,zero_dte,PUT,0.2158452336345158,-0.1957734634115649,0.2158452336345158,-0.6,0.4605262745120184,0.4605262745120184,8.010340092090793,3.6686521656248416,-4.781367938180292,2.0735093122947745,2.35759882034392,3.6686521656248416,1,30,35,202506,"202507,202508,202509,202510,202511,202512",275,0.4116186970460807,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
