feature,importance
ib_range_bps,9566.610030770302
oi_diff,7442.115783691406
dist_ib_high_bps,3499.5586436986923
dist_ib_low_bps,3424.7077018022537
iv_diff,2648.625558614731
minute,2378.2841107845306
ret_30m_bps,1468.897164285183
nearest_level_abs_bps,1390.2301007509232
ret_15m_bps,1153.3573324680328
spread_pct_diff,1125.693481206894
vega_diff,1058.050060391426
ret_5m_bps,1035.314635515213
abs_delta_diff,964.7228827476501
ret_1m_bps,957.9076106548309
iv_diff_chg_5m,908.0605881214142
spread_pct_diff_chg_5m,874.9926420450211
volume_diff,874.22381067276
volume_diff_chg_15m,825.7910293340683
spread_pct_diff_chg_15m,821.7856392860413
iv_diff_chg_15m,805.7681493759155
iv_diff_chg_25m,778.7812901735306
volume_diff_chg_5m,646.8144383430481
vega_diff_chg_15m,641.4905118942261
vega_diff_chg_5m,624.5580415725708
volume_diff_chg_25m,619.2492880821228
vega_diff_chg_25m,559.4129786491394
spread_pct_diff_chg_25m,526.4613007307053
abs_delta_diff_chg_15m,514.411040186882
abs_delta_diff_chg_25m,505.0577712059021
abs_delta_diff_chg_5m,456.79370164871216
