feature,importance
ib_range_bps,15964.68648314476
oi_diff,11113.802402615547
dist_ib_high_bps,5022.138362765312
dist_ib_low_bps,4786.822469592094
iv_diff,3821.3365191221237
minute,3225.1662551164627
ret_30m_bps,2400.5974044799805
nearest_level_abs_bps,2193.853751540184
iv_diff_chg_25m,1286.9500842094421
ret_15m_bps,1207.2694784402847
spread_pct_diff,1159.5236485004425
iv_diff_chg_15m,1033.9363794326782
volume_diff,994.992821097374
abs_delta_diff,975.2210991382599
vega_diff,944.6226502656937
ret_5m_bps,935.4133621454239
volume_diff_chg_5m,915.4547423124313
volume_diff_chg_15m,834.0617184638977
spread_pct_diff_chg_5m,809.4135329723358
iv_diff_chg_5m,805.0925999879837
ret_1m_bps,772.9582222700119
volume_diff_chg_25m,766.8235504627228
spread_pct_diff_chg_25m,728.7824521064758
abs_delta_diff_chg_25m,663.5667996406555
vega_diff_chg_15m,622.6131793260574
vega_diff_chg_5m,618.1220018863678
vega_diff_chg_25m,617.5043088197708
spread_pct_diff_chg_15m,599.1351875066757
abs_delta_diff_chg_15m,567.4908707141876
abs_delta_diff_chg_5m,505.69558107852936
