direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D0_K1,T50D15,POOLED,1328,0.05151126920631708,0.08459799958524744,True
D0_K1,T50D15,SPXW,647,0.09817687281927015,0.10279992224460183,True
D0_K1,T50D15,QQQ,437,0.11398988856610119,0.11999595846612808,True
D0_K1,T50D15,SPY,244,0.12003390310372665,0.12003390310372665,True
